"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Holbæk;60661;59383;44433;83.3;81.5;61.0;72855
Faxe;30446;29745;22439;81.9;80.0;60.4;37174
Kalundborg;39798;39005;29739;82.3;80.6;61.5;48372
Ringsted;28194;27526;20353;80.2;78.3;57.9;35149
Slagelse;64987;63486;47974;81.6;79.7;60.2;79676
Stevns;19471;19040;14598;82.8;81.0;62.1;23506
Sorø;25191;24717;18697;84.0;82.4;62.3;30000
Lejre;23743;23268;17712;83.0;81.4;62.0;28590
Lolland;32842;32220;25135;82.0;80.4;62.7;40074
Næstved;69278;67852;51084;82.6;80.9;60.9;83870
Guldborgsund;49736;48819;37885;82.5;81.0;62.8;60279
Vordingborg;37455;36685;28265;82.7;81.0;62.4;45317
Bornholm;34049;33349;26648;85.9;84.1;67.2;39637
Middelfart;33930;33267;25852;85.6;83.9;65.2;39630
Assens;35004;34237;26102;85.5;83.6;63.8;40934
Faaborg-Midtfyn;44220;43261;32832;85.3;83.5;63.4;51818
Kerteminde;20522;20060;15377;85.5;83.5;64.0;24010
Nyborg;27551;26968;20516;85.8;84.0;63.9;32118
Odense;172290;168288;123031;83.6;81.7;59.7;205984
Svendborg;50573;49564;37659;85.4;83.7;63.6;59191
Nordfyn;24976;24385;18437;84.0;82.0;62.0;29730
Langeland;10572;10401;8413;85.8;84.5;68.3;12315
Ærø;5282;5185;4285;87.6;86.0;71.1;6028
Haderslev;45654;44718;33269;82.5;80.9;60.2;55309
Billund;22201;21762;16418;83.3;81.6;61.6;26664
Sønderborg;61672;60389;46074;83.6;81.9;62.5;73728
Tønder;29951;29297;21973;81.4;79.6;59.7;36813
Esbjerg;95748;93799;69552;82.9;81.2;60.2;115479
Fanø;2966;2920;2356;86.7;85.4;68.9;3420
Varde;41204;40337;30710;83.0;81.2;61.8;49665
Vejen;34990;34175;25348;82.2;80.3;59.6;42565
Aabenraa;47274;46359;35030;80.6;79.0;59.7;58663
Fredericia;43050;42145;32109;83.4;81.7;62.2;51594
Horsens;76984;75280;55276;81.4;79.6;58.5;94563
Kolding;76971;75410;54847;82.3;80.6;58.6;93517
Vejle;97903;95918;69892;82.2;80.5;58.7;119143
Herning;74656;73135;53878;83.7;81.9;60.4;89247
Holstebro;49404;48349;35785;84.4;82.6;61.2;58515
Lemvig;16572;16281;12730;85.4;83.9;65.6;19406
Struer;17849;17507;13382;85.9;84.3;64.4;20778
Syddjurs;36937;36184;28028;84.7;82.9;64.2;43624
Norddjurs;31292;30671;23959;84.7;83.1;64.9;36923
Favrskov;41413;40461;29973;84.7;82.8;61.3;48872
Odder;19971;19512;15308;85.6;83.7;65.6;23325
Randers;82611;80809;60214;83.5;81.6;60.8;98994
Silkeborg;80944;79154;58983;83.1;81.2;60.5;97455
Samsø;3249;3204;2606;87.6;86.4;70.2;3710
Skanderborg;53961;52612;39428;83.8;81.7;61.2;64376
Århus;296000;289259;213883;83.3;81.4;60.2;355336
Ikast-Brande;34352;33660;24696;82.0;80.4;59.0;41882
Ringkøbing-Skjern;46915;45990;34646;83.5;81.9;61.7;56186
Hedensted;39598;38866;29310;84.1;82.5;62.2;47110
Morsø;17056;16634;12581;85.1;82.9;62.7;20054
Skive;38836;38105;28810;86.1;84.5;63.9;45080
Thisted;36336;35490;27212;84.3;82.4;63.2;43088
Viborg;82030;80293;59367;84.7;82.9;61.3;96805
Brønderslev;30499;29794;22154;84.3;82.3;61.2;36200
Frederikshavn;50178;49245;38246;85.2;83.7;65.0;58867
Vesthimmerland;30072;29401;22397;82.8;81.0;61.7;36304
Læsø;1531;1506;1281;86.3;84.9;72.2;1774
Rebild;25494;24895;18434;83.2;81.2;60.1;30657
Mariagerfjord;35231;34366;26221;84.6;82.5;63.0;41638
Jammerbugt;32328;31572;24130;84.7;82.7;63.2;38176
Aalborg;186367;182072;134445;84.3;82.3;60.8;221110
Hjørring;54488;53388;40128;85.4;83.6;62.9;63835
