"Dato";"Kommune";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal 1. stik siden i går";"Antal 2. stik siden i går";"Antal 3. stik siden i går";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
2022-04-12;Læsø;M;768;760;657;-1;-1;-1;890;86.3;85.4;73.8
2022-04-12;Mariagerfjord;K;17389;17086;13588;-5;-5;0;20375;85.3;83.9;66.7
2022-04-12;Mariagerfjord;M;17810;17463;13341;0;0;5;21277;83.7;82.1;62.7
2022-04-12;Middelfart;K;17100;16876;13506;0;-1;-1;19830;86.2;85.1;68.1
2022-04-12;Middelfart;M;16817;16543;12792;0;-1;0;19877;84.6;83.2;64.4
2022-04-12;Morsø;K;8497;8348;6629;-1;-1;0;9861;86.2;84.7;67.2
2022-04-12;Morsø;M;8514;8354;6361;0;0;0;10193;83.5;82.0;62.4
2022-04-12;Norddjurs;K;15432;15237;12401;-1;-1;0;18114;85.2;84.1;68.5
2022-04-12;Norddjurs;M;15806;15542;12158;-1;-1;-1;18870;83.8;82.4;64.4
2022-04-12;Nordfyn;K;12539;12343;9749;0;0;6;14728;85.1;83.8;66.2
2022-04-12;Nordfyn;M;12409;12185;9232;2;1;5;15047;82.5;81.0;61.4
2022-04-12;Nyborg;K;13998;13803;11007;-2;-2;-1;16196;86.4;85.2;68.0
2022-04-12;Nyborg;M;13482;13277;10244;-2;-1;-1;15848;85.1;83.8;64.6
2022-04-12;Næstved;K;35297;34812;27380;0;-1;2;42303;83.4;82.3;64.7
2022-04-12;Næstved;M;33959;33384;25250;-6;-7;-7;41735;81.4;80.0;60.5
2022-04-12;Odder;K;10187;10063;8168;-2;-1;1;11879;85.8;84.7;68.8
2022-04-12;Odder;M;9803;9652;7550;-1;0;0;11530;85.0;83.7;65.5
2022-04-12;Odense;K;88016;86607;67188;-13;-9;11;104213;84.5;83.1;64.5
2022-04-12;Odense;M;83988;82271;60538;-4;-4;16;102014;82.3;80.6;59.3
2022-04-12;Odsherred;K;13916;13717;11279;-4;-4;-4;16383;84.9;83.7;68.8
2022-04-12;Odsherred;M;13708;13536;10744;-1;-2;0;16473;83.2;82.2;65.2
2022-04-12;Randers;K;41800;41182;32106;0;1;6;49537;84.4;83.1;64.8
2022-04-12;Randers;M;40717;40019;30075;-4;-3;4;49640;82.0;80.6;60.6
2022-04-12;Rebild;K;12647;12436;9521;-1;-1;0;15124;83.6;82.2;63.0
2022-04-12;Rebild;M;12796;12546;9374;0;0;1;15603;82.0;80.4;60.1
2022-04-12;Ringkøbing-Skjern;K;23249;22923;17973;-4;-3;-2;27605;84.2;83.0;65.1
2022-04-12;Ringkøbing-Skjern;M;23558;23186;17542;-1;-1;0;28625;82.3;81.0;61.3
2022-04-12;Ringsted;K;14291;14059;10897;-1;0;0;17492;81.7;80.4;62.3
2022-04-12;Ringsted;M;13989;13746;10267;-2;-3;1;17900;78.2;76.8;57.4
2022-04-12;Roskilde;K;38627;38066;29756;-2;0;3;45701;84.5;83.3;65.1
2022-04-12;Roskilde;M;36401;35757;26821;-5;-3;-3;43972;82.8;81.3;61.0
2022-04-12;Rudersdal;K;24883;24443;19262;-5;-4;-4;29229;85.1;83.6;65.9
2022-04-12;Rudersdal;M;23430;22971;17479;1;1;5;28010;83.6;82.0;62.4
2022-04-12;Rødovre;K;16686;16330;12271;-4;-3;-3;21123;79.0;77.3;58.1
2022-04-12;Rødovre;M;15414;15000;10725;-4;-4;-2;20341;75.8;73.7;52.7
2022-04-12;Samsø;K;1631;1616;1369;0;0;0;1852;88.1;87.3;73.9
2022-04-12;Samsø;M;1600;1586;1295;0;0;0;1846;86.7;85.9;70.2
2022-04-12;Silkeborg;K;41050;40401;31285;-1;0;4;49101;83.6;82.3;63.7
2022-04-12;Silkeborg;M;40033;39315;29683;-3;-1;0;48870;81.9;80.4;60.7
2022-04-12;Skanderborg;K;27360;26898;20763;-1;-2;3;32477;84.2;82.8;63.9
2022-04-12;Skanderborg;M;26617;26103;19652;0;1;3;32124;82.9;81.3;61.2
2022-04-12;Skive;K;19196;18949;14874;0;2;8;22155;86.6;85.5;67.1
2022-04-12;Skive;M;19549;19263;14692;-1;-2;2;22944;85.2;84.0;64.0
2022-04-12;Slagelse;K;33010;32449;25552;-6;-6;-1;40071;82.4;81.0;63.8
2022-04-12;Slagelse;M;31986;31427;23822;-6;-6;-1;39645;80.7;79.3;60.1
2022-04-12;Solrød;K;9957;9804;7474;-1;-1;0;12068;82.5;81.2;61.9
2022-04-12;Solrød;M;9487;9291;6948;-1;-1;1;11735;80.8;79.2;59.2
2022-04-12;Sorø;K;12693;12541;9936;-3;-2;0;15009;84.6;83.6;66.2
2022-04-12;Sorø;M;12406;12212;9247;-2;-2;0;14970;82.9;81.6;61.8
2022-04-12;Stevns;K;9756;9612;7740;-2;-2;-1;11698;83.4;82.2;66.2
2022-04-12;Stevns;M;9793;9628;7461;0;0;4;11948;82.0;80.6;62.4
2022-04-12;Struer;K;8952;8831;7084;-2;-2;-1;10311;86.8;85.6;68.7
2022-04-12;Struer;M;8895;8757;6690;-1;-1;1;10499;84.7;83.4;63.7
2022-04-12;Svendborg;K;25605;25261;20146;0;-1;3;29784;86.0;84.8;67.6
2022-04-12;Svendborg;M;24950;24561;18666;-4;-3;-1;29468;84.7;83.3;63.3
2022-04-12;Syddjurs;K;18603;18331;14730;-3;-3;4;21881;85.0;83.8;67.3
2022-04-12;Syddjurs;M;18342;18073;14132;-2;0;2;21860;83.9;82.7;64.6
2022-04-12;Sønderborg;K;31116;30688;24383;-4;-4;-4;36880;84.4;83.2;66.1
2022-04-12;Sønderborg;M;30464;29978;22946;-4;-4;-4;36925;82.5;81.2;62.1
2022-04-12;Thisted;K;18200;17955;14255;-3;-3;-3;21348;85.3;84.1;66.8
2022-04-12;Thisted;M;18081;17780;13621;-1;-1;-1;21757;83.1;81.7;62.6
2022-04-12;Tårnby;K;17551;17229;13170;-3;-6;0;21591;81.3;79.8;61.0
2022-04-12;Tårnby;M;16672;16279;11890;0;0;6;21208;78.6;76.8;56.1
2022-04-12;Tønder;K;15022;14822;11720;2;1;6;18253;82.3;81.2;64.2
2022-04-12;Tønder;M;14888;14639;11102;-2;0;1;18644;79.9;78.5;59.5
2022-04-12;Vallensbæk;K;6378;6237;4577;0;1;0;8269;77.1;75.4;55.4
2022-04-12;Vallensbæk;M;6176;6021;4300;-1;-2;0;8283;74.6;72.7;51.9
2022-04-12;Varde;K;20471;20161;15889;-1;-1;0;24499;83.6;82.3;64.9
2022-04-12;Varde;M;20656;20315;15523;0;1;0;25247;81.8;80.5;61.5
2022-04-12;Vejen;K;17293;17048;13141;0;0;1;20869;82.9;81.7;63.0
2022-04-12;Vejen;M;17551;17214;12727;-1;-2;1;21717;80.8;79.3;58.6
2022-04-12;Vejle;K;49406;48698;37140;-7;-5;-2;59539;83.0;81.8;62.4
2022-04-12;Vejle;M;48537;47682;35048;-4;-2;5;59967;80.9;79.5;58.4
2022-04-12;Vesthimmerland;K;14985;14779;11651;-2;-1;-1;17909;83.7;82.5;65.1
2022-04-12;Vesthimmerland;M;15010;14753;11182;-2;-2;0;18369;81.7;80.3;60.9
2022-04-12;Viborg;K;41070;40493;31319;0;4;23;48108;85.4;84.2;65.1
2022-04-12;Viborg;M;40863;40153;29769;-5;-5;26;48753;83.8;82.4;61.1
2022-04-12;Vordingborg;K;18925;18662;15009;-3;-3;1;22699;83.4;82.2;66.1
2022-04-12;Vordingborg;M;18485;18162;14069;-2;-2;-1;22651;81.6;80.2;62.1
2022-04-12;Århus;K;151414;148835;116882;-14;-9;54;180820;83.7;82.3;64.6
2022-04-12;Århus;M;143979;140946;104617;-8;-8;36;174824;82.4;80.6;59.8
2022-04-12;Ærø;K;2630;2590;2225;-1;-1;-1;3013;87.3;86.0;73.8
2022-04-12;Ærø;M;2630;2581;2162;-1;-1;-1;3018;87.1;85.5;71.6
