"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Nordjylland;90+;K;3351;3341;3235;3474;96.5;96.2;93.1
Nordjylland;90+;M;1604;1600;1552;1641;97.7;97.5;94.6
Sjælland;0-9;K;7555;6019;0;40157;18.8;15.0;0.00
Sjælland;0-9;M;8171;6508;1;42619;19.2;15.3;0.00
Sjælland;10-19;K;38394;37095;6538;48390;79.3;76.7;13.5
Sjælland;10-19;M;40821;39333;6588;51499;79.3;76.4;12.8
Sjælland;20-29;K;30958;30238;20394;38644;80.1;78.2;52.8
Sjælland;20-29;M;33867;32901;20599;43276;78.3;76.0;47.6
Sjælland;30-39;K;36827;36089;24029;44021;83.7;82.0;54.6
Sjælland;30-39;M;36006;35145;22103;45837;78.6;76.7;48.2
Sjælland;40-49;K;48828;48437;41707;53691;90.9;90.2;77.7
Sjælland;40-49;M;46492;46056;38282;52838;88.0;87.2;72.5
Sjælland;50-59;K;59940;59673;55338;63944;93.7;93.3;86.5
Sjælland;50-59;M;60232;59999;55178;64444;93.5;93.1;85.6
Sjælland;60-69;K;53223;53096;51114;55639;95.7;95.4;91.9
Sjælland;60-69;M;51769;51622;49517;53953;96.0;95.7;91.8
Sjælland;70-79;K;50450;50366;49277;51868;97.3;97.1;95.0
Sjælland;70-79;M;45974;45915;44927;47148;97.5;97.4;95.3
Sjælland;80-89;K;22002;21957;21418;22674;97.0;96.8;94.5
Sjælland;80-89;M;16959;16944;16613;17379;97.6;97.5;95.6
Sjælland;90+;K;4413;4393;4258;4609;95.7;95.3;92.4
Sjælland;90+;M;1943;1939;1876;2004;97.0;96.8;93.6
Syddanmark;0-9;K;12523;10182;0;60373;20.7;16.9;0.00
Syddanmark;0-9;M;13389;10911;0;63737;21.0;17.1;0.00
Syddanmark;10-19;K;58078;56197;10364;70908;81.9;79.3;14.6
Syddanmark;10-19;M;60230;58186;9708;74105;81.3;78.5;13.1
Syddanmark;20-29;K;58089;56971;40278;69140;84.0;82.4;58.3
Syddanmark;20-29;M;62343;60629;38725;76359;81.6;79.4;50.7
Syddanmark;30-39;K;57401;56404;37609;66751;86.0;84.5;56.3
Syddanmark;30-39;M;57869;56599;36019;70707;81.8;80.0;50.9
Syddanmark;40-49;K;68884;68405;58821;74786;92.1;91.5;78.7
Syddanmark;40-49;M;67061;66412;55035;75018;89.4;88.5;73.4
Syddanmark;50-59;K;81608;81307;76125;86461;94.4;94.0;88.0
Syddanmark;50-59;M;82689;82358;76371;88117;93.8;93.5;86.7
Syddanmark;60-69;K;74533;74379;72033;77453;96.2;96.0;93.0
Syddanmark;60-69;M;73386;73220;70629;76236;96.3;96.0;92.6
Syddanmark;70-79;K;66118;66041;64960;67774;97.6;97.4;95.8
Syddanmark;70-79;M;61364;61293;60136;62837;97.7;97.5;95.7
Syddanmark;80-89;K;32409;32371;31679;33247;97.5;97.4;95.3
Syddanmark;80-89;M;24866;24840;24424;25377;98.0;97.9;96.2
Syddanmark;90+;K;7136;7109;6860;7439;95.9;95.6;92.2
Syddanmark;90+;M;3129;3124;3047;3223;97.1;96.9;94.5
