"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Faxe;29461;28455;8329;79.3;76.6;22.4;37142
Kalundborg;38684;37358;11843;79.9;77.1;24.4;48440
Ringsted;27111;26065;6304;77.3;74.3;18.0;35083
Slagelse;62813;60462;20215;78.9;75.9;25.4;79637
Stevns;18846;18247;5706;80.3;77.7;24.3;23479
Sorø;24251;23389;7460;80.9;78.0;24.9;29984
Lejre;22977;22111;7350;80.2;77.2;25.7;28641
Lolland;32134;30942;11658;80.1;77.1;29.1;40126
Næstved;67096;64568;19671;80.1;77.1;23.5;83743
Guldborgsund;48364;46874;16696;80.2;77.8;27.7;60283
Vordingborg;36408;35336;11719;80.2;77.9;25.8;45387
Bornholm;33258;32000;14387;83.8;80.7;36.3;39665
Middelfart;32943;31438;10971;83.2;79.4;27.7;39590
Assens;33906;32615;9814;82.7;79.6;23.9;40990
Faaborg-Midtfyn;42584;41005;13022;82.1;79.1;25.1;51846
Kerteminde;19936;19193;6495;82.9;79.8;27.0;24045
Nyborg;26573;25602;7502;82.8;79.8;23.4;32102
Odense;166975;160711;44921;81.0;78.0;21.8;206092
Svendborg;48841;47027;15609;82.5;79.5;26.4;59173
Nordfyn;24119;23299;7147;81.1;78.3;24.0;29738
Langeland;10310;10029;3520;83.7;81.4;28.6;12318
Ærø;5136;5009;1827;85.2;83.1;30.3;6026
Haderslev;44307;42520;10983;80.0;76.8;19.8;55392
Billund;21445;20533;5840;80.5;77.1;21.9;26629
Sønderborg;59535;57486;15832;80.8;78.1;21.5;73650
Tønder;29086;28043;6844;78.9;76.0;18.6;36880
Esbjerg;92160;88471;26886;79.8;76.6;23.3;115456
Fanø;2889;2801;1059;84.3;81.7;30.9;3429
Varde;39647;38147;11308;79.8;76.8;22.8;49696
Vejen;33791;32119;9832;79.3;75.3;23.1;42635
Aabenraa;46002;44133;12158;78.4;75.2;20.7;58652
Fredericia;41791;39823;11980;81.0;77.2;23.2;51605
Horsens;74370;70614;21490;78.8;74.8;22.8;94374
Kolding;74741;70836;20748;79.9;75.7;22.2;93566
Vejle;94910;89995;27508;79.8;75.7;23.1;118891
Herning;72616;69011;21536;81.3;77.3;24.1;89275
Holstebro;47964;45672;14457;81.9;78.0;24.7;58565
Lemvig;16219;15587;5643;83.6;80.3;29.1;19408
Struer;17398;16645;5620;83.7;80.1;27.0;20789
Syddjurs;35651;34376;10450;81.8;78.9;24.0;43592
Norddjurs;30345;29252;9414;82.1;79.1;25.5;36971
Favrskov;39804;37895;10716;81.4;77.5;21.9;48885
Odder;19194;18611;6002;82.5;79.9;25.8;23279
Randers;79869;76662;22927;80.7;77.5;23.2;98932
Silkeborg;78083;74642;23432;80.3;76.7;24.1;97260
Samsø;3099;3049;688;83.2;81.9;18.5;3723
Skanderborg;51652;49368;14825;80.4;76.8;23.1;64266
Århus;287148;275700;77585;80.8;77.5;21.8;355518
Ikast-Brande;33359;31666;9811;79.6;75.6;23.4;41913
Ringkøbing-Skjern;45396;43581;14037;80.8;77.5;25.0;56198
Hedensted;38433;36642;11246;81.5;77.7;23.9;47133
Morsø;16523;15943;4939;82.4;79.5;24.6;20052
Skive;37540;36070;11346;83.3;80.1;25.2;45053
Thisted;34907;33867;9440;81.0;78.6;21.9;43100
Viborg;79614;75715;24901;82.2;78.1;25.7;96899
Brønderslev;29280;28000;7703;81.0;77.4;21.3;36170
Frederikshavn;48923;46745;14124;83.1;79.4;24.0;58876
Vesthimmerland;28983;28003;8300;79.7;77.0;22.8;36355
Læsø;1488;1451;829;84.1;82.0;46.8;1770
Rebild;24425;23456;6368;79.7;76.5;20.8;30657
Mariagerfjord;33965;32847;9171;81.6;78.9;22.0;41641
Jammerbugt;31094;29894;8713;81.4;78.3;22.8;38190
Aalborg;180070;173474;44052;81.4;78.4;19.9;221202
Hjørring;52662;50645;15280;82.5;79.3;23.9;63867
