"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Ikast-Brande;31499;31043;2508;75.2;74.1;6.0;41885
Ringkøbing-Skjern;43370;42813;3588;77.2;76.2;6.4;56199
Hedensted;36436;35956;3094;77.4;76.4;6.6;47058
Morsø;15910;15697;1573;79.2;78.2;7.8;20077
Skive;36022;35539;3233;79.9;78.8;7.2;45079
Thisted;33799;33312;2949;78.4;77.2;6.8;43125
Viborg;75441;74441;6525;77.9;76.9;6.7;96842
Brønderslev;28014;27574;2298;77.5;76.2;6.4;36169
Frederikshavn;46873;46279;2819;79.6;78.6;4.8;58900
Vesthimmerland;27969;27600;2174;77.0;75.9;6.0;36343
Læsø;1463;1448;153;82.4;81.5;8.6;1776
Rebild;23291;22988;1562;76.1;75.1;5.1;30612
Mariagerfjord;32814;32372;2683;78.8;77.8;6.4;41623
Jammerbugt;29789;29357;1913;78.0;76.9;5.0;38182
Aalborg;173277;170245;14079;78.3;77.0;6.4;221216
Hjørring;50640;49884;4684;79.3;78.1;7.3;63883
