"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Slagelse;64524;61383;38645;81.0;77.1;48.5;79663
Stevns;19308;18490;11734;82.3;78.8;50.0;23473
Sorø;24993;23739;15262;83.3;79.1;50.9;30010
Lejre;23626;22474;14978;82.6;78.5;52.3;28615
Lolland;32632;31487;21527;81.4;78.5;53.7;40104
Næstved;68711;65600;41538;82.0;78.3;49.6;83809
Guldborgsund;49421;47470;31680;82.0;78.7;52.5;60286
Vordingborg;37203;35753;23518;82.0;78.8;51.9;45352
Bornholm;33855;32357;23345;85.4;81.6;58.9;39643
Middelfart;33666;32095;21570;85.0;81.0;54.5;39612
Assens;34749;33208;21224;84.8;81.0;51.8;40996
Faaborg-Midtfyn;43840;41747;26927;84.6;80.6;52.0;51826
Kerteminde;20363;19496;12686;84.7;81.1;52.8;24046
Nyborg;27298;26122;16359;85.0;81.4;51.0;32106
Odense;170842;163421;88491;82.9;79.3;42.9;206047
Svendborg;50142;48022;29939;84.7;81.1;50.6;59191
Nordfyn;24746;23652;14918;83.2;79.5;50.2;29740
Langeland;10501;10168;7178;85.3;82.6;58.3;12305
Ærø;5268;5039;3664;87.4;83.6;60.8;6030
Haderslev;45338;43428;26423;81.9;78.4;47.7;55373
Billund;22005;20993;13292;82.6;78.8;49.9;26639
Sønderborg;61136;58402;36403;83.0;79.3;49.4;73693
Tønder;29696;28501;17194;80.6;77.3;46.6;36858
Esbjerg;94994;90202;55338;82.3;78.1;47.9;115435
Fanø;2942;2847;2062;85.8;83.1;60.2;3428
Varde;40888;38950;25347;82.3;78.4;51.0;49681
Vejen;34706;32967;20652;81.4;77.3;48.4;42637
Aabenraa;46901;44959;27705;79.9;76.6;47.2;58686
Fredericia;42691;40768;26182;82.7;79.0;50.7;51599
Horsens;76288;72416;44196;80.8;76.7;46.8;94466
Kolding;76390;72713;42581;81.6;77.7;45.5;93578
Vejle;97117;92080;54873;81.6;77.4;46.1;118989
Herning;74197;70856;43340;83.1;79.4;48.5;89282
Holstebro;49036;46708;28685;83.7;79.7;49.0;58574
Lemvig;16485;15900;11017;85.0;82.0;56.8;19400
Struer;17748;17023;11343;85.4;81.9;54.6;20783
Syddjurs;36685;34879;23047;84.2;80.0;52.9;43590
Norddjurs;31105;29693;19584;84.2;80.4;53.0;36947
Favrskov;41179;38682;24144;84.2;79.1;49.4;48900
Odder;19824;18848;12778;85.1;80.9;54.9;23292
Randers;82027;77921;48635;82.9;78.7;49.1;98955
Silkeborg;80313;76336;48184;82.5;78.4;49.5;97316
Samsø;3222;3079;2197;86.7;82.8;59.1;3718
Skanderborg;53558;50403;32588;83.3;78.4;50.7;64288
Århus;293948;280318;158091;82.7;78.9;44.5;355434
Ikast-Brande;34122;32576;20037;81.4;77.7;47.8;41924
Ringkøbing-Skjern;46655;44612;28884;83.0;79.4;51.4;56218
Hedensted;39337;37517;24298;83.5;79.6;51.6;47124
Morsø;16903;16218;10859;84.3;80.9;54.2;20048
Skive;38638;36870;24484;85.7;81.8;54.3;45068
Thisted;36008;34443;23000;83.5;79.9;53.4;43101
Viborg;81544;77450;49039;84.2;79.9;50.6;96889
Brønderslev;30220;28485;17872;83.6;78.8;49.4;36169
Frederikshavn;49871;47627;32673;84.7;80.9;55.5;58880
Vesthimmerland;29859;28524;18969;82.2;78.5;52.2;36334
Læsø;1529;1461;1235;86.3;82.5;69.7;1771
Rebild;25302;23905;14986;82.5;78.0;48.9;30655
Mariagerfjord;34992;33374;22108;84.0;80.1;53.1;41661
Jammerbugt;32025;30422;19407;83.9;79.7;50.8;38174
Aalborg;184779;176162;98923;83.5;79.6;44.7;221210
Hjørring;54066;51236;32757;84.6;80.2;51.3;63881
