"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Randers;82641;81042;60921;83.5;81.8;61.5;99022
Silkeborg;80982;79335;59603;83.1;81.4;61.1;97493
Samsø;3249;3204;2611;87.6;86.4;70.4;3708
Skanderborg;53983;52731;39768;83.8;81.9;61.8;64393
Århus;296094;289677;216721;83.3;81.5;61.0;355436
Ikast-Brande;34361;33717;24921;82.0;80.5;59.5;41884
Ringkøbing-Skjern;46931;46061;35009;83.5;82.0;62.3;56184
Hedensted;39602;38946;29525;84.1;82.7;62.7;47111
Morsø;17061;16680;12729;85.0;83.1;63.4;20064
Skive;38837;38149;29022;86.1;84.6;64.4;45084
Thisted;36347;35545;27341;84.3;82.5;63.4;43093
Viborg;82063;80432;59895;84.8;83.1;61.9;96812
Brønderslev;30504;29826;22265;84.3;82.4;61.5;36201
Frederikshavn;50194;49289;38669;85.3;83.7;65.7;58873
Vesthimmerland;30065;29416;22453;82.9;81.1;61.9;36288
Læsø;1531;1506;1284;86.3;84.9;72.4;1774
Rebild;25494;24918;18521;83.2;81.3;60.4;30657
Mariagerfjord;35249;34411;26445;84.6;82.6;63.5;41654
Jammerbugt;32330;31588;24210;84.7;82.7;63.4;38173
Aalborg;186407;182244;135975;84.3;82.4;61.5;221127
Hjørring;54499;53418;40439;85.4;83.7;63.3;63844
