"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Kerteminde;19082;18858;904;79.5;78.5;3.8;24009
Nyborg;25461;25157;1037;79.4;78.4;3.2;32069
Odense;159577;157189;8698;77.4;76.3;4.2;206115
Svendborg;46640;46066;3186;78.8;77.9;5.4;59161
Nordfyn;23075;22811;1053;77.7;76.8;3.5;29683
Langeland;9972;9880;423;81.0;80.3;3.4;12310
Ærø;5004;4955;141;83.2;82.4;2.3;6014
Haderslev;42061;41471;2024;76.0;74.9;3.7;55336
Billund;20368;20123;948;76.5;75.6;3.6;26614
Sønderborg;57220;56462;3229;77.7;76.7;4.4;73651
Tønder;27876;27505;1011;75.6;74.6;2.7;36881
Esbjerg;88331;87084;4560;76.5;75.4;4.0;115429
Fanø;2800;2773;162;81.6;80.8;4.7;3432
Varde;37938;37492;1889;76.5;75.6;3.8;49623
Vejen;31828;31422;1525;74.5;73.6;3.6;42694
Aabenraa;43682;43116;2168;74.5;73.6;3.7;58603
Fredericia;39492;38975;2524;76.6;75.6;4.9;51545
Horsens;69886;68847;2851;74.3;73.2;3.0;94081
Kolding;70142;69043;3741;75.1;73.9;4.0;93405
Vejle;89263;87816;4812;75.3;74.1;4.1;118549
Herning;68517;67433;3720;76.8;75.6;4.2;89212
Holstebro;45272;44601;2154;77.3;76.2;3.7;58534
Lemvig;15463;15301;741;79.8;79.0;3.8;19369
Struer;16523;16321;859;79.6;78.6;4.1;20757
Syddjurs;34373;33975;1365;78.7;77.8;3.1;43653
Norddjurs;29221;28888;1215;78.9;78.0;3.3;37046
Favrskov;37602;37140;1635;77.1;76.2;3.4;48769
Odder;18494;18316;864;79.6;78.8;3.7;23248
Randers;76126;75033;4918;77.0;75.9;5.0;98813
Silkeborg;73980;72988;3497;76.2;75.2;3.6;97029
Samsø;3059;3041;167;82.2;81.7;4.5;3723
Skanderborg;48911;48391;1871;76.3;75.5;2.9;64086
Århus;274312;269558;13548;77.2;75.8;3.8;355417
Ikast-Brande;31376;30961;1570;74.9;74.0;3.8;41865
Ringkøbing-Skjern;43229;42659;1999;76.9;75.9;3.6;56215
Hedensted;36302;35899;1574;77.1;76.3;3.3;47068
Morsø;15876;15676;992;79.1;78.1;4.9;20073
Skive;35918;35454;1855;79.6;78.6;4.1;45104
Thisted;33654;33225;1790;78.1;77.1;4.2;43115
Viborg;75261;74281;3903;77.7;76.7;4.0;96853
Brønderslev;27919;27521;1565;77.1;76.0;4.3;36203
Frederikshavn;46811;46234;2536;79.5;78.6;4.3;58858
Vesthimmerland;27866;27548;1034;76.7;75.8;2.8;36334
Læsø;1462;1449;34;82.2;81.5;1.9;1779
Rebild;23238;22956;1087;75.8;74.9;3.5;30644
Mariagerfjord;32684;32273;1810;78.6;77.6;4.4;41564
Jammerbugt;29707;29310;1272;77.8;76.8;3.3;38174
Aalborg;172673;169807;9334;78.1;76.8;4.2;221226
Hjørring;50473;49781;2983;79.0;77.9;4.7;63880
