"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Svendborg;48260;46858;13019;81.5;79.2;22.0;59190
Nordfyn;23827;23204;5375;80.1;78.0;18.1;29743
Langeland;10223;10008;2691;82.9;81.2;21.8;12325
Ærø;5085;4993;1364;84.4;82.9;22.6;6024
Haderslev;43469;42297;7405;78.5;76.4;13.4;55386
Billund;21054;20444;4419;79.1;76.8;16.6;26633
Sønderborg;58711;57227;12735;79.7;77.7;17.3;73656
Tønder;28719;27912;4952;77.9;75.7;13.4;36869
Esbjerg;90791;88074;19316;78.6;76.3;16.7;115472
Fanø;2856;2794;765;83.3;81.5;22.3;3428
Varde;39138;38007;8258;78.8;76.5;16.6;49689
Vejen;33047;31952;6879;77.5;74.9;16.1;42647
Aabenraa;45219;43883;9046;77.1;74.8;15.4;58633
Fredericia;40892;39627;9111;79.2;76.8;17.7;51599
Horsens;72749;70213;16860;77.2;74.5;17.9;94279
Kolding;73012;70377;15533;78.1;75.3;16.6;93518
Vejle;92704;89439;21250;78.0;75.3;17.9;118841
Herning;71185;68682;17522;79.7;76.9;19.6;89264
Holstebro;47069;45354;11474;80.4;77.4;19.6;58566
Lemvig;15964;15492;4024;82.3;79.9;20.7;19398
Struer;17081;16552;4266;82.1;79.6;20.5;20804
Syddjurs;35079;34283;7381;80.4;78.6;16.9;43614
Norddjurs;29882;29133;6469;80.8;78.8;17.5;36976
Favrskov;38882;37659;7710;79.6;77.1;15.8;48856
Odder;18933;18536;4579;81.4;79.7;19.7;23265
Randers;78591;76236;18372;79.5;77.1;18.6;98897
Silkeborg;76728;74225;17925;78.9;76.3;18.4;97226
Samsø;3100;3052;645;83.3;82.0;17.3;3721
Skanderborg;50460;49111;10314;78.6;76.5;16.1;64219
Århus;282807;274214;56633;79.6;77.1;15.9;355482
Ikast-Brande;32662;31507;7740;78.0;75.2;18.5;41894
Ringkøbing-Skjern;44655;43266;10703;79.5;77.0;19.0;56196
Hedensted;37562;36453;8815;79.7;77.4;18.7;47111
Morsø;16341;15913;4128;81.4;79.2;20.6;20086
Skive;37043;35916;8302;82.2;79.7;18.4;45052
Thisted;34594;33676;7863;80.3;78.2;18.2;43085
Viborg;77812;75270;19115;80.3;77.7;19.7;96898
Brønderslev;28612;27884;6225;79.2;77.2;17.2;36137
Frederikshavn;47765;46637;10517;81.1;79.2;17.9;58898
Vesthimmerland;28654;27825;6818;78.8;76.5;18.8;36350
Læsø;1474;1448;454;83.1;81.7;25.6;1773
Rebild;23974;23245;4560;78.2;75.9;14.9;30644
Mariagerfjord;33598;32688;6811;80.6;78.5;16.3;41661
Jammerbugt;30599;29695;7047;80.1;77.7;18.4;38205
Aalborg;177432;172340;35288;80.2;77.9;16.0;221234
Hjørring;51439;50431;12282;80.5;79.0;19.2;63864
