"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Faxe;30396;29635;21837;81.8;79.7;58.8;37168
Kalundborg;39740;38890;28788;82.2;80.4;59.5;48361
Ringsted;28157;27422;19885;80.1;78.0;56.6;35139
Slagelse;64913;63246;46779;81.5;79.4;58.7;79674
Stevns;19440;18948;14144;82.7;80.6;60.2;23506
Sorø;25174;24626;18160;83.9;82.1;60.5;30011
Lejre;23716;23174;17321;83.0;81.1;60.6;28576
Lolland;32813;32114;24662;81.9;80.1;61.5;40089
Næstved;69201;67602;49866;82.5;80.6;59.5;83856
Guldborgsund;49693;48694;37107;82.4;80.8;61.6;60276
Vordingborg;37434;36612;27637;82.6;80.8;61.0;45322
Bornholm;34025;33239;26180;85.8;83.8;66.0;39642
Middelfart;33900;33124;25386;85.5;83.6;64.1;39628
Assens;34964;34032;25492;85.4;83.1;62.3;40936
Faaborg-Midtfyn;44194;43033;32142;85.3;83.0;62.0;51830
Kerteminde;20503;19970;15065;85.4;83.2;62.7;24009
Nyborg;27538;26821;19991;85.7;83.5;62.2;32126
Odense;172153;167478;118067;83.6;81.3;57.3;205998
Svendborg;50551;49420;36859;85.4;83.5;62.3;59196
Nordfyn;24955;24270;17921;84.0;81.6;60.3;29726
Langeland;10557;10359;8240;85.8;84.2;67.0;12306
Ærø;5278;5156;4180;87.6;85.6;69.4;6025
Haderslev;45588;44526;32267;82.4;80.5;58.3;55311
Billund;22176;21695;15955;83.2;81.4;59.8;26664
Sønderborg;61626;60136;44772;83.6;81.6;60.7;73732
Tønder;29917;29178;21382;81.3;79.3;58.1;36813
Esbjerg;95698;93475;67416;82.9;80.9;58.4;115491
Fanø;2963;2907;2315;86.6;85.0;67.7;3420
Varde;41175;40184;29939;82.9;80.9;60.3;49662
Vejen;34954;34049;24713;82.1;80.0;58.0;42581
Aabenraa;47240;46189;34171;80.5;78.7;58.3;58655
Fredericia;42989;41977;31364;83.3;81.4;60.8;51581
Horsens;76893;74888;53643;81.3;79.2;56.7;94561
Kolding;76920;75162;53300;82.2;80.4;57.0;93538
Vejle;97847;95618;67793;82.1;80.3;56.9;119142
Herning;74584;72879;52280;83.6;81.7;58.6;89250
Holstebro;49374;48203;34722;84.4;82.4;59.3;58525
Lemvig;16561;16222;12385;85.4;83.6;63.8;19401
Struer;17847;17474;13094;85.8;84.0;63.0;20795
Syddjurs;36896;35976;27313;84.6;82.5;62.6;43613
Norddjurs;31269;30563;23280;84.7;82.8;63.1;36921
Favrskov;41382;40243;29194;84.7;82.3;59.7;48876
Odder;19946;19393;15014;85.6;83.2;64.4;23304
Randers;82575;80593;58284;83.4;81.4;58.9;99000
Silkeborg;80882;78828;57460;83.0;80.9;59.0;97436
Samsø;3246;3201;2595;87.5;86.3;70.0;3708
Skanderborg;53927;52287;38572;83.8;81.2;59.9;64371
Århus;295798;288215;206038;83.2;81.1;58.0;355329
Ikast-Brande;34306;33533;23929;81.9;80.1;57.2;41867
Ringkøbing-Skjern;46873;45755;33547;83.4;81.4;59.7;56191
Hedensted;39549;38723;28653;84.0;82.2;60.8;47093
Morsø;17041;16590;12341;85.0;82.7;61.5;20052
Skive;38817;37961;28131;86.1;84.2;62.4;45072
Thisted;36308;35418;26482;84.3;82.2;61.5;43091
Viborg;81958;79980;57719;84.6;82.6;59.6;96846
Brønderslev;30462;29658;21524;84.1;81.9;59.4;36207
Frederikshavn;50126;49071;37384;85.1;83.3;63.5;58874
Vesthimmerland;30056;29298;21939;82.7;80.6;60.4;36330
Læsø;1531;1503;1276;86.3;84.7;71.9;1774
Rebild;25483;24816;17943;83.1;80.9;58.5;30664
Mariagerfjord;35201;34253;25623;84.6;82.3;61.6;41629
Jammerbugt;32285;31433;23484;84.6;82.3;61.5;38173
Aalborg;186163;181331;129088;84.2;82.0;58.4;221128
Hjørring;54440;53213;38904;85.3;83.4;60.9;63840
