"Dato";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-30;Nordjylland;2006;0;0;591743;3316;1;0;0.56;0.00;0.00
2020-12-30;Sjælland;1714;0;0;844285;5199;0;0;0.62;0.00;0.00
2020-12-30;Syddanmark;2194;0;0;1229543;4912;0;0;0.40;0.00;0.00
2020-12-31;Hovedstaden;1520;0;0;1872584;10264;0;0;0.55;0.00;0.00
2020-12-31;Midtjylland;995;0;0;1344511;5021;0;0;0.37;0.00;0.00
2020-12-31;Nordjylland;582;0;0;591743;3898;1;0;0.66;0.00;0.00
2020-12-31;Sjælland;1142;0;0;844285;6341;0;0;0.75;0.00;0.00
2020-12-31;Syddanmark;1183;0;0;1229543;6095;0;0;0.50;0.00;0.00
2021-01-01;Hovedstaden;1065;0;0;1872584;11329;0;0;0.60;0.00;0.00
2021-01-01;Midtjylland;125;0;0;1344511;5146;0;0;0.38;0.00;0.00
2021-01-01;Nordjylland;8;0;0;591743;3906;1;0;0.66;0.00;0.00
2021-01-01;Sjælland;282;0;0;844285;6623;0;0;0.78;0.00;0.00
2021-01-01;Syddanmark;572;0;0;1229543;6667;0;0;0.54;0.00;0.00
2021-01-02;Hovedstaden;2000;0;0;1872584;13329;0;0;0.71;0.00;0.00
2021-01-02;Midtjylland;2102;0;0;1344511;7248;0;0;0.54;0.00;0.00
2021-01-02;Nordjylland;1536;0;0;591743;5442;1;0;0.92;0.00;0.00
2021-01-02;Sjælland;399;0;0;844285;7022;0;0;0.83;0.00;0.00
2021-01-02;Syddanmark;1682;0;0;1229543;8349;0;0;0.68;0.00;0.00
2021-01-03;Hovedstaden;1745;0;0;1872584;15074;0;0;0.80;0.00;0.00
2021-01-03;Midtjylland;2504;0;0;1344511;9752;0;0;0.73;0.00;0.00
2021-01-03;Nordjylland;14;0;0;591743;5456;1;0;0.92;0.00;0.00
2021-01-03;Sjælland;105;0;0;844285;7127;0;0;0.84;0.00;0.00
2021-01-03;Syddanmark;711;0;0;1229543;9060;0;0;0.74;0.00;0.00
2021-01-04;Hovedstaden;349;0;0;1872584;15423;0;0;0.82;0.00;0.00
2021-01-04;Midtjylland;68;0;0;1344511;9820;0;0;0.73;0.00;0.00
2021-01-04;Nordjylland;940;0;0;591743;6396;1;0;1.08;0.00;0.00
2021-01-04;Sjælland;25;0;0;844285;7152;0;0;0.85;0.00;0.00
2021-01-04;Syddanmark;929;0;0;1229543;9989;0;0;0.81;0.00;0.00
2021-01-05;Hovedstaden;6019;0;0;1872584;21442;0;0;1.15;0.00;0.00
2021-01-05;Midtjylland;2522;0;0;1344511;12342;0;0;0.92;0.00;0.00
2021-01-05;Nordjylland;1908;0;0;591743;8304;1;0;1.40;0.00;0.00
2021-01-05;Sjælland;518;0;0;844285;7670;0;0;0.91;0.00;0.00
2021-01-05;Syddanmark;1101;0;0;1229543;11090;0;0;0.90;0.00;0.00
2021-01-06;Hovedstaden;6147;0;0;1872584;27589;0;0;1.47;0.00;0.00
2021-01-06;Midtjylland;3812;0;0;1344511;16154;0;0;1.20;0.00;0.00
2021-01-06;Nordjylland;2436;0;0;591743;10740;1;0;1.81;0.00;0.00
2021-01-06;Sjælland;1763;0;0;844285;9433;0;0;1.12;0.00;0.00
2021-01-06;Syddanmark;3230;0;0;1229543;14320;0;0;1.16;0.00;0.00
2021-01-07;Hovedstaden;5030;0;0;1872584;32619;0;0;1.74;0.00;0.00
2021-01-07;Midtjylland;3867;0;0;1344511;20021;0;0;1.49;0.00;0.00
2021-01-07;Nordjylland;1071;0;0;591743;11811;1;0;2.00;0.00;0.00
2021-01-07;Sjælland;1576;0;0;844285;11009;0;0;1.30;0.00;0.00
2021-01-07;Syddanmark;3850;0;0;1229543;18170;0;0;1.48;0.00;0.00
2021-01-08;Hovedstaden;751;1;0;1872584;33370;1;0;1.78;0.00;0.00
2021-01-08;Midtjylland;2441;0;0;1344511;22462;0;0;1.67;0.00;0.00
2021-01-08;Nordjylland;234;0;0;591743;12045;1;0;2.04;0.00;0.00
2021-01-08;Sjælland;1157;0;0;844285;12166;0;0;1.44;0.00;0.00
2021-01-08;Syddanmark;2926;0;0;1229543;21096;0;0;1.72;0.00;0.00
2021-01-09;Hovedstaden;125;2;0;1872584;33495;3;0;1.79;0.00;0.00
2021-01-09;Midtjylland;679;0;0;1344511;23141;0;0;1.72;0.00;0.00
2021-01-09;Nordjylland;36;0;0;591743;12081;1;0;2.04;0.00;0.00
2021-01-09;Sjælland;946;0;0;844285;13112;0;0;1.55;0.00;0.00
2021-01-09;Syddanmark;36;0;0;1229543;21132;0;0;1.72;0.00;0.00
2021-01-10;Hovedstaden;139;0;0;1872584;33634;3;0;1.80;0.00;0.00
2021-01-10;Midtjylland;3;0;0;1344511;23144;0;0;1.72;0.00;0.00
2021-01-10;Nordjylland;2;0;0;591743;12083;1;0;2.04;0.00;0.00
2021-01-10;Sjælland;653;0;0;844285;13765;0;0;1.63;0.00;0.00
2021-01-10;Syddanmark;21;0;0;1229543;21153;0;0;1.72;0.00;0.00
2021-01-11;Hovedstaden;102;0;0;1872584;33736;3;0;1.80;0.00;0.00
2021-01-11;Midtjylland;20;0;0;1344511;23164;0;0;1.72;0.00;0.00
2021-01-11;Nordjylland;3;0;0;591743;12086;1;0;2.04;0.00;0.00
2021-01-11;Sjælland;522;0;0;844285;14287;0;0;1.69;0.00;0.00
2021-01-11;Syddanmark;19;0;0;1229543;21172;0;0;1.72;0.00;0.00
2021-01-12;Hovedstaden;77;0;0;1872584;33813;3;0;1.81;0.00;0.00
2021-01-12;Midtjylland;14;1;0;1344511;23178;1;0;1.72;0.00;0.00
2021-01-12;Nordjylland;6;0;0;591743;12092;1;0;2.04;0.00;0.00
2021-01-12;Sjælland;353;0;0;844285;14640;0;0;1.73;0.00;0.00
2021-01-12;Syddanmark;14;1;0;1229543;21186;1;0;1.72;0.00;0.00
2021-01-13;Hovedstaden;6587;2;0;1872584;40400;5;0;2.16;0.00;0.00
2021-01-13;Midtjylland;1838;3;0;1344511;25016;4;0;1.86;0.00;0.00
2021-01-13;Nordjylland;451;0;0;591743;12543;1;0;2.12;0.00;0.00
2021-01-13;Sjælland;928;0;0;844285;15568;0;0;1.84;0.00;0.00
2021-01-13;Syddanmark;2117;0;0;1229543;23303;1;0;1.90;0.00;0.00
2021-01-14;Hovedstaden;8110;1;0;1872584;48510;6;0;2.59;0.00;0.00
2021-01-14;Midtjylland;2588;0;0;1344511;27604;4;0;2.05;0.00;0.00
2021-01-14;Nordjylland;615;0;0;591743;13158;1;0;2.22;0.00;0.00
2021-01-14;Sjælland;1789;0;0;844285;17357;0;0;2.06;0.00;0.00
2021-01-14;Syddanmark;3377;0;0;1229543;26680;1;0;2.17;0.00;0.00
2021-01-15;Hovedstaden;5150;5;0;1872584;53660;11;0;2.87;0.00;0.00
2021-01-15;Midtjylland;2943;0;0;1344511;30547;4;0;2.27;0.00;0.00
2021-01-15;Nordjylland;1176;0;0;591743;14334;1;0;2.42;0.00;0.00
2021-01-15;Sjælland;903;0;0;844285;18260;0;0;2.16;0.00;0.00
2021-01-15;Syddanmark;3714;0;0;1229543;30394;1;0;2.47;0.00;0.00
2021-01-16;Hovedstaden;835;2;0;1872584;54495;13;0;2.91;0.00;0.00
2021-01-16;Midtjylland;889;7;0;1344511;31436;11;0;2.34;0.00;0.00
2021-01-16;Nordjylland;1111;0;0;591743;15445;1;0;2.61;0.00;0.00
2021-01-16;Sjælland;65;1;0;844285;18325;1;0;2.17;0.00;0.00
2021-01-16;Syddanmark;1313;0;0;1229543;31707;1;0;2.58;0.00;0.00
2021-01-17;Hovedstaden;51;42;0;1872584;54546;55;0;2.91;0.00;0.00
2021-01-17;Midtjylland;29;3;0;1344511;31465;14;0;2.34;0.00;0.00
2021-01-17;Nordjylland;963;1;0;591743;16408;2;0;2.77;0.00;0.00
2021-01-17;Sjælland;38;196;0;844285;18363;197;0;2.17;0.02;0.00
2021-01-17;Syddanmark;1127;370;0;1229543;32834;371;0;2.67;0.03;0.00
2021-01-18;Hovedstaden;37;138;0;1872584;54583;193;0;2.91;0.01;0.00
2021-01-18;Midtjylland;1480;166;0;1344511;32945;180;0;2.45;0.01;0.00
2021-01-18;Nordjylland;584;4;0;591743;16992;6;0;2.87;0.00;0.00
2021-01-18;Sjælland;97;1137;0;844285;18460;1334;0;2.19;0.16;0.00
2021-01-18;Syddanmark;1322;447;0;1229543;34156;818;0;2.78;0.07;0.00
2021-01-19;Hovedstaden;58;173;0;1872584;54641;366;0;2.92;0.02;0.00
2021-01-19;Midtjylland;1662;11;0;1344511;34607;191;0;2.57;0.01;0.00
2021-01-19;Nordjylland;32;3;0;591743;17024;9;0;2.88;0.00;0.00
2021-01-19;Sjælland;157;1255;0;844285;18617;2589;0;2.21;0.31;0.00
2021-01-19;Syddanmark;378;388;0;1229543;34534;1206;0;2.81;0.10;0.00
2021-01-20;Hovedstaden;34;137;0;1872584;54675;503;0;2.92;0.03;0.00
2021-01-20;Midtjylland;939;99;0;1344511;35546;290;0;2.64;0.02;0.00
2021-01-20;Nordjylland;20;4;0;591743;17044;13;0;2.88;0.00;0.00
2021-01-20;Sjælland;208;1168;0;844285;18825;3757;0;2.23;0.44;0.00
2021-01-20;Syddanmark;193;250;0;1229543;34727;1456;0;2.82;0.12;0.00
2021-01-21;Hovedstaden;36;118;0;1872584;54711;621;0;2.92;0.03;0.00
2021-01-21;Midtjylland;1082;576;0;1344511;36628;866;0;2.72;0.06;0.00
2021-01-21;Nordjylland;18;10;0;591743;17062;23;0;2.88;0.00;0.00
2021-01-21;Sjælland;155;1015;0;844285;18980;4772;0;2.25;0.57;0.00
2021-01-21;Syddanmark;135;362;0;1229543;34862;1818;0;2.84;0.15;0.00
2021-01-22;Hovedstaden;54;82;0;1872584;54765;703;0;2.92;0.04;0.00
2021-01-22;Midtjylland;153;990;0;1344511;36781;1856;0;2.74;0.14;0.00
2021-01-22;Nordjylland;155;2239;0;591743;17217;2262;0;2.91;0.38;0.00
2021-01-22;Sjælland;129;443;0;844285;19109;5215;0;2.26;0.62;0.00
2021-01-22;Syddanmark;138;1339;0;1229543;35000;3157;0;2.85;0.26;0.00
2021-01-23;Hovedstaden;507;3652;0;1872584;55272;4355;0;2.95;0.23;0.00
2021-01-23;Midtjylland;83;857;0;1344511;36864;2713;0;2.74;0.20;0.00
2021-01-23;Nordjylland;47;1160;0;591743;17264;3422;0;2.92;0.58;0.00
2021-01-23;Sjælland;27;370;0;844285;19136;5585;0;2.27;0.66;0.00
2021-01-23;Syddanmark;3;144;0;1229543;35003;3301;0;2.85;0.27;0.00
2021-01-24;Hovedstaden;445;3501;0;1872584;55717;7856;0;2.98;0.42;0.00
2021-01-24;Midtjylland;56;1082;0;1344511;36920;3795;0;2.75;0.28;0.00
2021-01-24;Nordjylland;19;548;0;591743;17283;3970;0;2.92;0.67;0.00
2021-01-24;Sjælland;22;288;0;844285;19158;5873;0;2.27;0.70;0.00
2021-01-24;Syddanmark;1;179;0;1229543;35004;3480;0;2.85;0.28;0.00
2021-01-25;Hovedstaden;47;226;0;1872584;55764;8082;0;2.98;0.43;0.00
2021-01-25;Midtjylland;8;147;0;1344511;36928;3942;0;2.75;0.29;0.00
2021-01-25;Nordjylland;24;11;0;591743;17307;3981;0;2.92;0.67;0.00
2021-01-25;Sjælland;57;261;0;844285;19215;6134;0;2.28;0.73;0.00
2021-01-25;Syddanmark;135;1564;0;1229543;35139;5044;0;2.86;0.41;0.00
2021-01-26;Hovedstaden;19;139;0;1872584;55783;8221;0;2.98;0.44;0.00
2021-01-26;Midtjylland;9;46;0;1344511;36937;3988;0;2.75;0.30;0.00
2021-01-26;Nordjylland;2;155;0;591743;17309;4136;0;2.93;0.70;0.00
2021-01-26;Sjælland;93;369;0;844285;19308;6503;0;2.29;0.77;0.00
2021-01-26;Syddanmark;87;859;0;1229543;35226;5903;0;2.86;0.48;0.00
2021-01-27;Hovedstaden;17;617;0;1872584;55800;8838;0;2.98;0.47;0.00
2021-01-27;Midtjylland;23;1088;0;1344511;36960;5076;0;2.75;0.38;0.00
2021-01-27;Nordjylland;5;224;0;591743;17314;4360;0;2.93;0.74;0.00
2021-01-27;Sjælland;76;1103;0;844285;19384;7606;0;2.30;0.90;0.00
2021-01-27;Syddanmark;84;935;0;1229543;35310;6838;0;2.87;0.56;0.00
2021-01-28;Hovedstaden;24;3661;0;1872584;55824;12499;0;2.98;0.67;0.00
2021-01-28;Midtjylland;17;1693;0;1344511;36977;6769;0;2.75;0.50;0.00
2021-01-28;Nordjylland;25;517;0;591743;17339;4877;0;2.93;0.82;0.00
2021-01-28;Sjælland;135;1317;0;844285;19519;8923;0;2.31;1.06;0.00
2021-01-28;Syddanmark;36;452;0;1229543;35346;7290;0;2.87;0.59;0.00
2021-01-29;Hovedstaden;376;6958;0;1872584;56200;19457;0;3.00;1.04;0.00
2021-01-29;Midtjylland;268;3482;0;1344511;37245;10251;0;2.77;0.76;0.00
2021-01-29;Nordjylland;66;1776;0;591743;17405;6653;0;2.94;1.12;0.00
2021-01-29;Sjælland;239;1676;0;844285;19758;10599;0;2.34;1.26;0.00
2021-01-29;Syddanmark;68;2827;0;1229543;35414;10117;0;2.88;0.82;0.00
2021-01-30;Hovedstaden;380;4118;0;1872584;56580;23575;0;3.02;1.26;0.00
2021-01-30;Midtjylland;168;2264;0;1344511;37413;12515;0;2.78;0.93;0.00
2021-01-30;Nordjylland;60;1659;0;591743;17465;8312;0;2.95;1.40;0.00
2021-01-30;Sjælland;372;959;0;844285;20130;11558;0;2.38;1.37;0.00
2021-01-30;Syddanmark;118;2459;0;1229543;35532;12576;0;2.89;1.02;0.00
2021-01-31;Hovedstaden;298;2351;0;1872584;56878;25926;0;3.04;1.38;0.00
2021-01-31;Midtjylland;381;5300;0;1344511;37794;17815;0;2.81;1.33;0.00
2021-01-31;Nordjylland;99;1456;0;591743;17564;9768;0;2.97;1.65;0.00
2021-01-31;Sjælland;198;567;0;844285;20328;12125;0;2.41;1.44;0.00
2021-01-31;Syddanmark;141;1114;0;1229543;35673;13690;0;2.90;1.11;0.00
2021-02-01;Hovedstaden;64;1873;0;1872584;56942;27799;0;3.04;1.48;0.00
2021-02-01;Midtjylland;90;1411;0;1344511;37884;19226;0;2.82;1.43;0.00
2021-02-01;Nordjylland;90;483;0;591743;17654;10251;0;2.98;1.73;0.00
2021-02-01;Sjælland;282;754;0;844285;20610;12879;0;2.44;1.53;0.00
2021-02-01;Syddanmark;190;2820;0;1229543;35863;16510;0;2.92;1.34;0.00
2021-02-02;Hovedstaden;67;113;0;1872584;57009;27912;0;3.04;1.49;0.00
2021-02-02;Midtjylland;77;947;0;1344511;37961;20173;0;2.82;1.50;0.00
2021-02-02;Nordjylland;17;321;0;591743;17671;10572;0;2.99;1.79;0.00
2021-02-02;Sjælland;1201;447;0;844285;21811;13326;0;2.58;1.58;0.00
2021-02-02;Syddanmark;471;985;0;1229543;36334;17495;0;2.96;1.42;0.00
2021-02-03;Hovedstaden;61;2768;0;1872584;57070;30680;0;3.05;1.64;0.00
2021-02-03;Midtjylland;24;1314;0;1344511;37985;21487;0;2.83;1.60;0.00
2021-02-03;Nordjylland;6;529;0;591743;17677;11101;0;2.99;1.88;0.00
2021-02-03;Sjælland;871;712;0;844285;22682;14038;0;2.69;1.66;0.00
2021-02-03;Syddanmark;386;506;0;1229543;36720;18001;0;2.99;1.46;0.00
2021-02-04;Hovedstaden;59;6123;0;1872584;57129;36803;0;3.05;1.97;0.00
2021-02-04;Midtjylland;46;1645;0;1344511;38031;23132;0;2.83;1.72;0.00
2021-02-04;Nordjylland;778;293;0;591743;18455;11394;0;3.12;1.93;0.00
2021-02-04;Sjælland;84;1439;0;844285;22766;15477;0;2.70;1.83;0.00
2021-02-04;Syddanmark;317;712;0;1229543;37037;18713;0;3.01;1.52;0.00
2021-02-05;Hovedstaden;40;4650;0;1872584;57169;41453;0;3.05;2.21;0.00
2021-02-05;Midtjylland;287;2224;0;1344511;38318;25356;0;2.85;1.89;0.00
2021-02-05;Nordjylland;721;514;0;591743;19176;11908;0;3.24;2.01;0.00
2021-02-05;Sjælland;238;980;0;844285;23004;16457;0;2.72;1.95;0.00
2021-02-05;Syddanmark;207;4038;0;1229543;37244;22751;0;3.03;1.85;0.00
2021-02-06;Hovedstaden;315;2877;0;1872584;57484;44330;0;3.07;2.37;0.00
2021-02-06;Midtjylland;16;469;0;1344511;38334;25825;0;2.85;1.92;0.00
2021-02-06;Nordjylland;335;510;0;591743;19511;12418;0;3.30;2.10;0.00
2021-02-06;Sjælland;202;299;0;844285;23206;16756;0;2.75;1.98;0.00
2021-02-06;Syddanmark;65;2099;0;1229543;37309;24850;0;3.03;2.02;0.00
2021-02-07;Hovedstaden;109;562;0;1872584;57593;44892;0;3.08;2.40;0.00
2021-02-07;Midtjylland;19;74;0;1344511;38353;25899;0;2.85;1.93;0.00
2021-02-07;Nordjylland;655;1079;0;591743;20166;13497;0;3.41;2.28;0.00
2021-02-07;Sjælland;830;212;0;844285;24036;16968;0;2.85;2.01;0.00
2021-02-07;Syddanmark;96;1415;0;1229543;37405;26265;0;3.04;2.14;0.00
2021-02-08;Hovedstaden;908;1135;0;1872584;58501;46027;0;3.12;2.46;0.00
2021-02-08;Midtjylland;220;2465;0;1344511;38573;28364;0;2.87;2.11;0.00
2021-02-08;Nordjylland;526;1222;0;591743;20692;14719;0;3.50;2.49;0.00
2021-02-08;Sjælland;128;155;0;844285;24164;17123;0;2.86;2.03;0.00
2021-02-08;Syddanmark;531;1622;0;1229543;37936;27887;0;3.09;2.27;0.00
2021-02-09;Hovedstaden;1429;47;0;1872584;59930;46074;0;3.20;2.46;0.00
2021-02-09;Midtjylland;502;2435;0;1344511;39075;30799;0;2.91;2.29;0.00
2021-02-09;Nordjylland;72;979;0;591743;20764;15698;0;3.51;2.65;0.00
2021-02-09;Sjælland;506;64;0;844285;24670;17187;0;2.92;2.04;0.00
2021-02-09;Syddanmark;810;1023;0;1229543;38746;28910;0;3.15;2.35;0.00
2021-02-10;Hovedstaden;519;909;0;1872584;60449;46983;0;3.23;2.51;0.00
2021-02-10;Midtjylland;752;1778;0;1344511;39827;32577;0;2.96;2.42;0.00
2021-02-10;Nordjylland;55;628;0;591743;20819;16326;0;3.52;2.76;0.00
2021-02-10;Sjælland;870;236;0;844285;25540;17423;0;3.03;2.06;0.00
2021-02-10;Syddanmark;965;106;0;1229543;39711;29016;0;3.23;2.36;0.00
2021-02-11;Hovedstaden;1562;245;0;1872584;62011;47228;0;3.31;2.52;0.00
2021-02-11;Midtjylland;612;1506;0;1344511;40439;34083;0;3.01;2.53;0.00
2021-02-11;Nordjylland;464;228;0;591743;21283;16554;0;3.60;2.80;0.00
2021-02-11;Sjælland;1726;217;0;844285;27266;17640;0;3.23;2.09;0.00
2021-02-11;Syddanmark;1203;138;0;1229543;40914;29154;0;3.33;2.37;0.00
2021-02-12;Hovedstaden;1487;4128;0;1872584;63498;51356;0;3.39;2.74;0.00
2021-02-12;Midtjylland;4430;957;0;1344511;44869;35040;0;3.34;2.61;0.00
2021-02-12;Nordjylland;1266;100;0;591743;22549;16654;0;3.81;2.81;0.00
2021-02-12;Sjælland;2687;646;0;844285;29953;18286;0;3.55;2.17;0.00
2021-02-12;Syddanmark;1836;1640;0;1229543;42750;30794;0;3.48;2.50;0.00
2021-02-13;Hovedstaden;71;11;0;1872584;63569;51367;0;3.39;2.74;0.00
2021-02-13;Midtjylland;2533;40;0;1344511;47402;35080;0;3.53;2.61;0.00
2021-02-13;Nordjylland;13;2;0;591743;22562;16656;0;3.81;2.81;0.00
2021-02-13;Sjælland;2552;57;0;844285;32505;18343;0;3.85;2.17;0.00
2021-02-13;Syddanmark;1086;788;0;1229543;43836;31582;0;3.57;2.57;0.00
2021-02-14;Hovedstaden;280;13;0;1872584;63849;51380;0;3.41;2.74;0.00
2021-02-14;Midtjylland;1583;29;0;1344511;48985;35109;0;3.64;2.61;0.00
2021-02-14;Nordjylland;248;2;0;591743;22810;16658;0;3.85;2.82;0.00
2021-02-14;Sjælland;1762;28;0;844285;34267;18371;0;4.06;2.18;0.00
2021-02-14;Syddanmark;2072;516;0;1229543;45908;32098;0;3.73;2.61;0.00
2021-02-15;Hovedstaden;3772;1356;0;1872584;67621;52736;0;3.61;2.82;0.00
2021-02-15;Midtjylland;4170;445;0;1344511;53155;35554;0;3.95;2.64;0.00
2021-02-15;Nordjylland;141;35;0;591743;22951;16693;0;3.88;2.82;0.00
2021-02-15;Sjælland;2491;194;0;844285;36758;18565;0;4.35;2.20;0.00
2021-02-15;Syddanmark;2489;1025;0;1229543;48397;33123;0;3.94;2.69;0.00
2021-02-16;Hovedstaden;4265;405;0;1872584;71886;53141;0;3.84;2.84;0.00
2021-02-16;Midtjylland;3563;208;0;1344511;56718;35762;0;4.22;2.66;0.00
2021-02-16;Nordjylland;199;27;0;591743;23150;16720;0;3.91;2.83;0.00
2021-02-16;Sjælland;2637;112;0;844285;39395;18677;0;4.67;2.21;0.00
2021-02-16;Syddanmark;1886;528;0;1229543;50283;33651;0;4.09;2.74;0.00
2021-02-17;Hovedstaden;1076;37;0;1872584;72962;53178;0;3.90;2.84;0.00
2021-02-17;Midtjylland;2320;108;0;1344511;59038;35870;0;4.39;2.67;0.00
2021-02-17;Nordjylland;1230;15;0;591743;24380;16735;0;4.12;2.83;0.00
2021-02-17;Sjælland;3103;47;0;844285;42498;18724;0;5.03;2.22;0.00
2021-02-17;Syddanmark;2208;190;0;1229543;52491;33841;0;4.27;2.75;0.00
2021-02-18;Hovedstaden;3561;81;0;1872584;76523;53259;0;4.09;2.84;0.00
2021-02-18;Midtjylland;2136;65;0;1344511;61174;35935;0;4.55;2.67;0.00
2021-02-18;Nordjylland;1783;34;0;591743;26163;16769;0;4.42;2.83;0.00
2021-02-18;Sjælland;1673;94;0;844285;44171;18818;0;5.23;2.23;0.00
2021-02-18;Syddanmark;1961;44;0;1229543;54452;33885;0;4.43;2.76;0.00
2021-02-19;Hovedstaden;3483;55;0;1872584;80006;53314;0;4.27;2.85;0.00
2021-02-19;Midtjylland;3232;101;0;1344511;64406;36036;0;4.79;2.68;0.00
2021-02-19;Nordjylland;2026;177;0;591743;28189;16946;0;4.76;2.86;0.00
2021-02-19;Sjælland;1489;508;0;844285;45660;19326;0;5.41;2.29;0.00
2021-02-19;Syddanmark;3172;87;0;1229543;57624;33972;0;4.69;2.76;0.00
2021-02-20;Hovedstaden;2799;105;0;1872584;82805;53419;0;4.42;2.85;0.00
2021-02-20;Midtjylland;1078;7;0;1344511;65484;36043;0;4.87;2.68;0.00
2021-02-20;Nordjylland;2380;127;0;591743;30569;17073;0;5.17;2.89;0.00
2021-02-20;Sjælland;1339;252;0;844285;46999;19578;0;5.57;2.32;0.00
2021-02-20;Syddanmark;2361;57;0;1229543;59985;34029;0;4.88;2.77;0.00
2021-02-21;Hovedstaden;3082;105;0;1872584;85887;53524;0;4.59;2.86;0.00
2021-02-21;Midtjylland;1019;36;0;1344511;66503;36079;0;4.95;2.68;0.00
2021-02-21;Nordjylland;1638;24;0;591743;32207;17097;0;5.44;2.89;0.00
2021-02-21;Sjælland;1773;142;0;844285;48772;19720;0;5.78;2.34;0.00
2021-02-21;Syddanmark;2799;33;0;1229543;62784;34062;0;5.11;2.77;0.00
2021-02-22;Hovedstaden;3507;148;0;1872584;89394;53672;0;4.77;2.87;0.00
2021-02-22;Midtjylland;3385;339;0;1344511;69888;36418;0;5.20;2.71;0.00
2021-02-22;Nordjylland;793;32;0;591743;33000;17129;0;5.58;2.89;0.00
2021-02-22;Sjælland;1748;365;0;844285;50520;20085;0;5.98;2.38;0.00
2021-02-22;Syddanmark;3598;183;0;1229543;66382;34245;0;5.40;2.79;0.00
2021-02-23;Hovedstaden;3510;172;0;1872584;92904;53844;0;4.96;2.88;0.00
2021-02-23;Midtjylland;5052;265;1;1344511;74940;36683;1;5.57;2.73;0.00
2021-02-23;Nordjylland;394;26;0;591743;33394;17155;0;5.64;2.90;0.00
2021-02-23;Sjælland;1884;1038;0;844285;52404;21123;0;6.21;2.50;0.00
2021-02-23;Syddanmark;3095;347;0;1229543;69477;34592;0;5.65;2.81;0.00
