"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Sjælland;00-02;K;0;0;0;11407;0.00;0.00;0.00
Sjælland;00-02;M;0;0;0;12106;0.00;0.00;0.00
Sjælland;03-04;K;2;2;0;8244;0.02;0.02;0.00
Sjælland;03-04;M;2;1;0;8636;0.02;0.01;0.00
Sjælland;05-11;K;12599;10356;0;29287;43.0;35.4;0.00
Sjælland;05-11;M;13503;11093;1;31138;43.4;35.6;0.00
Sjælland;12-15;K;15578;15163;45;19737;78.9;76.8;0.23
Sjælland;12-15;M;16548;16075;56;20851;79.4;77.1;0.27
Sjælland;16-19;K;17914;17716;6581;19863;90.2;89.2;33.1
Sjælland;16-19;M;19094;18784;6616;21382;89.3;87.8;30.9
Sjælland;20-39;K;67716;66241;44194;82541;82.0;80.3;53.5
Sjælland;20-39;M;69812;67985;42468;89009;78.4;76.4;47.7
Sjælland;40-64;K;136181;135432;123090;146376;93.0;92.5;84.1
Sjælland;40-64;M;133632;132877;118868;145468;91.9;91.3;81.7
Sjælland;65-79;K;76330;76207;74330;78761;96.9;96.8;94.4
Sjælland;65-79;M;70859;70744;68946;72904;97.2;97.0;94.6
Sjælland;80+;K;26366;26301;25624;27235;96.8;96.6;94.1
Sjælland;80+;M;18861;18842;18444;19340;97.5;97.4;95.4
Syddanmark;00-02;K;2;1;0;17742;0.01;0.01;0.00
Syddanmark;00-02;M;0;0;0;18474;0.00;0.00;0.00
Syddanmark;03-04;K;0;0;0;12228;0.00;0.00;0.00
Syddanmark;03-04;M;0;0;0;13079;0.00;0.00;0.00
Syddanmark;05-11;K;20713;17393;2;43456;47.7;40.0;0.00
Syddanmark;05-11;M;22048;18563;1;45886;48.0;40.5;0.00
Syddanmark;12-15;K;23222;22554;61;28510;81.5;79.1;0.21
Syddanmark;12-15;M;24386;23720;59;30047;81.2;78.9;0.20
Syddanmark;16-19;K;26885;26619;10442;29320;91.7;90.8;35.6
Syddanmark;16-19;M;27426;27014;9795;30308;90.5;89.1;32.3
Syddanmark;20-39;K;115453;113311;77437;135677;85.1;83.5;57.1
Syddanmark;20-39;M;120172;117181;74304;146975;81.8;79.7;50.6
Syddanmark;40-64;K;188618;187740;171444;200929;93.9;93.4;85.3
Syddanmark;40-64;M;187590;186509;167347;202571;92.6;92.1;82.6
Syddanmark;65-79;K;102622;102482;100468;105499;97.3;97.1;95.2
Syddanmark;65-79;M;97005;96871;94748;99645;97.4;97.2;95.1
Syddanmark;80+;K;39485;39419;38463;40633;97.2;97.0;94.7
Syddanmark;80+;M;27955;27921;27421;28564;97.9;97.7;96.0
