"Dato";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-03-27;9805;2996;0;5882666;647803;340131;36;11.0;5.78;0.00
2021-03-28;10605;2718;1;5882666;658408;342849;37;11.2;5.83;0.00
2021-03-29;17646;5971;1;5882666;676054;348820;38;11.5;5.93;0.00
2021-03-30;21244;5850;4;5882666;697298;354670;42;11.9;6.03;0.00
2021-03-31;12884;9362;0;5882666;710182;364032;42;12.1;6.19;0.00
2021-04-01;4186;6683;1;5882666;714368;370715;43;12.1;6.30;0.00
2021-04-02;4864;6775;0;5882666;719232;377490;43;12.2;6.42;0.00
2021-04-03;11937;2134;1;5882666;731169;379624;44;12.4;6.45;0.00
2021-04-04;11527;1738;0;5882666;742696;381362;44;12.6;6.48;0.00
2021-04-05;12195;1282;0;5882666;754891;382644;44;12.8;6.50;0.00
2021-04-06;15857;5874;6;5882666;770748;388518;50;13.1;6.60;0.00
2021-04-07;16459;7936;2;5882666;787207;396454;52;13.4;6.74;0.00
2021-04-08;13650;8245;0;5882666;800857;404699;52;13.6;6.88;0.00
2021-04-09;16330;8438;3;5882666;817187;413137;55;13.9;7.02;0.00
2021-04-10;16625;5321;0;5882666;833812;418458;55;14.2;7.11;0.00
2021-04-11;14806;3842;0;5882666;848618;422300;55;14.4;7.18;0.00
2021-04-12;93253;11298;1;5882666;941871;433598;56;16.0;7.37;0.00
2021-04-13;18418;6067;1;5882666;960289;439665;57;16.3;7.47;0.00
2021-04-14;11413;10906;4;5882666;971702;450571;61;16.5;7.66;0.00
2021-04-15;15230;8914;2;5882666;986932;459485;63;16.8;7.81;0.00
2021-04-16;17298;8002;2;5882666;1004230;467487;65;17.1;7.95;0.00
2021-04-17;18685;2703;0;5882666;1022915;470190;65;17.4;7.99;0.00
2021-04-18;14418;5063;0;5882666;1037333;475253;65;17.6;8.08;0.00
2021-04-19;24703;14134;1;5882666;1062036;489387;66;18.1;8.32;0.00
2021-04-20;21915;16628;2;5882666;1083951;506015;68;18.4;8.60;0.00
2021-04-21;22437;12535;1;5882666;1106388;518550;69;18.8;8.81;0.00
2021-04-22;28141;5301;5;5882666;1134529;523851;74;19.3;8.90;0.00
2021-04-23;22078;11066;2;5882666;1156607;534917;76;19.7;9.09;0.00
2021-04-24;14826;7511;0;5882666;1171433;542428;76;19.9;9.22;0.00
2021-04-25;15137;5242;1;5882666;1186570;547670;77;20.2;9.31;0.00
2021-04-26;31364;7800;4;5882666;1217934;555470;81;20.7;9.44;0.00
2021-04-27;26421;20656;10;5882666;1244355;576126;91;21.2;9.79;0.00
2021-04-28;24033;20317;8;5882666;1268388;596443;99;21.6;10.1;0.00
2021-04-29;25788;17740;3;5882666;1294176;614183;102;22.0;10.4;0.00
2021-04-30;13433;3937;1;5882666;1307609;618120;103;22.2;10.5;0.00
2021-05-01;7319;6068;4;5882666;1314928;624188;107;22.4;10.6;0.00
2021-05-02;16606;13699;1;5882666;1331534;637887;108;22.6;10.8;0.00
2021-05-03;20403;45375;7;5882666;1351937;683262;115;23.0;11.6;0.00
2021-05-04;27567;24605;8;5882666;1379504;707867;123;23.5;12.0;0.00
2021-05-05;26749;29054;1;5882666;1406253;736921;124;23.9;12.5;0.00
2021-05-06;21492;25401;6;5882666;1427745;762322;130;24.3;13.0;0.00
2021-05-07;16451;24436;1;5882666;1444196;786758;131;24.6;13.4;0.00
2021-05-08;9488;30644;1;5882666;1453684;817402;132;24.7;13.9;0.00
2021-05-09;15908;16600;0;5882666;1469592;834002;132;25.0;14.2;0.00
2021-05-10;26520;35914;5;5882666;1496112;869916;137;25.4;14.8;0.00
2021-05-11;29647;26125;2;5882666;1525759;896041;139;25.9;15.2;0.00
2021-05-12;26156;26864;3;5882666;1551915;922905;142;26.4;15.7;0.00
2021-05-13;19690;19606;1;5882666;1571605;942511;143;26.7;16.0;0.00
2021-05-14;20612;30627;5;5882666;1592217;973138;148;27.1;16.5;0.00
2021-05-15;15435;19328;1;5882666;1607652;992466;149;27.3;16.9;0.00
2021-05-16;19946;14009;2;5882666;1627598;1006475;151;27.7;17.1;0.00
2021-05-17;31023;30024;3;5882666;1658621;1036499;154;28.2;17.6;0.00
2021-05-18;29585;30634;3;5882666;1688206;1067133;157;28.7;18.1;0.00
2021-05-19;31745;22536;2;5882666;1719951;1089669;159;29.2;18.5;0.00
2021-05-20;32483;22238;1;5882666;1752434;1111907;160;29.8;18.9;0.00
2021-05-21;35264;19217;1;5882666;1787698;1131124;161;30.4;19.2;0.00
2021-05-22;25962;11847;2;5882666;1813660;1142971;163;30.8;19.4;0.00
2021-05-23;22550;6170;0;5882666;1836210;1149141;163;31.2;19.5;0.00
2021-05-24;23429;9692;2;5882666;1859639;1158833;165;31.6;19.7;0.00
2021-05-25;43414;12865;3;5882666;1903053;1171698;168;32.4;19.9;0.00
2021-05-26;47383;12122;4;5882666;1950436;1183820;172;33.2;20.1;0.00
2021-05-27;49271;12245;3;5882666;1999707;1196065;175;34.0;20.3;0.00
2021-05-28;40991;9467;3;5882666;2040698;1205532;178;34.7;20.5;0.00
2021-05-29;29795;5027;2;5882666;2070493;1210559;180;35.2;20.6;0.00
2021-05-30;25807;6726;1;5882666;2096300;1217285;181;35.6;20.7;0.00
2021-05-31;36126;21010;3;5882666;2132426;1238295;184;36.2;21.0;0.00
2021-06-01;39760;16929;4;5882666;2172186;1255224;188;36.9;21.3;0.00
2021-06-02;42676;16601;3;5882666;2214862;1271825;191;37.7;21.6;0.00
2021-06-03;36209;21762;0;5882666;2251071;1293587;191;38.3;22.0;0.00
2021-06-04;41374;12319;2;5882666;2292445;1305906;193;39.0;22.2;0.00
2021-06-05;34939;5716;3;5882666;2327384;1311622;196;39.6;22.3;0.00
2021-06-06;29930;12985;0;5882666;2357314;1324607;196;40.1;22.5;0.00
2021-06-07;53547;19021;1;5882666;2410861;1343628;197;41.0;22.8;0.00
2021-06-08;53540;22245;5;5882666;2464401;1365873;202;41.9;23.2;0.00
2021-06-09;52787;22221;2;5882666;2517188;1388094;204;42.8;23.6;0.00
2021-06-10;58808;14395;5;5882666;2575996;1402489;209;43.8;23.8;0.00
2021-06-11;48403;15342;1;5882666;2624399;1417831;210;44.6;24.1;0.00
2021-06-12;33443;10178;0;5882666;2657842;1428009;210;45.2;24.3;0.00
2021-06-13;33516;10209;1;5882666;2691358;1438218;211;45.8;24.4;0.00
2021-06-14;52404;19072;2;5882666;2743762;1457290;213;46.6;24.8;0.00
2021-06-15;60280;16913;1;5882666;2804042;1474203;214;47.7;25.1;0.00
2021-06-16;51872;24560;2;5882666;2855914;1498763;216;48.5;25.5;0.00
2021-06-17;50928;20697;2;5882666;2906842;1519460;218;49.4;25.8;0.00
2021-06-18;34899;26224;3;5882666;2941741;1545684;221;50.0;26.3;0.00
2021-06-19;23687;17209;3;5882666;2965428;1562893;224;50.4;26.6;0.00
2021-06-20;29107;14850;0;5882666;2994535;1577743;224;50.9;26.8;0.00
2021-06-21;39404;25310;3;5882666;3033939;1603053;227;51.6;27.3;0.00
2021-06-22;46403;26468;3;5882666;3080342;1629521;230;52.4;27.7;0.00
2021-06-23;38408;32020;2;5882666;3118750;1661541;232;53.0;28.2;0.00
2021-06-24;33823;33960;3;5882666;3152573;1695501;235;53.6;28.8;0.00
2021-06-25;29072;32289;12;5882666;3181645;1727790;247;54.1;29.4;0.00
2021-06-26;19050;22210;0;5882666;3200695;1750000;247;54.4;29.7;0.00
2021-06-27;16118;23927;2;5882666;3216813;1773927;249;54.7;30.2;0.00
2021-06-28;30608;33837;1;5882666;3247421;1807764;250;55.2;30.7;0.00
2021-06-29;30565;41889;2;5882666;3277986;1849653;252;55.7;31.4;0.00
2021-06-30;32795;38368;1;5882666;3310781;1888021;253;56.3;32.1;0.00
2021-07-01;31698;40481;1;5882666;3342479;1928502;254;56.8;32.8;0.00
2021-07-02;19650;43850;2;5882666;3362129;1972352;256;57.2;33.5;0.00
2021-07-03;11629;32541;2;5882666;3373758;2004893;258;57.4;34.1;0.00
2021-07-04;12843;29206;4;5882666;3386601;2034099;262;57.6;34.6;0.00
2021-07-05;32548;42963;0;5882666;3419149;2077062;262;58.1;35.3;0.00
2021-07-06;40262;42255;7;5882666;3459411;2119317;269;58.8;36.0;0.00
2021-07-07;46371;39589;2;5882666;3505782;2158906;271;59.6;36.7;0.00
2021-07-08;47222;36812;0;5882666;3553004;2195718;271;60.4;37.3;0.00
2021-07-09;45030;33161;8;5882666;3598034;2228879;279;61.2;37.9;0.00
2021-07-10;30703;21748;5;5882666;3628737;2250627;284;61.7;38.3;0.00
2021-07-11;34523;21977;1;5882666;3663260;2272604;285;62.3;38.6;0.00
2021-07-12;35510;54487;3;5882666;3698770;2327091;288;62.9;39.6;0.00
2021-07-13;40683;49648;2;5882666;3739453;2376739;290;63.6;40.4;0.00
2021-07-14;43049;44773;4;5882666;3782502;2421512;294;64.3;41.2;0.00
2021-07-15;33091;53494;4;5882666;3815593;2475006;298;64.9;42.1;0.01
2021-07-16;30054;43461;2;5882666;3845647;2518467;300;65.4;42.8;0.01
2021-07-17;24359;26393;3;5882666;3870006;2544860;303;65.8;43.3;0.01
2021-07-18;20362;33866;4;5882666;3890368;2578726;307;66.1;43.8;0.01
2021-07-19;32611;54566;4;5882666;3922979;2633292;311;66.7;44.8;0.01
2021-07-20;33053;56437;3;5882666;3956032;2689729;314;67.2;45.7;0.01
2021-07-21;30107;55057;4;5882666;3986139;2744786;318;67.8;46.7;0.01
2021-07-22;24390;51750;3;5882666;4010529;2796536;321;68.2;47.5;0.01
2021-07-23;24801;43611;4;5882666;4035330;2840147;325;68.6;48.3;0.01
2021-07-24;17556;23674;1;5882666;4052886;2863821;326;68.9;48.7;0.01
2021-07-25;13407;31540;1;5882666;4066293;2895361;327;69.1;49.2;0.01
2021-07-26;25040;42104;9;5882666;4091333;2937465;336;69.5;49.9;0.01
2021-07-27;23153;44824;5;5882666;4114486;2982289;341;69.9;50.7;0.01
2021-07-28;19051;43320;8;5882666;4133537;3025609;349;70.3;51.4;0.01
2021-07-29;18890;39112;7;5882666;4152427;3064721;356;70.6;52.1;0.01
2021-07-30;14232;34779;3;5882666;4166659;3099500;359;70.8;52.7;0.01
2021-07-31;6501;20058;1;5882666;4173160;3119558;360;70.9;53.0;0.01
2021-08-01;8816;19190;3;5882666;4181976;3138748;363;71.1;53.4;0.01
2021-08-02;16378;40676;8;5882666;4198354;3179424;371;71.4;54.0;0.01
2021-08-03;13562;43073;10;5882666;4211916;3222497;381;71.6;54.8;0.01
2021-08-04;11477;44558;4;5882666;4223393;3267055;385;71.8;55.5;0.01
2021-08-05;11501;39890;2;5882666;4234894;3306945;387;72.0;56.2;0.01
2021-08-06;10007;39960;5;5882666;4244901;3346905;392;72.2;56.9;0.01
2021-08-07;7770;26868;1;5882666;4252671;3373773;393;72.3;57.4;0.01
2021-08-08;4125;35807;1;5882666;4256796;3409580;394;72.4;58.0;0.01
2021-08-09;10010;55382;6;5882666;4266806;3464962;400;72.5;58.9;0.01
2021-08-10;9931;54627;9;5882666;4276737;3519589;409;72.7;59.8;0.01
2021-08-11;6293;57453;12;5882666;4283030;3577042;421;72.8;60.8;0.01
2021-08-12;6044;50079;7;5882666;4289074;3627121;428;72.9;61.7;0.01
2021-08-13;6449;46822;5;5882666;4295523;3673943;433;73.0;62.5;0.01
2021-08-14;4330;35204;5;5882666;4299853;3709147;438;73.1;63.1;0.01
2021-08-15;4521;37362;5;5882666;4304374;3746509;443;73.2;63.7;0.01
2021-08-16;7257;45006;8;5882666;4311631;3791515;451;73.3;64.5;0.01
2021-08-17;7186;37646;6;5882666;4318817;3829161;457;73.4;65.1;0.01
2021-08-18;5569;36555;9;5882666;4324386;3865716;466;73.5;65.7;0.01
2021-08-19;6219;26508;17;5882666;4330605;3892224;483;73.6;66.2;0.01
2021-08-20;4983;28771;8;5882666;4335588;3920995;491;73.7;66.7;0.01
2021-08-21;4543;19658;2;5882666;4340131;3940653;493;73.8;67.0;0.01
2021-08-22;3036;16154;3;5882666;4343167;3956807;496;73.8;67.3;0.01
2021-08-23;5686;30332;17;5882666;4348853;3987139;513;73.9;67.8;0.01
2021-08-24;5832;28687;11;5882666;4354685;4015826;524;74.0;68.3;0.01
2021-08-25;4972;18788;11;5882666;4359657;4034614;535;74.1;68.6;0.01
2021-08-26;4498;18434;7;5882666;4364155;4053048;542;74.2;68.9;0.01
2021-08-27;4643;20391;6;5882666;4368798;4073439;548;74.3;69.2;0.01
2021-08-28;2716;10042;2;5882666;4371514;4083481;550;74.3;69.4;0.01
2021-08-29;2408;11710;3;5882666;4373922;4095191;553;74.4;69.6;0.01
2021-08-30;4103;24532;28;5882666;4378025;4119723;581;74.4;70.0;0.01
2021-08-31;3670;17148;11;5882666;4381695;4136871;592;74.5;70.3;0.01
2021-09-01;2984;10613;19;5882666;4384679;4147484;611;74.5;70.5;0.01
2021-09-02;2922;10081;20;5882666;4387601;4157565;631;74.6;70.7;0.01
2021-09-03;2663;8861;13;5882666;4390264;4166426;644;74.6;70.8;0.01
2021-09-04;1840;7273;8;5882666;4392104;4173699;652;74.7;70.9;0.01
2021-09-05;2114;5977;5;5882666;4394218;4179676;657;74.7;71.1;0.01
2021-09-06;2173;9425;102;5882666;4396391;4189101;759;74.7;71.2;0.01
2021-09-07;2244;8012;21;5882666;4398635;4197113;780;74.8;71.3;0.01
2021-09-08;2326;6841;36;5882666;4400961;4203954;816;74.8;71.5;0.01
2021-09-09;1957;6224;156;5882666;4402918;4210178;972;74.8;71.6;0.02
2021-09-10;2138;7556;1086;5882666;4405056;4217734;2058;74.9;71.7;0.03
2021-09-11;1826;5797;2582;5882666;4406882;4223531;4640;74.9;71.8;0.08
2021-09-12;1353;4909;1841;5882666;4408235;4228440;6481;74.9;71.9;0.11
2021-09-13;1911;6730;5104;5882666;4410146;4235170;11585;75.0;72.0;0.20
2021-09-14;1783;5518;4651;5882666;4411929;4240688;16236;75.0;72.1;0.28
2021-09-15;1742;5700;5443;5882666;4413671;4246388;21679;75.0;72.2;0.37
2021-09-16;1659;4722;4980;5882666;4415330;4251110;26659;75.1;72.3;0.45
2021-09-17;1608;4926;4424;5882666;4416938;4256036;31083;75.1;72.3;0.53
2021-09-18;1123;3691;1103;5882666;4418061;4259727;32186;75.1;72.4;0.55
2021-09-19;996;3107;733;5882666;4419057;4262834;32919;75.1;72.5;0.56
2021-09-20;1724;6211;4857;5882666;4420781;4269045;37776;75.1;72.6;0.64
2021-09-21;1455;4680;4996;5882666;4422236;4273725;42772;75.2;72.6;0.73
2021-09-22;1474;4008;5217;5882666;4423710;4277733;47989;75.2;72.7;0.82
2021-09-23;1200;3522;4485;5882666;4424910;4281255;52474;75.2;72.8;0.89
2021-09-24;1176;3570;3422;5882666;4426086;4284825;55896;75.2;72.8;0.95
2021-09-25;891;2326;715;5882666;4426977;4287151;56611;75.3;72.9;0.96
2021-09-26;833;2794;701;5882666;4427810;4289945;57312;75.3;72.9;0.97
2021-09-27;1095;3312;3199;5882666;4428905;4293257;60511;75.3;73.0;1.03
2021-09-28;1202;3361;3147;5882666;4430107;4296618;63658;75.3;73.0;1.08
2021-09-29;1273;3324;2601;5882666;4431380;4299942;66259;75.3;73.1;1.13
2021-09-30;1105;2901;1515;5882666;4432485;4302843;67774;75.3;73.1;1.15
2021-10-01;1039;2986;2183;5882666;4433524;4305829;69957;75.4;73.2;1.19
2021-10-02;702;2453;1002;5882666;4434226;4308282;70959;75.4;73.2;1.21
2021-10-03;441;1654;629;5882666;4434667;4309936;71588;75.4;73.3;1.22
2021-10-04;785;2555;2536;5882666;4435452;4312491;74124;75.4;73.3;1.26
2021-10-05;1202;3570;3743;5882666;4436654;4316061;77867;75.4;73.4;1.32
2021-10-06;1341;3558;5285;5882666;4437995;4319619;83152;75.4;73.4;1.41
2021-10-07;910;2790;4428;5882666;4438905;4322409;87580;75.5;73.5;1.49
2021-10-08;1072;2759;3956;5882666;4439977;4325168;91536;75.5;73.5;1.56
2021-10-09;735;2308;1962;5882666;4440712;4327476;93498;75.5;73.6;1.59
2021-10-10;441;1038;1215;5882666;4441153;4328514;94713;75.5;73.6;1.61
2021-10-11;754;1857;4033;5882666;4441907;4330371;98746;75.5;73.6;1.68
2021-10-12;1150;3116;5757;5882666;4443057;4333487;104503;75.5;73.7;1.78
2021-10-13;1131;2680;6258;5882666;4444188;4336167;110761;75.5;73.7;1.88
2021-10-14;844;2149;4571;5882666;4445032;4338316;115332;75.6;73.7;1.96
2021-10-15;1057;2216;4709;5882666;4446089;4340532;120041;75.6;73.8;2.04
2021-10-16;662;1507;4561;5882666;4446751;4342039;124602;75.6;73.8;2.12
2021-10-17;357;816;4838;5882666;4447108;4342855;129440;75.6;73.8;2.20
2021-10-18;794;1410;10696;5882666;4447902;4344265;140136;75.6;73.8;2.38
2021-10-19;1145;2330;14767;5882666;4449047;4346595;154903;75.6;73.9;2.63
2021-10-20;1194;2202;16362;5882666;4450241;4348797;171265;75.7;73.9;2.91
2021-10-21;1139;1713;13822;5882666;4451380;4350510;185087;75.7;74.0;3.15
2021-10-22;1225;1791;12529;5882666;4452605;4352301;197616;75.7;74.0;3.36
2021-10-23;678;1263;6260;5882666;4453283;4353564;203876;75.7;74.0;3.47
2021-10-24;528;673;3903;5882666;4453811;4354237;207779;75.7;74.0;3.53
2021-10-25;1123;1554;12772;5882666;4454934;4355791;220551;75.7;74.0;3.75
2021-10-26;1557;2034;14217;5882666;4456491;4357825;234768;75.8;74.1;3.99
2021-10-27;1748;2139;16206;5882666;4458239;4359964;250974;75.8;74.1;4.27
2021-10-28;1655;1771;14376;5882666;4459894;4361735;265350;75.8;74.1;4.51
2021-10-29;1595;1862;12310;5882666;4461489;4363597;277660;75.8;74.2;4.72
2021-10-30;1053;1031;4301;5882666;4462542;4364628;281961;75.9;74.2;4.79
2021-10-31;619;675;3134;5882666;4463161;4365303;285095;75.9;74.2;4.85
2021-11-01;1723;1645;13511;5882666;4464884;4366948;298606;75.9;74.2;5.08
2021-11-02;1924;1750;11716;5882666;4466808;4368698;310322;75.9;74.3;5.28
2021-11-03;2248;1903;15999;5882666;4469056;4370601;326321;76.0;74.3;5.55
2021-11-04;1731;1465;12686;5882666;4470787;4372066;339007;76.0;74.3;5.76
2021-11-05;2201;1783;11584;5882666;4472988;4373849;350591;76.0;74.4;5.96
2021-11-06;1544;1023;3999;5882666;4474532;4374872;354590;76.1;74.4;6.03
2021-11-07;873;500;2697;5882666;4475405;4375372;357287;76.1;74.4;6.07
2021-11-08;2465;1693;11820;5882666;4477870;4377065;369107;76.1;74.4;6.27
2021-11-09;4915;2267;14397;5882666;4482785;4379332;383504;76.2;74.4;6.52
2021-11-10;5289;2477;19559;5882666;4488074;4381809;403063;76.3;74.5;6.85
2021-11-11;4270;2094;15707;5882666;4492344;4383903;418770;76.4;74.5;7.12
2021-11-12;4311;2235;13890;5882666;4496655;4386138;432660;76.4;74.6;7.35
2021-11-13;3177;1321;5304;5882666;4499832;4387459;437964;76.5;74.6;7.44
2021-11-14;2358;845;4611;5882666;4502190;4388304;442575;76.5;74.6;7.52
2021-11-15;5216;2396;15608;5882666;4507406;4390700;458183;76.6;74.6;7.79
2021-11-16;4475;2197;14912;5882666;4511881;4392897;473095;76.7;74.7;8.04
2021-11-17;4178;2271;24028;5882666;4516059;4395168;497123;76.8;74.7;8.45
2021-11-18;3468;1986;23407;5882666;4519527;4397154;520530;76.8;74.7;8.85
2021-11-19;3204;1908;21787;5882666;4522731;4399062;542317;76.9;74.8;9.22
2021-11-20;2240;1346;13410;5882666;4524971;4400408;555727;76.9;74.8;9.45
