"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Sjælland;20-29;K;30955;30223;20293;38652;80.1;78.2;52.5
Sjælland;20-29;M;33889;32925;20508;43300;78.3;76.0;47.4
Sjælland;30-39;K;36761;36018;23901;43889;83.8;82.1;54.5
Sjælland;30-39;M;35923;35060;21960;45709;78.6;76.7;48.0
Sjælland;40-49;K;48884;48492;41733;53711;91.0;90.3;77.7
Sjælland;40-49;M;46540;46102;38295;52852;88.1;87.2;72.5
Sjælland;50-59;K;59947;59679;55314;63932;93.8;93.3;86.5
Sjælland;50-59;M;60237;60009;55140;64450;93.5;93.1;85.6
Sjælland;60-69;K;53244;53116;51118;55642;95.7;95.5;91.9
Sjælland;60-69;M;51776;51631;49500;53955;96.0;95.7;91.7
Sjælland;70-79;K;50436;50352;49255;51852;97.3;97.1;95.0
Sjælland;70-79;M;45938;45879;44879;47115;97.5;97.4;95.3
Sjælland;80-89;K;21953;21908;21369;22623;97.0;96.8;94.5
Sjælland;80-89;M;16907;16892;16557;17324;97.6;97.5;95.6
Sjælland;90+;K;4413;4393;4255;4612;95.7;95.3;92.3
Sjælland;90+;M;1954;1950;1887;2016;96.9;96.7;93.6
Syddanmark;0-9;K;12622;10248;0;60347;20.9;17.0;0.00
Syddanmark;0-9;M;13522;11011;0;63707;21.2;17.3;0.00
Syddanmark;10-19;K;58200;56319;10505;70909;82.1;79.4;14.8
Syddanmark;10-19;M;60338;58286;9855;74087;81.4;78.7;13.3
Syddanmark;20-29;K;58114;56977;40042;69113;84.1;82.4;57.9
Syddanmark;20-29;M;62398;60676;38523;76426;81.6;79.4;50.4
Syddanmark;30-39;K;57339;56334;37395;66564;86.1;84.6;56.2
Syddanmark;30-39;M;57774;56505;35781;70549;81.9;80.1;50.7
Syddanmark;40-49;K;68955;68475;58833;74782;92.2;91.6;78.7
Syddanmark;40-49;M;67157;66512;55028;75070;89.5;88.6;73.3
Syddanmark;50-59;K;81634;81330;76109;86455;94.4;94.1;88.0
Syddanmark;50-59;M;82703;82372;76343;88124;93.8;93.5;86.6
Syddanmark;60-69;K;74533;74377;72028;77422;96.3;96.1;93.0
Syddanmark;60-69;M;73356;73187;70586;76179;96.3;96.1;92.7
Syddanmark;70-79;K;66118;66040;64942;67769;97.6;97.4;95.8
Syddanmark;70-79;M;61379;61309;60138;62843;97.7;97.6;95.7
Syddanmark;80-89;K;32366;32328;31628;33211;97.5;97.3;95.2
Syddanmark;80-89;M;24836;24807;24387;25349;98.0;97.9;96.2
Syddanmark;90+;K;7119;7091;6835;7422;95.9;95.5;92.1
Syddanmark;90+;M;3119;3114;3034;3215;97.0;96.9;94.4
