"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Sjælland;00-02;K;0;0;0;11407;0.00;0.00;0.00
Sjælland;00-02;M;0;0;0;12106;0.00;0.00;0.00
Sjælland;03-04;K;5;3;0;8247;0.06;0.04;0.00
Sjælland;03-04;M;7;5;1;8641;0.08;0.06;0.01
Sjælland;05-11;K;13427;11096;0;30115;44.6;36.8;0.00
Sjælland;05-11;M;14381;11886;1;32016;44.9;37.1;0.00
Sjælland;12-15;K;17838;17491;91;21997;81.1;79.5;0.41
Sjælland;12-15;M;18777;18371;100;23080;81.4;79.6;0.43
Sjælland;16-19;K;17834;17640;8904;19783;90.1;89.2;45.0
Sjælland;16-19;M;19151;18818;8854;21439;89.3;87.8;41.3
Sjælland;20-39;K;67861;66377;44403;82686;82.1;80.3;53.7
Sjælland;20-39;M;69371;67559;42236;88568;78.3;76.3;47.7
Sjælland;40-64;K;137940;137210;125269;148135;93.1;92.6;84.6
Sjælland;40-64;M;135465;134731;121233;147301;92.0;91.5;82.3
Sjælland;65-79;K;74856;74738;72948;77287;96.9;96.7;94.4
Sjælland;65-79;M;69235;69125;67431;71280;97.1;97.0;94.6
Sjælland;80+;K;22925;22863;22249;23794;96.3;96.1;93.5
Sjælland;80+;M;15924;15906;15543;16403;97.1;97.0;94.8
Syddanmark;00-02;K;2;1;0;17742;0.01;0.01;0.00
Syddanmark;00-02;M;0;0;0;18474;0.00;0.00;0.00
Syddanmark;03-04;K;6;4;0;12234;0.05;0.03;0.00
Syddanmark;03-04;M;3;0;0;13082;0.02;0.00;0.00
Syddanmark;05-11;K;22097;18648;2;44840;49.3;41.6;0.00
Syddanmark;05-11;M;23513;19932;2;47351;49.7;42.1;0.00
Syddanmark;12-15;K;26228;25660;108;31516;83.2;81.4;0.34
Syddanmark;12-15;M;27407;26797;108;33068;82.9;81.0;0.33
Syddanmark;16-19;K;27408;27146;14455;29843;91.8;91.0;48.4
Syddanmark;16-19;M;27875;27431;13353;30757;90.6;89.2;43.4
Syddanmark;20-39;K;114906;112770;76863;135130;85.0;83.5;56.9
Syddanmark;20-39;M;119253;116287;73669;146056;81.6;79.6;50.4
Syddanmark;40-64;K;191059;190190;174612;203370;93.9;93.5;85.9
Syddanmark;40-64;M;190052;189015;170688;205033;92.7;92.2;83.2
Syddanmark;65-79;K;100683;100552;98613;103560;97.2;97.1;95.2
Syddanmark;65-79;M;94722;94592;92583;97362;97.3;97.2;95.1
Syddanmark;80+;K;34611;34548;33664;35759;96.8;96.6;94.1
Syddanmark;80+;M;23757;23725;23272;24366;97.5;97.4;95.5
