"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Hovedstaden;2021-02-17;F;92;0;4;2366;204870;12142
Midtjylland;2021-02-17;F;35;0;2;2366;204905;12144
Nordjylland;2021-02-17;F;11;0;2;2366;204916;12146
Sjælland;2021-02-17;F;20;0;0;2366;204936;12146
Syddanmark;2021-02-17;F;81;0;2;2366;205017;12148
Hovedstaden;2021-02-17;M;90;1;7;2367;205107;12155
Midtjylland;2021-02-17;M;41;0;4;2367;205148;12159
Nordjylland;2021-02-17;M;19;0;0;2367;205167;12159
Sjælland;2021-02-17;M;28;0;4;2367;205195;12163
Syddanmark;2021-02-17;M;82;0;5;2367;205277;12168
Hovedstaden;2021-02-18;F;75;0;2;2367;205352;12170
Midtjylland;2021-02-18;F;36;0;0;2367;205388;12170
Nordjylland;2021-02-18;F;37;0;2;2367;205425;12172
Sjælland;2021-02-18;F;29;0;1;2367;205454;12173
Syddanmark;2021-02-18;F;80;0;3;2367;205534;12176
Hovedstaden;2021-02-18;M;70;1;6;2368;205604;12182
Midtjylland;2021-02-18;M;51;0;5;2368;205655;12187
Nordjylland;2021-02-18;M;37;0;3;2368;205692;12190
Sjælland;2021-02-18;M;38;1;5;2369;205730;12195
Syddanmark;2021-02-18;M;89;0;4;2369;205819;12199
Hovedstaden;2021-02-19;F;86;3;6;2372;205905;12205
Midtjylland;2021-02-19;F;27;0;1;2372;205932;12206
Nordjylland;2021-02-19;F;6;0;1;2372;205938;12207
Sjælland;2021-02-19;F;40;0;2;2372;205978;12209
Syddanmark;2021-02-19;F;56;0;4;2372;206034;12213
Hovedstaden;2021-02-19;M;95;0;9;2372;206129;12222
Midtjylland;2021-02-19;M;22;0;0;2372;206151;12222
Nordjylland;2021-02-19;M;20;0;3;2372;206171;12225
Sjælland;2021-02-19;M;37;0;4;2372;206208;12229
Syddanmark;2021-02-19;M;66;0;1;2372;206274;12230
Hovedstaden;2021-02-20;F;75;1;8;2373;206349;12238
Midtjylland;2021-02-20;F;32;0;2;2373;206381;12240
Nordjylland;2021-02-20;F;15;0;0;2373;206396;12240
Sjælland;2021-02-20;F;28;0;0;2373;206424;12240
Syddanmark;2021-02-20;F;53;0;2;2373;206477;12242
Hovedstaden;2021-02-20;M;79;0;9;2373;206556;12251
Midtjylland;2021-02-20;M;33;0;1;2373;206589;12252
Nordjylland;2021-02-20;M;11;0;0;2373;206600;12252
Sjælland;2021-02-20;M;33;1;1;2374;206633;12253
Syddanmark;2021-02-20;M;71;0;3;2374;206704;12256
Hovedstaden;2021-02-21;F;69;0;5;2374;206773;12261
Midtjylland;2021-02-21;F;40;0;0;2374;206813;12261
Nordjylland;2021-02-21;F;9;0;1;2374;206822;12262
Sjælland;2021-02-21;F;21;0;1;2374;206843;12263
Syddanmark;2021-02-21;F;84;0;5;2374;206927;12268
Hovedstaden;2021-02-21;M;91;0;7;2374;207018;12275
Midtjylland;2021-02-21;M;40;0;2;2374;207058;12277
Nordjylland;2021-02-21;M;12;0;1;2374;207070;12278
Sjælland;2021-02-21;M;37;0;3;2374;207107;12281
Syddanmark;2021-02-21;M;66;0;3;2374;207173;12284
Hovedstaden;2021-02-22;F;93;0;6;2374;207266;12290
Midtjylland;2021-02-22;F;44;0;2;2374;207310;12292
Nordjylland;2021-02-22;F;21;0;0;2374;207331;12292
Sjælland;2021-02-22;F;50;1;4;2375;207381;12296
Syddanmark;2021-02-22;F;91;0;4;2375;207472;12300
Hovedstaden;2021-02-22;M;101;0;3;2375;207573;12303
Midtjylland;2021-02-22;M;38;0;0;2375;207611;12303
Nordjylland;2021-02-22;M;19;0;2;2375;207630;12305
Sjælland;2021-02-22;M;43;0;5;2375;207673;12310
Syddanmark;2021-02-22;M;81;0;2;2375;207754;12312
Hovedstaden;2021-02-23;F;132;0;6;2375;207886;12318
Midtjylland;2021-02-23;F;21;0;0;2375;207907;12318
Nordjylland;2021-02-23;F;24;1;2;2376;207931;12320
Sjælland;2021-02-23;F;47;0;2;2376;207978;12322
Syddanmark;2021-02-23;F;71;0;5;2376;208049;12327
Hovedstaden;2021-02-23;M;122;0;8;2376;208171;12335
Midtjylland;2021-02-23;M;40;0;3;2376;208211;12338
Nordjylland;2021-02-23;M;17;0;1;2376;208228;12339
Sjælland;2021-02-23;M;52;1;6;2377;208280;12345
Syddanmark;2021-02-23;M;74;0;5;2377;208354;12350
Hovedstaden;2021-02-24;F;120;3;11;2380;208474;12361
Midtjylland;2021-02-24;F;33;0;0;2380;208507;12361
Nordjylland;2021-02-24;F;13;0;2;2380;208520;12363
Sjælland;2021-02-24;F;49;0;1;2380;208569;12364
Syddanmark;2021-02-24;F;60;0;5;2380;208629;12369
Hovedstaden;2021-02-24;M;110;0;9;2380;208739;12378
Midtjylland;2021-02-24;M;27;0;0;2380;208766;12378
Nordjylland;2021-02-24;M;12;0;1;2380;208778;12379
Sjælland;2021-02-24;M;40;0;1;2380;208818;12380
Syddanmark;2021-02-24;M;72;0;6;2380;208890;12386
Hovedstaden;2021-02-25;F;110;0;6;2380;209000;12392
Midtjylland;2021-02-25;F;30;0;1;2380;209030;12393
Nordjylland;2021-02-25;F;14;0;0;2380;209044;12393
Sjælland;2021-02-25;F;61;0;7;2380;209105;12400
Syddanmark;2021-02-25;F;54;0;6;2380;209159;12406
Hovedstaden;2021-02-25;M;118;1;5;2381;209277;12411
Midtjylland;2021-02-25;M;32;0;4;2381;209309;12415
Nordjylland;2021-02-25;M;13;0;0;2381;209322;12415
Sjælland;2021-02-25;M;43;0;2;2381;209365;12417
Syddanmark;2021-02-25;M;62;0;1;2381;209427;12418
Hovedstaden;2021-02-26;F;121;0;8;2381;209548;12426
Midtjylland;2021-02-26;F;19;0;0;2381;209567;12426
Nordjylland;2021-02-26;F;8;0;0;2381;209575;12426
Sjælland;2021-02-26;F;34;0;1;2381;209609;12427
Syddanmark;2021-02-26;F;65;0;3;2381;209674;12430
Hovedstaden;2021-02-26;M;111;0;4;2381;209785;12434
Midtjylland;2021-02-26;M;26;0;3;2381;209811;12437
Nordjylland;2021-02-26;M;12;0;0;2381;209823;12437
Sjælland;2021-02-26;M;32;1;5;2382;209855;12442
Syddanmark;2021-02-26;M;65;0;4;2382;209920;12446
Hovedstaden;2021-02-27;F;103;1;4;2383;210023;12450
Midtjylland;2021-02-27;F;25;0;2;2383;210048;12452
Nordjylland;2021-02-27;F;12;0;0;2383;210060;12452
Sjælland;2021-02-27;F;31;0;1;2383;210091;12453
Syddanmark;2021-02-27;F;46;1;2;2384;210137;12455
Hovedstaden;2021-02-27;M;98;0;5;2384;210235;12460
Midtjylland;2021-02-27;M;25;0;1;2384;210260;12461
Nordjylland;2021-02-27;M;8;0;0;2384;210268;12461
Sjælland;2021-02-27;M;31;0;4;2384;210299;12465
Syddanmark;2021-02-27;M;43;0;4;2384;210342;12469
Hovedstaden;2021-02-28;F;118;0;6;2384;210460;12475
Midtjylland;2021-02-28;F;26;0;1;2384;210486;12476
Nordjylland;2021-02-28;F;13;0;0;2384;210499;12476
Sjælland;2021-02-28;F;21;0;1;2384;210520;12477
Syddanmark;2021-02-28;F;58;1;5;2385;210578;12482
Hovedstaden;2021-02-28;M;117;0;4;2385;210695;12486
Midtjylland;2021-02-28;M;20;0;1;2385;210715;12487
Nordjylland;2021-02-28;M;13;0;1;2385;210728;12488
Sjælland;2021-02-28;M;28;0;2;2385;210756;12490
Syddanmark;2021-02-28;M;57;0;2;2385;210813;12492
Hovedstaden;2021-03-01;F;135;0;4;2385;210948;12496
Midtjylland;2021-03-01;F;31;0;1;2385;210979;12497
Nordjylland;2021-03-01;F;18;0;0;2385;210997;12497
Sjælland;2021-03-01;F;56;0;4;2385;211053;12501
Syddanmark;2021-03-01;F;60;0;6;2385;211113;12507
Hovedstaden;2021-03-01;M;127;0;5;2385;211240;12512
Midtjylland;2021-03-01;M;33;0;0;2385;211273;12512
Nordjylland;2021-03-01;M;15;0;1;2385;211288;12513
Sjælland;2021-03-01;M;49;2;5;2387;211337;12518
Syddanmark;2021-03-01;M;63;1;2;2388;211400;12520
Hovedstaden;2021-03-02;F;121;2;6;2390;211521;12526
Midtjylland;2021-03-02;F;40;0;1;2390;211561;12527
Nordjylland;2021-03-02;F;8;0;1;2390;211569;12528
Sjælland;2021-03-02;F;49;0;4;2390;211618;12532
Syddanmark;2021-03-02;F;71;0;4;2390;211689;12536
Hovedstaden;2021-03-02;M;130;1;10;2391;211819;12546
Midtjylland;2021-03-02;M;42;0;1;2391;211861;12547
Nordjylland;2021-03-02;M;11;0;0;2391;211872;12547
Sjælland;2021-03-02;M;46;0;4;2391;211918;12551
Syddanmark;2021-03-02;M;75;0;4;2391;211993;12555
Hovedstaden;2021-03-03;F;104;0;3;2391;212097;12558
Midtjylland;2021-03-03;F;39;0;2;2391;212136;12560
Nordjylland;2021-03-03;F;10;0;0;2391;212146;12560
Sjælland;2021-03-03;F;41;0;3;2391;212187;12563
Syddanmark;2021-03-03;F;77;0;7;2391;212264;12570
Hovedstaden;2021-03-03;M;108;0;4;2391;212372;12574
Midtjylland;2021-03-03;M;35;0;0;2391;212407;12574
Nordjylland;2021-03-03;M;12;0;0;2391;212419;12574
Sjælland;2021-03-03;M;43;0;4;2391;212462;12578
Syddanmark;2021-03-03;M;70;1;5;2392;212532;12583
Hovedstaden;2021-03-04;F;119;0;4;2392;212651;12587
Midtjylland;2021-03-04;F;23;0;0;2392;212674;12587
Nordjylland;2021-03-04;F;10;0;0;2392;212684;12587
Sjælland;2021-03-04;F;41;0;0;2392;212725;12587
Syddanmark;2021-03-04;F;41;0;2;2392;212766;12589
Hovedstaden;2021-03-04;M;105;0;3;2392;212871;12592
Midtjylland;2021-03-04;M;24;0;0;2392;212895;12592
Nordjylland;2021-03-04;M;8;0;0;2392;212903;12592
Sjælland;2021-03-04;M;40;0;3;2392;212943;12595
Syddanmark;2021-03-04;M;69;0;3;2392;213012;12598
Hovedstaden;2021-03-05;F;97;0;8;2392;213109;12606
Midtjylland;2021-03-05;F;38;0;3;2392;213147;12609
Nordjylland;2021-03-05;F;7;0;0;2392;213154;12609
Sjælland;2021-03-05;F;30;0;0;2392;213184;12609
Syddanmark;2021-03-05;F;39;0;2;2392;213223;12611
Hovedstaden;2021-03-05;M;110;3;9;2395;213333;12620
Midtjylland;2021-03-05;M;20;0;1;2395;213353;12621
Nordjylland;2021-03-05;M;14;0;1;2395;213367;12622
Sjælland;2021-03-05;M;36;1;5;2396;213403;12627
Syddanmark;2021-03-05;M;73;0;3;2396;213476;12630
Hovedstaden;2021-03-06;F;107;0;4;2396;213583;12634
Midtjylland;2021-03-06;F;29;0;1;2396;213612;12635
Nordjylland;2021-03-06;F;8;0;0;2396;213620;12635
Sjælland;2021-03-06;F;30;0;2;2396;213650;12637
Syddanmark;2021-03-06;F;46;0;0;2396;213696;12637
Hovedstaden;2021-03-06;M;96;0;6;2396;213792;12643
Midtjylland;2021-03-06;M;17;0;0;2396;213809;12643
Nordjylland;2021-03-06;M;9;0;1;2396;213818;12644
Sjælland;2021-03-06;M;41;0;5;2396;213859;12649
Syddanmark;2021-03-06;M;64;0;5;2396;213923;12654
Hovedstaden;2021-03-07;F;103;0;7;2396;214026;12661
Midtjylland;2021-03-07;F;46;0;1;2396;214072;12662
Nordjylland;2021-03-07;F;13;0;0;2396;214085;12662
Sjælland;2021-03-07;F;27;0;3;2396;214112;12665
Syddanmark;2021-03-07;F;48;0;2;2396;214160;12667
Hovedstaden;2021-03-07;M;87;0;5;2396;214247;12672
Midtjylland;2021-03-07;M;27;0;2;2396;214274;12674
Nordjylland;2021-03-07;M;10;0;0;2396;214284;12674
Sjælland;2021-03-07;M;33;0;3;2396;214317;12677
Syddanmark;2021-03-07;M;60;0;0;2396;214377;12677
Hovedstaden;2021-03-08;F;110;0;7;2396;214487;12684
Midtjylland;2021-03-08;F;40;0;2;2396;214527;12686
Nordjylland;2021-03-08;F;14;0;0;2396;214541;12686
Sjælland;2021-03-08;F;47;1;3;2397;214588;12689
Syddanmark;2021-03-08;F;66;0;3;2397;214654;12692
Hovedstaden;2021-03-08;M;143;0;9;2397;214797;12701
Midtjylland;2021-03-08;M;52;0;2;2397;214849;12703
Nordjylland;2021-03-08;M;7;0;1;2397;214856;12704
Sjælland;2021-03-08;M;32;0;2;2397;214888;12706
Syddanmark;2021-03-08;M;83;0;1;2397;214971;12707
Hovedstaden;2021-03-09;F;118;0;6;2397;215089;12713
Midtjylland;2021-03-09;F;36;0;2;2397;215125;12715
Nordjylland;2021-03-09;F;5;0;0;2397;215130;12715
Sjælland;2021-03-09;F;41;0;3;2397;215171;12718
Syddanmark;2021-03-09;F;92;0;4;2397;215263;12722
Hovedstaden;2021-03-09;M;146;0;10;2397;215409;12732
Midtjylland;2021-03-09;M;53;0;1;2397;215462;12733
Nordjylland;2021-03-09;M;13;0;2;2397;215475;12735
Sjælland;2021-03-09;M;37;2;5;2399;215512;12740
Syddanmark;2021-03-09;M;94;0;3;2399;215606;12743
Hovedstaden;2021-03-10;F;112;0;6;2399;215718;12749
Midtjylland;2021-03-10;F;40;0;1;2399;215758;12750
Nordjylland;2021-03-10;F;8;0;0;2399;215766;12750
Sjælland;2021-03-10;F;27;0;2;2399;215793;12752
Syddanmark;2021-03-10;F;84;0;5;2399;215877;12757
Hovedstaden;2021-03-10;M;99;0;3;2399;215976;12760
Midtjylland;2021-03-10;M;39;0;2;2399;216015;12762
Nordjylland;2021-03-10;M;16;0;0;2399;216031;12762
Sjælland;2021-03-10;M;31;0;1;2399;216062;12763
Syddanmark;2021-03-10;M;81;0;4;2399;216143;12767
Hovedstaden;2021-03-11;F;135;0;7;2399;216278;12774
Midtjylland;2021-03-11;F;33;0;2;2399;216311;12776
Nordjylland;2021-03-11;F;16;1;2;2400;216327;12778
Sjælland;2021-03-11;F;36;0;1;2400;216363;12779
Syddanmark;2021-03-11;F;75;0;4;2400;216438;12783
Hovedstaden;2021-03-11;M;112;0;5;2400;216550;12788
Midtjylland;2021-03-11;M;36;0;2;2400;216586;12790
Nordjylland;2021-03-11;M;18;0;0;2400;216604;12790
Sjælland;2021-03-11;M;45;0;2;2400;216649;12792
Syddanmark;2021-03-11;M;72;0;3;2400;216721;12795
Hovedstaden;2021-03-12;F;109;0;2;2400;216830;12797
Midtjylland;2021-03-12;F;34;0;2;2400;216864;12799
Nordjylland;2021-03-12;F;13;0;0;2400;216877;12799
Sjælland;2021-03-12;F;31;0;2;2400;216908;12801
Syddanmark;2021-03-12;F;64;0;5;2400;216972;12806
Hovedstaden;2021-03-12;M;106;0;4;2400;217078;12810
Midtjylland;2021-03-12;M;27;0;2;2400;217105;12812
Nordjylland;2021-03-12;M;7;0;0;2400;217112;12812
Sjælland;2021-03-12;M;31;0;3;2400;217143;12815
Syddanmark;2021-03-12;M;57;0;2;2400;217200;12817
Hovedstaden;2021-03-13;F;85;0;5;2400;217285;12822
Midtjylland;2021-03-13;F;35;0;0;2400;217320;12822
Nordjylland;2021-03-13;F;10;0;0;2400;217330;12822
Sjælland;2021-03-13;F;24;0;2;2400;217354;12824
Syddanmark;2021-03-13;F;69;0;4;2400;217423;12828
Hovedstaden;2021-03-13;M;107;0;10;2400;217530;12838
Midtjylland;2021-03-13;M;25;0;1;2400;217555;12839
Nordjylland;2021-03-13;M;13;0;1;2400;217568;12840
Sjælland;2021-03-13;M;23;0;1;2400;217591;12841
Syddanmark;2021-03-13;M;70;0;2;2400;217661;12843
Hovedstaden;2021-03-14;F;94;0;6;2400;217755;12849
Midtjylland;2021-03-14;F;33;0;0;2400;217788;12849
Nordjylland;2021-03-14;F;13;0;0;2400;217801;12849
Sjælland;2021-03-14;F;25;0;1;2400;217826;12850
Syddanmark;2021-03-14;F;65;1;5;2401;217891;12855
Hovedstaden;2021-03-14;M;121;0;6;2401;218012;12861
Midtjylland;2021-03-14;M;36;0;0;2401;218048;12861
Nordjylland;2021-03-14;M;10;0;0;2401;218058;12861
Sjælland;2021-03-14;M;23;0;0;2401;218081;12861
Syddanmark;2021-03-14;M;66;0;1;2401;218147;12862
Hovedstaden;2021-03-15;F;122;0;5;2401;218269;12867
Midtjylland;2021-03-15;F;44;0;5;2401;218313;12872
Nordjylland;2021-03-15;F;13;0;0;2401;218326;12872
Sjælland;2021-03-15;F;41;1;2;2402;218367;12874
Syddanmark;2021-03-15;F;102;0;3;2402;218469;12877
Hovedstaden;2021-03-15;M;133;2;12;2404;218602;12889
Midtjylland;2021-03-15;M;38;0;2;2404;218640;12891
Nordjylland;2021-03-15;M;15;0;0;2404;218655;12891
Sjælland;2021-03-15;M;38;1;3;2405;218693;12894
Syddanmark;2021-03-15;M;88;1;6;2406;218781;12900
Hovedstaden;2021-03-16;F;121;1;8;2407;218902;12908
Midtjylland;2021-03-16;F;45;0;3;2407;218947;12911
Nordjylland;2021-03-16;F;22;0;0;2407;218969;12911
Sjælland;2021-03-16;F;41;0;3;2407;219010;12914
Syddanmark;2021-03-16;F;102;0;2;2407;219112;12916
Hovedstaden;2021-03-16;M;153;1;9;2408;219265;12925
Midtjylland;2021-03-16;M;79;0;3;2408;219344;12928
Nordjylland;2021-03-16;M;27;0;3;2408;219371;12931
Sjælland;2021-03-16;M;51;0;3;2408;219422;12934
Syddanmark;2021-03-16;M;99;0;7;2408;219521;12941
Hovedstaden;2021-03-17;F;122;0;4;2408;219643;12945
Midtjylland;2021-03-17;F;42;0;2;2408;219685;12947
Nordjylland;2021-03-17;F;17;0;0;2408;219702;12947
Sjælland;2021-03-17;F;43;0;0;2408;219745;12947
Syddanmark;2021-03-17;F;81;0;4;2408;219826;12951
Hovedstaden;2021-03-17;M;128;0;6;2408;219954;12957
Midtjylland;2021-03-17;M;44;0;0;2408;219998;12957
Nordjylland;2021-03-17;M;24;0;1;2408;220022;12958
Sjælland;2021-03-17;M;43;1;1;2409;220065;12959
Syddanmark;2021-03-17;M;115;1;3;2410;220180;12962
Hovedstaden;2021-03-18;F;148;2;4;2412;220328;12966
Midtjylland;2021-03-18;F;40;0;2;2412;220368;12968
Nordjylland;2021-03-18;F;11;0;0;2412;220379;12968
Sjælland;2021-03-18;F;39;0;2;2412;220418;12970
Syddanmark;2021-03-18;F;90;0;3;2412;220508;12973
Hovedstaden;2021-03-18;M;139;1;8;2413;220647;12981
Midtjylland;2021-03-18;M;33;0;1;2413;220680;12982
Nordjylland;2021-03-18;M;18;0;1;2413;220698;12983
Sjælland;2021-03-18;M;44;0;3;2413;220742;12986
Syddanmark;2021-03-18;M;82;0;5;2413;220824;12991
Hovedstaden;2021-03-19;F;165;0;5;2413;220989;12996
Midtjylland;2021-03-19;F;41;0;1;2413;221030;12997
Nordjylland;2021-03-19;F;10;0;1;2413;221040;12998
Sjælland;2021-03-19;F;42;1;4;2414;221082;13002
Syddanmark;2021-03-19;F;64;0;4;2414;221146;13006
Hovedstaden;2021-03-19;M;162;0;4;2414;221308;13010
Midtjylland;2021-03-19;M;32;0;0;2414;221340;13010
Nordjylland;2021-03-19;M;11;0;1;2414;221351;13011
Sjælland;2021-03-19;M;40;0;5;2414;221391;13016
Syddanmark;2021-03-19;M;72;0;2;2414;221463;13018
Hovedstaden;2021-03-20;F;121;0;3;2414;221584;13021
Midtjylland;2021-03-20;F;26;0;1;2414;221610;13022
Nordjylland;2021-03-20;F;18;0;4;2414;221628;13026
Sjælland;2021-03-20;F;24;1;2;2415;221652;13028
Syddanmark;2021-03-20;F;71;0;2;2415;221723;13030
Hovedstaden;2021-03-20;M;165;0;12;2415;221888;13042
Midtjylland;2021-03-20;M;42;0;1;2415;221930;13043
Nordjylland;2021-03-20;M;21;0;0;2415;221951;13043
Sjælland;2021-03-20;M;29;0;2;2415;221980;13045
Syddanmark;2021-03-20;M;60;0;2;2415;222040;13047
Hovedstaden;2021-03-21;F;133;0;5;2415;222173;13052
Midtjylland;2021-03-21;F;38;0;2;2415;222211;13054
Nordjylland;2021-03-21;F;16;0;1;2415;222227;13055
Sjælland;2021-03-21;F;23;0;1;2415;222250;13056
Syddanmark;2021-03-21;F;61;0;2;2415;222311;13058
Hovedstaden;2021-03-21;M;143;1;7;2416;222454;13065
Midtjylland;2021-03-21;M;44;0;2;2416;222498;13067
Nordjylland;2021-03-21;M;15;0;0;2416;222513;13067
Sjælland;2021-03-21;M;28;0;1;2416;222541;13068
Syddanmark;2021-03-21;M;60;0;4;2416;222601;13072
Hovedstaden;2021-03-22;F;172;0;8;2416;222773;13080
Midtjylland;2021-03-22;F;43;1;2;2417;222816;13082
Nordjylland;2021-03-22;F;20;0;0;2417;222836;13082
Sjælland;2021-03-22;F;39;1;3;2418;222875;13085
Syddanmark;2021-03-22;F;85;0;2;2418;222960;13087
Hovedstaden;2021-03-22;M;188;1;12;2419;223148;13099
Midtjylland;2021-03-22;M;57;0;2;2419;223205;13101
Nordjylland;2021-03-22;M;25;0;1;2419;223230;13102
Sjælland;2021-03-22;M;42;0;2;2419;223272;13104
Syddanmark;2021-03-22;M;104;0;3;2419;223376;13107
Hovedstaden;2021-03-23;F;178;0;11;2419;223554;13118
Midtjylland;2021-03-23;F;76;0;2;2419;223630;13120
Nordjylland;2021-03-23;F;11;0;1;2419;223641;13121
Sjælland;2021-03-23;F;42;0;3;2419;223683;13124
Syddanmark;2021-03-23;F;76;0;3;2419;223759;13127
Hovedstaden;2021-03-23;M;212;1;6;2420;223971;13133
Midtjylland;2021-03-23;M;52;0;4;2420;224023;13137
Nordjylland;2021-03-23;M;24;0;2;2420;224047;13139
Sjælland;2021-03-23;M;46;0;1;2420;224093;13140
Syddanmark;2021-03-23;M;83;0;3;2420;224176;13143
Hovedstaden;2021-03-24;F;202;0;6;2420;224378;13149
Midtjylland;2021-03-24;F;50;0;1;2420;224428;13150
Nordjylland;2021-03-24;F;18;0;1;2420;224446;13151
Sjælland;2021-03-24;F;38;0;3;2420;224484;13154
Syddanmark;2021-03-24;F;79;0;0;2420;224563;13154
Hovedstaden;2021-03-24;M;183;0;8;2420;224746;13162
Midtjylland;2021-03-24;M;58;0;3;2420;224804;13165
Nordjylland;2021-03-24;M;23;0;1;2420;224827;13166
Sjælland;2021-03-24;M;42;0;2;2420;224869;13168
Syddanmark;2021-03-24;M;82;0;5;2420;224951;13173
Hovedstaden;2021-03-25;F;171;0;9;2420;225122;13182
Midtjylland;2021-03-25;F;38;0;3;2420;225160;13185
Nordjylland;2021-03-25;F;8;0;1;2420;225168;13186
Sjælland;2021-03-25;F;30;0;3;2420;225198;13189
Syddanmark;2021-03-25;F;59;0;1;2420;225257;13190
Hovedstaden;2021-03-25;M;177;0;10;2420;225434;13200
Midtjylland;2021-03-25;M;40;0;0;2420;225474;13200
Nordjylland;2021-03-25;M;20;0;1;2420;225494;13201
Sjælland;2021-03-25;M;34;0;0;2420;225528;13201
Syddanmark;2021-03-25;M;58;0;3;2420;225586;13204
Hovedstaden;2021-03-26;F;172;0;4;2420;225758;13208
Midtjylland;2021-03-26;F;41;0;1;2420;225799;13209
Nordjylland;2021-03-26;F;10;0;0;2420;225809;13209
Sjælland;2021-03-26;F;36;0;0;2420;225845;13209
Syddanmark;2021-03-26;F;69;0;3;2420;225914;13212
Hovedstaden;2021-03-26;M;200;0;6;2420;226114;13218
Midtjylland;2021-03-26;M;39;0;0;2420;226153;13218
Nordjylland;2021-03-26;M;14;0;0;2420;226167;13218
Sjælland;2021-03-26;M;43;0;0;2420;226210;13218
Syddanmark;2021-03-26;M;70;0;3;2420;226280;13221
Hovedstaden;2021-03-27;F;174;0;3;2420;226454;13224
Midtjylland;2021-03-27;F;54;0;3;2420;226508;13227
Nordjylland;2021-03-27;F;16;0;0;2420;226524;13227
Sjælland;2021-03-27;F;33;0;0;2420;226557;13227
Syddanmark;2021-03-27;F;72;0;3;2420;226629;13230
Hovedstaden;2021-03-27;M;162;0;8;2420;226791;13238
Midtjylland;2021-03-27;M;47;0;4;2420;226838;13242
Nordjylland;2021-03-27;M;20;0;1;2420;226858;13243
Sjælland;2021-03-27;M;44;0;6;2420;226902;13249
Syddanmark;2021-03-27;M;46;0;0;2420;226948;13249
Hovedstaden;2021-03-28;F;158;1;5;2421;227106;13254
Midtjylland;2021-03-28;F;39;0;4;2421;227145;13258
Nordjylland;2021-03-28;F;11;0;0;2421;227156;13258
Sjælland;2021-03-28;F;25;0;1;2421;227181;13259
Syddanmark;2021-03-28;F;63;0;0;2421;227244;13259
Hovedstaden;2021-03-28;M;164;0;2;2421;227408;13261
Midtjylland;2021-03-28;M;37;0;1;2421;227445;13262
Nordjylland;2021-03-28;M;14;0;0;2421;227459;13262
Sjælland;2021-03-28;M;38;0;3;2421;227497;13265
Syddanmark;2021-03-28;M;61;0;3;2421;227558;13268
Hovedstaden;2021-03-29;F;197;1;8;2422;227755;13276
Midtjylland;2021-03-29;F;55;0;1;2422;227810;13277
Nordjylland;2021-03-29;F;14;0;1;2422;227824;13278
Sjælland;2021-03-29;F;47;0;1;2422;227871;13279
Syddanmark;2021-03-29;F;74;0;5;2422;227945;13284
Hovedstaden;2021-03-29;M;207;0;4;2422;228152;13288
Midtjylland;2021-03-29;M;42;0;2;2422;228194;13290
Nordjylland;2021-03-29;M;25;0;0;2422;228219;13290
Sjælland;2021-03-29;M;42;0;2;2422;228261;13292
Syddanmark;2021-03-29;M;59;0;2;2422;228320;13294
Hovedstaden;2021-03-30;F;192;1;8;2423;228512;13302
Midtjylland;2021-03-30;F;48;0;3;2423;228560;13305
Nordjylland;2021-03-30;F;20;0;0;2423;228580;13305
Sjælland;2021-03-30;F;31;0;0;2423;228611;13305
Syddanmark;2021-03-30;F;61;0;0;2423;228672;13305
Hovedstaden;2021-03-30;M;173;0;5;2423;228845;13310
Midtjylland;2021-03-30;M;44;0;1;2423;228889;13311
Nordjylland;2021-03-30;M;21;0;1;2423;228910;13312
Sjælland;2021-03-30;M;32;0;0;2423;228942;13312
Syddanmark;2021-03-30;M;46;0;0;2423;228988;13312
Hovedstaden;2021-03-31;F;174;0;3;2423;229162;13315
Midtjylland;2021-03-31;F;47;0;1;2423;229209;13316
Nordjylland;2021-03-31;F;21;0;0;2423;229230;13316
Sjælland;2021-03-31;F;25;1;3;2424;229255;13319
Syddanmark;2021-03-31;F;50;0;2;2424;229305;13321
Hovedstaden;2021-03-31;M;197;0;4;2424;229502;13325
Midtjylland;2021-03-31;M;53;0;3;2424;229555;13328
Nordjylland;2021-03-31;M;29;0;0;2424;229584;13328
Sjælland;2021-03-31;M;34;0;1;2424;229618;13329
Syddanmark;2021-03-31;M;56;1;2;2425;229674;13331
Hovedstaden;2021-04-01;F;178;0;3;2425;229852;13334
Midtjylland;2021-04-01;F;57;0;2;2425;229909;13336
Nordjylland;2021-04-01;F;22;0;0;2425;229931;13336
Sjælland;2021-04-01;F;45;0;0;2425;229976;13336
Syddanmark;2021-04-01;F;65;0;0;2425;230041;13336
Hovedstaden;2021-04-01;M;175;0;5;2425;230216;13341
Midtjylland;2021-04-01;M;52;0;3;2425;230268;13344
Nordjylland;2021-04-01;M;22;0;0;2425;230290;13344
Sjælland;2021-04-01;M;44;0;0;2425;230334;13344
Syddanmark;2021-04-01;M;41;0;3;2425;230375;13347
Hovedstaden;2021-04-02;F;31;0;2;2425;230406;13349
Midtjylland;2021-04-02;F;17;0;0;2425;230423;13349
Nordjylland;2021-04-02;F;10;0;0;2425;230433;13349
Sjælland;2021-04-02;F;2;0;0;2425;230435;13349
Syddanmark;2021-04-02;F;3;0;1;2425;230438;13350
Hovedstaden;2021-04-02;M;17;0;1;2425;230455;13351
Midtjylland;2021-04-02;M;11;0;1;2425;230466;13352
Nordjylland;2021-04-02;M;10;0;0;2425;230476;13352
