"Vaccinedato";"geo";"Antal personer 2. tik";"Antal borgere";"2. stik (%)";"Kumuleret antal 2. stik"
2021-03-26;Nationalt;7579;5880320;5.75;338290
2021-03-27;Nationalt;3000;5880320;5.80;341290
2021-03-28;Nationalt;2721;5880320;5.85;344011
2021-03-29;Nationalt;5983;5880320;5.95;349994
2021-03-30;Nationalt;5862;5880320;6.05;355856
2021-03-31;Nationalt;9387;5880320;6.21;365243
2021-04-01;Nationalt;6698;5880320;6.33;371941
2021-04-02;Nationalt;6789;5880320;6.44;378730
2021-04-03;Nationalt;2139;5880320;6.48;380869
2021-04-04;Nationalt;1741;5880320;6.51;382610
2021-04-05;Nationalt;1284;5880320;6.53;383894
2021-04-06;Nationalt;5894;5880320;6.63;389788
2021-04-07;Nationalt;7956;5880320;6.76;397744
2021-04-08;Nationalt;8261;5880320;6.90;406005
2021-04-09;Nationalt;8455;5880320;7.05;414460
2021-04-10;Nationalt;5324;5880320;7.14;419784
2021-04-11;Nationalt;3846;5880320;7.20;423630
2021-04-12;Nationalt;11322;5880320;7.40;434952
2021-04-13;Nationalt;6082;5880320;7.50;441034
2021-04-14;Nationalt;10921;5880320;7.69;451955
2021-04-15;Nationalt;8929;5880320;7.84;460884
2021-04-16;Nationalt;8012;5880320;7.97;468896
2021-04-17;Nationalt;2703;5880320;8.02;471599
2021-04-18;Nationalt;5069;5880320;8.11;476668
2021-04-19;Nationalt;14154;5880320;8.35;490822
2021-04-20;Nationalt;16658;5880320;8.63;507480
2021-04-21;Nationalt;12550;5880320;8.84;520030
2021-04-22;Nationalt;5309;5880320;8.93;525339
2021-04-23;Nationalt;11080;5880320;9.12;536419
2021-04-24;Nationalt;7517;5880320;9.25;543936
2021-04-25;Nationalt;5248;5880320;9.34;549184
2021-04-26;Nationalt;7806;5880320;9.47;556990
2021-04-27;Nationalt;20671;5880320;9.82;577661
2021-04-28;Nationalt;20339;5880320;10.2;598000
2021-04-29;Nationalt;17756;5880320;10.5;615756
2021-04-30;Nationalt;3938;5880320;10.5;619694
2021-05-01;Nationalt;6075;5880320;10.6;625769
2021-05-02;Nationalt;13708;5880320;10.9;639477
2021-05-03;Nationalt;45403;5880320;11.6;684880
2021-05-04;Nationalt;24620;5880320;12.1;709500
2021-05-05;Nationalt;29069;5880320;12.6;738569
2021-05-06;Nationalt;25416;5880320;13.0;763985
2021-05-07;Nationalt;24446;5880320;13.4;788431
2021-05-08;Nationalt;30659;5880320;13.9;819090
2021-05-09;Nationalt;16605;5880320;14.2;835695
2021-05-10;Nationalt;35931;5880320;14.8;871626
2021-05-11;Nationalt;26137;5880320;15.3;897763
2021-05-12;Nationalt;26877;5880320;15.7;924640
2021-05-13;Nationalt;19618;5880320;16.1;944258
2021-05-14;Nationalt;30637;5880320;16.6;974895
2021-05-15;Nationalt;19335;5880320;16.9;994230
2021-05-16;Nationalt;14018;5880320;17.1;1008248
2021-05-17;Nationalt;30036;5880320;17.7;1038284
2021-05-18;Nationalt;30649;5880320;18.2;1068933
2021-05-19;Nationalt;22550;5880320;18.6;1091483
2021-05-20;Nationalt;22248;5880320;18.9;1113731
2021-05-21;Nationalt;19221;5880320;19.3;1132952
2021-05-22;Nationalt;11855;5880320;19.5;1144807
2021-05-23;Nationalt;6172;5880320;19.6;1150979
2021-05-24;Nationalt;9696;5880320;19.7;1160675
2021-05-25;Nationalt;12868;5880320;20.0;1173543
2021-05-26;Nationalt;12129;5880320;20.2;1185672
2021-05-27;Nationalt;12245;5880320;20.4;1197917
2021-05-28;Nationalt;9472;5880320;20.5;1207389
2021-05-29;Nationalt;5030;5880320;20.6;1212419
2021-05-30;Nationalt;6728;5880320;20.7;1219147
2021-05-31;Nationalt;21013;5880320;21.1;1240160
2021-06-01;Nationalt;16936;5880320;21.4;1257096
2021-06-02;Nationalt;16606;5880320;21.7;1273702
2021-06-03;Nationalt;21775;5880320;22.0;1295477
2021-06-04;Nationalt;12320;5880320;22.2;1307797
2021-06-05;Nationalt;5717;5880320;22.3;1313514
2021-06-06;Nationalt;12986;5880320;22.6;1326500
2021-06-07;Nationalt;19028;5880320;22.9;1345528
2021-06-08;Nationalt;22246;5880320;23.3;1367774
2021-06-09;Nationalt;22226;5880320;23.6;1390000
2021-06-10;Nationalt;14396;5880320;23.9;1404396
2021-06-11;Nationalt;15349;5880320;24.1;1419745
2021-06-12;Nationalt;10178;5880320;24.3;1429923
2021-06-13;Nationalt;10209;5880320;24.5;1440132
2021-06-14;Nationalt;19073;5880320;24.8;1459205
2021-06-15;Nationalt;16916;5880320;25.1;1476121
2021-06-16;Nationalt;24564;5880320;25.5;1500685
2021-06-17;Nationalt;20701;5880320;25.9;1521386
2021-06-18;Nationalt;26232;5880320;26.3;1547618
2021-06-19;Nationalt;17211;5880320;26.6;1564829
2021-06-20;Nationalt;14849;5880320;26.9;1579678
2021-06-21;Nationalt;25317;5880320;27.3;1604995
2021-06-22;Nationalt;26470;5880320;27.7;1631465
2021-06-23;Nationalt;32026;5880320;28.3;1663491
2021-06-24;Nationalt;33962;5880320;28.9;1697453
2021-06-25;Nationalt;32295;5880320;29.4;1729748
2021-06-26;Nationalt;22210;5880320;29.8;1751958
2021-06-27;Nationalt;23929;5880320;30.2;1775887
2021-06-28;Nationalt;33840;5880320;30.8;1809727
2021-06-29;Nationalt;41898;5880320;31.5;1851625
2021-06-30;Nationalt;38371;5880320;32.1;1889996
2021-07-01;Nationalt;40485;5880320;32.8;1930481
2021-07-02;Nationalt;43856;5880320;33.6;1974337
2021-07-03;Nationalt;32547;5880320;34.1;2006884
2021-07-04;Nationalt;29206;5880320;34.6;2036090
2021-07-05;Nationalt;42965;5880320;35.4;2079055
2021-07-06;Nationalt;42260;5880320;36.1;2121315
2021-07-07;Nationalt;39594;5880320;36.7;2160909
2021-07-08;Nationalt;36823;5880320;37.4;2197732
2021-07-09;Nationalt;33159;5880320;37.9;2230891
2021-07-10;Nationalt;21749;5880320;38.3;2252640
2021-07-11;Nationalt;21981;5880320;38.7;2274621
2021-07-12;Nationalt;54489;5880320;39.6;2329110
2021-07-13;Nationalt;49647;5880320;40.5;2378757
2021-07-14;Nationalt;44772;5880320;41.2;2423529
2021-07-15;Nationalt;53495;5880320;42.1;2477024
2021-07-16;Nationalt;43464;5880320;42.9;2520488
2021-07-17;Nationalt;26401;5880320;43.3;2546889
2021-07-18;Nationalt;33864;5880320;43.9;2580753
2021-07-19;Nationalt;54571;5880320;44.8;2635324
2021-07-20;Nationalt;56441;5880320;45.8;2691765
2021-07-21;Nationalt;55063;5880320;46.7;2746828
2021-07-22;Nationalt;51752;5880320;47.6;2798580
2021-07-23;Nationalt;43617;5880320;48.3;2842197
2021-07-24;Nationalt;23680;5880320;48.7;2865877
2021-07-25;Nationalt;31541;5880320;49.3;2897418
2021-07-26;Nationalt;42104;5880320;50.0;2939522
2021-07-27;Nationalt;44831;5880320;50.8;2984353
2021-07-28;Nationalt;43325;5880320;51.5;3027678
2021-07-29;Nationalt;39110;5880320;52.2;3066788
2021-07-30;Nationalt;34787;5880320;52.7;3101575
2021-07-31;Nationalt;20061;5880320;53.1;3121636
2021-08-01;Nationalt;19193;5880320;53.4;3140829
2021-08-02;Nationalt;40681;5880320;54.1;3181510
2021-08-03;Nationalt;43075;5880320;54.8;3224585
2021-08-04;Nationalt;44557;5880320;55.6;3269142
2021-08-05;Nationalt;39900;5880320;56.3;3309042
2021-08-06;Nationalt;39964;5880320;57.0;3349006
2021-08-07;Nationalt;26875;5880320;57.4;3375881
2021-08-08;Nationalt;35811;5880320;58.0;3411692
2021-08-09;Nationalt;55391;5880320;59.0;3467083
2021-08-10;Nationalt;54644;5880320;59.9;3521727
2021-08-11;Nationalt;57465;5880320;60.9;3579192
2021-08-12;Nationalt;50075;5880320;61.7;3629267
2021-08-13;Nationalt;46836;5880320;62.5;3676103
2021-08-14;Nationalt;35210;5880320;63.1;3711313
2021-08-15;Nationalt;37369;5880320;63.7;3748682
2021-08-16;Nationalt;45012;5880320;64.5;3793694
2021-08-17;Nationalt;37650;5880320;65.2;3831344
2021-08-18;Nationalt;36559;5880320;65.8;3867903
2021-08-19;Nationalt;26509;5880320;66.2;3894412
2021-08-20;Nationalt;28775;5880320;66.7;3923187
2021-08-21;Nationalt;19663;5880320;67.1;3942850
2021-08-22;Nationalt;16158;5880320;67.3;3959008
2021-08-23;Nationalt;30340;5880320;67.8;3989348
2021-08-24;Nationalt;28695;5880320;68.3;4018043
2021-08-25;Nationalt;18784;5880320;68.6;4036827
2021-08-26;Nationalt;18439;5880320;69.0;4055266
2021-08-27;Nationalt;20389;5880320;69.3;4075655
2021-08-28;Nationalt;10040;5880320;69.5;4085695
2021-08-29;Nationalt;11712;5880320;69.7;4097407
2021-08-30;Nationalt;24542;5880320;70.1;4121949
2021-08-31;Nationalt;17147;5880320;70.4;4139096
2021-09-01;Nationalt;10610;5880320;70.6;4149706
2021-09-02;Nationalt;10080;5880320;70.7;4159786
2021-09-03;Nationalt;8864;5880320;70.9;4168650
2021-09-04;Nationalt;7272;5880320;71.0;4175922
2021-09-05;Nationalt;5975;5880320;71.1;4181897
2021-09-06;Nationalt;9427;5880320;71.3;4191324
2021-09-07;Nationalt;8013;5880320;71.4;4199337
2021-09-08;Nationalt;6840;5880320;71.5;4206177
2021-09-09;Nationalt;6223;5880320;71.6;4212400
2021-09-10;Nationalt;7560;5880320;71.8;4219960
2021-09-11;Nationalt;5796;5880320;71.9;4225756
2021-09-12;Nationalt;4909;5880320;71.9;4230665
2021-09-13;Nationalt;6734;5880320;72.1;4237399
2021-09-14;Nationalt;5522;5880320;72.2;4242921
2021-09-15;Nationalt;5699;5880320;72.3;4248620
2021-09-16;Nationalt;4721;5880320;72.3;4253341
2021-09-17;Nationalt;4923;5880320;72.4;4258264
2021-09-18;Nationalt;3691;5880320;72.5;4261955
2021-09-19;Nationalt;3106;5880320;72.5;4265061
2021-09-20;Nationalt;6209;5880320;72.6;4271270
2021-09-21;Nationalt;4681;5880320;72.7;4275951
2021-09-22;Nationalt;4009;5880320;72.8;4279960
2021-09-23;Nationalt;3522;5880320;72.8;4283482
2021-09-24;Nationalt;3567;5880320;72.9;4287049
2021-09-25;Nationalt;2324;5880320;72.9;4289373
2021-09-26;Nationalt;2789;5880320;73.0;4292162
2021-09-27;Nationalt;3316;5880320;73.0;4295478
2021-09-28;Nationalt;3359;5880320;73.1;4298837
2021-09-29;Nationalt;3326;5880320;73.2;4302163
2021-09-30;Nationalt;2900;5880320;73.2;4305063
2021-10-01;Nationalt;2983;5880320;73.3;4308046
2021-10-02;Nationalt;2455;5880320;73.3;4310501
2021-10-03;Nationalt;1656;5880320;73.3;4312157
2021-10-04;Nationalt;2555;5880320;73.4;4314712
2021-10-05;Nationalt;3570;5880320;73.4;4318282
2021-10-06;Nationalt;3555;5880320;73.5;4321837
2021-10-07;Nationalt;2791;5880320;73.5;4324628
2021-10-08;Nationalt;2760;5880320;73.6;4327388
2021-10-09;Nationalt;2309;5880320;73.6;4329697
2021-10-10;Nationalt;1037;5880320;73.6;4330734
2021-10-11;Nationalt;1858;5880320;73.7;4332592
2021-10-12;Nationalt;3117;5880320;73.7;4335709
2021-10-13;Nationalt;2681;5880320;73.8;4338390
2021-10-14;Nationalt;2151;5880320;73.8;4340541
2021-10-15;Nationalt;2216;5880320;73.9;4342757
2021-10-16;Nationalt;1508;5880320;73.9;4344265
2021-10-17;Nationalt;816;5880320;73.9;4345081
2021-10-18;Nationalt;1410;5880320;73.9;4346491
2021-10-19;Nationalt;2330;5880320;74.0;4348821
2021-10-20;Nationalt;2201;5880320;74.0;4351022
2021-10-21;Nationalt;1714;5880320;74.0;4352736
2021-10-22;Nationalt;1791;5880320;74.1;4354527
2021-10-23;Nationalt;1263;5880320;74.1;4355790
2021-10-24;Nationalt;672;5880320;74.1;4356462
2021-10-25;Nationalt;1555;5880320;74.1;4358017
2021-10-26;Nationalt;2034;5880320;74.1;4360051
2021-10-27;Nationalt;2140;5880320;74.2;4362191
2021-10-28;Nationalt;1770;5880320;74.2;4363961
2021-10-29;Nationalt;1861;5880320;74.2;4365822
2021-10-30;Nationalt;1033;5880320;74.3;4366855
2021-10-31;Nationalt;675;5880320;74.3;4367530
2021-11-01;Nationalt;1647;5880320;74.3;4369177
2021-11-02;Nationalt;1750;5880320;74.3;4370927
2021-11-03;Nationalt;1904;5880320;74.4;4372831
2021-11-04;Nationalt;1465;5880320;74.4;4374296
2021-11-05;Nationalt;1781;5880320;74.4;4376077
2021-11-06;Nationalt;1022;5880320;74.4;4377099
2021-11-07;Nationalt;500;5880320;74.4;4377599
2021-11-08;Nationalt;1695;5880320;74.5;4379294
2021-11-09;Nationalt;2266;5880320;74.5;4381560
2021-11-10;Nationalt;2477;5880320;74.6;4384037
2021-11-11;Nationalt;2095;5880320;74.6;4386132
2021-11-12;Nationalt;2235;5880320;74.6;4388367
2021-11-13;Nationalt;1322;5880320;74.7;4389689
2021-11-14;Nationalt;846;5880320;74.7;4390535
2021-11-15;Nationalt;2394;5880320;74.7;4392929
2021-11-16;Nationalt;2198;5880320;74.7;4395127
2021-11-17;Nationalt;2271;5880320;74.8;4397398
2021-11-18;Nationalt;1987;5880320;74.8;4399385
2021-11-19;Nationalt;1909;5880320;74.8;4401294
2021-11-20;Nationalt;1347;5880320;74.9;4402641
2021-11-21;Nationalt;830;5880320;74.9;4403471
2021-11-22;Nationalt;2231;5880320;74.9;4405702
2021-11-23;Nationalt;2194;5880320;75.0;4407896
2021-11-24;Nationalt;2446;5880320;75.0;4410342
2021-11-25;Nationalt;2132;5880320;75.0;4412474
2021-11-26;Nationalt;2333;5880320;75.1;4414807
2021-11-27;Nationalt;1670;5880320;75.1;4416477
2021-11-28;Nationalt;1422;5880320;75.1;4417899
2021-11-29;Nationalt;2996;5880320;75.2;4420895
2021-11-30;Nationalt;3617;5880320;75.2;4424512
2021-12-01;Nationalt;3916;5880320;75.3;4428428
2021-12-02;Nationalt;3436;5880320;75.4;4431864
2021-12-03;Nationalt;3595;5880320;75.4;4435459
2021-12-04;Nationalt;2597;5880320;75.5;4438056
2021-12-05;Nationalt;1968;5880320;75.5;4440024
2021-12-06;Nationalt;4831;5880320;75.6;4444855
2021-12-07;Nationalt;4704;5880320;75.7;4449559
2021-12-08;Nationalt;5212;5880320;75.8;4454771
2021-12-09;Nationalt;4148;5880320;75.8;4458919
2021-12-10;Nationalt;3956;5880320;75.9;4462875
2021-12-11;Nationalt;2358;5880320;75.9;4465233
2021-12-12;Nationalt;1962;5880320;76.0;4467195
2021-12-13;Nationalt;4248;5880320;76.0;4471443
2021-12-14;Nationalt;4302;5880320;76.1;4475745
2021-12-15;Nationalt;4565;5880320;76.2;4480310
2021-12-16;Nationalt;3942;5880320;76.3;4484252
2021-12-17;Nationalt;4088;5880320;76.3;4488340
2021-12-18;Nationalt;2821;5880320;76.4;4491161
2021-12-19;Nationalt;2987;5880320;76.4;4494148
2021-12-20;Nationalt;6202;5880320;76.5;4500350
2021-12-21;Nationalt;5586;5880320;76.6;4505936
2021-12-22;Nationalt;5250;5880320;76.7;4511186
2021-12-23;Nationalt;3007;5880320;76.8;4514193
2021-12-24;Nationalt;227;5880320;76.8;4514420
2021-12-25;Nationalt;449;5880320;76.8;4514869
2021-12-26;Nationalt;1419;5880320;76.8;4516288
2021-12-27;Nationalt;12448;5880320;77.0;4528736
2021-12-28;Nationalt;10244;5880320;77.2;4538980
2021-12-29;Nationalt;10031;5880320;77.4;4549011
2021-12-30;Nationalt;6491;5880320;77.5;4555502
2021-12-31;Nationalt;555;5880320;77.5;4556057
2022-01-01;Nationalt;905;5880320;77.5;4556962
2022-01-02;Nationalt;7558;5880320;77.6;4564520
2022-01-03;Nationalt;13983;5880320;77.9;4578503
2022-01-04;Nationalt;11771;5880320;78.1;4590274
2022-01-05;Nationalt;11237;5880320;78.3;4601511
2022-01-06;Nationalt;11199;5880320;78.4;4612710
2022-01-07;Nationalt;11966;5880320;78.6;4624676
2022-01-08;Nationalt;11115;5880320;78.8;4635791
2022-01-09;Nationalt;8969;5880320;79.0;4644760
2022-01-10;Nationalt;8795;5880320;79.1;4653555
2022-01-11;Nationalt;8421;5880320;79.3;4661976
2022-01-12;Nationalt;8088;5880320;79.4;4670064
2022-01-13;Nationalt;6465;5880320;79.5;4676529
2022-01-14;Nationalt;5582;5880320;79.6;4682111
2022-01-15;Nationalt;4193;5880320;79.7;4686304
2022-01-16;Nationalt;3691;5880320;79.8;4689995
2022-01-17;Nationalt;4498;5880320;79.8;4694493
2022-01-18;Nationalt;4216;5880320;79.9;4698709
2022-01-19;Nationalt;4331;5880320;80.0;4703040
2022-01-20;Nationalt;3885;5880320;80.0;4706925
2022-01-21;Nationalt;3601;5880320;80.1;4710526
2022-01-22;Nationalt;2544;5880320;80.1;4713070
2022-01-23;Nationalt;2158;5880320;80.2;4715228
2022-01-24;Nationalt;2615;5880320;80.2;4717843
2022-01-25;Nationalt;2684;5880320;80.3;4720527
2022-01-26;Nationalt;2448;5880320;80.3;4722975
2022-01-27;Nationalt;2275;5880320;80.4;4725250
2022-01-28;Nationalt;2670;5880320;80.4;4727920
2022-01-29;Nationalt;1899;5880320;80.4;4729819
2022-01-30;Nationalt;1675;5880320;80.5;4731494
2022-01-31;Nationalt;1586;5880320;80.5;4733080
2022-02-01;Nationalt;1227;5880320;80.5;4734307
2022-02-02;Nationalt;1191;5880320;80.5;4735498
2022-02-03;Nationalt;1107;5880320;80.6;4736605
2022-02-04;Nationalt;1307;5880320;80.6;4737912
2022-02-05;Nationalt;1012;5880320;80.6;4738924
2022-02-06;Nationalt;596;5880320;80.6;4739520
2022-02-07;Nationalt;883;5880320;80.6;4740403
2022-02-08;Nationalt;1014;5880320;80.6;4741417
2022-02-09;Nationalt;911;5880320;80.6;4742328
2022-02-10;Nationalt;806;5880320;80.7;4743134
2022-02-11;Nationalt;982;5880320;80.7;4744116
2022-02-12;Nationalt;748;5880320;80.7;4744864
2022-02-13;Nationalt;503;5880320;80.7;4745367
2022-02-14;Nationalt;484;5880320;80.7;4745851
2022-02-15;Nationalt;456;5880320;80.7;4746307
2022-02-16;Nationalt;547;5880320;80.7;4746854
2022-02-17;Nationalt;496;5880320;80.7;4747350
2022-02-18;Nationalt;524;5880320;80.7;4747874
2022-02-19;Nationalt;311;5880320;80.7;4748185
2022-02-20;Nationalt;255;5880320;80.8;4748440
2022-02-21;Nationalt;396;5880320;80.8;4748836
2022-02-22;Nationalt;432;5880320;80.8;4749268
2022-02-23;Nationalt;446;5880320;80.8;4749714
2022-02-24;Nationalt;481;5880320;80.8;4750195
2022-02-25;Nationalt;417;5880320;80.8;4750612
2022-02-26;Nationalt;306;5880320;80.8;4750918
2022-02-27;Nationalt;261;5880320;80.8;4751179
2022-02-28;Nationalt;334;5880320;80.8;4751513
2022-03-01;Nationalt;306;5880320;80.8;4751819
2022-03-02;Nationalt;371;5880320;80.8;4752190
2022-03-03;Nationalt;258;5880320;80.8;4752448
2022-03-04;Nationalt;278;5880320;80.8;4752726
2022-03-05;Nationalt;217;5880320;80.8;4752943
2022-03-06;Nationalt;179;5880320;80.8;4753122
2022-03-07;Nationalt;245;5880320;80.8;4753367
2022-03-08;Nationalt;197;5880320;80.8;4753564
2022-03-09;Nationalt;224;5880320;80.8;4753788
2022-03-10;Nationalt;235;5880320;80.8;4754023
2022-03-11;Nationalt;186;5880320;80.8;4754209
2022-03-12;Nationalt;112;5880320;80.9;4754321
2022-03-13;Nationalt;154;5880320;80.9;4754475
2022-03-14;Nationalt;165;5880320;80.9;4754640
