"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Ringkøbing-Skjern;43589;42870;4581;77.6;76.3;8.2;56199
Hedensted;36664;36012;3858;77.9;76.5;8.2;47078
Morsø;15936;15714;1634;79.4;78.2;8.1;20083
Skive;36134;35615;3869;80.1;79.0;8.6;45086
Thisted;33864;33348;3376;78.5;77.3;7.8;43131
Viborg;75744;74580;8196;78.2;77.0;8.5;96844
Brønderslev;28106;27621;2730;77.7;76.4;7.5;36170
Frederikshavn;46949;46322;3742;79.7;78.6;6.4;58901
Vesthimmerland;28025;27618;2306;77.1;76.0;6.3;36356
Læsø;1465;1448;156;82.5;81.5;8.8;1776
Rebild;23404;23031;2202;76.5;75.2;7.2;30612
Mariagerfjord;32948;32427;3510;79.1;77.8;8.4;41661
Jammerbugt;29860;29395;2594;78.2;77.0;6.8;38198
Aalborg;173823;170511;16612;78.6;77.1;7.5;221237
Hjørring;50713;49944;5429;79.4;78.2;8.5;63886
