Year;Quarter;Age;Sex;Population
2009;3; 51;Male;37192
2009;4; 51;Male;36651
2010;1; 51;Male;36885
2010;2; 51;Male;36869
2010;3; 51;Male;36461
2010;4; 51;Male;36929
2011;1; 51;Male;36653
2011;2; 51;Male;36865
2011;3; 51;Male;37463
2011;4; 51;Male;37983
2012;1; 51;Male;38266
2012;2; 51;Male;38158
2012;3; 51;Male;38075
2012;4; 51;Male;37955
2013;1; 51;Male;38174
2013;2; 51;Male;38564
2013;3; 51;Male;38851
2013;4; 51;Male;39211
2014;1; 51;Male;39247
2014;2; 51;Male;39574
2014;3; 51;Male;40209
2014;4; 51;Male;40808
2015;1; 51;Male;41509
2015;2; 51;Male;42133
2015;3; 51;Male;42125
2015;4; 51;Male;42340
2016;1; 51;Male;42697
2016;2; 51;Male;42698
2016;3; 51;Male;43012
2016;4; 51;Male;43467
2017;1; 51;Male;43561
2017;2; 51;Male;43921
2017;3; 51;Male;44423
2017;4; 51;Male;44757
2018;1; 51;Male;45140
2018;2; 51;Male;44905
2018;3; 51;Male;44408
2018;4; 51;Male;43339
2019;1; 51;Male;42011
2019;2; 51;Male;41178
2019;3; 51;Male;40645
2019;4; 51;Male;40013
2020;1; 51;Male;39539
2020;2; 51;Male;39156
2020;3; 51;Male;38515
2020;4; 51;Male;38300
2021;1; 51;Male;38024
2021;2; 51;Male;37559
2021;3; 51;Male;37617
2021;4; 51;Male;37785
2008;1; 52;Male;36677
2008;2; 52;Male;36732
2008;3; 52;Male;36618
2008;4; 52;Male;36831
2009;1; 52;Male;36994
2009;2; 52;Male;36743
2009;3; 52;Male;36778
2009;4; 52;Male;36646
2010;1; 52;Male;36609
2010;2; 52;Male;36763
2010;3; 52;Male;36989
2010;4; 52;Male;36457
2011;1; 52;Male;36712
2011;2; 52;Male;36701
2011;3; 52;Male;36300
2011;4; 52;Male;36754
2012;1; 52;Male;36475
2012;2; 52;Male;36696
2012;3; 52;Male;37283
2012;4; 52;Male;37822
2013;1; 52;Male;38105
2013;2; 52;Male;38002
2013;3; 52;Male;37967
2013;4; 52;Male;37817
2014;1; 52;Male;38022
2014;2; 52;Male;38409
2014;3; 52;Male;38718
2014;4; 52;Male;39098
2015;1; 52;Male;39126
2015;2; 52;Male;39445
2015;3; 52;Male;40093
2015;4; 52;Male;40682
2016;1; 52;Male;41366
2016;2; 52;Male;42030
2016;3; 52;Male;42031
2016;4; 52;Male;42246
2017;1; 52;Male;42595
2017;2; 52;Male;42590
2017;3; 52;Male;42906
2017;4; 52;Male;43395
2018;1; 52;Male;43458
2018;2; 52;Male;43797
2018;3; 52;Male;44268
2018;4; 52;Male;44590
2019;1; 52;Male;45003
2019;2; 52;Male;44749
2019;3; 52;Male;44266
2019;4; 52;Male;43202
2020;1; 52;Male;41893
2020;2; 52;Male;41031
2020;3; 52;Male;40476
2020;4; 52;Male;39849
2021;1; 52;Male;39412
2021;2; 52;Male;39076
2021;3; 52;Male;38505
2021;4; 52;Male;38302
2008;1; 53;Male;35542
2008;2; 53;Male;35814
2008;3; 53;Male;36079
2008;4; 53;Male;36401
2009;1; 53;Male;36515
2009;2; 53;Male;36552
2009;3; 53;Male;36418
2009;4; 53;Male;36632
2010;1; 53;Male;36760
2010;2; 53;Male;36537
2010;3; 53;Male;36574
2010;4; 53;Male;36450
2011;1; 53;Male;36379
2011;2; 53;Male;36537
2011;3; 53;Male;36783
2011;4; 53;Male;36269
2012;1; 53;Male;36513
2012;2; 53;Male;36508
2012;3; 53;Male;36153
2012;4; 53;Male;36575
2013;1; 53;Male;36328
2013;2; 53;Male;36487
2013;3; 53;Male;37060
2013;4; 53;Male;37645
2014;1; 53;Male;37941
2014;2; 53;Male;37870
2014;3; 53;Male;37823
2014;4; 53;Male;37662
2015;1; 53;Male;37885
2015;2; 53;Male;38259
2015;3; 53;Male;38606
2015;4; 53;Male;38983
2016;1; 53;Male;38996
2016;2; 53;Male;39287
2016;3; 53;Male;39982
2016;4; 53;Male;40595
2017;1; 53;Male;41312
2017;2; 53;Male;41939
2017;3; 53;Male;41913
2017;4; 53;Male;42140
2018;1; 53;Male;42473
2018;2; 53;Male;42470
2018;3; 53;Male;42814
2018;4; 53;Male;43237
2019;1; 53;Male;43327
2019;2; 53;Male;43660
2019;3; 53;Male;44111
2019;4; 53;Male;44459
2020;1; 53;Male;44836
2020;2; 53;Male;44597
2020;3; 53;Male;44123
2020;4; 53;Male;43035
2021;1; 53;Male;41776
2021;2; 53;Male;40929
2021;3; 53;Male;40408
2021;4; 53;Male;39775
2008;1; 54;Male;36198
2008;2; 54;Male;35865
2008;3; 54;Male;35541
2008;4; 54;Male;35345
2009;1; 54;Male;35362
2009;2; 54;Male;35620
2009;3; 54;Male;35861
2009;4; 54;Male;36161
2010;1; 54;Male;36271
2010;2; 54;Male;36296
2010;3; 54;Male;36158
2010;4; 54;Male;36373
2011;1; 54;Male;36519
2011;2; 54;Male;36318
2011;3; 54;Male;36337
2011;4; 54;Male;36218
2012;1; 54;Male;36151
2012;2; 54;Male;36316
2012;3; 54;Male;36575
2012;4; 54;Male;36101
2013;1; 54;Male;36344
2013;2; 54;Male;36356
2013;3; 54;Male;35959
2013;4; 54;Male;36348
2014;1; 54;Male;36097
2014;2; 54;Male;36329
2014;3; 54;Male;36924
2014;4; 54;Male;37498
2015;1; 54;Male;37828
2015;2; 54;Male;37758
2015;3; 54;Male;37714
2015;4; 54;Male;37566
2016;1; 54;Male;37722
2016;2; 54;Male;38144
2016;3; 54;Male;38470
2016;4; 54;Male;38848
2017;1; 54;Male;38867
2017;2; 54;Male;39177
2017;3; 54;Male;39861
2017;4; 54;Male;40469
2018;1; 54;Male;41188
2018;2; 54;Male;41808
2018;3; 54;Male;41777
2018;4; 54;Male;41989
2019;1; 54;Male;42302
2019;2; 54;Male;42322
2019;3; 54;Male;42660
2019;4; 54;Male;43072
2020;1; 54;Male;43154
2020;2; 54;Male;43485
2020;3; 54;Male;43946
2020;4; 54;Male;44294
2021;1; 54;Male;44678
2021;2; 54;Male;44471
2021;3; 54;Male;44024
2021;4; 54;Male;42978
2008;1; 55;Male;35297
2008;2; 55;Male;35792
2008;3; 55;Male;36035
2008;4; 55;Male;36293
2009;1; 55;Male;35966
2009;2; 55;Male;35623
2009;3; 55;Male;35300
2009;4; 55;Male;35078
2010;1; 55;Male;35072
2010;2; 55;Male;35346
2010;3; 55;Male;35599
2010;4; 55;Male;35885
2011;1; 55;Male;36005
2011;2; 55;Male;36025
2011;3; 55;Male;35915
2011;4; 55;Male;36141
2012;1; 55;Male;36277
2012;2; 55;Male;36047
2012;3; 55;Male;36087
2012;4; 55;Male;35945
2013;1; 55;Male;35939
2013;2; 55;Male;36117
2013;3; 55;Male;36382
2013;4; 55;Male;35946
2014;1; 55;Male;36179
2014;2; 55;Male;36196
2014;3; 55;Male;35750
2014;4; 55;Male;36141
2015;1; 55;Male;35913
2015;2; 55;Male;36154
2015;3; 55;Male;36783
2015;4; 55;Male;37356
2016;1; 55;Male;37697
2016;2; 55;Male;37598
2016;3; 55;Male;37548
2016;4; 55;Male;37389
2017;1; 55;Male;37559
2017;2; 55;Male;37976
2017;3; 55;Male;38308
2017;4; 55;Male;38655
2018;1; 55;Male;38673
2018;2; 55;Male;38998
2018;3; 55;Male;39681
2018;4; 55;Male;40324
2019;1; 55;Male;41012
2019;2; 55;Male;41627
2019;3; 55;Male;41591
2019;4; 55;Male;41812
2020;1; 55;Male;42118
2020;2; 55;Male;42109
2020;3; 55;Male;42417
2020;4; 55;Male;42862
2021;1; 55;Male;43013
2021;2; 55;Male;43365
2021;3; 55;Male;43832
2021;4; 55;Male;44190
2008;1; 56;Male;34825
2008;2; 56;Male;34457
2008;3; 56;Male;34588
2008;4; 56;Male;34861
2009;1; 56;Male;35090
2009;2; 56;Male;35562
2009;3; 56;Male;35778
2009;4; 56;Male;36002
2010;1; 56;Male;35671
2010;2; 56;Male;35326
2010;3; 56;Male;35009
2010;4; 56;Male;34813
2011;1; 56;Male;34798
2011;2; 56;Male;35046
2011;3; 56;Male;35323
2011;4; 56;Male;35621
2012;1; 56;Male;35723
2012;2; 56;Male;35767
2012;3; 56;Male;35659
2012;4; 56;Male;35856
2013;1; 56;Male;36002
2013;2; 56;Male;35808
2013;3; 56;Male;35854
2013;4; 56;Male;35727
2014;1; 56;Male;35747
2014;2; 56;Male;35954
2014;3; 56;Male;36221
2014;4; 56;Male;35752
2015;1; 56;Male;35968
2015;2; 56;Male;35947
2015;3; 56;Male;35550
2015;4; 56;Male;35994
2016;1; 56;Male;35776
2016;2; 56;Male;35967
2016;3; 56;Male;36610
2016;4; 56;Male;37167
2017;1; 56;Male;37488
2017;2; 56;Male;37382
2017;3; 56;Male;37323
2017;4; 56;Male;37180
2018;1; 56;Male;37343
2018;2; 56;Male;37775
2018;3; 56;Male;38139
2018;4; 56;Male;38490
2019;1; 56;Male;38510
2019;2; 56;Male;38857
2019;3; 56;Male;39527
2019;4; 56;Male;40147
2020;1; 56;Male;40823
2020;2; 56;Male;41443
2020;3; 56;Male;41388
2020;4; 56;Male;41580
2021;1; 56;Male;41925
2021;2; 56;Male;41942
2021;3; 56;Male;42299
2021;4; 56;Male;42749
2008;1; 57;Male;35340
2008;2; 57;Male;35140
2008;3; 57;Male;34789
2008;4; 57;Male;34413
2009;1; 57;Male;34588
2009;2; 57;Male;34224
2009;3; 57;Male;34366
2009;4; 57;Male;34582
2010;1; 57;Male;34822
2010;2; 57;Male;35284
2010;3; 57;Male;35480
2010;4; 57;Male;35696
2011;1; 57;Male;35366
2011;2; 57;Male;35032
2011;3; 57;Male;34749
2011;4; 57;Male;34539
2012;1; 57;Male;34542
2012;2; 57;Male;34784
2012;3; 57;Male;35030
2012;4; 57;Male;35327
2013;1; 57;Male;35446
2013;2; 57;Male;35477
2013;3; 57;Male;35365
2013;4; 57;Male;35559
2014;1; 57;Male;35739
2014;2; 57;Male;35557
2014;3; 57;Male;35644
2014;4; 57;Male;35550
2015;1; 57;Male;35530
2015;2; 57;Male;35754
2015;3; 57;Male;36003
2015;4; 57;Male;35532
2016;1; 57;Male;35783
2016;2; 57;Male;35779
2016;3; 57;Male;35376
2016;4; 57;Male;35784
2017;1; 57;Male;35523
2017;2; 57;Male;35727
2017;3; 57;Male;36345
2017;4; 57;Male;36893
2018;1; 57;Male;37267
2018;2; 57;Male;37150
2018;3; 57;Male;37081
2018;4; 57;Male;36935
2019;1; 57;Male;37135
2019;2; 57;Male;37559
2019;3; 57;Male;37943
2019;4; 57;Male;38276
2020;1; 57;Male;38273
2020;2; 57;Male;38644
2020;3; 57;Male;39299
2020;4; 57;Male;39962
2021;1; 57;Male;40650
2021;2; 57;Male;41248
2021;3; 57;Male;41205
2021;4; 57;Male;41444
2008;1; 58;Male;35056
2008;2; 58;Male;35199
2008;3; 58;Male;35376
2008;4; 58;Male;35266
2009;1; 58;Male;35079
2009;2; 58;Male;34905
2009;3; 58;Male;34523
2009;4; 58;Male;34149
2010;1; 58;Male;34285
2010;2; 58;Male;33913
2010;3; 58;Male;34043
2010;4; 58;Male;34298
2011;1; 58;Male;34546
2011;2; 58;Male;34987
2011;3; 58;Male;35148
2011;4; 58;Male;35387
2012;1; 58;Male;35085
2012;2; 58;Male;34768
2012;3; 58;Male;34513
2012;4; 58;Male;34272
2013;1; 58;Male;34255
2013;2; 58;Male;34496
2013;3; 58;Male;34744
2013;4; 58;Male;35062
2014;1; 58;Male;35196
2014;2; 58;Male;35220
2014;3; 58;Male;35114
2014;4; 58;Male;35293
2015;1; 58;Male;35477
2015;2; 58;Male;35320
2015;3; 58;Male;35431
2015;4; 58;Male;35313
2016;1; 58;Male;35285
2016;2; 58;Male;35514
2016;3; 58;Male;35780
2016;4; 58;Male;35339
2017;1; 58;Male;35569
2017;2; 58;Male;35518
2017;3; 58;Male;35121
2017;4; 58;Male;35537
2018;1; 58;Male;35279
2018;2; 58;Male;35479
2018;3; 58;Male;36104
2018;4; 58;Male;36668
2019;1; 58;Male;36986
2019;2; 58;Male;36876
2019;3; 58;Male;36794
2019;4; 58;Male;36708
2020;1; 58;Male;36902
2020;2; 58;Male;37346
2020;3; 58;Male;37704
2020;4; 58;Male;38031
2021;1; 58;Male;38044
2021;2; 58;Male;38459
2021;3; 58;Male;39129
2021;4; 58;Male;39737
2008;1; 59;Male;36890
2008;2; 59;Male;36211
2008;3; 59;Male;35592
2008;4; 59;Male;35042
2009;1; 59;Male;34760
2009;2; 59;Male;34893
2009;3; 59;Male;35068
2009;4; 59;Male;34935
2010;1; 59;Male;34769
2010;2; 59;Male;34589
2010;3; 59;Male;34211
2010;4; 59;Male;33816
2011;1; 59;Male;33944
2011;2; 59;Male;33614
2011;3; 59;Male;33757
2011;4; 59;Male;33972
2012;1; 59;Male;34229
2012;2; 59;Male;34692
2012;3; 59;Male;34856
2012;4; 59;Male;35112
2013;1; 59;Male;34821
2013;2; 59;Male;34497
2013;3; 59;Male;34221
2013;4; 59;Male;33972
2014;1; 59;Male;33947
2014;2; 59;Male;34211
2014;3; 59;Male;34460
2014;4; 59;Male;34802
2015;1; 59;Male;34927
2015;2; 59;Male;34949
2015;3; 59;Male;34856
2015;4; 59;Male;35044
2016;1; 59;Male;35250
2016;2; 59;Male;35093
2016;3; 59;Male;35178
2016;4; 59;Male;35077
2017;1; 59;Male;35041
2017;2; 59;Male;35309
2017;3; 59;Male;35504
2017;4; 59;Male;35078
2018;1; 59;Male;35292
2018;2; 59;Male;35241
2018;3; 59;Male;34845
2018;4; 59;Male;35286
2019;1; 59;Male;35028
2019;2; 59;Male;35225
2019;3; 59;Male;35854
2019;4; 59;Male;36385
2020;1; 59;Male;36703
2020;2; 59;Male;36603
2020;3; 59;Male;36554
2020;4; 59;Male;36498
2021;1; 59;Male;36708
2021;2; 59;Male;37099
2021;3; 59;Male;37439
2021;4; 59;Male;37790
2008;1; 60;Male;38982
2008;2; 60;Male;38286
2008;3; 60;Male;37441
2008;4; 60;Male;36956
2009;1; 60;Male;36538
2009;2; 60;Male;35873
2009;3; 60;Male;35266
2009;4; 60;Male;34687
2010;1; 60;Male;34416
2010;2; 60;Male;34535
2010;3; 60;Male;34666
2010;4; 60;Male;34584
2011;1; 60;Male;34427
2011;2; 60;Male;34252
2011;3; 60;Male;33878
2011;4; 60;Male;33502
2012;1; 60;Male;33644
2012;2; 60;Male;33287
2012;3; 60;Male;33425
2012;4; 60;Male;33657
2013;1; 60;Male;33880
2013;2; 60;Male;34355
2013;3; 60;Male;34527
2013;4; 60;Male;34790
2014;1; 60;Male;34463
2014;2; 60;Male;34176
2014;3; 60;Male;33906
2014;4; 60;Male;33654
2015;1; 60;Male;33666
2015;2; 60;Male;33895
2015;3; 60;Male;34174
2015;4; 60;Male;34525
2016;1; 60;Male;34648
2016;2; 60;Male;34688
2016;3; 60;Male;34580
2016;4; 60;Male;34750
2017;1; 60;Male;34955
2017;2; 60;Male;34796
2017;3; 60;Male;34888
2017;4; 60;Male;34769
2018;1; 60;Male;34759
2018;2; 60;Male;35021
2018;3; 60;Male;35219
2018;4; 60;Male;34769
2019;1; 60;Male;35017
2019;2; 60;Male;34966
2019;3; 60;Male;34580
2019;4; 60;Male;34988
2020;1; 60;Male;34730
2020;2; 60;Male;34953
2020;3; 60;Male;35546
2020;4; 60;Male;36082
2021;1; 60;Male;36435
2021;2; 60;Male;36369
2021;3; 60;Male;36336
2021;4; 60;Male;36257
2008;1; 61;Male;40313
2008;2; 61;Male;39855
2008;3; 61;Male;39407
2008;4; 61;Male;39033
2009;1; 61;Male;38570
2009;2; 61;Male;37847
2009;3; 61;Male;37011
2009;4; 61;Male;36557
2010;1; 61;Male;36093
2010;2; 61;Male;35450
2010;3; 61;Male;34863
2010;4; 61;Male;34299
2011;1; 61;Male;34010
2011;2; 61;Male;34151
2011;3; 61;Male;34299
2011;4; 61;Male;34230
2012;1; 61;Male;34068
2012;2; 61;Male;33891
2012;3; 61;Male;33527
2012;4; 61;Male;33155
2013;1; 61;Male;33298
2013;2; 61;Male;32905
2013;3; 61;Male;33047
2013;4; 61;Male;33282
2014;1; 61;Male;33521
2014;2; 61;Male;34033
2014;3; 61;Male;34191
2014;4; 61;Male;34443
2015;1; 61;Male;34098
2015;2; 61;Male;33823
2015;3; 61;Male;33547
2015;4; 61;Male;33306
2016;1; 61;Male;33301
2016;2; 61;Male;33573
2016;3; 61;Male;33842
2016;4; 61;Male;34225
2017;1; 61;Male;34328
2017;2; 61;Male;34363
2017;3; 61;Male;34267
2017;4; 61;Male;34481
2018;1; 61;Male;34641
2018;2; 61;Male;34461
2018;3; 61;Male;34602
2018;4; 61;Male;34478
2019;1; 61;Male;34499
2019;2; 61;Male;34734
2019;3; 61;Male;34901
2019;4; 61;Male;34494
2020;1; 61;Male;34694
2020;2; 61;Male;34634
2020;3; 61;Male;34263
2020;4; 61;Male;34680
2021;1; 61;Male;34459
2021;2; 61;Male;34689
2021;3; 61;Male;35282
2021;4; 61;Male;35812
2008;1; 62;Male;38560
2008;2; 62;Male;39156
2008;3; 62;Male;39886
2008;4; 62;Male;40061
2009;1; 62;Male;39787
2009;2; 62;Male;39377
2009;3; 62;Male;38964
2009;4; 62;Male;38604
2010;1; 62;Male;38138
2010;2; 62;Male;37410
2010;3; 62;Male;36562
2010;4; 62;Male;36084
2011;1; 62;Male;35646
2011;2; 62;Male;35017
2011;3; 62;Male;34453
2011;4; 62;Male;33888
2012;1; 62;Male;33644
2012;2; 62;Male;33784
2012;3; 62;Male;33925
2012;4; 62;Male;33846
2013;1; 62;Male;33688
2013;2; 62;Male;33524
2013;3; 62;Male;33169
2013;4; 62;Male;32785
2014;1; 62;Male;32956
2014;2; 62;Male;32530
2014;3; 62;Male;32695
2014;4; 62;Male;32956
2015;1; 62;Male;33199
2015;2; 62;Male;33660
2015;3; 62;Male;33871
2015;4; 62;Male;34095
2016;1; 62;Male;33757
2016;2; 62;Male;33479
2016;3; 62;Male;33187
2016;4; 62;Male;32971
2017;1; 62;Male;32993
2017;2; 62;Male;33282
2017;3; 62;Male;33508
2017;4; 62;Male;33858
2018;1; 62;Male;33997
2018;2; 62;Male;34028
2018;3; 62;Male;33911
2018;4; 62;Male;34123
2019;1; 62;Male;34320
2019;2; 62;Male;34120
2019;3; 62;Male;34302
2019;4; 62;Male;34143
2020;1; 62;Male;34149
2020;2; 62;Male;34411
2020;3; 62;Male;34587
2020;4; 62;Male;34186
2021;1; 62;Male;34395
2021;2; 62;Male;34359
2021;3; 62;Male;34010
2021;4; 62;Male;34407
2008;1; 63;Male;36117
2008;2; 63;Male;36627
2008;3; 63;Male;37324
2008;4; 63;Male;37707
2009;1; 63;Male;38066
2009;2; 63;Male;38650
2009;3; 63;Male;39375
2009;4; 63;Male;39526
2010;1; 63;Male;39284
2010;2; 63;Male;38872
2010;3; 63;Male;38459
2010;4; 63;Male;38112
2011;1; 63;Male;37642
2011;2; 63;Male;36957
2011;3; 63;Male;36113
2011;4; 63;Male;35668
2012;1; 63;Male;35214
2012;2; 63;Male;34600
2012;3; 63;Male;34076
2012;4; 63;Male;33513
2013;1; 63;Male;33238
2013;2; 63;Male;33364
2013;3; 63;Male;33538
2013;4; 63;Male;33453
2014;1; 63;Male;33307
2014;2; 63;Male;33136
2014;3; 63;Male;32798
2014;4; 63;Male;32410
2015;1; 63;Male;32584
2015;2; 63;Male;32185
2015;3; 63;Male;32334
2015;4; 63;Male;32611
2016;1; 63;Male;32844
2016;2; 63;Male;33322
2016;3; 63;Male;33542
2016;4; 63;Male;33757
2017;1; 63;Male;33418
2017;2; 63;Male;33109
2017;3; 63;Male;32847
2017;4; 63;Male;32628
2018;1; 63;Male;32641
2018;2; 63;Male;32919
2018;3; 63;Male;33130
2018;4; 63;Male;33471
2019;1; 63;Male;33589
2019;2; 63;Male;33630
2019;3; 63;Male;33518
2019;4; 63;Male;33757
2020;1; 63;Male;33927
2020;2; 63;Male;33740
2020;3; 63;Male;33915
2020;4; 63;Male;33745
2021;1; 63;Male;33769
2021;2; 63;Male;34045
2021;3; 63;Male;34243
2021;4; 63;Male;33860
2008;1; 64;Male;32600
2008;2; 64;Male;33772
2008;3; 64;Male;34368
2008;4; 64;Male;34923
2009;1; 64;Male;35585
2009;2; 64;Male;36097
2009;3; 64;Male;36773
2009;4; 64;Male;37130
2010;1; 64;Male;37527
2010;2; 64;Male;38166
2010;3; 64;Male;38865
2010;4; 64;Male;39026
2011;1; 64;Male;38741
2011;2; 64;Male;38305
2011;3; 64;Male;37912
2011;4; 64;Male;37596
2012;1; 64;Male;37175
2012;2; 64;Male;36506
2012;3; 64;Male;35657
2012;4; 64;Male;35231
2013;1; 64;Male;34812
2013;2; 64;Male;34186
2013;3; 64;Male;33655
2013;4; 64;Male;33081
2014;1; 64;Male;32810
2014;2; 64;Male;32957
2014;3; 64;Male;33126
2014;4; 64;Male;33034
2015;1; 64;Male;32869
2015;2; 64;Male;32713
2015;3; 64;Male;32399
2015;4; 64;Male;32029
2016;1; 64;Male;32216
2016;2; 64;Male;31756
2016;3; 64;Male;31901
2016;4; 64;Male;32190
2017;1; 64;Male;32439
2017;2; 64;Male;32898
2017;3; 64;Male;33152
2017;4; 64;Male;33372
2018;1; 64;Male;33043
2018;2; 64;Male;32711
2018;3; 64;Male;32439
2018;4; 64;Male;32237
2019;1; 64;Male;32247
2019;2; 64;Male;32537
2019;3; 64;Male;32775
2019;4; 64;Male;33097
2020;1; 64;Male;33161
2020;2; 64;Male;33215
2020;3; 64;Male;33126
2020;4; 64;Male;33382
2021;1; 64;Male;33573
2021;2; 64;Male;33380
2021;3; 64;Male;33542
2021;4; 64;Male;33369
2008;1; 65;Male;30543
2008;2; 65;Male;31015
2008;3; 65;Male;31297
2008;4; 65;Male;31485
2009;1; 65;Male;32043
2009;2; 65;Male;33225
2009;3; 65;Male;33834
2009;4; 65;Male;34413
2010;1; 65;Male;35030
2010;2; 65;Male;35536
2010;3; 65;Male;36240
2010;4; 65;Male;36613
2011;1; 65;Male;37023
2011;2; 65;Male;37614
2011;3; 65;Male;38302
2011;4; 65;Male;38445
2012;1; 65;Male;38193
2012;2; 65;Male;37796
2012;3; 65;Male;37418
2012;4; 65;Male;37122
2013;1; 65;Male;36693
2013;2; 65;Male;36046
2013;3; 65;Male;35180
2013;4; 65;Male;34773
2014;1; 65;Male;34386
2014;2; 65;Male;33770
2014;3; 65;Male;33226
2014;4; 65;Male;32689
2015;1; 65;Male;32402
2015;2; 65;Male;32546
2015;3; 65;Male;32679
2015;4; 65;Male;32598
2016;1; 65;Male;32451
2016;2; 65;Male;32308
2016;3; 65;Male;31962
2016;4; 65;Male;31606
2017;1; 65;Male;31760
2017;2; 65;Male;31335
2017;3; 65;Male;31488
2017;4; 65;Male;31770
2018;1; 65;Male;32027
2018;2; 65;Male;32523
2018;3; 65;Male;32765
2018;4; 65;Male;32973
2019;1; 65;Male;32642
2019;2; 65;Male;32310
2019;3; 65;Male;32037
2019;4; 65;Male;31830
2020;1; 65;Male;31825
2020;2; 65;Male;32097
2020;3; 65;Male;32344
2020;4; 65;Male;32679
2021;1; 65;Male;32767
2021;2; 65;Male;32845
2021;3; 65;Male;32755
2021;4; 65;Male;32974
2008;1; 66;Male;26640
2008;2; 66;Male;27305
2008;3; 66;Male;28309
2008;4; 66;Male;29264
2009;1; 66;Male;30013
2009;2; 66;Male;30445
2009;3; 66;Male;30757
2009;4; 66;Male;30929
2010;1; 66;Male;31517
2010;2; 66;Male;32702
2010;3; 66;Male;33278
2010;4; 66;Male;33832
2011;1; 66;Male;34421
2011;2; 66;Male;34903
2011;3; 66;Male;35624
2011;4; 66;Male;36007
2012;1; 66;Male;36403
2012;2; 66;Male;37016
2012;3; 66;Male;37716
2012;4; 66;Male;37880
2013;1; 66;Male;37621
2013;2; 66;Male;37211
2013;3; 66;Male;36858
2013;4; 66;Male;36553
2014;1; 66;Male;36172
2014;2; 66;Male;35517
2014;3; 66;Male;34685
2014;4; 66;Male;34303
2015;1; 66;Male;33917
2015;2; 66;Male;33298
2015;3; 66;Male;32797
2015;4; 66;Male;32186
2016;1; 66;Male;31925
2016;2; 66;Male;32063
2016;3; 66;Male;32225
2016;4; 66;Male;32110
2017;1; 66;Male;31961
2017;2; 66;Male;31856
2017;3; 66;Male;31543
2017;4; 66;Male;31197
2018;1; 66;Male;31310
2018;2; 66;Male;30892
2018;3; 66;Male;31051
2018;4; 66;Male;31272
2019;1; 66;Male;31561
2019;2; 66;Male;32074
2019;3; 66;Male;32302
2019;4; 66;Male;32529
2020;1; 66;Male;32169
2020;2; 66;Male;31841
2020;3; 66;Male;31549
2020;4; 66;Male;31382
2021;1; 66;Male;31371
2021;2; 66;Male;31674
2021;3; 66;Male;31917
2021;4; 66;Male;32243
2008;1; 67;Male;25473
2008;2; 67;Male;25102
2008;3; 67;Male;25344
2008;4; 67;Male;25660
2009;1; 67;Male;26109
2009;2; 67;Male;26794
2009;3; 67;Male;27761
2009;4; 67;Male;28729
2010;1; 67;Male;29466
2010;2; 67;Male;29860
2010;3; 67;Male;30176
2010;4; 67;Male;30375
2011;1; 67;Male;30981
2011;2; 67;Male;32131
2011;3; 67;Male;32686
2011;4; 67;Male;33219
2012;1; 67;Male;33802
2012;2; 67;Male;34289
2012;3; 67;Male;34982
2012;4; 67;Male;35382
2013;1; 67;Male;35774
2013;2; 67;Male;36372
2013;3; 67;Male;37062
2013;4; 67;Male;37224
2014;1; 67;Male;36987
2014;2; 67;Male;36655
2014;3; 67;Male;36303
2014;4; 67;Male;36012
2015;1; 67;Male;35633
2015;2; 67;Male;34994
2015;3; 67;Male;34202
2015;4; 67;Male;33848
2016;1; 67;Male;33428
2016;2; 67;Male;32799
2016;3; 67;Male;32238
2016;4; 67;Male;31667
2017;1; 67;Male;31388
2017;2; 67;Male;31536
2017;3; 67;Male;31705
2017;4; 67;Male;31635
2018;1; 67;Male;31509
2018;2; 67;Male;31373
2018;3; 67;Male;31035
2018;4; 67;Male;30706
2019;1; 67;Male;30842
2019;2; 67;Male;30365
2019;3; 67;Male;30519
2019;4; 67;Male;30773
2020;1; 67;Male;31049
2020;2; 67;Male;31584
2020;3; 67;Male;31809
2020;4; 67;Male;32022
2021;1; 67;Male;31672
2021;2; 67;Male;31356
2021;3; 67;Male;31117
2021;4; 67;Male;30957
2008;1; 68;Male;23993
2008;2; 68;Male;24707
2008;3; 68;Male;24774
2008;4; 68;Male;25099
2009;1; 68;Male;24940
2009;2; 68;Male;24593
2009;3; 68;Male;24853
2009;4; 68;Male;25144
2010;1; 68;Male;25602
2010;2; 68;Male;26277
2010;3; 68;Male;27260
2010;4; 68;Male;28178
2011;1; 68;Male;28891
2011;2; 68;Male;29288
2011;3; 68;Male;29623
2011;4; 68;Male;29853
2012;1; 68;Male;30394
2012;2; 68;Male;31555
2012;3; 68;Male;32098
2012;4; 68;Male;32601
2013;1; 68;Male;33179
2013;2; 68;Male;33691
2013;3; 68;Male;34386
2013;4; 68;Male;34809
2014;1; 68;Male;35173
2014;2; 68;Male;35787
2014;3; 68;Male;36468
2014;4; 68;Male;36614
2015;1; 68;Male;36364
2015;2; 68;Male;36015
2015;3; 68;Male;35690
2015;4; 68;Male;35431
2016;1; 68;Male;35062
2016;2; 68;Male;34414
2016;3; 68;Male;33650
2016;4; 68;Male;33260
2017;1; 68;Male;32876
2017;2; 68;Male;32259
2017;3; 68;Male;31719
2017;4; 68;Male;31159
2018;1; 68;Male;30873
2018;2; 68;Male;31001
2018;3; 68;Male;31170
2018;4; 68;Male;31078
2019;1; 68;Male;30960
2019;2; 68;Male;30832
2019;3; 68;Male;30499
2019;4; 68;Male;30185
2020;1; 68;Male;30315
2020;2; 68;Male;29817
2020;3; 68;Male;29985
2020;4; 68;Male;30242
