Year;Quarter;Age;Sex;Population
2018;1; 36;Female;32185
2018;2; 36;Female;32663
2018;3; 36;Female;32618
2018;4; 36;Female;32284
2019;1; 36;Female;32171
2019;2; 36;Female;31781
2019;3; 36;Female;31504
2019;4; 36;Female;31682
2020;1; 36;Female;31710
2020;2; 36;Female;31867
2020;3; 36;Female;32067
2020;4; 36;Female;32183
2021;1; 36;Female;32232
2021;2; 36;Female;32280
2021;3; 36;Female;32863
2021;4; 36;Female;33367
2008;1; 37;Female;37357
2008;2; 37;Female;37549
2008;3; 37;Female;37804
2008;4; 37;Female;38352
2009;1; 37;Female;38881
2009;2; 37;Female;39452
2009;3; 37;Female;40081
2009;4; 37;Female;40082
2010;1; 37;Female;39846
2010;2; 37;Female;39548
2010;3; 37;Female;38843
2010;4; 37;Female;38505
2011;1; 37;Female;38176
2011;2; 37;Female;38268
2011;3; 37;Female;37963
2011;4; 37;Female;38150
2012;1; 37;Female;38279
2012;2; 37;Female;38392
2012;3; 37;Female;38834
2012;4; 37;Female;38900
2013;1; 37;Female;39081
2013;2; 37;Female;38569
2013;3; 37;Female;37851
2013;4; 37;Female;36937
2014;1; 37;Female;35811
2014;2; 37;Female;35264
2014;3; 37;Female;34854
2014;4; 37;Female;34654
2015;1; 37;Female;34791
2015;2; 37;Female;34595
2015;3; 37;Female;35024
2015;4; 37;Female;35234
2016;1; 37;Female;35108
2016;2; 37;Female;35032
2016;3; 37;Female;34754
2016;4; 37;Female;34395
2017;1; 37;Female;34399
2017;2; 37;Female;34584
2017;3; 37;Female;34288
2017;4; 37;Female;34270
2018;1; 37;Female;34016
2018;2; 37;Female;32998
2018;3; 37;Female;32561
2018;4; 37;Female;32435
2019;1; 37;Female;32245
2019;2; 37;Female;32719
2019;3; 37;Female;32720
2019;4; 37;Female;32310
2020;1; 37;Female;32197
2020;2; 37;Female;31755
2020;3; 37;Female;31449
2020;4; 37;Female;31647
2021;1; 37;Female;31747
2021;2; 37;Female;31963
2021;3; 37;Female;32185
2021;4; 37;Female;32356
2008;1; 38;Female;37109
2008;2; 38;Female;36998
2008;3; 38;Female;37146
2008;4; 38;Female;37352
2009;1; 38;Female;37449
2009;2; 38;Female;37674
2009;3; 38;Female;37930
2009;4; 38;Female;38430
2010;1; 38;Female;38961
2010;2; 38;Female;39540
2010;3; 38;Female;40128
2010;4; 38;Female;40108
2011;1; 38;Female;39914
2011;2; 38;Female;39550
2011;3; 38;Female;38872
2011;4; 38;Female;38526
2012;1; 38;Female;38202
2012;2; 38;Female;38265
2012;3; 38;Female;37994
2012;4; 38;Female;38208
2013;1; 38;Female;38333
2013;2; 38;Female;38513
2013;3; 38;Female;38928
2013;4; 38;Female;39011
2014;1; 38;Female;39194
2014;2; 38;Female;38685
2014;3; 38;Female;37968
2014;4; 38;Female;37082
2015;1; 38;Female;35921
2015;2; 38;Female;35389
2015;3; 38;Female;35021
2015;4; 38;Female;34833
2016;1; 38;Female;34989
2016;2; 38;Female;34787
2016;3; 38;Female;35181
2016;4; 38;Female;35446
2017;1; 38;Female;35279
2017;2; 38;Female;35162
2017;3; 38;Female;34847
2017;4; 38;Female;34522
2018;1; 38;Female;34502
2018;2; 38;Female;34655
2018;3; 38;Female;34377
2018;4; 38;Female;34344
2019;1; 38;Female;34102
2019;2; 38;Female;33087
2019;3; 38;Female;32679
2019;4; 38;Female;32534
2020;1; 38;Female;32275
2020;2; 38;Female;32745
2020;3; 38;Female;32706
2020;4; 38;Female;32322
2021;1; 38;Female;32229
2021;2; 38;Female;31788
2021;3; 38;Female;31534
2021;4; 38;Female;31752
2008;1; 39;Female;38283
2008;2; 39;Female;37674
2008;3; 39;Female;37367
2008;4; 39;Female;37337
2009;1; 39;Female;37207
2009;2; 39;Female;37074
2009;3; 39;Female;37266
2009;4; 39;Female;37474
2010;1; 39;Female;37572
2010;2; 39;Female;37781
2010;3; 39;Female;38014
2010;4; 39;Female;38537
2011;1; 39;Female;39051
2011;2; 39;Female;39601
2011;3; 39;Female;40193
2011;4; 39;Female;40151
2012;1; 39;Female;39937
2012;2; 39;Female;39603
2012;3; 39;Female;38901
2012;4; 39;Female;38550
2013;1; 39;Female;38252
2013;2; 39;Female;38306
2013;3; 39;Female;38049
2013;4; 39;Female;38267
2014;1; 39;Female;38388
2014;2; 39;Female;38614
2014;3; 39;Female;39064
2014;4; 39;Female;39131
2015;1; 39;Female;39303
2015;2; 39;Female;38803
2015;3; 39;Female;38099
2015;4; 39;Female;37267
2016;1; 39;Female;36096
2016;2; 39;Female;35570
2016;3; 39;Female;35155
2016;4; 39;Female;34987
2017;1; 39;Female;35151
2017;2; 39;Female;34924
2017;3; 39;Female;35327
2017;4; 39;Female;35561
2018;1; 39;Female;35389
2018;2; 39;Female;35275
2018;3; 39;Female;34958
2018;4; 39;Female;34611
2019;1; 39;Female;34598
2019;2; 39;Female;34752
2019;3; 39;Female;34451
2019;4; 39;Female;34383
2020;1; 39;Female;34136
2020;2; 39;Female;33129
2020;3; 39;Female;32679
2020;4; 39;Female;32585
2021;1; 39;Female;32369
2021;2; 39;Female;32816
2021;3; 39;Female;32801
2021;4; 39;Female;32434
2008;1; 40;Female;41189
2008;2; 40;Female;40484
2008;3; 40;Female;39876
2008;4; 40;Female;39091
2009;1; 40;Female;38384
2009;2; 40;Female;37760
2009;3; 40;Female;37432
2009;4; 40;Female;37382
2010;1; 40;Female;37252
2010;2; 40;Female;37127
2010;3; 40;Female;37321
2010;4; 40;Female;37526
2011;1; 40;Female;37648
2011;2; 40;Female;37848
2011;3; 40;Female;38056
2011;4; 40;Female;38569
2012;1; 40;Female;39064
2012;2; 40;Female;39667
2012;3; 40;Female;40237
2012;4; 40;Female;40202
2013;1; 40;Female;39996
2013;2; 40;Female;39631
2013;3; 40;Female;38940
2013;4; 40;Female;38589
2014;1; 40;Female;38329
2014;2; 40;Female;38360
2014;3; 40;Female;38107
2014;4; 40;Female;38358
2015;1; 40;Female;38523
2015;2; 40;Female;38689
2015;3; 40;Female;39165
2015;4; 40;Female;39266
2016;1; 40;Female;39471
2016;2; 40;Female;38986
2016;3; 40;Female;38303
2016;4; 40;Female;37430
2017;1; 40;Female;36236
2017;2; 40;Female;35695
2017;3; 40;Female;35302
2017;4; 40;Female;35046
2018;1; 40;Female;35185
2018;2; 40;Female;35013
2018;3; 40;Female;35418
2018;4; 40;Female;35629
2019;1; 40;Female;35476
2019;2; 40;Female;35379
2019;3; 40;Female;35063
2019;4; 40;Female;34657
2020;1; 40;Female;34606
2020;2; 40;Female;34774
2020;3; 40;Female;34494
2020;4; 40;Female;34455
2021;1; 40;Female;34245
2021;2; 40;Female;33227
2021;3; 40;Female;32796
2021;4; 40;Female;32702
2008;1; 41;Female;44156
2008;2; 41;Female;43838
2008;3; 41;Female;43217
2008;4; 41;Female;42314
2009;1; 41;Female;41315
2009;2; 41;Female;40603
2009;3; 41;Female;39958
2009;4; 41;Female;39145
2010;1; 41;Female;38396
2010;2; 41;Female;37771
2010;3; 41;Female;37476
2010;4; 41;Female;37437
2011;1; 41;Female;37306
2011;2; 41;Female;37158
2011;3; 41;Female;37383
2011;4; 41;Female;37576
2012;1; 41;Female;37669
2012;2; 41;Female;37857
2012;3; 41;Female;38062
2012;4; 41;Female;38603
2013;1; 41;Female;39131
2013;2; 41;Female;39717
2013;3; 41;Female;40293
2013;4; 41;Female;40271
2014;1; 41;Female;40013
2014;2; 41;Female;39715
2014;3; 41;Female;39040
2014;4; 41;Female;38685
2015;1; 41;Female;38379
2015;2; 41;Female;38471
2015;3; 41;Female;38235
2015;4; 41;Female;38521
2016;1; 41;Female;38676
2016;2; 41;Female;38887
2016;3; 41;Female;39328
2016;4; 41;Female;39384
2017;1; 41;Female;39565
2017;2; 41;Female;39053
2017;3; 41;Female;38358
2017;4; 41;Female;37521
2018;1; 41;Female;36340
2018;2; 41;Female;35790
2018;3; 41;Female;35352
2018;4; 41;Female;35167
2019;1; 41;Female;35285
2019;2; 41;Female;35070
2019;3; 41;Female;35477
2019;4; 41;Female;35714
2020;1; 41;Female;35548
2020;2; 41;Female;35422
2020;3; 41;Female;35080
2020;4; 41;Female;34646
2021;1; 41;Female;34652
2021;2; 41;Female;34854
2021;3; 41;Female;34642
2021;4; 41;Female;34596
2008;1; 42;Female;42873
2008;2; 42;Female;43292
2008;3; 42;Female;43608
2008;4; 42;Female;43910
2009;1; 42;Female;44238
2009;2; 42;Female;43887
2009;3; 42;Female;43233
2009;4; 42;Female;42337
2010;1; 42;Female;41351
2010;2; 42;Female;40611
2010;3; 42;Female;39990
2010;4; 42;Female;39195
2011;1; 42;Female;38465
2011;2; 42;Female;37848
2011;3; 42;Female;37523
2011;4; 42;Female;37467
2012;1; 42;Female;37325
2012;2; 42;Female;37187
2012;3; 42;Female;37445
2012;4; 42;Female;37631
2013;1; 42;Female;37693
2013;2; 42;Female;37911
2013;3; 42;Female;38139
2013;4; 42;Female;38652
2014;1; 42;Female;39193
2014;2; 42;Female;39775
2014;3; 42;Female;40374
2014;4; 42;Female;40350
2015;1; 42;Female;40122
2015;2; 42;Female;39792
2015;3; 42;Female;39143
2015;4; 42;Female;38799
2016;1; 42;Female;38507
2016;2; 42;Female;38590
2016;3; 42;Female;38348
2016;4; 42;Female;38630
2017;1; 42;Female;38766
2017;2; 42;Female;38989
2017;3; 42;Female;39436
2017;4; 42;Female;39487
2018;1; 42;Female;39649
2018;2; 42;Female;39148
2018;3; 42;Female;38447
2018;4; 42;Female;37584
2019;1; 42;Female;36425
2019;2; 42;Female;35893
2019;3; 42;Female;35443
2019;4; 42;Female;35219
2020;1; 42;Female;35315
2020;2; 42;Female;35114
2020;3; 42;Female;35503
2020;4; 42;Female;35750
2021;1; 42;Female;35629
2021;2; 42;Female;35518
2021;3; 42;Female;35166
2021;4; 42;Female;34770
2008;1; 43;Female;41671
2008;2; 43;Female;41791
2008;3; 43;Female;42283
2008;4; 43;Female;42691
2009;1; 43;Female;42914
2009;2; 43;Female;43328
2009;3; 43;Female;43658
2009;4; 43;Female;43967
2010;1; 43;Female;44254
2010;2; 43;Female;43959
2010;3; 43;Female;43278
2010;4; 43;Female;42337
2011;1; 43;Female;41349
2011;2; 43;Female;40655
2011;3; 43;Female;39998
2011;4; 43;Female;39209
2012;1; 43;Female;38482
2012;2; 43;Female;37869
2012;3; 43;Female;37536
2012;4; 43;Female;37478
2013;1; 43;Female;37366
2013;2; 43;Female;37217
2013;3; 43;Female;37434
2013;4; 43;Female;37675
2014;1; 43;Female;37741
2014;2; 43;Female;37984
2014;3; 43;Female;38206
2014;4; 43;Female;38771
2015;1; 43;Female;39262
2015;2; 43;Female;39839
2015;3; 43;Female;40437
2015;4; 43;Female;40434
2016;1; 43;Female;40257
2016;2; 43;Female;39927
2016;3; 43;Female;39248
2016;4; 43;Female;38929
2017;1; 43;Female;38601
2017;2; 43;Female;38700
2017;3; 43;Female;38464
2017;4; 43;Female;38740
2018;1; 43;Female;38881
2018;2; 43;Female;39105
2018;3; 43;Female;39497
2018;4; 43;Female;39562
2019;1; 43;Female;39720
2019;2; 43;Female;39196
2019;3; 43;Female;38533
2019;4; 43;Female;37654
2020;1; 43;Female;36466
2020;2; 43;Female;35909
2020;3; 43;Female;35462
2020;4; 43;Female;35262
2021;1; 43;Female;35368
2021;2; 43;Female;35189
2021;3; 43;Female;35596
2021;4; 43;Female;35838
2008;1; 44;Female;41080
2008;2; 44;Female;41403
2008;3; 44;Female;41347
2008;4; 44;Female;41540
2009;1; 44;Female;41723
2009;2; 44;Female;41847
2009;3; 44;Female;42349
2009;4; 44;Female;42747
2010;1; 44;Female;42984
2010;2; 44;Female;43387
2010;3; 44;Female;43718
2010;4; 44;Female;44002
2011;1; 44;Female;44295
2011;2; 44;Female;43962
2011;3; 44;Female;43251
2011;4; 44;Female;42325
2012;1; 44;Female;41361
2012;2; 44;Female;40658
2012;3; 44;Female;40010
2012;4; 44;Female;39203
2013;1; 44;Female;38507
2013;2; 44;Female;37913
2013;3; 44;Female;37588
2013;4; 44;Female;37522
2014;1; 44;Female;37403
2014;2; 44;Female;37269
2014;3; 44;Female;37493
2014;4; 44;Female;37731
2015;1; 44;Female;37828
2015;2; 44;Female;38087
2015;3; 44;Female;38298
2015;4; 44;Female;38841
2016;1; 44;Female;39340
2016;2; 44;Female;39926
2016;3; 44;Female;40520
2016;4; 44;Female;40580
2017;1; 44;Female;40372
2017;2; 44;Female;40018
2017;3; 44;Female;39340
2017;4; 44;Female;38967
2018;1; 44;Female;38681
2018;2; 44;Female;38780
2018;3; 44;Female;38536
2018;4; 44;Female;38787
2019;1; 44;Female;38946
2019;2; 44;Female;39139
2019;3; 44;Female;39532
2019;4; 44;Female;39585
2020;1; 44;Female;39739
2020;2; 44;Female;39200
2020;3; 44;Female;38523
2020;4; 44;Female;37722
2021;1; 44;Female;36554
2021;2; 44;Female;35985
2021;3; 44;Female;35543
2021;4; 44;Female;35342
2008;1; 45;Female;38789
2008;2; 45;Female;39056
2008;3; 45;Female;39653
2008;4; 45;Female;40245
2009;1; 45;Female;41146
2009;2; 45;Female;41441
2009;3; 45;Female;41359
2009;4; 45;Female;41552
2010;1; 45;Female;41740
2010;2; 45;Female;41866
2010;3; 45;Female;42362
2010;4; 45;Female;42770
2011;1; 45;Female;42983
2011;2; 45;Female;43392
2011;3; 45;Female;43708
2011;4; 45;Female;43971
2012;1; 45;Female;44238
2012;2; 45;Female;43903
2012;3; 45;Female;43221
2012;4; 45;Female;42303
2013;1; 45;Female;41341
2013;2; 45;Female;40670
2013;3; 45;Female;40022
2013;4; 45;Female;39218
2014;1; 45;Female;38540
2014;2; 45;Female;37978
2014;3; 45;Female;37676
2014;4; 45;Female;37574
2015;1; 45;Female;37424
2015;2; 45;Female;37284
2015;3; 45;Female;37548
2015;4; 45;Female;37838
2016;1; 45;Female;37920
2016;2; 45;Female;38189
2016;3; 45;Female;38412
2016;4; 45;Female;38912
2017;1; 45;Female;39403
2017;2; 45;Female;39984
2017;3; 45;Female;40582
2017;4; 45;Female;40651
2018;1; 45;Female;40445
2018;2; 45;Female;40069
2018;3; 45;Female;39412
2018;4; 45;Female;39019
2019;1; 45;Female;38711
2019;2; 45;Female;38813
2019;3; 45;Female;38571
2019;4; 45;Female;38843
2020;1; 45;Female;38986
2020;2; 45;Female;39200
2020;3; 45;Female;39562
2020;4; 45;Female;39629
2021;1; 45;Female;39811
2021;2; 45;Female;39301
2021;3; 45;Female;38643
2021;4; 45;Female;37792
2008;1; 46;Female;37873
2008;2; 46;Female;38325
2008;3; 46;Female;38848
2008;4; 46;Female;39069
2009;1; 46;Female;38837
2009;2; 46;Female;39121
2009;3; 46;Female;39712
2009;4; 46;Female;40243
2010;1; 46;Female;41133
2010;2; 46;Female;41470
2010;3; 46;Female;41373
2010;4; 46;Female;41553
2011;1; 46;Female;41731
2011;2; 46;Female;41840
2011;3; 46;Female;42326
2011;4; 46;Female;42734
2012;1; 46;Female;42939
2012;2; 46;Female;43345
2012;3; 46;Female;43679
2012;4; 46;Female;43958
2013;1; 46;Female;44261
2013;2; 46;Female;43944
2013;3; 46;Female;43249
2013;4; 46;Female;42344
2014;1; 46;Female;41353
2014;2; 46;Female;40684
2014;3; 46;Female;40080
2014;4; 46;Female;39267
2015;1; 46;Female;38619
2015;2; 46;Female;38045
2015;3; 46;Female;37723
2015;4; 46;Female;37617
2016;1; 46;Female;37480
2016;2; 46;Female;37325
2016;3; 46;Female;37614
2016;4; 46;Female;37907
2017;1; 46;Female;37983
2017;2; 46;Female;38237
2017;3; 46;Female;38470
2017;4; 46;Female;38958
2018;1; 46;Female;39442
2018;2; 46;Female;40031
2018;3; 46;Female;40649
2018;4; 46;Female;40697
2019;1; 46;Female;40455
2019;2; 46;Female;40096
2019;3; 46;Female;39425
2019;4; 46;Female;39055
2020;1; 46;Female;38742
2020;2; 46;Female;38820
2020;3; 46;Female;38583
2020;4; 46;Female;38880
2021;1; 46;Female;39080
2021;2; 46;Female;39297
2021;3; 46;Female;39676
2021;4; 46;Female;39694
2008;1; 47;Female;37815
2008;2; 47;Female;37831
2008;3; 47;Female;37653
2008;4; 47;Female;37709
2009;1; 47;Female;37882
2009;2; 47;Female;38324
2009;3; 47;Female;38855
2009;4; 47;Female;39067
2010;1; 47;Female;38822
2010;2; 47;Female;39099
2010;3; 47;Female;39712
2010;4; 47;Female;40239
2011;1; 47;Female;41113
2011;2; 47;Female;41452
2011;3; 47;Female;41358
2011;4; 47;Female;41539
2012;1; 47;Female;41703
2012;2; 47;Female;41823
2012;3; 47;Female;42310
2012;4; 47;Female;42702
2013;1; 47;Female;42912
2013;2; 47;Female;43326
2013;3; 47;Female;43682
2013;4; 47;Female;43963
2014;1; 47;Female;44259
2014;2; 47;Female;43954
2014;3; 47;Female;43280
2014;4; 47;Female;42412
2015;1; 47;Female;41402
2015;2; 47;Female;40734
2015;3; 47;Female;40144
2015;4; 47;Female;39341
2016;1; 47;Female;38691
2016;2; 47;Female;38117
2016;3; 47;Female;37757
2016;4; 47;Female;37650
2017;1; 47;Female;37470
2017;2; 47;Female;37373
2017;3; 47;Female;37665
2017;4; 47;Female;37961
2018;1; 47;Female;38038
2018;2; 47;Female;38284
2018;3; 47;Female;38502
2018;4; 47;Female;38981
2019;1; 47;Female;39491
2019;2; 47;Female;40057
2019;3; 47;Female;40659
2019;4; 47;Female;40688
2020;1; 47;Female;40482
2020;2; 47;Female;40133
2020;3; 47;Female;39463
2020;4; 47;Female;39092
2021;1; 47;Female;38799
2021;2; 47;Female;38892
2021;3; 47;Female;38704
2021;4; 47;Female;38983
2008;1; 48;Female;36415
2008;2; 48;Female;36547
2008;3; 48;Female;36992
2008;4; 48;Female;37413
2009;1; 48;Female;37779
2009;2; 48;Female;37798
2009;3; 48;Female;37611
2009;4; 48;Female;37674
2010;1; 48;Female;37830
2010;2; 48;Female;38290
2010;3; 48;Female;38819
2010;4; 48;Female;39053
2011;1; 48;Female;38847
2011;2; 48;Female;39098
2011;3; 48;Female;39693
2011;4; 48;Female;40204
2012;1; 48;Female;41058
2012;2; 48;Female;41357
2012;3; 48;Female;41285
2012;4; 48;Female;41475
2013;1; 48;Female;41671
2013;2; 48;Female;41790
2013;3; 48;Female;42258
2013;4; 48;Female;42659
2014;1; 48;Female;42905
2014;2; 48;Female;43303
2014;3; 48;Female;43664
2014;4; 48;Female;43940
2015;1; 48;Female;44269
2015;2; 48;Female;43986
2015;3; 48;Female;43317
2015;4; 48;Female;42439
2016;1; 48;Female;41450
2016;2; 48;Female;40770
2016;3; 48;Female;40181
2016;4; 48;Female;39383
2017;1; 48;Female;38726
2017;2; 48;Female;38120
2017;3; 48;Female;37764
2017;4; 48;Female;37675
2018;1; 48;Female;37502
2018;2; 48;Female;37393
2018;3; 48;Female;37680
2018;4; 48;Female;37973
2019;1; 48;Female;38048
2019;2; 48;Female;38310
2019;3; 48;Female;38512
2019;4; 48;Female;38991
2020;1; 48;Female;39494
2020;2; 48;Female;40066
2020;3; 48;Female;40664
2020;4; 48;Female;40721
2021;1; 48;Female;40520
2021;2; 48;Female;40197
2021;3; 48;Female;39513
2021;4; 48;Female;39152
2008;1; 49;Female;36445
2008;2; 49;Female;36396
2008;3; 49;Female;36192
2008;4; 49;Female;36558
2009;1; 49;Female;36381
2009;2; 49;Female;36525
2009;3; 49;Female;36975
2009;4; 49;Female;37376
2010;1; 49;Female;37763
2010;2; 49;Female;37727
2010;3; 49;Female;37544
2010;4; 49;Female;37606
2011;1; 49;Female;37784
2011;2; 49;Female;38252
2011;3; 49;Female;38781
2011;4; 49;Female;39005
2012;1; 49;Female;38761
2012;2; 49;Female;39016
2012;3; 49;Female;39613
2012;4; 49;Female;40133
2013;1; 49;Female;40980
2013;2; 49;Female;41297
2013;3; 49;Female;41231
2013;4; 49;Female;41483
2014;1; 49;Female;41653
2014;2; 49;Female;41778
2014;3; 49;Female;42246
2014;4; 49;Female;42632
2015;1; 49;Female;42868
2015;2; 49;Female;43270
2015;3; 49;Female;43631
2015;4; 49;Female;43916
2016;1; 49;Female;44273
2016;2; 49;Female;43989
2016;3; 49;Female;43332
2016;4; 49;Female;42463
2017;1; 49;Female;41452
2017;2; 49;Female;40780
2017;3; 49;Female;40194
2017;4; 49;Female;39379
2018;1; 49;Female;38736
2018;2; 49;Female;38158
2018;3; 49;Female;37788
2018;4; 49;Female;37721
2019;1; 49;Female;37540
2019;2; 49;Female;37410
2019;3; 49;Female;37699
2019;4; 49;Female;37983
2020;1; 49;Female;38040
2020;2; 49;Female;38282
2020;3; 49;Female;38484
2020;4; 49;Female;39017
2021;1; 49;Female;39533
2021;2; 49;Female;40097
2021;3; 49;Female;40723
2021;4; 49;Female;40774
2008;1; 50;Female;36283
2008;2; 50;Female;36415
2008;3; 50;Female;36553
2008;4; 50;Female;36217
2009;1; 50;Female;36418
2009;2; 50;Female;36368
2009;3; 50;Female;36152
2009;4; 50;Female;36507
2010;1; 50;Female;36329
2010;2; 50;Female;36486
2010;3; 50;Female;36941
2010;4; 50;Female;37318
2011;1; 50;Female;37690
2011;2; 50;Female;37654
2011;3; 50;Female;37468
2011;4; 50;Female;37521
2012;1; 50;Female;37693
2012;2; 50;Female;38178
2012;3; 50;Female;38696
2012;4; 50;Female;38918
2013;1; 50;Female;38708
2013;2; 50;Female;39013
2013;3; 50;Female;39597
2013;4; 50;Female;40093
2014;1; 50;Female;40964
