Date;Age;Deaths
2021-09-09;30-34; 0
2021-09-09;35-39; 0
2021-09-09;40-44; 0
2021-09-09;45-49; 2
2021-09-09;50-54; 3
2021-09-09;55-59; 5
2021-09-09;60-64; 6
2021-09-09;65-69;11
2021-09-09;70-74;16
2021-09-09;75-79;18
2021-09-09;80-84;39
2021-09-09;85-89;27
2021-09-09;90-94;17
2021-09-09;95-99;12
2021-09-09;100+; 3
2021-09-10;0-4; 2
2021-09-10;5-9; 0
2021-09-10;10-14; 0
2021-09-10;15-19; 0
2021-09-10;20-24; 1
2021-09-10;25-29; 1
2021-09-10;30-34; 0
2021-09-10;35-39; 0
2021-09-10;40-44; 2
2021-09-10;45-49; 3
2021-09-10;50-54; 5
2021-09-10;55-59; 1
2021-09-10;60-64; 6
2021-09-10;65-69;11
2021-09-10;70-74;19
2021-09-10;75-79;26
2021-09-10;80-84;24
2021-09-10;85-89;32
2021-09-10;90-94;17
2021-09-10;95-99; 5
2021-09-10;100+; 2
2021-09-11;0-4; 0
2021-09-11;5-9; 0
2021-09-11;10-14; 0
2021-09-11;15-19; 0
2021-09-11;20-24; 0
2021-09-11;25-29; 0
2021-09-11;30-34; 2
2021-09-11;35-39; 0
2021-09-11;40-44; 0
2021-09-11;45-49; 1
2021-09-11;50-54; 2
2021-09-11;55-59; 7
2021-09-11;60-64; 4
2021-09-11;65-69;17
2021-09-11;70-74;18
2021-09-11;75-79;29
2021-09-11;80-84;31
2021-09-11;85-89;17
2021-09-11;90-94;22
2021-09-11;95-99; 8
2021-09-11;100+; 1
2021-09-12;0-4; 0
2021-09-12;5-9; 0
2021-09-12;10-14; 0
2021-09-12;15-19; 0
2021-09-12;20-24; 0
2021-09-12;25-29; 0
2021-09-12;30-34; 0
2021-09-12;35-39; 0
2021-09-12;40-44; 1
2021-09-12;45-49; 1
2021-09-12;50-54; 2
2021-09-12;55-59; 4
2021-09-12;60-64; 7
2021-09-12;65-69; 9
2021-09-12;70-74;12
2021-09-12;75-79;17
2021-09-12;80-84;28
2021-09-12;85-89;24
2021-09-12;90-94;20
2021-09-12;95-99;11
2021-09-12;100+; 4
2021-09-13;0-4; 1
2021-09-13;5-9; 0
2021-09-13;10-14; 0
2021-09-13;15-19; 1
2021-09-13;20-24; 0
2021-09-13;25-29; 0
2021-09-13;30-34; 0
2021-09-13;35-39; 0
2021-09-13;40-44; 1
2021-09-13;45-49; 1
2021-09-13;50-54; 3
2021-09-13;55-59; 5
2021-09-13;60-64; 9
2021-09-13;65-69; 7
2021-09-13;70-74;21
2021-09-13;75-79;25
2021-09-13;80-84;31
2021-09-13;85-89;27
2021-09-13;90-94;16
2021-09-13;95-99; 6
2021-09-13;100+; 1
2021-09-14;0-4; 1
2021-09-14;5-9; 0
2021-09-14;10-14; 0
2021-09-14;15-19; 0
2021-09-14;20-24; 0
2021-09-14;25-29; 0
2021-09-14;30-34; 1
2021-09-14;35-39; 0
2021-09-14;40-44; 2
2021-09-14;45-49; 0
2021-09-14;50-54; 3
2021-09-14;55-59; 4
2021-09-14;60-64; 4
2021-09-14;65-69;11
2021-09-14;70-74;23
2021-09-14;75-79;24
2021-09-14;80-84;28
2021-09-14;85-89;24
2021-09-14;90-94;20
2021-09-14;95-99; 4
2021-09-14;100+; 2
2021-09-15;0-4; 0
2021-09-15;5-9; 0
2021-09-15;10-14; 0
2021-09-15;15-19; 0
2021-09-15;20-24; 1
2021-09-15;25-29; 0
2021-09-15;30-34; 0
2021-09-15;35-39; 0
2021-09-15;40-44; 0
2021-09-15;45-49; 1
2021-09-15;50-54; 1
2021-09-15;55-59; 3
2021-09-15;60-64; 4
2021-09-15;65-69;12
2021-09-15;70-74;14
2021-09-15;75-79;24
2021-09-15;80-84;27
2021-09-15;85-89;24
2021-09-15;90-94;21
2021-09-15;95-99; 8
2021-09-15;100+; 2
2021-09-16;0-4; 1
2021-09-16;5-9; 0
2021-09-16;10-14; 0
2021-09-16;15-19; 0
2021-09-16;20-24; 0
2021-09-16;25-29; 1
2021-09-16;30-34; 0
2021-09-16;35-39; 0
2021-09-16;40-44; 0
2021-09-16;45-49; 1
2021-09-16;50-54; 3
2021-09-16;55-59; 8
2021-09-16;60-64; 7
2021-09-16;65-69; 9
2021-09-16;70-74;15
2021-09-16;75-79;26
2021-09-16;80-84;19
2021-09-16;85-89;15
2021-09-16;90-94;22
2021-09-16;95-99; 7
2021-09-16;100+; 5
2021-09-17;0-4; 0
2021-09-17;5-9; 0
2021-09-17;10-14; 0
2021-09-17;15-19; 0
2021-09-17;20-24; 1
2021-09-17;25-29; 0
2021-09-17;30-34; 1
2021-09-17;35-39; 0
2021-09-17;40-44; 1
2021-09-17;45-49; 3
2021-09-17;50-54; 5
2021-09-17;55-59; 4
2021-09-17;60-64; 8
2021-09-17;65-69;18
2021-09-17;70-74;19
2021-09-17;75-79;23
2021-09-17;80-84;18
2021-09-17;85-89;24
2021-09-17;90-94;18
2021-09-17;95-99;14
2021-09-17;100+; 1
2021-09-18;0-4; 0
2021-09-18;5-9; 0
2021-09-18;10-14; 0
2021-09-18;15-19; 0
2021-09-18;20-24; 1
2021-09-18;25-29; 0
2021-09-18;30-34; 0
2021-09-18;35-39; 1
2021-09-18;40-44; 0
2021-09-18;45-49; 1
2021-09-18;50-54; 0
2021-09-18;55-59; 7
2021-09-18;60-64;10
2021-09-18;65-69; 9
2021-09-18;70-74;12
2021-09-18;75-79;20
2021-09-18;80-84;28
2021-09-18;85-89;31
2021-09-18;90-94;13
2021-09-18;95-99; 6
2021-09-18;100+; 1
2021-09-19;0-4; 0
2021-09-19;5-9; 0
2021-09-19;10-14; 0
2021-09-19;15-19; 0
2021-09-19;20-24; 0
2021-09-19;25-29; 0
2021-09-19;30-34; 0
2021-09-19;35-39; 0
2021-09-19;40-44; 1
2021-09-19;45-49; 2
2021-09-19;50-54; 2
2021-09-19;55-59;10
2021-09-19;60-64; 5
2021-09-19;65-69; 8
2021-09-19;70-74;17
2021-09-19;75-79;22
2021-09-19;80-84;23
2021-09-19;85-89;28
2021-09-19;90-94;17
2021-09-19;95-99;11
2021-09-19;100+; 0
2021-09-20;0-4; 1
2021-09-20;5-9; 0
2021-09-20;10-14; 0
2021-09-20;15-19; 0
2021-09-20;20-24; 0
2021-09-20;25-29; 0
2021-09-20;30-34; 0
2021-09-20;35-39; 0
2021-09-20;40-44; 0
2021-09-20;45-49; 2
2021-09-20;50-54; 5
2021-09-20;55-59; 4
2021-09-20;60-64; 6
2021-09-20;65-69;16
2021-09-20;70-74;15
2021-09-20;75-79;29
2021-09-20;80-84;20
2021-09-20;85-89;25
2021-09-20;90-94;18
2021-09-20;95-99; 3
2021-09-20;100+; 1
2021-09-21;0-4; 0
2021-09-21;5-9; 0
2021-09-21;10-14; 0
2021-09-21;15-19; 0
2021-09-21;20-24; 0
2021-09-21;25-29; 0
2021-09-21;30-34; 0
2021-09-21;35-39; 0
2021-09-21;40-44; 2
2021-09-21;45-49; 1
2021-09-21;50-54; 3
2021-09-21;55-59; 6
2021-09-21;60-64;10
2021-09-21;65-69; 9
2021-09-21;70-74;19
2021-09-21;75-79;20
2021-09-21;80-84;26
2021-09-21;85-89;17
2021-09-21;90-94;14
2021-09-21;95-99;10
2021-09-21;100+; 4
2021-09-22;0-4; 0
2021-09-22;5-9; 0
2021-09-22;10-14; 0
2021-09-22;15-19; 0
2021-09-22;20-24; 0
2021-09-22;25-29; 1
2021-09-22;30-34; 1
2021-09-22;35-39; 0
2021-09-22;40-44; 1
2021-09-22;45-49; 5
2021-09-22;50-54; 4
2021-09-22;55-59; 3
2021-09-22;60-64;10
2021-09-22;65-69;14
2021-09-22;70-74;19
2021-09-22;75-79;25
2021-09-22;80-84;23
2021-09-22;85-89;33
2021-09-22;90-94;17
2021-09-22;95-99; 9
2021-09-22;100+; 3
2021-09-23;0-4; 0
2021-09-23;5-9; 0
2021-09-23;10-14; 0
2021-09-23;15-19; 0
2021-09-23;20-24; 0
2021-09-23;25-29; 0
2021-09-23;30-34; 2
2021-09-23;35-39; 2
2021-09-23;40-44; 1
2021-09-23;45-49; 3
2021-09-23;50-54; 3
2021-09-23;55-59;10
2021-09-23;60-64; 5
2021-09-23;65-69; 8
2021-09-23;70-74;15
2021-09-23;75-79;27
2021-09-23;80-84;20
2021-09-23;85-89;20
2021-09-23;90-94;22
2021-09-23;95-99; 5
2021-09-23;100+; 2
2021-09-24;0-4; 1
2021-09-24;5-9; 0
2021-09-24;10-14; 0
2021-09-24;15-19; 0
2021-09-24;20-24; 0
2021-09-24;25-29; 1
2021-09-24;30-34; 1
2021-09-24;35-39; 0
2021-09-24;40-44; 0
2021-09-24;45-49; 0
2021-09-24;50-54; 2
2021-09-24;55-59; 9
2021-09-24;60-64; 6
2021-09-24;65-69;15
2021-09-24;70-74;20
2021-09-24;75-79;26
2021-09-24;80-84;25
2021-09-24;85-89;25
2021-09-24;90-94;12
2021-09-24;95-99; 8
2021-09-24;100+; 3
2021-09-25;0-4; 0
2021-09-25;5-9; 0
2021-09-25;10-14; 0
2021-09-25;15-19; 0
2021-09-25;20-24; 0
2021-09-25;25-29; 0
2021-09-25;30-34; 1
2021-09-25;35-39; 0
2021-09-25;40-44; 0
2021-09-25;45-49; 1
2021-09-25;50-54; 0
2021-09-25;55-59; 6
2021-09-25;60-64; 8
2021-09-25;65-69;13
2021-09-25;70-74;12
2021-09-25;75-79;20
2021-09-25;80-84;22
2021-09-25;85-89;25
2021-09-25;90-94;12
2021-09-25;95-99;10
2021-09-25;100+; 2
2021-09-26;0-4; 2
2021-09-26;5-9; 0
2021-09-26;10-14; 0
2021-09-26;15-19; 0
2021-09-26;20-24; 0
2021-09-26;25-29; 1
2021-09-26;30-34; 0
2021-09-26;35-39; 0
2021-09-26;40-44; 0
2021-09-26;45-49; 1
2021-09-26;50-54; 0
2021-09-26;55-59; 3
2021-09-26;60-64; 5
2021-09-26;65-69; 9
2021-09-26;70-74;20
2021-09-26;75-79;30
2021-09-26;80-84;21
2021-09-26;85-89;29
2021-09-26;90-94;16
2021-09-26;95-99; 8
2021-09-26;100+; 2
2021-09-27;0-4; 1
2021-09-27;5-9; 0
2021-09-27;10-14; 0
2021-09-27;15-19; 0
2021-09-27;20-24; 0
2021-09-27;25-29; 1
2021-09-27;30-34; 0
2021-09-27;35-39; 1
2021-09-27;40-44; 1
2021-09-27;45-49; 2
2021-09-27;50-54; 3
2021-09-27;55-59; 8
2021-09-27;60-64;10
2021-09-27;65-69; 9
2021-09-27;70-74;13
2021-09-27;75-79;22
2021-09-27;80-84;18
2021-09-27;85-89;29
2021-09-27;90-94;30
2021-09-27;95-99; 4
2021-09-27;100+; 1
2021-09-28;0-4; 0
2021-09-28;5-9; 0
2021-09-28;10-14; 0
2021-09-28;15-19; 0
2021-09-28;20-24; 1
2021-09-28;25-29; 0
2021-09-28;30-34; 0
2021-09-28;35-39; 0
2021-09-28;40-44; 1
2021-09-28;45-49; 2
2021-09-28;50-54; 2
2021-09-28;55-59; 7
2021-09-28;60-64;12
2021-09-28;65-69;10
2021-09-28;70-74;23
2021-09-28;75-79;23
2021-09-28;80-84;21
2021-09-28;85-89;20
2021-09-28;90-94;19
2021-09-28;95-99;11
2021-09-28;100+; 0
2021-09-29;0-4; 1
2021-09-29;5-9; 0
2021-09-29;10-14; 0
2021-09-29;15-19; 0
2021-09-29;20-24; 0
2021-09-29;25-29; 0
2021-09-29;30-34; 0
2021-09-29;35-39; 0
2021-09-29;40-44; 0
2021-09-29;45-49; 2
2021-09-29;50-54; 0
2021-09-29;55-59; 3
2021-09-29;60-64; 8
2021-09-29;65-69;10
2021-09-29;70-74;19
2021-09-29;75-79;18
2021-09-29;80-84;27
2021-09-29;85-89;26
2021-09-29;90-94;12
2021-09-29;95-99;12
2021-09-29;100+; 1
2021-09-30;0-4; 0
2021-09-30;5-9; 0
2021-09-30;10-14; 0
2021-09-30;15-19; 0
2021-09-30;20-24; 1
2021-09-30;25-29; 0
2021-09-30;30-34; 0
2021-09-30;35-39; 2
2021-09-30;40-44; 0
2021-09-30;45-49; 2
2021-09-30;50-54; 5
2021-09-30;55-59; 6
2021-09-30;60-64;11
2021-09-30;65-69;10
2021-09-30;70-74;20
2021-09-30;75-79;23
2021-09-30;80-84;25
2021-09-30;85-89;38
2021-09-30;90-94;17
2021-09-30;95-99;14
2021-09-30;100+; 0
2021-10-01;0-4; 1
2021-10-01;5-9; 0
2021-10-01;10-14; 0
2021-10-01;15-19; 1
2021-10-01;20-24; 0
2021-10-01;25-29; 0
2021-10-01;30-34; 0
2021-10-01;35-39; 1
2021-10-01;40-44; 2
2021-10-01;45-49; 1
2021-10-01;50-54; 1
2021-10-01;55-59; 4
2021-10-01;60-64;10
2021-10-01;65-69;10
2021-10-01;70-74;18
2021-10-01;75-79;33
2021-10-01;80-84;28
2021-10-01;85-89;24
2021-10-01;90-94;16
2021-10-01;95-99;11
2021-10-01;100+; 2
2021-10-02;0-4; 0
2021-10-02;5-9; 1
2021-10-02;10-14; 0
2021-10-02;15-19; 0
2021-10-02;20-24; 0
2021-10-02;25-29; 0
2021-10-02;30-34; 0
2021-10-02;35-39; 1
2021-10-02;40-44; 1
2021-10-02;45-49; 1
2021-10-02;50-54; 1
2021-10-02;55-59; 3
2021-10-02;60-64; 5
2021-10-02;65-69;10
2021-10-02;70-74;19
2021-10-02;75-79;15
2021-10-02;80-84;25
2021-10-02;85-89;26
2021-10-02;90-94;27
2021-10-02;95-99; 8
2021-10-02;100+; 2
2021-10-03;0-4; 1
2021-10-03;5-9; 0
2021-10-03;10-14; 0
2021-10-03;15-19; 0
2021-10-03;20-24; 1
2021-10-03;25-29; 0
2021-10-03;30-34; 0
2021-10-03;35-39; 0
2021-10-03;40-44; 1
2021-10-03;45-49; 1
2021-10-03;50-54; 2
2021-10-03;55-59; 8
2021-10-03;60-64;13
2021-10-03;65-69;17
2021-10-03;70-74;27
2021-10-03;75-79;27
2021-10-03;80-84;28
2021-10-03;85-89;27
2021-10-03;90-94;16
2021-10-03;95-99; 9
2021-10-03;100+; 3
2021-10-04;0-4; 1
2021-10-04;5-9; 0
2021-10-04;10-14; 0
2021-10-04;15-19; 0
2021-10-04;20-24; 0
2021-10-04;25-29; 1
2021-10-04;30-34; 0
2021-10-04;35-39; 2
2021-10-04;40-44; 1
2021-10-04;45-49; 2
2021-10-04;50-54; 3
2021-10-04;55-59; 5
2021-10-04;60-64; 6
2021-10-04;65-69;13
2021-10-04;70-74;16
2021-10-04;75-79;29
2021-10-04;80-84;15
2021-10-04;85-89;17
2021-10-04;90-94;20
2021-10-04;95-99;10
2021-10-04;100+; 0
2021-10-05;0-4; 1
2021-10-05;5-9; 0
2021-10-05;10-14; 0
2021-10-05;15-19; 0
2021-10-05;20-24; 0
2021-10-05;25-29; 0
2021-10-05;30-34; 0
2021-10-05;35-39; 0
2021-10-05;40-44; 2
2021-10-05;45-49; 3
2021-10-05;50-54; 3
2021-10-05;55-59; 4
2021-10-05;60-64;13
2021-10-05;65-69;12
2021-10-05;70-74;14
2021-10-05;75-79;16
2021-10-05;80-84;20
2021-10-05;85-89;32
2021-10-05;90-94;16
2021-10-05;95-99; 5
2021-10-05;100+; 1
2021-10-06;0-4; 1
2021-10-06;5-9; 0
2021-10-06;10-14; 0
2021-10-06;15-19; 0
2021-10-06;20-24; 0
2021-10-06;25-29; 0
2021-10-06;30-34; 1
2021-10-06;35-39; 0
2021-10-06;40-44; 1
2021-10-06;45-49; 3
2021-10-06;50-54; 8
2021-10-06;55-59; 9
2021-10-06;60-64; 8
2021-10-06;65-69;11
2021-10-06;70-74; 8
2021-10-06;75-79;25
2021-10-06;80-84;20
2021-10-06;85-89;23
2021-10-06;90-94;21
2021-10-06;95-99; 9
2021-10-06;100+; 2
2021-10-07;0-4; 1
2021-10-07;5-9; 0
2021-10-07;10-14; 0
2021-10-07;15-19; 1
2021-10-07;20-24; 0
2021-10-07;25-29; 1
2021-10-07;30-34; 0
2021-10-07;35-39; 2
2021-10-07;40-44; 1
2021-10-07;45-49; 3
2021-10-07;50-54; 2
2021-10-07;55-59; 4
2021-10-07;60-64; 9
2021-10-07;65-69;14
2021-10-07;70-74;23
2021-10-07;75-79;30
2021-10-07;80-84;28
2021-10-07;85-89;17
2021-10-07;90-94;13
2021-10-07;95-99;16
2021-10-07;100+; 2
2021-10-08;0-4; 0
2021-10-08;5-9; 0
2021-10-08;10-14; 0
2021-10-08;15-19; 0
2021-10-08;20-24; 0
2021-10-08;25-29; 0
2021-10-08;30-34; 1
2021-10-08;35-39; 2
2021-10-08;40-44; 0
2021-10-08;45-49; 1
2021-10-08;50-54; 4
2021-10-08;55-59; 3
2021-10-08;60-64; 7
2021-10-08;65-69; 8
2021-10-08;70-74;28
2021-10-08;75-79;26
2021-10-08;80-84;24
2021-10-08;85-89;25
2021-10-08;90-94;12
2021-10-08;95-99;11
2021-10-08;100+; 1
2021-10-09;0-4; 3
2021-10-09;5-9; 1
2021-10-09;10-14; 0
2021-10-09;15-19; 0
2021-10-09;20-24; 0
2021-10-09;25-29; 0
2021-10-09;30-34; 0
2021-10-09;35-39; 0
2021-10-09;40-44; 1
2021-10-09;45-49; 1
2021-10-09;50-54; 2
2021-10-09;55-59; 5
2021-10-09;60-64;10
2021-10-09;65-69;18
2021-10-09;70-74;16
2021-10-09;75-79;21
2021-10-09;80-84;26
2021-10-09;85-89;26
2021-10-09;90-94;23
2021-10-09;95-99; 8
2021-10-09;100+; 2
2021-10-10;0-4; 2
2021-10-10;5-9; 0
2021-10-10;10-14; 0
2021-10-10;15-19; 1
2021-10-10;20-24; 0
2021-10-10;25-29; 1
2021-10-10;30-34; 0
2021-10-10;35-39; 0
2021-10-10;40-44; 0
2021-10-10;45-49; 1
2021-10-10;50-54; 5
2021-10-10;55-59; 5
2021-10-10;60-64; 6
2021-10-10;65-69; 7
2021-10-10;70-74;17
2021-10-10;75-79;25
2021-10-10;80-84;19
2021-10-10;85-89;23
2021-10-10;90-94;20
2021-10-10;95-99; 8
2021-10-10;100+; 0
2021-10-11;0-4; 2
2021-10-11;5-9; 0
2021-10-11;10-14; 0
2021-10-11;15-19; 0
2021-10-11;20-24; 0
2021-10-11;25-29; 0
2021-10-11;30-34; 1
2021-10-11;35-39; 1
2021-10-11;40-44; 1
2021-10-11;45-49; 3
2021-10-11;50-54; 3
2021-10-11;55-59; 8
2021-10-11;60-64; 6
2021-10-11;65-69;12
2021-10-11;70-74;18
2021-10-11;75-79;24
2021-10-11;80-84;34
2021-10-11;85-89;25
2021-10-11;90-94;22
2021-10-11;95-99;11
2021-10-11;100+; 2
2021-10-12;0-4; 0
2021-10-12;5-9; 0
2021-10-12;10-14; 0
2021-10-12;15-19; 0
2021-10-12;20-24; 0
2021-10-12;25-29; 1
2021-10-12;30-34; 1
2021-10-12;35-39; 0
2021-10-12;40-44; 0
2021-10-12;45-49; 1
2021-10-12;50-54; 4
2021-10-12;55-59; 9
2021-10-12;60-64; 9
2021-10-12;65-69; 8
2021-10-12;70-74;18
2021-10-12;75-79;29
2021-10-12;80-84;16
2021-10-12;85-89;28
2021-10-12;90-94;18
2021-10-12;95-99; 7
2021-10-12;100+; 3
2021-10-13;0-4; 0
2021-10-13;5-9; 0
2021-10-13;10-14; 0
2021-10-13;15-19; 0
2021-10-13;20-24; 0
2021-10-13;25-29; 1
2021-10-13;30-34; 0
2021-10-13;35-39; 1
2021-10-13;40-44; 1
2021-10-13;45-49; 1
2021-10-13;50-54; 1
2021-10-13;55-59; 4
2021-10-13;60-64; 9
2021-10-13;65-69;16
2021-10-13;70-74;13
2021-10-13;75-79;20
2021-10-13;80-84;30
2021-10-13;85-89;37
2021-10-13;90-94;16
2021-10-13;95-99; 8
2021-10-13;100+; 2
2021-10-14;0-4; 0
2021-10-14;5-9; 0
2021-10-14;10-14; 0
2021-10-14;15-19; 1
2021-10-14;20-24; 0
2021-10-14;25-29; 0
2021-10-14;30-34; 0
2021-10-14;35-39; 0
2021-10-14;40-44; 0
2021-10-14;45-49; 1
2021-10-14;50-54; 6
2021-10-14;55-59; 4
2021-10-14;60-64; 8
2021-10-14;65-69;12
2021-10-14;70-74;18
2021-10-14;75-79;34
2021-10-14;80-84;19
2021-10-14;85-89;29
2021-10-14;90-94;19
2021-10-14;95-99;11
2021-10-14;100+; 4
2021-10-15;0-4; 1
2021-10-15;5-9; 0
2021-10-15;10-14; 0
2021-10-15;15-19; 0
2021-10-15;20-24; 0
2021-10-15;25-29; 0
2021-10-15;30-34; 1
2021-10-15;35-39; 1
2021-10-15;40-44; 1
2021-10-15;45-49; 3
2021-10-15;50-54; 2
2021-10-15;55-59; 5
2021-10-15;60-64; 8
2021-10-15;65-69;14
2021-10-15;70-74;19
2021-10-15;75-79;26
2021-10-15;80-84;28
2021-10-15;85-89;32
2021-10-15;90-94;19
2021-10-15;95-99; 4
2021-10-15;100+; 3
2021-10-16;0-4; 0
2021-10-16;5-9; 0
2021-10-16;10-14; 0
2021-10-16;15-19; 1
2021-10-16;20-24; 1
2021-10-16;25-29; 0
2021-10-16;30-34; 0
2021-10-16;35-39; 1
2021-10-16;40-44; 1
2021-10-16;45-49; 2
2021-10-16;50-54; 5
2021-10-16;55-59; 4
2021-10-16;60-64; 5
2021-10-16;65-69;15
2021-10-16;70-74;16
2021-10-16;75-79;26
2021-10-16;80-84;25
2021-10-16;85-89;27
2021-10-16;90-94;26
2021-10-16;95-99;10
2021-10-16;100+; 1
2021-10-17;0-4; 0
2021-10-17;5-9; 1
2021-10-17;10-14; 0
2021-10-17;15-19; 0
2021-10-17;20-24; 2
2021-10-17;25-29; 1
2021-10-17;30-34; 1
2021-10-17;35-39; 0
2021-10-17;40-44; 2
2021-10-17;45-49; 2
2021-10-17;50-54; 5
2021-10-17;55-59; 4
2021-10-17;60-64; 7
2021-10-17;65-69; 8
2021-10-17;70-74;17
2021-10-17;75-79;33
2021-10-17;80-84;23
2021-10-17;85-89;28
2021-10-17;90-94;18
2021-10-17;95-99; 6
2021-10-17;100+; 2
2021-10-18;0-4; 0
2021-10-18;5-9; 0
2021-10-18;10-14; 0
2021-10-18;15-19; 1
2021-10-18;20-24; 0
2021-10-18;25-29; 1
2021-10-18;30-34; 0
2021-10-18;35-39; 0
2021-10-18;40-44; 0
2021-10-18;45-49; 2
2021-10-18;50-54; 4
2021-10-18;55-59; 9
2021-10-18;60-64; 5
2021-10-18;65-69; 5
2021-10-18;70-74;14
2021-10-18;75-79;27
2021-10-18;80-84;27
2021-10-18;85-89;24
2021-10-18;90-94;35
2021-10-18;95-99;11
2021-10-18;100+; 0
2021-10-19;0-4; 2
2021-10-19;5-9; 0
2021-10-19;10-14; 1
2021-10-19;15-19; 0
2021-10-19;20-24; 0
2021-10-19;25-29; 0
2021-10-19;30-34; 1
2021-10-19;35-39; 3
2021-10-19;40-44; 2
2021-10-19;45-49; 1
2021-10-19;50-54; 3
2021-10-19;55-59; 5
2021-10-19;60-64; 5
2021-10-19;65-69;10
2021-10-19;70-74;16
2021-10-19;75-79;23
2021-10-19;80-84;23
2021-10-19;85-89;23
2021-10-19;90-94;24
2021-10-19;95-99; 8
2021-10-19;100+; 3
2021-10-20;0-4; 0
2021-10-20;5-9; 0
2021-10-20;10-14; 1
2021-10-20;15-19; 0
2021-10-20;20-24; 0
2021-10-20;25-29; 1
2021-10-20;30-34; 1
2021-10-20;35-39; 1
2021-10-20;40-44; 0
2021-10-20;45-49; 1
2021-10-20;50-54; 0
2021-10-20;55-59; 4
2021-10-20;60-64; 6
2021-10-20;65-69;13
2021-10-20;70-74;17
2021-10-20;75-79;25
2021-10-20;80-84;13
2021-10-20;85-89;33
2021-10-20;90-94;34
2021-10-20;95-99;10
2021-10-20;100+; 2
2021-10-21;0-4; 1
2021-10-21;5-9; 0
2021-10-21;10-14; 0
2021-10-21;15-19; 0
2021-10-21;20-24; 1
2021-10-21;25-29; 1
2021-10-21;30-34; 0
2021-10-21;35-39; 1
2021-10-21;40-44; 0
2021-10-21;45-49; 3
2021-10-21;50-54; 3
2021-10-21;55-59; 2
2021-10-21;60-64; 9
2021-10-21;65-69;16
2021-10-21;70-74;20
2021-10-21;75-79;24
2021-10-21;80-84;28
2021-10-21;85-89;39
2021-10-21;90-94; 9
2021-10-21;95-99;11
2021-10-21;100+; 2
2021-10-22;0-4; 0
2021-10-22;5-9; 0
2021-10-22;10-14; 0
2021-10-22;15-19; 1
2021-10-22;20-24; 0
2021-10-22;25-29; 1
2021-10-22;30-34; 2
2021-10-22;35-39; 1
2021-10-22;40-44; 2
2021-10-22;45-49; 1
2021-10-22;50-54; 7
2021-10-22;55-59; 6
2021-10-22;60-64; 9
2021-10-22;65-69;15
2021-10-22;70-74;15
2021-10-22;75-79;24
2021-10-22;80-84;26
2021-10-22;85-89;31
2021-10-22;90-94;19
2021-10-22;95-99; 7
2021-10-22;100+; 3
2021-10-23;0-4; 0
2021-10-23;5-9; 0
2021-10-23;10-14; 0
2021-10-23;15-19; 0
2021-10-23;20-24; 0
2021-10-23;25-29; 0
2021-10-23;30-34; 1
2021-10-23;35-39; 1
2021-10-23;40-44; 0
2021-10-23;45-49; 0
2021-10-23;50-54; 3
2021-10-23;55-59; 2
2021-10-23;60-64; 9
2021-10-23;65-69;12
2021-10-23;70-74; 9
2021-10-23;75-79;25
2021-10-23;80-84;25
2021-10-23;85-89;28
2021-10-23;90-94;22
2021-10-23;95-99; 9
2021-10-23;100+; 1
2021-10-24;0-4; 0
2021-10-24;5-9; 0
2021-10-24;10-14; 0
2021-10-24;15-19; 0
2021-10-24;20-24; 1
2021-10-24;25-29; 0
2021-10-24;30-34; 0
2021-10-24;35-39; 1
2021-10-24;40-44; 1
2021-10-24;45-49; 0
2021-10-24;50-54; 3
2021-10-24;55-59; 4
2021-10-24;60-64; 7
2021-10-24;65-69;14
2021-10-24;70-74;15
2021-10-24;75-79;16
2021-10-24;80-84;29
2021-10-24;85-89;31
2021-10-24;90-94;14
2021-10-24;95-99; 6
2021-10-24;100+; 1
2021-10-25;0-4; 0
2021-10-25;5-9; 0
2021-10-25;10-14; 0
2021-10-25;15-19; 0
2021-10-25;20-24; 0
2021-10-25;25-29; 1
2021-10-25;30-34; 0
2021-10-25;35-39; 0
2021-10-25;40-44; 1
2021-10-25;45-49; 3
2021-10-25;50-54; 2
2021-10-25;55-59;10
2021-10-25;60-64; 4
2021-10-25;65-69;15
2021-10-25;70-74;21
2021-10-25;75-79;22
2021-10-25;80-84;36
2021-10-25;85-89;26
2021-10-25;90-94;15
2021-10-25;95-99; 6
2021-10-25;100+; 2
2021-10-26;0-4; 0
2021-10-26;5-9; 0
2021-10-26;10-14; 0
2021-10-26;15-19; 0
2021-10-26;20-24; 0
2021-10-26;25-29; 0
2021-10-26;30-34; 0
2021-10-26;35-39; 0
2021-10-26;40-44; 0
2021-10-26;45-49; 1
2021-10-26;50-54; 3
2021-10-26;55-59;10
2021-10-26;60-64; 9
2021-10-26;65-69;13
2021-10-26;70-74;15
2021-10-26;75-79;31
2021-10-26;80-84;25
2021-10-26;85-89;18
2021-10-26;90-94;24
2021-10-26;95-99; 9
2021-10-26;100+; 3
2021-10-27;0-4; 2
2021-10-27;5-9; 0
2021-10-27;10-14; 0
2021-10-27;15-19; 0
2021-10-27;20-24; 1
2021-10-27;25-29; 1
2021-10-27;30-34; 0
2021-10-27;35-39; 0
2021-10-27;40-44; 1
2021-10-27;45-49; 2
2021-10-27;50-54; 3
2021-10-27;55-59;11
2021-10-27;60-64; 9
2021-10-27;65-69;12
2021-10-27;70-74;14
2021-10-27;75-79;19
2021-10-27;80-84;23
2021-10-27;85-89;31
2021-10-27;90-94;28
2021-10-27;95-99;11
2021-10-27;100+; 2
2021-10-28;0-4; 1
2021-10-28;5-9; 0
