Date;Age;Deaths
2021-10-28;10-14; 0
2021-10-28;15-19; 0
2021-10-28;20-24; 0
2021-10-28;25-29; 0
2021-10-28;30-34; 1
2021-10-28;35-39; 0
2021-10-28;40-44; 2
2021-10-28;45-49; 1
2021-10-28;50-54; 2
2021-10-28;55-59; 6
2021-10-28;60-64;12
2021-10-28;65-69;11
2021-10-28;70-74;10
2021-10-28;75-79;30
2021-10-28;80-84;23
2021-10-28;85-89;31
2021-10-28;90-94;18
2021-10-28;95-99; 7
2021-10-28;100+; 1
2021-10-29;0-4; 1
2021-10-29;5-9; 1
2021-10-29;10-14; 0
2021-10-29;15-19; 0
2021-10-29;20-24; 0
2021-10-29;25-29; 0
2021-10-29;30-34; 0
2021-10-29;35-39; 2
2021-10-29;40-44; 1
2021-10-29;45-49; 0
2021-10-29;50-54; 0
2021-10-29;55-59; 4
2021-10-29;60-64;11
2021-10-29;65-69;10
2021-10-29;70-74;15
2021-10-29;75-79;19
2021-10-29;80-84;32
2021-10-29;85-89;33
2021-10-29;90-94;10
2021-10-29;95-99; 7
2021-10-29;100+; 3
2021-10-30;0-4; 0
2021-10-30;5-9; 0
2021-10-30;10-14; 0
2021-10-30;15-19; 0
2021-10-30;20-24; 1
2021-10-30;25-29; 1
2021-10-30;30-34; 0
2021-10-30;35-39; 0
2021-10-30;40-44; 0
2021-10-30;45-49; 1
2021-10-30;50-54; 4
2021-10-30;55-59; 6
2021-10-30;60-64; 5
2021-10-30;65-69; 8
2021-10-30;70-74;22
2021-10-30;75-79;30
2021-10-30;80-84;18
2021-10-30;85-89;25
2021-10-30;90-94;19
2021-10-30;95-99;13
2021-10-30;100+; 3
2021-10-31;0-4; 1
2021-10-31;5-9; 0
2021-10-31;10-14; 0
2021-10-31;15-19; 3
2021-10-31;20-24; 1
2021-10-31;25-29; 1
2021-10-31;30-34; 1
2021-10-31;35-39; 1
2021-10-31;40-44; 0
2021-10-31;45-49; 0
2021-10-31;50-54; 2
2021-10-31;55-59; 8
2021-10-31;60-64; 7
2021-10-31;65-69; 5
2021-10-31;70-74;12
2021-10-31;75-79;25
2021-10-31;80-84;24
2021-10-31;85-89;30
2021-10-31;90-94;18
2021-10-31;95-99; 8
2021-10-31;100+; 4
2021-11-01;0-4; 1
2021-11-01;5-9; 0
2021-11-01;10-14; 0
2021-11-01;15-19; 0
2021-11-01;20-24; 0
2021-11-01;25-29; 0
2021-11-01;30-34; 0
2021-11-01;35-39; 0
2021-11-01;40-44; 1
2021-11-01;45-49; 2
2021-11-01;50-54; 2
2021-11-01;55-59; 4
2021-11-01;60-64;16
2021-11-01;65-69;14
2021-11-01;70-74;14
2021-11-01;75-79;23
2021-11-01;80-84;31
2021-11-01;85-89;26
2021-11-01;90-94;27
2021-11-01;95-99; 6
2021-11-01;100+; 4
2021-11-02;0-4; 0
2021-11-02;5-9; 0
2021-11-02;10-14; 0
2021-11-02;15-19; 0
2021-11-02;20-24; 0
2021-11-02;25-29; 1
2021-11-02;30-34; 0
2021-11-02;35-39; 0
2021-11-02;40-44; 0
2021-11-02;45-49; 0
2021-11-02;50-54; 2
2021-11-02;55-59; 4
2021-11-02;60-64; 6
2021-11-02;65-69; 9
2021-11-02;70-74;13
2021-11-02;75-79;34
2021-11-02;80-84;32
2021-11-02;85-89;34
2021-11-02;90-94;15
2021-11-02;95-99; 5
2021-11-02;100+; 4
2021-11-03;0-4; 2
2021-11-03;5-9; 0
2021-11-03;10-14; 0
2021-11-03;15-19; 0
2021-11-03;20-24; 0
2021-11-03;25-29; 0
2021-11-03;30-34; 0
2021-11-03;35-39; 0
2021-11-03;40-44; 1
2021-11-03;45-49; 0
2021-11-03;50-54; 5
2021-11-03;55-59; 0
2021-11-03;60-64;15
2021-11-03;65-69; 8
2021-11-03;70-74;20
2021-11-03;75-79;23
2021-11-03;80-84;30
2021-11-03;85-89;24
2021-11-03;90-94;15
2021-11-03;95-99; 6
2021-11-03;100+; 2
2021-11-04;0-4; 1
2021-11-04;5-9; 0
2021-11-04;10-14; 0
2021-11-04;15-19; 0
2021-11-04;20-24; 0
2021-11-04;25-29; 0
2021-11-04;30-34; 0
2021-11-04;35-39; 1
2021-11-04;40-44; 0
2021-11-04;45-49; 2
2021-11-04;50-54; 4
2021-11-04;55-59; 6
2021-11-04;60-64; 7
2021-11-04;65-69;12
2021-11-04;70-74;17
2021-11-04;75-79;22
2021-11-04;80-84;35
2021-11-04;85-89;32
2021-11-04;90-94;26
2021-11-04;95-99;13
2021-11-04;100+; 2
2021-11-05;0-4; 1
2021-11-05;5-9; 0
2021-11-05;10-14; 0
2021-11-05;15-19; 0
2021-11-05;20-24; 2
2021-11-05;25-29; 0
2021-11-05;30-34; 0
2021-11-05;35-39; 0
2021-11-05;40-44; 0
2021-11-05;45-49; 0
2021-11-05;50-54; 2
2021-11-05;55-59; 3
2021-11-05;60-64;10
2021-11-05;65-69;12
2021-11-05;70-74;20
2021-11-05;75-79;24
2021-11-05;80-84;22
2021-11-05;85-89;28
2021-11-05;90-94;17
2021-11-05;95-99;13
2021-11-05;100+; 2
2021-11-06;0-4; 0
2021-11-06;5-9; 0
2021-11-06;10-14; 0
2021-11-06;15-19; 0
2021-11-06;20-24; 0
2021-11-06;25-29; 0
2021-11-06;30-34; 0
2021-11-06;35-39; 0
2021-11-06;40-44; 0
2021-11-06;45-49; 0
2021-11-06;50-54; 2
2021-11-06;55-59; 8
2021-11-06;60-64; 6
2021-11-06;65-69;12
2021-11-06;70-74;12
2021-11-06;75-79;25
2021-11-06;80-84;28
2021-11-06;85-89;24
2021-11-06;90-94;18
2021-11-06;95-99;13
2021-11-06;100+; 1
2021-11-07;0-4; 2
2021-11-07;5-9; 0
2021-11-07;10-14; 0
2021-11-07;15-19; 0
2021-11-07;20-24; 1
2021-11-07;25-29; 1
2021-11-07;30-34; 1
2021-11-07;35-39; 0
2021-11-07;40-44; 0
2021-11-07;45-49; 3
2021-11-07;50-54; 2
2021-11-07;55-59; 3
2021-11-07;60-64; 6
2021-11-07;65-69;14
2021-11-07;70-74;16
2021-11-07;75-79;30
2021-11-07;80-84;28
2021-11-07;85-89;28
2021-11-07;90-94;19
2021-11-07;95-99;12
2021-11-07;100+; 1
2021-11-08;0-4; 1
2021-11-08;5-9; 0
2021-11-08;10-14; 0
2021-11-08;15-19; 0
2021-11-08;20-24; 0
2021-11-08;25-29; 0
2021-11-08;30-34; 0
2021-11-08;35-39; 0
2021-11-08;40-44; 1
2021-11-08;45-49; 3
2021-11-08;50-54; 3
2021-11-08;55-59; 6
2021-11-08;60-64; 6
2021-11-08;65-69;14
2021-11-08;70-74;17
2021-11-08;75-79;27
2021-11-08;80-84;28
2021-11-08;85-89;20
2021-11-08;90-94;23
2021-11-08;95-99; 9
2021-11-08;100+; 3
2021-11-09;0-4; 0
2021-11-09;5-9; 0
2021-11-09;10-14; 0
2021-11-09;15-19; 0
2021-11-09;20-24; 0
2021-11-09;25-29; 0
2021-11-09;30-34; 0
2021-11-09;35-39; 1
2021-11-09;40-44; 1
2021-11-09;45-49; 1
2021-11-09;50-54; 1
2021-11-09;55-59; 6
2021-11-09;60-64; 8
2021-11-09;65-69;14
2021-11-09;70-74;17
2021-11-09;75-79;20
2021-11-09;80-84;20
2021-11-09;85-89;28
2021-11-09;90-94;16
2021-11-09;95-99; 7
2021-11-09;100+; 3
2021-11-10;0-4; 0
2021-11-10;5-9; 0
2021-11-10;10-14; 0
2021-11-10;15-19; 1
2021-11-10;20-24; 0
2021-11-10;25-29; 0
2021-11-10;30-34; 1
2021-11-10;35-39; 0
2021-11-10;40-44; 2
2021-11-10;45-49; 1
2021-11-10;50-54; 1
2021-11-10;55-59; 6
2021-11-10;60-64;11
2021-11-10;65-69;10
2021-11-10;70-74;17
2021-11-10;75-79;23
2021-11-10;80-84;29
2021-11-10;85-89;41
2021-11-10;90-94;26
2021-11-10;95-99; 6
2021-11-10;100+; 3
2021-11-11;0-4; 1
2021-11-11;5-9; 0
2021-11-11;10-14; 0
2021-11-11;15-19; 1
2021-11-11;20-24; 1
2021-11-11;25-29; 0
2021-11-11;30-34; 0
2021-11-11;35-39; 0
2021-11-11;40-44; 1
2021-11-11;45-49; 1
2021-11-11;50-54; 3
2021-11-11;55-59; 5
2021-11-11;60-64; 7
2021-11-11;65-69;13
2021-11-11;70-74;17
2021-11-11;75-79;24
2021-11-11;80-84;30
2021-11-11;85-89;33
2021-11-11;90-94;30
2021-11-11;95-99; 1
2021-11-11;100+; 0
2021-11-12;0-4; 0
2021-11-12;5-9; 0
2021-11-12;10-14; 0
2021-11-12;15-19; 0
2021-11-12;20-24; 0
2021-11-12;25-29; 0
2021-11-12;30-34; 0
2021-11-12;35-39; 2
2021-11-12;40-44; 0
2021-11-12;45-49; 2
2021-11-12;50-54; 0
2021-11-12;55-59; 4
2021-11-12;60-64; 5
2021-11-12;65-69;10
2021-11-12;70-74;13
2021-11-12;75-79;18
2021-11-12;80-84;31
2021-11-12;85-89;40
2021-11-12;90-94;21
2021-11-12;95-99;12
2021-11-12;100+; 1
2021-11-13;0-4; 1
2021-11-13;5-9; 0
2021-11-13;10-14; 0
2021-11-13;15-19; 0
2021-11-13;20-24; 0
2021-11-13;25-29; 1
2021-11-13;30-34; 0
2021-11-13;35-39; 0
2021-11-13;40-44; 1
2021-11-13;45-49; 2
2021-11-13;50-54; 1
2021-11-13;55-59; 7
2021-11-13;60-64; 9
2021-11-13;65-69;13
2021-11-13;70-74;19
2021-11-13;75-79;22
2021-11-13;80-84;25
2021-11-13;85-89;23
2021-11-13;90-94;15
2021-11-13;95-99; 5
2021-11-13;100+; 1
2021-11-14;0-4; 0
2021-11-14;5-9; 0
2021-11-14;10-14; 1
2021-11-14;15-19; 0
2021-11-14;20-24; 0
2021-11-14;25-29; 0
2021-11-14;30-34; 1
2021-11-14;35-39; 0
2021-11-14;40-44; 1
2021-11-14;45-49; 0
2021-11-14;50-54; 3
2021-11-14;55-59; 4
2021-11-14;60-64; 8
2021-11-14;65-69;16
2021-11-14;70-74;18
2021-11-14;75-79;25
2021-11-14;80-84;20
2021-11-14;85-89;29
2021-11-14;90-94;26
2021-11-14;95-99;13
2021-11-14;100+; 2
2021-11-15;0-4; 0
2021-11-15;5-9; 0
2021-11-15;10-14; 0
2021-11-15;15-19; 0
2021-11-15;20-24; 0
2021-11-15;25-29; 1
2021-11-15;30-34; 0
2021-11-15;35-39; 0
2021-11-15;40-44; 1
2021-11-15;45-49; 3
2021-11-15;50-54; 3
2021-11-15;55-59; 5
2021-11-15;60-64; 8
2021-11-15;65-69;10
2021-11-15;70-74;18
2021-11-15;75-79;28
2021-11-15;80-84;28
2021-11-15;85-89;28
2021-11-15;90-94;16
2021-11-15;95-99; 8
2021-11-15;100+; 1
2021-11-16;0-4; 1
2021-11-16;5-9; 0
2021-11-16;10-14; 0
2021-11-16;15-19; 1
2021-11-16;20-24; 0
2021-11-16;25-29; 0
2021-11-16;30-34; 0
2021-11-16;35-39; 0
2021-11-16;40-44; 0
2021-11-16;45-49; 4
2021-11-16;50-54; 5
2021-11-16;55-59; 4
2021-11-16;60-64; 8
2021-11-16;65-69; 8
2021-11-16;70-74;11
2021-11-16;75-79;25
2021-11-16;80-84;28
2021-11-16;85-89;28
2021-11-16;90-94;12
2021-11-16;95-99;11
2021-11-16;100+; 1
2021-11-17;0-4; 0
2021-11-17;5-9; 0
2021-11-17;10-14; 0
2021-11-17;15-19; 0
2021-11-17;20-24; 0
2021-11-17;25-29; 2
2021-11-17;30-34; 0
2021-11-17;35-39; 0
2021-11-17;40-44; 1
2021-11-17;45-49; 3
2021-11-17;50-54; 3
2021-11-17;55-59; 5
2021-11-17;60-64; 5
2021-11-17;65-69;13
2021-11-17;70-74;11
2021-11-17;75-79;28
2021-11-17;80-84;29
2021-11-17;85-89;27
2021-11-17;90-94;14
2021-11-17;95-99; 9
2021-11-17;100+; 1
2021-11-18;0-4; 2
2021-11-18;5-9; 0
2021-11-18;10-14; 0
2021-11-18;15-19; 0
2021-11-18;20-24; 0
2021-11-18;25-29; 1
2021-11-18;30-34; 0
2021-11-18;35-39; 0
2021-11-18;40-44; 1
2021-11-18;45-49; 1
2021-11-18;50-54; 3
2021-11-18;55-59; 9
2021-11-18;60-64; 5
2021-11-18;65-69;11
2021-11-18;70-74;18
2021-11-18;75-79;29
2021-11-18;80-84;34
2021-11-18;85-89;29
2021-11-18;90-94;19
2021-11-18;95-99;10
2021-11-18;100+; 0
2021-11-19;0-4; 0
2021-11-19;5-9; 0
2021-11-19;10-14; 0
2021-11-19;15-19; 0
2021-11-19;20-24; 0
2021-11-19;25-29; 0
2021-11-19;30-34; 0
2021-11-19;35-39; 0
2021-11-19;40-44; 3
2021-11-19;45-49; 2
2021-11-19;50-54; 2
2021-11-19;55-59; 5
2021-11-19;60-64;10
2021-11-19;65-69;14
2021-11-19;70-74;24
2021-11-19;75-79;31
2021-11-19;80-84;37
2021-11-19;85-89;27
2021-11-19;90-94;15
2021-11-19;95-99; 8
2021-11-19;100+; 3
2021-11-20;0-4; 0
2021-11-20;5-9; 0
2021-11-20;10-14; 0
2021-11-20;15-19; 0
2021-11-20;20-24; 0
2021-11-20;25-29; 0
2021-11-20;30-34; 1
2021-11-20;35-39; 0
2021-11-20;40-44; 0
2021-11-20;45-49; 4
2021-11-20;50-54; 1
2021-11-20;55-59; 5
2021-11-20;60-64; 4
2021-11-20;65-69;13
2021-11-20;70-74;15
2021-11-20;75-79;16
2021-11-20;80-84;26
2021-11-20;85-89;26
2021-11-20;90-94;25
2021-11-20;95-99; 5
2021-11-20;100+; 2
2021-11-21;0-4; 1
2021-11-21;5-9; 0
2021-11-21;10-14; 0
2021-11-21;15-19; 0
2021-11-21;20-24; 0
2021-11-21;25-29; 1
2021-11-21;30-34; 0
2021-11-21;35-39; 1
2021-11-21;40-44; 0
2021-11-21;45-49; 1
2021-11-21;50-54; 4
2021-11-21;55-59; 6
2021-11-21;60-64; 5
2021-11-21;65-69;15
2021-11-21;70-74;13
2021-11-21;75-79;24
2021-11-21;80-84;28
2021-11-21;85-89;19
2021-11-21;90-94;23
2021-11-21;95-99;13
2021-11-21;100+; 4
2021-11-22;0-4; 0
2021-11-22;5-9; 0
2021-11-22;10-14; 0
2021-11-22;15-19; 1
2021-11-22;20-24; 0
2021-11-22;25-29; 0
2021-11-22;30-34; 1
2021-11-22;35-39; 1
2021-11-22;40-44; 1
2021-11-22;45-49; 2
2021-11-22;50-54; 4
2021-11-22;55-59; 4
2021-11-22;60-64;11
2021-11-22;65-69; 5
2021-11-22;70-74;18
2021-11-22;75-79;35
2021-11-22;80-84;16
2021-11-22;85-89;28
2021-11-22;90-94;16
2021-11-22;95-99;14
2021-11-22;100+; 1
2021-11-23;0-4; 0
2021-11-23;5-9; 0
2021-11-23;10-14; 0
2021-11-23;15-19; 0
2021-11-23;20-24; 0
2021-11-23;25-29; 1
2021-11-23;30-34; 1
2021-11-23;35-39; 1
2021-11-23;40-44; 2
2021-11-23;45-49; 2
2021-11-23;50-54; 3
2021-11-23;55-59; 8
2021-11-23;60-64;14
2021-11-23;65-69;12
2021-11-23;70-74;15
2021-11-23;75-79;27
2021-11-23;80-84;25
2021-11-23;85-89;18
2021-11-23;90-94;25
2021-11-23;95-99;10
2021-11-23;100+; 2
2021-11-24;0-4; 0
2021-11-24;5-9; 0
2021-11-24;10-14; 0
2021-11-24;15-19; 0
2021-11-24;20-24; 1
2021-11-24;25-29; 0
2021-11-24;30-34; 1
2021-11-24;35-39; 1
2021-11-24;40-44; 0
2021-11-24;45-49; 0
2021-11-24;50-54; 2
2021-11-24;55-59; 6
2021-11-24;60-64;10
2021-11-24;65-69;11
2021-11-24;70-74;15
2021-11-24;75-79;34
2021-11-24;80-84;34
2021-11-24;85-89;28
2021-11-24;90-94;22
2021-11-24;95-99; 8
2021-11-24;100+; 1
2021-11-25;0-4; 1
2021-11-25;5-9; 0
2021-11-25;10-14; 0
2021-11-25;15-19; 0
2021-11-25;20-24; 0
2021-11-25;25-29; 0
2021-11-25;30-34; 0
2021-11-25;35-39; 0
2021-11-25;40-44; 0
2021-11-25;45-49; 5
2021-11-25;50-54; 2
2021-11-25;55-59; 4
2021-11-25;60-64;10
2021-11-25;65-69;13
2021-11-25;70-74;28
2021-11-25;75-79;27
2021-11-25;80-84;35
2021-11-25;85-89;33
2021-11-25;90-94;19
2021-11-25;95-99;15
2021-11-25;100+; 0
2021-11-26;0-4; 1
2021-11-26;5-9; 0
2021-11-26;10-14; 0
2021-11-26;15-19; 0
2021-11-26;20-24; 0
2021-11-26;25-29; 0
2021-11-26;30-34; 1
2021-11-26;35-39; 0
2021-11-26;40-44; 1
2021-11-26;45-49; 2
2021-11-26;50-54; 4
2021-11-26;55-59; 6
2021-11-26;60-64; 6
2021-11-26;65-69;15
2021-11-26;70-74;20
2021-11-26;75-79;29
2021-11-26;80-84;24
2021-11-26;85-89;22
2021-11-26;90-94;23
2021-11-26;95-99; 8
2021-11-26;100+; 1
2021-11-27;0-4; 2
2021-11-27;5-9; 0
2021-11-27;10-14; 0
2021-11-27;15-19; 0
2021-11-27;20-24; 0
2021-11-27;25-29; 0
2021-11-27;30-34; 0
2021-11-27;35-39; 0
2021-11-27;40-44; 2
2021-11-27;45-49; 1
2021-11-27;50-54; 2
2021-11-27;55-59; 5
2021-11-27;60-64;11
2021-11-27;65-69; 5
2021-11-27;70-74;18
2021-11-27;75-79;33
2021-11-27;80-84;39
2021-11-27;85-89;31
2021-11-27;90-94;21
2021-11-27;95-99;11
2021-11-27;100+; 2
2021-11-28;0-4; 1
2021-11-28;5-9; 0
2021-11-28;10-14; 0
2021-11-28;15-19; 0
2021-11-28;20-24; 0
2021-11-28;25-29; 1
2021-11-28;30-34; 0
2021-11-28;35-39; 1
2021-11-28;40-44; 1
2021-11-28;45-49; 6
2021-11-28;50-54; 1
2021-11-28;55-59; 4
2021-11-28;60-64; 9
2021-11-28;65-69;13
2021-11-28;70-74;23
2021-11-28;75-79;16
2021-11-28;80-84;27
2021-11-28;85-89;24
2021-11-28;90-94;18
2021-11-28;95-99; 9
2021-11-28;100+; 0
2021-11-29;0-4; 0
2021-11-29;5-9; 0
2021-11-29;10-14; 0
2021-11-29;15-19; 0
2021-11-29;20-24; 1
2021-11-29;25-29; 0
2021-11-29;30-34; 1
2021-11-29;35-39; 0
2021-11-29;40-44; 1
2021-11-29;45-49; 1
2021-11-29;50-54; 2
2021-11-29;55-59; 5
2021-11-29;60-64; 6
2021-11-29;65-69;15
2021-11-29;70-74;20
2021-11-29;75-79;24
2021-11-29;80-84;31
2021-11-29;85-89;25
2021-11-29;90-94;22
2021-11-29;95-99; 3
2021-11-29;100+; 1
2021-11-30;0-4; 0
2021-11-30;5-9; 0
2021-11-30;10-14; 0
2021-11-30;15-19; 1
2021-11-30;20-24; 0
2021-11-30;25-29; 0
2021-11-30;30-34; 0
2021-11-30;35-39; 1
2021-11-30;40-44; 1
2021-11-30;45-49; 4
2021-11-30;50-54; 3
2021-11-30;55-59; 3
2021-11-30;60-64; 4
2021-11-30;65-69;14
2021-11-30;70-74;22
2021-11-30;75-79;23
2021-11-30;80-84;44
2021-11-30;85-89;40
2021-11-30;90-94;16
2021-11-30;95-99; 7
2021-11-30;100+; 5
2021-12-01;0-4; 1
2021-12-01;5-9; 0
2021-12-01;10-14; 1
2021-12-01;15-19; 0
2021-12-01;20-24; 0
2021-12-01;25-29; 0
2021-12-01;30-34; 0
2021-12-01;35-39; 0
2021-12-01;40-44; 2
2021-12-01;45-49; 0
2021-12-01;50-54; 4
2021-12-01;55-59; 8
2021-12-01;60-64;11
2021-12-01;65-69;16
2021-12-01;70-74;14
2021-12-01;75-79;31
2021-12-01;80-84;33
2021-12-01;85-89;23
2021-12-01;90-94;21
2021-12-01;95-99; 8
2021-12-01;100+; 3
2021-12-02;0-4; 1
2021-12-02;5-9; 0
2021-12-02;10-14; 0
2021-12-02;15-19; 0
2021-12-02;20-24; 0
2021-12-02;25-29; 1
2021-12-02;30-34; 0
2021-12-02;35-39; 0
2021-12-02;40-44; 1
2021-12-02;45-49; 1
2021-12-02;50-54; 6
2021-12-02;55-59; 4
2021-12-02;60-64; 7
2021-12-02;65-69;15
2021-12-02;70-74;12
2021-12-02;75-79;35
2021-12-02;80-84;23
2021-12-02;85-89;34
2021-12-02;90-94;24
2021-12-02;95-99;15
2021-12-02;100+; 1
2021-12-03;0-4; 0
2021-12-03;5-9; 0
2021-12-03;10-14; 0
2021-12-03;15-19; 0
2021-12-03;20-24; 0
2021-12-03;25-29; 0
2021-12-03;30-34; 1
2021-12-03;35-39; 0
2021-12-03;40-44; 4
2021-12-03;45-49; 3
2021-12-03;50-54; 3
2021-12-03;55-59; 6
2021-12-03;60-64;12
2021-12-03;65-69; 7
2021-12-03;70-74;19
2021-12-03;75-79;39
2021-12-03;80-84;22
2021-12-03;85-89;27
2021-12-03;90-94;16
2021-12-03;95-99;11
2021-12-03;100+; 3
2021-12-04;0-4; 0
2021-12-04;5-9; 0
2021-12-04;10-14; 0
2021-12-04;15-19; 0
2021-12-04;20-24; 0
2021-12-04;25-29; 0
2021-12-04;30-34; 0
2021-12-04;35-39; 1
2021-12-04;40-44; 1
2021-12-04;45-49; 1
2021-12-04;50-54; 4
2021-12-04;55-59; 4
2021-12-04;60-64;14
2021-12-04;65-69; 6
2021-12-04;70-74;21
2021-12-04;75-79;18
2021-12-04;80-84;30
2021-12-04;85-89;31
2021-12-04;90-94;23
2021-12-04;95-99; 9
2021-12-04;100+; 2
2021-12-05;0-4; 1
2021-12-05;5-9; 0
2021-12-05;10-14; 0
2021-12-05;15-19; 1
2021-12-05;20-24; 0
2021-12-05;25-29; 2
2021-12-05;30-34; 0
2021-12-05;35-39; 0
2021-12-05;40-44; 2
2021-12-05;45-49; 0
2021-12-05;50-54; 1
2021-12-05;55-59; 7
2021-12-05;60-64; 7
2021-12-05;65-69; 8
2021-12-05;70-74;20
2021-12-05;75-79;29
2021-12-05;80-84;20
2021-12-05;85-89;24
2021-12-05;90-94;18
2021-12-05;95-99;11
2021-12-05;100+; 1
2021-12-06;0-4; 0
2021-12-06;5-9; 0
2021-12-06;10-14; 1
2021-12-06;15-19; 0
2021-12-06;20-24; 0
2021-12-06;25-29; 1
2021-12-06;30-34; 0
2021-12-06;35-39; 2
2021-12-06;40-44; 1
2021-12-06;45-49; 1
2021-12-06;50-54; 3
2021-12-06;55-59; 5
2021-12-06;60-64;12
2021-12-06;65-69;13
2021-12-06;70-74;30
2021-12-06;75-79;23
2021-12-06;80-84;24
2021-12-06;85-89;31
2021-12-06;90-94;22
2021-12-06;95-99;11
2021-12-06;100+; 1
2021-12-07;0-4; 0
2021-12-07;5-9; 0
2021-12-07;10-14; 0
2021-12-07;15-19; 0
2021-12-07;20-24; 1
2021-12-07;25-29; 0
2021-12-07;30-34; 0
2021-12-07;35-39; 1
2021-12-07;40-44; 1
2021-12-07;45-49; 3
2021-12-07;50-54; 3
2021-12-07;55-59; 6
2021-12-07;60-64; 9
2021-12-07;65-69;13
2021-12-07;70-74;19
2021-12-07;75-79;29
2021-12-07;80-84;32
2021-12-07;85-89;27
2021-12-07;90-94;22
2021-12-07;95-99; 7
2021-12-07;100+; 3
2021-12-08;0-4; 0
2021-12-08;5-9; 0
2021-12-08;10-14; 0
2021-12-08;15-19; 0
2021-12-08;20-24; 0
2021-12-08;25-29; 0
2021-12-08;30-34; 1
2021-12-08;35-39; 0
2021-12-08;40-44; 0
2021-12-08;45-49; 1
2021-12-08;50-54; 1
2021-12-08;55-59; 8
2021-12-08;60-64;16
2021-12-08;65-69;16
2021-12-08;70-74;24
2021-12-08;75-79;19
2021-12-08;80-84;31
2021-12-08;85-89;24
2021-12-08;90-94;23
2021-12-08;95-99;10
2021-12-08;100+; 3
2021-12-09;0-4; 1
2021-12-09;5-9; 0
2021-12-09;10-14; 0
2021-12-09;15-19; 0
2021-12-09;20-24; 1
2021-12-09;25-29; 1
2021-12-09;30-34; 1
2021-12-09;35-39; 0
2021-12-09;40-44; 0
2021-12-09;45-49; 2
2021-12-09;50-54; 3
2021-12-09;55-59; 6
2021-12-09;60-64; 3
2021-12-09;65-69;11
2021-12-09;70-74;21
2021-12-09;75-79;38
2021-12-09;80-84;31
2021-12-09;85-89;36
2021-12-09;90-94;24
2021-12-09;95-99;16
2021-12-09;100+; 0
2021-12-10;0-4; 2
2021-12-10;5-9; 0
2021-12-10;10-14; 0
2021-12-10;15-19; 0
2021-12-10;20-24; 0
2021-12-10;25-29; 0
2021-12-10;30-34; 2
2021-12-10;35-39; 1
2021-12-10;40-44; 0
2021-12-10;45-49; 3
2021-12-10;50-54; 2
2021-12-10;55-59; 1
2021-12-10;60-64; 8
2021-12-10;65-69; 9
2021-12-10;70-74;16
2021-12-10;75-79;32
2021-12-10;80-84;35
2021-12-10;85-89;32
2021-12-10;90-94;13
2021-12-10;95-99; 8
2021-12-10;100+; 2
2021-12-11;0-4; 2
2021-12-11;5-9; 0
2021-12-11;10-14; 0
2021-12-11;15-19; 0
2021-12-11;20-24; 1
2021-12-11;25-29; 1
2021-12-11;30-34; 0
2021-12-11;35-39; 0
2021-12-11;40-44; 1
2021-12-11;45-49; 3
2021-12-11;50-54; 5
2021-12-11;55-59; 6
2021-12-11;60-64; 6
2021-12-11;65-69;10
2021-12-11;70-74;22
2021-12-11;75-79;23
2021-12-11;80-84;29
2021-12-11;85-89;24
2021-12-11;90-94;17
2021-12-11;95-99;11
2021-12-11;100+; 1
2021-12-12;0-4; 0
2021-12-12;5-9; 0
2021-12-12;10-14; 0
2021-12-12;15-19; 0
2021-12-12;20-24; 0
2021-12-12;25-29; 0
2021-12-12;30-34; 0
2021-12-12;35-39; 0
2021-12-12;40-44; 2
2021-12-12;45-49; 4
2021-12-12;50-54; 2
2021-12-12;55-59; 5
2021-12-12;60-64; 8
2021-12-12;65-69; 8
2021-12-12;70-74;22
2021-12-12;75-79;29
2021-12-12;80-84;34
2021-12-12;85-89;38
2021-12-12;90-94;17
2021-12-12;95-99;11
2021-12-12;100+; 1
2021-12-13;0-4; 0
2021-12-13;5-9; 0
2021-12-13;10-14; 1
2021-12-13;15-19; 0
2021-12-13;20-24; 0
2021-12-13;25-29; 0
2021-12-13;30-34; 1
2021-12-13;35-39; 0
2021-12-13;40-44; 1
2021-12-13;45-49; 2
2021-12-13;50-54; 4
2021-12-13;55-59;10
2021-12-13;60-64;10
2021-12-13;65-69;21
2021-12-13;70-74;25
2021-12-13;75-79;20
2021-12-13;80-84;40
2021-12-13;85-89;23
2021-12-13;90-94;20
2021-12-13;95-99;11
2021-12-13;100+; 0
2021-12-14;0-4; 0
2021-12-14;5-9; 0
2021-12-14;10-14; 0
2021-12-14;15-19; 1
2021-12-14;20-24; 0
2021-12-14;25-29; 0
2021-12-14;30-34; 0
2021-12-14;35-39; 1
2021-12-14;40-44; 0
2021-12-14;45-49; 1
2021-12-14;50-54; 2
2021-12-14;55-59; 6
2021-12-14;60-64; 8
2021-12-14;65-69;12
2021-12-14;70-74;18
2021-12-14;75-79;22
2021-12-14;80-84;37
2021-12-14;85-89;32
2021-12-14;90-94;20
2021-12-14;95-99; 9
2021-12-14;100+; 3
2021-12-15;0-4; 1
2021-12-15;5-9; 1
2021-12-15;10-14; 0
2021-12-15;15-19; 0
2021-12-15;20-24; 0
2021-12-15;25-29; 0
2021-12-15;30-34; 0
2021-12-15;35-39; 0
2021-12-15;40-44; 0
2021-12-15;45-49; 2
2021-12-15;50-54; 3
2021-12-15;55-59; 6
2021-12-15;60-64; 8
2021-12-15;65-69; 9
2021-12-15;70-74;12
2021-12-15;75-79;35
2021-12-15;80-84;28
2021-12-15;85-89;33
2021-12-15;90-94;25
