"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Faxe;30439;29883;23048;81.9;80.4;62.0;37146
Kalundborg;39811;39149;30490;82.3;80.9;63.0;48376
Ringsted;28232;27724;20981;80.2;78.8;59.6;35196
Slagelse;65050;63826;49061;81.6;80.1;61.5;79731
Stevns;19499;19139;15045;82.9;81.4;64.0;23514
Sorø;25176;24803;19104;84.0;82.7;63.7;29984
Lejre;23730;23359;18003;83.0;81.7;63.0;28574
Lolland;32835;32321;25568;82.0;80.7;63.8;40056
Næstved;69331;68203;52310;82.6;81.2;62.3;83951
Guldborgsund;49749;49020;38533;82.5;81.3;63.9;60299
Vordingborg;37443;36807;28912;82.7;81.3;63.8;45295
Bornholm;34062;33509;27156;85.9;84.5;68.5;39648
Middelfart;33922;33414;26303;85.6;84.3;66.4;39632
Assens;34998;34430;26775;85.5;84.1;65.4;40943
Faaborg-Midtfyn;44268;43518;33707;85.3;83.9;65.0;51872
Kerteminde;20527;20175;15813;85.5;84.0;65.8;24017
Nyborg;27542;27098;21143;85.8;84.4;65.9;32103
Odense;172305;169135;127773;83.6;82.1;62.0;206056
Svendborg;50609;49822;38602;85.4;84.1;65.2;59231
Nordfyn;24988;24541;18946;84.0;82.5;63.7;29731
Langeland;10582;10449;8606;85.8;84.8;69.8;12328
Ærø;5275;5189;4379;87.6;86.2;72.7;6022
Haderslev;45637;44870;34193;82.5;81.1;61.8;55294
Billund;22202;21855;16830;83.2;81.9;63.0;26699
Sønderborg;61673;60681;47170;83.7;82.3;64.0;73724
Tønder;29965;29479;22681;81.4;80.1;61.6;36817
Esbjerg;95786;94223;71686;82.9;81.6;62.1;115497
Fanø;2962;2927;2400;86.7;85.6;70.2;3418
Varde;41210;40487;31348;83.0;81.5;63.1;49666
Vejen;34972;34348;25910;82.1;80.7;60.8;42582
Aabenraa;47268;46574;35830;80.5;79.4;61.1;58682
Fredericia;43092;42376;32791;83.5;82.1;63.5;51613
Horsens;77128;75846;56859;81.4;80.1;60.0;94716
Kolding;77022;75778;56344;82.3;80.9;60.2;93613
Vejle;97982;96333;71940;82.2;80.8;60.3;119238
Herning;74712;73477;55332;83.6;82.3;61.9;89326
Holstebro;49462;48596;36745;84.5;83.0;62.8;58549
Lemvig;16560;16346;12983;85.5;84.4;67.0;19378
Struer;17858;17570;13658;85.9;84.6;65.7;20780
Syddjurs;36965;36380;28731;84.6;83.3;65.8;43690
Norddjurs;31287;30795;24465;84.8;83.4;66.3;36905
Favrskov;41423;40684;30705;84.7;83.2;62.8;48920
Odder;19993;19683;15652;85.6;84.3;67.0;23354
Randers;82632;81209;61995;83.4;81.9;62.6;99107
Silkeborg;81069;79633;60739;83.0;81.6;62.2;97634
Samsø;3248;3215;2671;87.5;86.7;72.0;3710
Skanderborg;53967;52911;40322;83.8;82.1;62.6;64418
Århus;296043;290333;221886;83.3;81.7;62.4;355554
Ikast-Brande;34383;33839;25350;82.0;80.7;60.5;41913
Ringkøbing-Skjern;46925;46172;35420;83.5;82.2;63.0;56193
Hedensted;39611;39073;29903;84.0;82.9;63.4;47146
Morsø;17066;16752;12956;85.0;83.4;64.5;20078
Skive;38824;38242;29473;86.1;84.9;65.4;45067
Thisted;36362;35737;27822;84.4;82.9;64.6;43083
Viborg;82081;80693;60870;84.8;83.3;62.9;96832
Brønderslev;30528;29980;22775;84.2;82.7;62.8;36241
Frederikshavn;50191;49436;39136;85.3;84.0;66.5;58846
Vesthimmerland;30068;29552;22765;82.9;81.5;62.8;36277
Læsø;1534;1518;1309;86.1;85.2;73.5;1781
Rebild;25491;25005;18904;83.1;81.5;61.6;30684
Mariagerfjord;35237;34553;26831;84.7;83.0;64.5;41621
Jammerbugt;32336;31739;24675;84.7;83.2;64.7;38166
Aalborg;186455;183058;139224;84.3;82.8;62.9;221179
Hjørring;54499;53642;41322;85.4;84.0;64.7;63833
