"Dato";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-01-21;1424;2059;0;5886638;161200;8017;0;2.74;0.14;0.00
2021-01-22;627;5054;0;5886638;161827;13071;0;2.75;0.22;0.00
2021-01-23;659;6119;0;5886638;162486;19190;0;2.76;0.33;0.00
2021-01-24;537;5536;0;5886638;163023;24726;0;2.77;0.42;0.00
2021-01-25;271;2190;0;5886638;163294;26916;0;2.77;0.46;0.00
2021-01-26;210;1564;0;5886638;163504;28480;0;2.78;0.48;0.00
2021-01-27;205;3947;0;5886638;163709;32427;0;2.78;0.55;0.00
2021-01-28;237;7616;0;5886638;163946;40043;0;2.79;0.68;0.00
2021-01-29;1012;16614;0;5886638;164958;56657;0;2.80;0.96;0.00
2021-01-30;1093;11375;0;5886638;166051;68032;0;2.82;1.16;0.00
2021-01-31;1115;10696;0;5886638;167166;78728;0;2.84;1.34;0.00
2021-02-01;714;7307;0;5886638;167880;86035;0;2.85;1.46;0.00
2021-02-02;1805;2790;0;5886638;169685;88825;0;2.88;1.51;0.00
2021-02-03;1333;5792;0;5886638;171018;94617;0;2.91;1.61;0.00
2021-02-04;1278;10164;0;5886638;172296;104781;0;2.93;1.78;0.00
2021-02-05;1483;12335;0;5886638;173779;117116;0;2.95;1.99;0.00
2021-02-06;927;6199;0;5886638;174706;123315;0;2.97;2.09;0.00
2021-02-07;1694;3317;0;5886638;176400;126632;0;3.00;2.15;0.00
2021-02-08;2293;6572;0;5886638;178693;133204;0;3.04;2.26;0.00
2021-02-09;3303;4519;0;5886638;181996;137723;0;3.09;2.34;0.00
2021-02-10;3150;3632;0;5886638;185146;141355;0;3.15;2.40;0.00
2021-02-11;5551;2326;0;5886638;190697;143681;0;3.24;2.44;0.00
2021-02-12;11662;7460;0;5886638;202359;151141;0;3.44;2.57;0.00
2021-02-13;6220;890;0;5886638;208579;152031;0;3.54;2.58;0.00
2021-02-14;5925;584;0;5886638;214504;152615;0;3.64;2.59;0.00
2021-02-15;12987;3050;0;5886638;227491;155665;0;3.86;2.64;0.00
2021-02-16;12481;1276;0;5886638;239972;156941;0;4.08;2.67;0.00
2021-02-17;9890;395;0;5886638;249862;157336;0;4.24;2.67;0.00
2021-02-18;11062;316;0;5886638;260924;157652;0;4.43;2.68;0.00
2021-02-19;13366;924;0;5886638;274290;158576;0;4.66;2.69;0.00
2021-02-20;9914;543;0;5886638;284204;159119;0;4.83;2.70;0.00
2021-02-21;10265;340;0;5886638;294469;159459;0;5.00;2.71;0.00
2021-02-22;13004;1064;0;5886638;307473;160523;0;5.22;2.73;0.00
2021-02-23;13902;1833;1;5886638;321375;162356;1;5.46;2.76;0.00
2021-02-24;13206;1768;1;5886638;334581;164124;2;5.68;2.79;0.00
2021-02-25;14274;578;1;5886638;348855;164702;3;5.93;2.80;0.00
2021-02-26;35070;991;1;5886638;383925;165693;4;6.52;2.81;0.00
2021-02-27;6393;1288;2;5886638;390318;166981;6;6.63;2.84;0.00
2021-02-28;10496;1259;2;5886638;400814;168240;8;6.81;2.86;0.00
2021-03-01;19017;1004;2;5886638;419831;169244;10;7.13;2.88;0.00
2021-03-02;16299;1209;1;5886638;436130;170453;11;7.41;2.90;0.00
2021-03-03;12788;960;1;5886638;448918;171413;12;7.63;2.91;0.00
2021-03-04;17143;1735;1;5886638;466061;173148;13;7.92;2.94;0.00
2021-03-05;16163;5368;0;5886638;482224;178516;13;8.19;3.03;0.00
2021-03-06;14236;3704;0;5886638;496460;182220;13;8.43;3.10;0.00
2021-03-07;11597;4012;0;5886638;508057;186232;13;8.63;3.16;0.00
2021-03-08;9308;6070;1;5886638;517365;192302;14;8.79;3.27;0.00
2021-03-09;10639;6697;12;5886638;528004;198999;26;8.97;3.38;0.00
2021-03-10;11770;6746;2;5886638;539774;205745;28;9.17;3.50;0.00
2021-03-11;4349;7478;1;5886638;544123;213223;29;9.24;3.62;0.00
2021-03-12;3193;9932;0;5886638;547316;223155;29;9.30;3.79;0.00
2021-03-13;4406;5532;1;5886638;551722;228687;30;9.37;3.88;0.00
2021-03-14;1187;8931;0;5886638;552909;237618;30;9.39;4.04;0.00
2021-03-15;2722;9411;1;5886638;555631;247029;31;9.44;4.20;0.00
2021-03-16;6582;8986;0;5886638;562213;256015;31;9.55;4.35;0.00
2021-03-17;10433;8679;0;5886638;572646;264694;31;9.73;4.50;0.00
2021-03-18;14239;6898;0;5886638;586885;271592;31;9.97;4.61;0.00
2021-03-19;7625;11211;0;5886638;594510;282803;31;10.1;4.80;0.00
2021-03-20;2934;4582;0;5886638;597444;287385;31;10.1;4.88;0.00
2021-03-21;4878;4496;0;5886638;602322;291881;31;10.2;4.96;0.00
2021-03-22;4027;7451;0;5886638;606349;299332;31;10.3;5.08;0.00
2021-03-23;5937;7304;2;5886638;612286;306636;33;10.4;5.21;0.00
2021-03-24;9593;12900;1;5886638;621879;319536;34;10.6;5.43;0.00
2021-03-25;7565;8101;2;5886638;629444;327637;36;10.7;5.57;0.00
2021-03-26;6026;7534;0;5886638;635470;335171;36;10.8;5.69;0.00
2021-03-27;9783;2986;0;5886638;645253;338157;36;11.0;5.74;0.00
2021-03-28;10578;2710;1;5886638;655831;340867;37;11.1;5.79;0.00
2021-03-29;17602;5943;1;5886638;673433;346810;38;11.4;5.89;0.00
2021-03-30;21213;5820;4;5886638;694646;352630;42;11.8;5.99;0.00
2021-03-31;12857;9314;0;5886638;707503;361944;42;12.0;6.15;0.00
2021-04-01;4176;6651;1;5886638;711679;368595;43;12.1;6.26;0.00
2021-04-02;4854;6748;0;5886638;716533;375343;43;12.2;6.38;0.00
2021-04-03;11914;2129;1;5886638;728447;377472;44;12.4;6.41;0.00
2021-04-04;11505;1733;0;5886638;739952;379205;44;12.6;6.44;0.00
2021-04-05;12172;1281;0;5886638;752124;380486;44;12.8;6.46;0.00
2021-04-06;15842;5860;6;5886638;767966;386346;50;13.0;6.56;0.00
2021-04-07;16439;7905;2;5886638;784405;394251;52;13.3;6.70;0.00
2021-04-08;13634;8210;0;5886638;798039;402461;52;13.6;6.84;0.00
2021-04-09;16304;8410;3;5886638;814343;410871;55;13.8;6.98;0.00
2021-04-10;16604;5308;0;5886638;830947;416179;55;14.1;7.07;0.00
2021-04-11;14788;3835;0;5886638;845735;420014;55;14.4;7.14;0.00
2021-04-12;93155;11277;1;5886638;938890;431291;56;15.9;7.33;0.00
2021-04-13;18403;6046;1;5886638;957293;437337;57;16.3;7.43;0.00
2021-04-14;11402;10870;4;5886638;968695;448207;61;16.5;7.61;0.00
2021-04-15;15212;8883;2;5886638;983907;457090;63;16.7;7.76;0.00
2021-04-16;17277;7977;2;5886638;1001184;465067;65;17.0;7.90;0.00
2021-04-17;18665;2698;0;5886638;1019849;467765;65;17.3;7.95;0.00
2021-04-18;14412;5052;0;5886638;1034261;472817;65;17.6;8.03;0.00
2021-04-19;24674;14089;1;5886638;1058935;486906;66;18.0;8.27;0.00
2021-04-20;21898;16593;2;5886638;1080833;503499;68;18.4;8.55;0.00
2021-04-21;22419;12507;1;5886638;1103252;516006;69;18.7;8.77;0.00
2021-04-22;28124;5290;5;5886638;1131376;521296;74;19.2;8.86;0.00
2021-04-23;22053;11051;2;5886638;1153429;532347;76;19.6;9.04;0.00
2021-04-24;14811;7502;0;5886638;1168240;539849;76;19.8;9.17;0.00
2021-04-25;15122;5229;1;5886638;1183362;545078;77;20.1;9.26;0.00
2021-04-26;31343;7779;4;5886638;1214705;552857;81;20.6;9.39;0.00
2021-04-27;26394;20623;10;5886638;1241099;573480;91;21.1;9.74;0.00
2021-04-28;24014;20280;8;5886638;1265113;593760;99;21.5;10.1;0.00
2021-04-29;25772;17712;3;5886638;1290885;611472;102;21.9;10.4;0.00
2021-04-30;13420;3927;1;5886638;1304305;615399;103;22.2;10.5;0.00
2021-05-01;7314;6055;4;5886638;1311619;621454;107;22.3;10.6;0.00
2021-05-02;16591;13685;1;5886638;1328210;635139;108;22.6;10.8;0.00
2021-05-03;20396;45331;7;5886638;1348606;680470;115;22.9;11.6;0.00
2021-05-04;27547;24582;8;5886638;1376153;705052;123;23.4;12.0;0.00
2021-05-05;26730;29025;0;5886638;1402883;734077;123;23.8;12.5;0.00
2021-05-06;21478;25371;6;5886638;1424361;759448;129;24.2;12.9;0.00
2021-05-07;16438;24418;1;5886638;1440799;783866;130;24.5;13.3;0.00
2021-05-08;9488;30616;1;5886638;1450287;814482;131;24.6;13.8;0.00
2021-05-09;15907;16579;0;5886638;1466194;831061;131;24.9;14.1;0.00
2021-05-10;26510;35870;5;5886638;1492704;866931;136;25.4;14.7;0.00
2021-05-11;29630;26105;2;5886638;1522334;893036;138;25.9;15.2;0.00
2021-05-12;26147;26833;3;5886638;1548481;919869;141;26.3;15.6;0.00
2021-05-13;19679;19590;1;5886638;1568160;939459;142;26.6;16.0;0.00
2021-05-14;20608;30604;5;5886638;1588768;970063;147;27.0;16.5;0.00
2021-05-15;15423;19308;1;5886638;1604191;989371;148;27.3;16.8;0.00
2021-05-16;19940;14002;2;5886638;1624131;1003373;150;27.6;17.0;0.00
2021-05-17;31002;30004;3;5886638;1655133;1033377;153;28.1;17.6;0.00
2021-05-18;29569;30611;3;5886638;1684702;1063988;156;28.6;18.1;0.00
2021-05-19;31735;22521;2;5886638;1716437;1086509;158;29.2;18.5;0.00
2021-05-20;32467;22215;1;5886638;1748904;1108724;159;29.7;18.8;0.00
2021-05-21;35256;19200;1;5886638;1784160;1127924;160;30.3;19.2;0.00
2021-05-22;25954;11841;2;5886638;1810114;1139765;162;30.7;19.4;0.00
2021-05-23;22538;6161;1;5886638;1832652;1145926;163;31.1;19.5;0.00
2021-05-24;23423;9684;2;5886638;1856075;1155610;165;31.5;19.6;0.00
2021-05-25;43402;12853;3;5886638;1899477;1168463;168;32.3;19.8;0.00
2021-05-26;47370;12114;4;5886638;1946847;1180577;172;33.1;20.1;0.00
2021-05-27;49243;12242;3;5886638;1996090;1192819;175;33.9;20.3;0.00
2021-05-28;40978;9463;3;5886638;2037068;1202282;178;34.6;20.4;0.00
2021-05-29;29792;5024;2;5886638;2066860;1207306;180;35.1;20.5;0.00
2021-05-30;25802;6723;1;5886638;2092662;1214029;181;35.5;20.6;0.00
2021-05-31;36112;20999;3;5886638;2128774;1235028;184;36.2;21.0;0.00
2021-06-01;39750;16924;4;5886638;2168524;1251952;188;36.8;21.3;0.00
2021-06-02;42665;16590;3;5886638;2211189;1268542;191;37.6;21.5;0.00
2021-06-03;36195;21751;0;5886638;2247384;1290293;191;38.2;21.9;0.00
2021-06-04;41358;12313;2;5886638;2288742;1302606;193;38.9;22.1;0.00
2021-06-05;34923;5713;3;5886638;2323665;1308319;196;39.5;22.2;0.00
2021-06-06;29924;12978;0;5886638;2353589;1321297;196;40.0;22.4;0.00
2021-06-07;53534;19014;1;5886638;2407123;1340311;197;40.9;22.8;0.00
2021-06-08;53539;22230;5;5886638;2460662;1362541;202;41.8;23.1;0.00
2021-06-09;52778;22205;2;5886638;2513440;1384746;204;42.7;23.5;0.00
2021-06-10;58796;14381;4;5886638;2572236;1399127;208;43.7;23.8;0.00
2021-06-11;48380;15329;1;5886638;2620616;1414456;209;44.5;24.0;0.00
2021-06-12;33433;10173;0;5886638;2654049;1424629;209;45.1;24.2;0.00
2021-06-13;33507;10210;1;5886638;2687556;1434839;210;45.7;24.4;0.00
2021-06-14;52392;19069;2;5886638;2739948;1453908;212;46.5;24.7;0.00
2021-06-15;60268;16900;1;5886638;2800216;1470808;213;47.6;25.0;0.00
2021-06-16;51856;24546;2;5886638;2852072;1495354;215;48.4;25.4;0.00
2021-06-17;50920;20688;2;5886638;2902992;1516042;217;49.3;25.8;0.00
2021-06-18;34893;26211;3;5886638;2937885;1542253;220;49.9;26.2;0.00
2021-06-19;23683;17195;2;5886638;2961568;1559448;222;50.3;26.5;0.00
2021-06-20;29107;14850;0;5886638;2990675;1574298;222;50.8;26.7;0.00
2021-06-21;39400;25291;3;5886638;3030075;1599589;225;51.5;27.2;0.00
2021-06-22;46401;26453;3;5886638;3076476;1626042;228;52.3;27.6;0.00
2021-06-23;38401;32014;2;5886638;3114877;1658056;230;52.9;28.2;0.00
2021-06-24;33820;33947;3;5886638;3148697;1692003;233;53.5;28.7;0.00
2021-06-25;29063;32278;12;5886638;3177760;1724281;245;54.0;29.3;0.00
2021-06-26;19044;22203;0;5886638;3196804;1746484;245;54.3;29.7;0.00
2021-06-27;16116;23915;2;5886638;3212920;1770399;247;54.6;30.1;0.00
2021-06-28;30611;33825;1;5886638;3243531;1804224;248;55.1;30.6;0.00
2021-06-29;30571;41881;2;5886638;3274102;1846105;250;55.6;31.4;0.00
2021-06-30;32793;38360;1;5886638;3306895;1884465;251;56.2;32.0;0.00
2021-07-01;31700;40466;1;5886638;3338595;1924931;252;56.7;32.7;0.00
2021-07-02;19639;43842;2;5886638;3358234;1968773;254;57.0;33.4;0.00
2021-07-03;11621;32533;2;5886638;3369855;2001306;256;57.2;34.0;0.00
2021-07-04;12839;29195;3;5886638;3382694;2030501;259;57.5;34.5;0.00
2021-07-05;32543;42951;0;5886638;3415237;2073452;259;58.0;35.2;0.00
2021-07-06;40258;42248;7;5886638;3455495;2115700;266;58.7;35.9;0.00
2021-07-07;46359;39576;2;5886638;3501854;2155276;268;59.5;36.6;0.00
2021-07-08;47208;36802;0;5886638;3549062;2192078;268;60.3;37.2;0.00
2021-07-09;45010;33147;8;5886638;3594072;2225225;276;61.1;37.8;0.00
2021-07-10;30685;21739;5;5886638;3624757;2246964;281;61.6;38.2;0.00
2021-07-11;34504;21979;1;5886638;3659261;2268943;282;62.2;38.5;0.00
2021-07-12;35490;54478;3;5886638;3694751;2323421;285;62.8;39.5;0.00
2021-07-13;40672;49640;2;5886638;3735423;2373061;287;63.5;40.3;0.00
2021-07-14;43019;44759;4;5886638;3778442;2417820;291;64.2;41.1;0.00
2021-07-15;33073;53482;4;5886638;3811515;2471302;295;64.7;42.0;0.01
2021-07-16;30048;43453;2;5886638;3841563;2514755;297;65.3;42.7;0.01
2021-07-17;24351;26384;3;5886638;3865914;2541139;300;65.7;43.2;0.01
2021-07-18;20350;33861;4;5886638;3886264;2575000;304;66.0;43.7;0.01
2021-07-19;32603;54561;4;5886638;3918867;2629561;308;66.6;44.7;0.01
2021-07-20;33048;56424;3;5886638;3951915;2685985;311;67.1;45.6;0.01
2021-07-21;30107;55050;4;5886638;3982022;2741035;315;67.6;46.6;0.01
2021-07-22;24380;51744;3;5886638;4006402;2792779;318;68.1;47.4;0.01
2021-07-23;24799;43610;4;5886638;4031201;2836389;322;68.5;48.2;0.01
2021-07-24;17547;23673;1;5886638;4048748;2860062;323;68.8;48.6;0.01
2021-07-25;13402;31537;1;5886638;4062150;2891599;324;69.0;49.1;0.01
2021-07-26;25033;42097;9;5886638;4087183;2933696;333;69.4;49.8;0.01
2021-07-27;23150;44817;5;5886638;4110333;2978513;338;69.8;50.6;0.01
2021-07-28;19045;43326;8;5886638;4129378;3021839;346;70.1;51.3;0.01
2021-07-29;18889;39113;7;5886638;4148267;3060952;353;70.5;52.0;0.01
2021-07-30;14228;34771;3;5886638;4162495;3095723;356;70.7;52.6;0.01
2021-07-31;6497;20057;1;5886638;4168992;3115780;357;70.8;52.9;0.01
2021-08-01;8816;19183;3;5886638;4177808;3134963;360;71.0;53.3;0.01
2021-08-02;16372;40672;8;5886638;4194180;3175635;368;71.2;53.9;0.01
2021-08-03;13561;43065;10;5886638;4207741;3218700;378;71.5;54.7;0.01
2021-08-04;11475;44543;5;5886638;4219216;3263243;383;71.7;55.4;0.01
2021-08-05;11500;39874;2;5886638;4230716;3303117;385;71.9;56.1;0.01
2021-08-06;10004;39949;5;5886638;4240720;3343066;390;72.0;56.8;0.01
2021-08-07;7770;26845;1;5886638;4248490;3369911;391;72.2;57.2;0.01
2021-08-08;4124;35788;1;5886638;4252614;3405699;392;72.2;57.9;0.01
2021-08-09;10006;55367;6;5886638;4262620;3461066;398;72.4;58.8;0.01
2021-08-10;9929;54617;9;5886638;4272549;3515683;407;72.6;59.7;0.01
2021-08-11;6294;57428;12;5886638;4278843;3573111;419;72.7;60.7;0.01
2021-08-12;6044;50071;7;5886638;4284887;3623182;426;72.8;61.5;0.01
2021-08-13;6445;46807;5;5886638;4291332;3669989;431;72.9;62.3;0.01
2021-08-14;4328;35186;5;5886638;4295660;3705175;436;73.0;62.9;0.01
2021-08-15;4516;37350;5;5886638;4300176;3742525;441;73.0;63.6;0.01
2021-08-16;7255;44983;8;5886638;4307431;3787508;449;73.2;64.3;0.01
2021-08-17;7182;37642;6;5886638;4314613;3825150;455;73.3;65.0;0.01
2021-08-18;5567;36540;9;5886638;4320180;3861690;464;73.4;65.6;0.01
2021-08-19;6211;26503;17;5886638;4326391;3888193;481;73.5;66.1;0.01
2021-08-20;4982;28764;9;5886638;4331373;3916957;490;73.6;66.5;0.01
2021-08-21;4545;19654;2;5886638;4335918;3936611;492;73.7;66.9;0.01
2021-08-22;3036;16147;3;5886638;4338954;3952758;495;73.7;67.1;0.01
2021-08-23;5685;30324;17;5886638;4344639;3983082;512;73.8;67.7;0.01
2021-08-24;5831;28684;11;5886638;4350470;4011766;523;73.9;68.2;0.01
2021-08-25;4971;18787;11;5886638;4355441;4030553;534;74.0;68.5;0.01
2021-08-26;4497;18427;7;5886638;4359938;4048980;541;74.1;68.8;0.01
2021-08-27;4644;20380;6;5886638;4364582;4069360;547;74.1;69.1;0.01
2021-08-28;2714;10046;2;5886638;4367296;4079406;549;74.2;69.3;0.01
2021-08-29;2406;11704;3;5886638;4369702;4091110;552;74.2;69.5;0.01
2021-08-30;4100;24524;27;5886638;4373802;4115634;579;74.3;69.9;0.01
2021-08-31;3665;17148;11;5886638;4377467;4132782;590;74.4;70.2;0.01
2021-09-01;2986;10611;19;5886638;4380453;4143393;609;74.4;70.4;0.01
2021-09-02;2923;10083;20;5886638;4383376;4153476;629;74.5;70.6;0.01
2021-09-03;2663;8858;13;5886638;4386039;4162334;642;74.5;70.7;0.01
2021-09-04;1839;7271;8;5886638;4387878;4169605;650;74.5;70.8;0.01
2021-09-05;2112;5975;5;5886638;4389990;4175580;655;74.6;70.9;0.01
2021-09-06;2172;9421;100;5886638;4392162;4185001;755;74.6;71.1;0.01
2021-09-07;2245;8008;21;5886638;4394407;4193009;776;74.7;71.2;0.01
2021-09-08;2326;6835;36;5886638;4396733;4199844;812;74.7;71.3;0.01
2021-09-09;1959;6220;153;5886638;4398692;4206064;965;74.7;71.5;0.02
2021-09-10;2135;7558;1069;5886638;4400827;4213622;2034;74.8;71.6;0.03
2021-09-11;1825;5798;2567;5886638;4402652;4219420;4601;74.8;71.7;0.08
2021-09-12;1353;4905;1829;5886638;4404005;4224325;6430;74.8;71.8;0.11
2021-09-13;1911;6724;5035;5886638;4405916;4231049;11465;74.8;71.9;0.19
2021-09-14;1780;5515;4580;5886638;4407696;4236564;16045;74.9;72.0;0.27
2021-09-15;1741;5695;5359;5886638;4409437;4242259;21404;74.9;72.1;0.36
2021-09-16;1659;4721;4884;5886638;4411096;4246980;26288;74.9;72.1;0.45
2021-09-17;1607;4921;4329;5886638;4412703;4251901;30617;75.0;72.2;0.52
2021-09-18;1123;3684;1094;5886638;4413826;4255585;31711;75.0;72.3;0.54
2021-09-19;998;3109;727;5886638;4414824;4258694;32438;75.0;72.3;0.55
2021-09-20;1725;6212;4798;5886638;4416549;4264906;37236;75.0;72.5;0.63
2021-09-21;1455;4675;4901;5886638;4418004;4269581;42137;75.1;72.5;0.72
2021-09-22;1474;4009;5121;5886638;4419478;4273590;47258;75.1;72.6;0.80
2021-09-23;1198;3514;4397;5886638;4420676;4277104;51655;75.1;72.7;0.88
2021-09-24;1173;3572;3375;5886638;4421849;4280676;55030;75.1;72.7;0.93
2021-09-25;892;2324;712;5886638;4422741;4283000;55742;75.1;72.8;0.95
2021-09-26;834;2792;696;5886638;4423575;4285792;56438;75.1;72.8;0.96
2021-09-27;1095;3311;3147;5886638;4424670;4289103;59585;75.2;72.9;1.01
2021-09-28;1201;3362;3106;5886638;4425871;4292465;62691;75.2;72.9;1.06
2021-09-29;1277;3330;2575;5886638;4427148;4295795;65266;75.2;73.0;1.11
2021-09-30;1106;2902;1501;5886638;4428254;4298697;66767;75.2;73.0;1.13
2021-10-01;1038;2987;2165;5886638;4429292;4301684;68932;75.2;73.1;1.17
2021-10-02;701;2455;998;5886638;4429993;4304139;69930;75.3;73.1;1.19
2021-10-03;439;1656;626;5886638;4430432;4305795;70556;75.3;73.1;1.20
2021-10-04;784;2552;2528;5886638;4431216;4308347;73084;75.3;73.2;1.24
2021-10-05;1206;3569;3719;5886638;4432422;4311916;76803;75.3;73.2;1.30
2021-10-06;1339;3554;5252;5886638;4433761;4315470;82055;75.3;73.3;1.39
2021-10-07;910;2788;4402;5886638;4434671;4318258;86457;75.3;73.4;1.47
2021-10-08;1071;2756;3941;5886638;4435742;4321014;90398;75.4;73.4;1.54
2021-10-09;735;2310;1954;5886638;4436477;4323324;92352;75.4;73.4;1.57
2021-10-10;444;1036;1213;5886638;4436921;4324360;93565;75.4;73.5;1.59
2021-10-11;754;1855;4022;5886638;4437675;4326215;97587;75.4;73.5;1.66
2021-10-12;1147;3114;5734;5886638;4438822;4329329;103321;75.4;73.5;1.76
2021-10-13;1132;2678;6235;5886638;4439954;4332007;109556;75.4;73.6;1.86
2021-10-14;843;2146;4553;5886638;4440797;4334153;114109;75.4;73.6;1.94
2021-10-15;1056;2215;4686;5886638;4441853;4336368;118795;75.5;73.7;2.02
2021-10-16;663;1509;4558;5886638;4442516;4337877;123353;75.5;73.7;2.10
2021-10-17;358;813;4833;5886638;4442874;4338690;128186;75.5;73.7;2.18
2021-10-18;792;1409;10673;5886638;4443666;4340099;138859;75.5;73.7;2.36
2021-10-19;1146;2331;14728;5886638;4444812;4342430;153587;75.5;73.8;2.61
2021-10-20;1194;2202;16330;5886638;4446006;4344632;169917;75.5;73.8;2.89
2021-10-21;1135;1712;13791;5886638;4447141;4346344;183708;75.5;73.8;3.12
2021-10-22;1224;1789;12503;5886638;4448365;4348133;196211;75.6;73.9;3.33
2021-10-23;677;1263;6250;5886638;4449042;4349396;202461;75.6;73.9;3.44
2021-10-24;530;673;3889;5886638;4449572;4350069;206350;75.6;73.9;3.51
2021-10-25;1122;1552;12743;5886638;4450694;4351621;219093;75.6;73.9;3.72
2021-10-26;1561;2038;14189;5886638;4452255;4353659;233282;75.6;74.0;3.96
2021-10-27;1747;2137;16164;5886638;4454002;4355796;249446;75.7;74.0;4.24
2021-10-28;1655;1770;14342;5886638;4455657;4357566;263788;75.7;74.0;4.48
2021-10-29;1595;1861;12277;5886638;4457252;4359427;276065;75.7;74.1;4.69
2021-10-30;1052;1031;4292;5886638;4458304;4360458;280357;75.7;74.1;4.76
2021-10-31;620;672;3125;5886638;4458924;4361130;283482;75.7;74.1;4.82
2021-11-01;1725;1643;13483;5886638;4460649;4362773;296965;75.8;74.1;5.04
2021-11-02;1922;1749;11687;5886638;4462571;4364522;308652;75.8;74.1;5.24
2021-11-03;2248;1900;15954;5886638;4464819;4366422;324606;75.8;74.2;5.51
2021-11-04;1733;1464;12661;5886638;4466552;4367886;337267;75.9;74.2;5.73
2021-11-05;2201;1782;11551;5886638;4468753;4369668;348818;75.9;74.2;5.93
2021-11-06;1544;1023;3988;5886638;4470297;4370691;352806;75.9;74.2;5.99
2021-11-07;873;501;2690;5886638;4471170;4371192;355496;76.0;74.3;6.04
2021-11-08;2466;1691;11791;5886638;4473636;4372883;367287;76.0;74.3;6.24
2021-11-09;4914;2266;14373;5886638;4478550;4375149;381660;76.1;74.3;6.48
2021-11-10;5286;2475;19524;5886638;4483836;4377624;401184;76.2;74.4;6.82
2021-11-11;4269;2097;15666;5886638;4488105;4379721;416850;76.2;74.4;7.08
2021-11-12;4303;2230;13862;5886638;4492408;4381951;430712;76.3;74.4;7.32
2021-11-13;3177;1320;5300;5886638;4495585;4383271;436012;76.4;74.5;7.41
2021-11-14;2358;846;4604;5886638;4497943;4384117;440616;76.4;74.5;7.49
2021-11-15;5213;2395;15585;5886638;4503156;4386512;456201;76.5;74.5;7.75
2021-11-16;4470;2196;14887;5886638;4507626;4388708;471088;76.6;74.6;8.00
2021-11-17;4178;2272;23998;5886638;4511804;4390980;495086;76.6;74.6;8.41
2021-11-18;3467;1985;23375;5886638;4515271;4392965;518461;76.7;74.6;8.81
2021-11-19;3204;1906;21768;5886638;4518475;4394871;540229;76.8;74.7;9.18
2021-11-20;2240;1346;13401;5886638;4520715;4396217;553630;76.8;74.7;9.40
