"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Nordjylland;65-79;M;46578;46510;45514;47836;97.4;97.2;95.1
Nordjylland;80+;K;16173;16147;15761;16666;97.0;96.9;94.6
Nordjylland;80+;M;11436;11420;11183;11747;97.4;97.2;95.2
Sjælland;00-02;K;0;0;0;11424;0.00;0.00;0.00
Sjælland;00-02;M;0;0;0;12080;0.00;0.00;0.00
Sjælland;03-04;K;5;3;0;8280;0.06;0.04;0.00
Sjælland;03-04;M;7;5;1;8653;0.08;0.06;0.01
Sjælland;05-11;K;13450;11140;0;30301;44.4;36.8;0.00
Sjælland;05-11;M;14406;11940;1;32256;44.7;37.0;0.00
Sjælland;12-15;K;17857;17504;90;22077;80.9;79.3;0.41
Sjælland;12-15;M;18787;18393;100;23185;81.0;79.3;0.43
Sjælland;16-19;K;17793;17608;8941;19773;90.0;89.1;45.2
Sjælland;16-19;M;19134;18814;8919;21431;89.3;87.8;41.6
Sjælland;20-39;K;67955;66483;44732;82915;82.0;80.2;53.9
Sjælland;20-39;M;69455;67650;42552;88693;78.3;76.3;48.0
Sjælland;40-64;K;137954;137232;125446;148282;93.0;92.5;84.6
Sjælland;40-64;M;135489;134755;121451;147387;91.9;91.4;82.4
Sjælland;65-79;K;74752;74635;72869;77192;96.8;96.7;94.4
Sjælland;65-79;M;69116;69007;67351;71156;97.1;97.0;94.7
Sjælland;80+;K;22754;22692;22096;23618;96.3;96.1;93.6
Sjælland;80+;M;15780;15762;15407;16259;97.1;96.9;94.8
Syddanmark;00-02;K;2;1;0;17715;0.01;0.01;0.00
Syddanmark;00-02;M;1;0;0;18484;0.01;0.00;0.00
Syddanmark;03-04;K;6;4;0;12293;0.05;0.03;0.00
Syddanmark;03-04;M;3;0;0;13112;0.02;0.00;0.00
Syddanmark;05-11;K;22120;18705;2;45155;49.0;41.4;0.00
Syddanmark;05-11;M;23533;19988;3;47708;49.3;41.9;0.01
Syddanmark;12-15;K;26248;25681;109;31658;82.9;81.1;0.34
Syddanmark;12-15;M;27424;26823;108;33211;82.6;80.8;0.33
Syddanmark;16-19;K;27402;27146;14579;29881;91.7;90.8;48.8
Syddanmark;16-19;M;27873;27435;13456;30770;90.6;89.2;43.7
Syddanmark;20-39;K;114891;112789;77447;135422;84.8;83.3;57.2
Syddanmark;20-39;M;119220;116281;74237;146096;81.6;79.6;50.8
Syddanmark;40-64;K;191027;190173;174816;203553;93.8;93.4;85.9
Syddanmark;40-64;M;190001;188978;170907;205086;92.6;92.1;83.3
Syddanmark;65-79;K;100556;100429;98523;103464;97.2;97.1;95.2
Syddanmark;65-79;M;94531;94403;92443;97190;97.3;97.1;95.1
Syddanmark;80+;K;34354;34294;33437;35499;96.8;96.6;94.2
Syddanmark;80+;M;23538;23509;23067;24147;97.5;97.4;95.5
