"Dato";"Kommune";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal 1. stik siden i går";"Antal 2. stik siden i går";"Antal 3. stik siden i går";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
2022-04-22;Gentofte;M;29365;28722;21407;2;3;2;35476;82.8;81.0;60.3
2022-04-22;Gladsaxe;K;28173;27608;20855;-5;-4;3;34899;80.7;79.1;59.8
2022-04-22;Gladsaxe;M;27218;26572;19211;-6;-6;0;34406;79.1;77.2;55.8
2022-04-22;Glostrup;K;9287;9101;6899;-3;-3;-1;11716;79.3;77.7;58.9
2022-04-22;Glostrup;M;8935;8730;6307;4;3;0;11774;75.9;74.1;53.6
2022-04-22;Greve;K;20878;20498;15695;-1;-1;3;25819;80.9;79.4;60.8
2022-04-22;Greve;M;19901;19495;14520;-2;0;0;25203;79.0;77.4;57.6
2022-04-22;Gribskov;K;17329;17079;13776;-9;-9;-7;20698;83.7;82.5;66.6
2022-04-22;Gribskov;M;16877;16597;13016;-5;-4;-3;20611;81.9;80.5;63.2
2022-04-22;Guldborgsund;K;25090;24779;19917;-2;-3;1;30118;83.3;82.3;66.1
2022-04-22;Guldborgsund;M;24514;24160;18780;0;-4;-4;30124;81.4;80.2;62.3
2022-04-22;Haderslev;K;22905;22593;17673;0;0;1;27510;83.3;82.1;64.2
2022-04-22;Haderslev;M;22593;22215;16684;-2;-3;-1;27784;81.3;80.0;60.0
2022-04-22;Halsnæs;K;13233;13001;10423;0;2;2;15767;83.9;82.5;66.1
2022-04-22;Halsnæs;M;12779;12533;9816;-1;0;1;15660;81.6;80.0;62.7
2022-04-22;Hedensted;K;19590;19366;15159;-3;-2;1;23070;84.9;83.9;65.7
2022-04-22;Hedensted;M;19997;19711;14787;0;0;-1;24174;82.7;81.5;61.2
2022-04-22;Helsingør;K;26942;26525;21109;-4;-4;-4;32505;82.9;81.6;64.9
2022-04-22;Helsingør;M;24723;24255;18659;0;-1;-1;30439;81.2;79.7;61.3
2022-04-22;Herlev;K;11742;11485;8765;2;2;0;14727;79.7;78.0;59.5
2022-04-22;Herlev;M;10854;10570;7664;1;2;1;14085;77.1;75.0;54.4
2022-04-22;Herning;K;37451;36907;28426;2;2;-2;44471;84.2;83.0;63.9
2022-04-22;Herning;M;37183;36553;27143;-2;-2;1;45110;82.4;81.0;60.2
2022-04-22;Hillerød;K;22675;22340;17409;5;5;4;27200;83.4;82.1;64.0
2022-04-22;Hillerød;M;21348;20918;15801;8;7;4;26169;81.6;79.9;60.4
2022-04-22;Hjørring;K;27460;27111;21503;2;2;1;31814;86.3;85.2;67.6
2022-04-22;Hjørring;M;26914;26465;19967;-7;-7;-6;31943;84.3;82.9;62.5
2022-04-22;Holbæk;K;30879;30453;23873;3;2;1;36774;84.0;82.8;64.9
2022-04-22;Holbæk;M;29803;29293;22034;-4;-2;-2;36262;82.2;80.8;60.8
2022-04-22;Holstebro;K;24921;24565;19164;-1;-1;18;29304;85.0;83.8;65.4
2022-04-22;Holstebro;M;24451;24019;17861;7;8;10;29307;83.4;82.0;60.9
2022-04-22;Horsens;K;38934;38424;29473;2;1;-1;47207;82.5;81.4;62.4
2022-04-22;Horsens;M;38171;37467;27632;-2;-3;-1;47936;79.6;78.2;57.6
2022-04-22;Hvidovre;K;21241;20722;15439;-4;-4;-1;26943;78.8;76.9;57.3
2022-04-22;Hvidovre;M;20179;19651;14069;-1;-1;1;26288;76.8;74.8;53.5
2022-04-22;Høje Tåstrup;K;20021;19585;14371;-7;-7;-2;26478;75.6;74.0;54.3
2022-04-22;Høje Tåstrup;M;19790;19283;13712;-6;-5;-3;26974;73.4;71.5;50.8
2022-04-22;Hørsholm;K;11256;11101;8954;2;2;1;13080;86.1;84.9;68.5
2022-04-22;Hørsholm;M;9793;9615;7502;1;1;1;11623;84.3;82.7;64.5
2022-04-22;Ikast-Brande;K;17079;16838;12858;-3;-3;-3;20557;83.1;81.9;62.5
2022-04-22;Ikast-Brande;M;17280;17012;12562;-2;-2;-1;21536;80.2;79.0;58.3
2022-04-22;Ishøj;K;8231;8004;5525;4;3;3;11636;70.7;68.8;47.5
2022-04-22;Ishøj;M;7946;7695;5248;2;1;2;11613;68.4;66.3;45.2
2022-04-22;Jammerbugt;K;16104;15833;12561;-1;-1;-1;18908;85.2;83.7;66.4
2022-04-22;Jammerbugt;M;16139;15837;12094;-3;-3;-1;19252;83.8;82.3;62.8
2022-04-22;Kalundborg;K;19951;19672;15743;0;1;1;24077;82.9;81.7;65.4
2022-04-22;Kalundborg;M;19830;19513;14943;-2;0;-1;24355;81.4;80.1;61.4
2022-04-22;Kerteminde;K;10463;10298;8287;-1;-1;2;12152;86.1;84.7;68.2
2022-04-22;Kerteminde;M;10018;9831;7578;2;2;5;11848;84.6;83.0;64.0
2022-04-22;Kolding;K;39000;38437;29209;-2;-2;2;47009;83.0;81.8;62.1
2022-04-22;Kolding;M;37979;37320;27362;2;1;4;46924;80.9;79.5;58.3
2022-04-22;København;K;260618;255251;188917;-42;-39;24;328449;79.3;77.7;57.5
2022-04-22;København;M;247090;240775;169617;-41;-35;25;319037;77.4;75.5;53.2
2022-04-22;Køge;K;25679;25231;19698;3;3;5;31099;82.6;81.1;63.3
2022-04-22;Køge;M;24739;24234;18134;-2;2;3;30707;80.6;78.9;59.1
2022-04-22;Langeland;K;5262;5211;4374;-3;-3;-2;6027;87.3;86.5;72.6
2022-04-22;Langeland;M;5283;5213;4277;-1;-1;-1;6270;84.3;83.1;68.2
2022-04-22;Lejre;K;12051;11859;9280;-4;-4;2;14444;83.4;82.1;64.2
2022-04-22;Lejre;M;11683;11513;8849;-2;-2;2;14223;82.1;80.9;62.2
2022-04-22;Lemvig;K;8137;8054;6514;-1;0;0;9464;86.0;85.1;68.8
2022-04-22;Lemvig;M;8331;8216;6487;-2;-2;-3;9854;84.5;83.4;65.8
2022-04-22;Lolland;K;16405;16196;13106;2;2;1;19792;82.9;81.8;66.2
2022-04-22;Lolland;M;16326;16076;12500;-2;-2;-3;20208;80.8;79.6;61.9
2022-04-22;Lyngby-Taarbæk;K;24792;24331;18997;2;2;2;29408;84.3;82.7;64.6
2022-04-22;Lyngby-Taarbæk;M;23703;23122;17174;2;3;1;28671;82.7;80.6;59.9
2022-04-22;Læsø;K;771;762;659;0;0;0;895;86.1;85.1;73.6
2022-04-22;Læsø;M;766;758;654;0;0;0;888;86.3;85.4;73.6
2022-04-22;Mariagerfjord;K;17387;17085;13597;3;3;3;20418;85.2;83.7;66.6
2022-04-22;Mariagerfjord;M;17799;17454;13342;-1;0;2;21287;83.6;82.0;62.7
2022-04-22;Middelfart;K;17098;16872;13514;4;3;3;19842;86.2;85.0;68.1
2022-04-22;Middelfart;M;16810;16538;12792;0;0;1;19887;84.5;83.2;64.3
2022-04-22;Morsø;K;8491;8343;6624;-1;-1;-1;9859;86.1;84.6;67.2
2022-04-22;Morsø;M;8513;8353;6361;0;0;1;10196;83.5;81.9;62.4
2022-04-22;Norddjurs;K;15439;15244;12411;2;2;4;18127;85.2;84.1;68.5
2022-04-22;Norddjurs;M;15790;15526;12162;-2;-2;0;18861;83.7;82.3;64.5
2022-04-22;Nordfyn;K;12530;12336;9750;-1;-1;0;14741;85.0;83.7;66.1
2022-04-22;Nordfyn;M;12407;12185;9234;2;2;4;15055;82.4;80.9;61.3
2022-04-22;Nyborg;K;13997;13800;11015;-6;-6;1;16196;86.4;85.2;68.0
2022-04-22;Nyborg;M;13473;13269;10242;-3;-3;1;15839;85.1;83.8;64.7
2022-04-22;Næstved;K;35270;34787;27381;-5;-5;-4;42297;83.4;82.2;64.7
2022-04-22;Næstved;M;33959;33387;25262;1;2;0;41748;81.3;80.0;60.5
2022-04-22;Odder;K;10196;10072;8177;3;3;2;11894;85.7;84.7;68.7
2022-04-22;Odder;M;9806;9656;7552;3;3;1;11537;85.0;83.7;65.5
2022-04-22;Odense;K;87984;86578;67235;8;8;11;104267;84.4;83.0;64.5
2022-04-22;Odense;M;83953;82251;60589;-2;0;14;102030;82.3;80.6;59.4
2022-04-22;Odsherred;K;13918;13719;11279;1;2;1;16396;84.9;83.7;68.8
2022-04-22;Odsherred;M;13703;13530;10750;2;2;1;16473;83.2;82.1;65.3
2022-04-22;Randers;K;41780;41166;32108;-4;-3;1;49571;84.3;83.0;64.8
2022-04-22;Randers;M;40712;40017;30085;1;1;-2;49657;82.0;80.6;60.6
2022-04-22;Rebild;K;12644;12435;9526;3;3;2;15137;83.5;82.1;62.9
2022-04-22;Rebild;M;12790;12540;9383;-1;-1;0;15607;82.0;80.3;60.1
2022-04-22;Ringkøbing-Skjern;K;23250;22922;17980;1;1;1;27643;84.1;82.9;65.0
2022-04-22;Ringkøbing-Skjern;M;23552;23181;17543;-1;-2;0;28629;82.3;81.0;61.3
2022-04-22;Ringsted;K;14301;14067;10904;4;3;2;17519;81.6;80.3;62.2
2022-04-22;Ringsted;M;14007;13763;10285;4;3;6;17926;78.1;76.8;57.4
2022-04-22;Roskilde;K;38623;38062;29760;2;2;-1;45764;84.4;83.2;65.0
2022-04-22;Roskilde;M;36398;35755;26836;2;2;4;43999;82.7;81.3;61.0
2022-04-22;Rudersdal;K;24878;24438;19268;3;3;5;29250;85.1;83.5;65.9
2022-04-22;Rudersdal;M;23401;22946;17475;-1;0;2;28004;83.6;81.9;62.4
2022-04-22;Rødovre;K;16665;16311;12273;-3;-3;0;21115;78.9;77.2;58.1
2022-04-22;Rødovre;M;15419;15005;10739;2;2;1;20345;75.8;73.8;52.8
2022-04-22;Samsø;K;1632;1618;1371;0;0;0;1857;87.9;87.1;73.8
2022-04-22;Samsø;M;1599;1586;1294;0;0;0;1846;86.6;85.9;70.1
2022-04-22;Silkeborg;K;41061;40410;31290;0;0;-1;49152;83.5;82.2;63.7
2022-04-22;Silkeborg;M;40039;39321;29685;4;5;2;48893;81.9;80.4;60.7
2022-04-22;Skanderborg;K;27370;26909;20785;0;0;3;32499;84.2;82.8;64.0
2022-04-22;Skanderborg;M;26617;26104;19669;1;4;3;32152;82.8;81.2;61.2
2022-04-22;Skive;K;19177;18932;14862;1;2;5;22152;86.6;85.5;67.1
2022-04-22;Skive;M;19544;19260;14693;2;2;3;22956;85.1;83.9;64.0
2022-04-22;Slagelse;K;33001;32444;25559;3;3;5;40082;82.3;80.9;63.8
2022-04-22;Slagelse;M;31981;31423;23829;1;1;0;39641;80.7;79.3;60.1
2022-04-22;Solrød;K;9952;9801;7477;-1;-1;3;12074;82.4;81.2;61.9
2022-04-22;Solrød;M;9470;9278;6944;-2;0;-2;11724;80.8;79.1;59.2
2022-04-22;Sorø;K;12680;12528;9929;-8;-8;-5;15008;84.5;83.5;66.2
2022-04-22;Sorø;M;12409;12218;9246;-3;-3;-4;14982;82.8;81.6;61.7
2022-04-22;Stevns;K;9755;9611;7745;0;1;1;11698;83.4;82.2;66.2
2022-04-22;Stevns;M;9781;9615;7467;-2;-2;3;11932;82.0;80.6;62.6
2022-04-22;Struer;K;8950;8831;7082;0;0;0;10332;86.6;85.5;68.5
2022-04-22;Struer;M;8896;8757;6693;5;4;6;10508;84.7;83.3;63.7
2022-04-22;Svendborg;K;25599;25260;20153;-1;-1;-1;29792;85.9;84.8;67.6
2022-04-22;Svendborg;M;24937;24546;18668;-5;-5;1;29466;84.6;83.3;63.4
2022-04-22;Syddjurs;K;18614;18344;14750;-1;0;1;21922;84.9;83.7;67.3
2022-04-22;Syddjurs;M;18357;18091;14154;1;2;4;21893;83.8;82.6;64.7
2022-04-22;Sønderborg;K;31100;30675;24381;1;2;13;36872;84.3;83.2;66.1
2022-04-22;Sønderborg;M;30451;29966;22960;0;1;20;36910;82.5;81.2;62.2
2022-04-22;Thisted;K;18197;17951;14255;-3;-3;-3;21360;85.2;84.0;66.7
2022-04-22;Thisted;M;18068;17768;13609;0;0;-1;21759;83.0;81.7;62.5
2022-04-22;Tårnby;K;17542;17220;13176;4;3;7;21589;81.3;79.8;61.0
2022-04-22;Tårnby;M;16657;16266;11896;-1;0;3;21200;78.6;76.7;56.1
2022-04-22;Tønder;K;15007;14810;11717;0;0;0;18256;82.2;81.1;64.2
2022-04-22;Tønder;M;14876;14628;11096;-1;-1;1;18634;79.8;78.5;59.5
2022-04-22;Vallensbæk;K;6375;6234;4577;2;2;2;8272;77.1;75.4;55.3
2022-04-22;Vallensbæk;M;6181;6027;4306;4;4;4;8293;74.5;72.7;51.9
2022-04-22;Varde;K;20462;20149;15897;-6;-6;-5;24518;83.5;82.2;64.8
2022-04-22;Varde;M;20639;20302;15526;-4;-3;-4;25240;81.8;80.4;61.5
2022-04-22;Vejen;K;17301;17056;13151;3;3;2;20901;82.8;81.6;62.9
2022-04-22;Vejen;M;17552;17218;12733;-1;0;-1;21728;80.8;79.2;58.6
2022-04-22;Vejle;K;49411;48708;37186;-3;-3;6;59615;82.9;81.7;62.4
2022-04-22;Vejle;M;48514;47664;35060;-1;0;0;59989;80.9;79.5;58.4
2022-04-22;Vesthimmerland;K;14984;14777;11650;2;1;1;17932;83.6;82.4;65.0
2022-04-22;Vesthimmerland;M;14999;14742;11177;-4;-4;-3;18371;81.6;80.2;60.8
2022-04-22;Viborg;K;41066;40491;31317;-5;-3;-4;48141;85.3;84.1;65.1
2022-04-22;Viborg;M;40841;40134;29758;-11;-9;-4;48742;83.8;82.3;61.1
2022-04-22;Vordingborg;K;18915;18651;15015;-1;-2;2;22704;83.3;82.1;66.1
2022-04-22;Vordingborg;M;18475;18152;14068;-5;-4;-3;22654;81.6;80.1;62.1
2022-04-22;Århus;K;151346;148782;117001;1;5;28;180853;83.7;82.3;64.7
2022-04-22;Århus;M;143916;140895;104744;2;1;36;174838;82.3;80.6;59.9
2022-04-22;Ærø;K;2625;2586;2221;-2;-2;-2;3009;87.2;85.9;73.8
2022-04-22;Ærø;M;2632;2583;2163;0;0;-1;3021;87.1;85.5;71.6
