"Dato";"Region";"Indlagte"
2020-09-23;Syddanmark;13
2020-09-23;Hovedstaden;36
2020-09-23;Sjælland;7
2020-09-24;Nordjylland;14
2020-09-24;Midtjylland;13
2020-09-24;Syddanmark;15
2020-09-24;Hovedstaden;42
2020-09-24;Sjælland;11
2020-09-25;Nordjylland;14
2020-09-25;Midtjylland;16
2020-09-25;Syddanmark;17
2020-09-25;Hovedstaden;43
2020-09-25;Sjælland;11
2020-09-26;Nordjylland;14
2020-09-26;Midtjylland;14
2020-09-26;Syddanmark;14
2020-09-26;Hovedstaden;46
2020-09-26;Sjælland;9
2020-09-27;Nordjylland;12
2020-09-27;Midtjylland;13
2020-09-27;Syddanmark;15
2020-09-27;Hovedstaden;46
2020-09-27;Sjælland;9
2020-09-28;Nordjylland;12
2020-09-28;Midtjylland;16
2020-09-28;Syddanmark;18
2020-09-28;Hovedstaden;54
2020-09-28;Sjælland;10
2020-09-29;Nordjylland;12
2020-09-29;Midtjylland;14
2020-09-29;Syddanmark;20
2020-09-29;Hovedstaden;52
2020-09-29;Sjælland;9
2020-09-30;Nordjylland;12
2020-09-30;Midtjylland;20
2020-09-30;Syddanmark;17
2020-09-30;Hovedstaden;45
2020-09-30;Sjælland;8
2020-10-01;Nordjylland;11
2020-10-01;Midtjylland;21
2020-10-01;Syddanmark;21
2020-10-01;Hovedstaden;45
2020-10-01;Sjælland;11
2020-10-02;Nordjylland;10
2020-10-02;Midtjylland;22
2020-10-02;Syddanmark;18
2020-10-02;Hovedstaden;42
2020-10-02;Sjælland;14
2020-10-03;Nordjylland;9
2020-10-03;Midtjylland;22
2020-10-03;Syddanmark;18
2020-10-03;Hovedstaden;40
2020-10-03;Sjælland;16
2020-10-04;Nordjylland;8
2020-10-04;Midtjylland;21
2020-10-04;Syddanmark;16
2020-10-04;Hovedstaden;45
2020-10-04;Sjælland;15
2020-10-05;Nordjylland;9
2020-10-05;Midtjylland;26
2020-10-05;Syddanmark;19
2020-10-05;Hovedstaden;50
2020-10-05;Sjælland;16
2020-10-06;Nordjylland;9
2020-10-06;Midtjylland;27
2020-10-06;Syddanmark;18
2020-10-06;Hovedstaden;55
2020-10-06;Sjælland;15
2020-10-07;Nordjylland;7
2020-10-07;Midtjylland;22
2020-10-07;Syddanmark;20
2020-10-07;Hovedstaden;54
2020-10-07;Sjælland;13
2020-10-08;Nordjylland;7
2020-10-08;Midtjylland;23
2020-10-08;Syddanmark;18
2020-10-08;Hovedstaden;53
2020-10-08;Sjælland;14
2020-10-09;Nordjylland;7
2020-10-09;Midtjylland;22
2020-10-09;Syddanmark;17
2020-10-09;Hovedstaden;45
2020-10-09;Sjælland;15
2020-10-10;Nordjylland;8
2020-10-10;Midtjylland;21
2020-10-10;Syddanmark;17
2020-10-10;Hovedstaden;42
2020-10-10;Sjælland;15
2020-10-11;Nordjylland;9
2020-10-11;Midtjylland;20
2020-10-11;Syddanmark;17
2020-10-11;Hovedstaden;40
2020-10-11;Sjælland;16
2020-10-12;Nordjylland;10
2020-10-12;Midtjylland;21
2020-10-12;Syddanmark;18
2020-10-12;Hovedstaden;40
2020-10-12;Sjælland;18
2020-10-13;Nordjylland;10
2020-10-13;Midtjylland;19
2020-10-13;Syddanmark;19
2020-10-13;Hovedstaden;41
2020-10-13;Sjælland;14
2020-10-14;Nordjylland;9
2020-10-14;Midtjylland;22
2020-10-14;Syddanmark;17
2020-10-14;Hovedstaden;45
2020-10-14;Sjælland;11
2020-10-15;Nordjylland;10
2020-10-15;Midtjylland;23
2020-10-15;Syddanmark;17
2020-10-15;Hovedstaden;43
2020-10-15;Sjælland;11
2020-10-16;Nordjylland;14
2020-10-16;Midtjylland;22
2020-10-16;Syddanmark;17
2020-10-16;Hovedstaden;50
2020-10-16;Sjælland;7
2020-10-17;Nordjylland;14
2020-10-17;Midtjylland;22
2020-10-17;Syddanmark;17
2020-10-17;Hovedstaden;48
2020-10-17;Sjælland;9
2020-10-18;Nordjylland;12
2020-10-18;Midtjylland;25
2020-10-18;Syddanmark;17
2020-10-18;Hovedstaden;55
2020-10-18;Sjælland;10
2020-10-19;Nordjylland;16
2020-10-19;Midtjylland;26
2020-10-19;Syddanmark;22
2020-10-19;Hovedstaden;54
2020-10-19;Sjælland;11
2020-10-20;Nordjylland;15
2020-10-20;Midtjylland;26
2020-10-20;Syddanmark;21
2020-10-20;Hovedstaden;53
2020-10-20;Sjælland;13
2020-10-21;Nordjylland;14
2020-10-21;Midtjylland;27
2020-10-21;Syddanmark;21
2020-10-21;Hovedstaden;49
2020-10-21;Sjælland;11
2020-10-22;Nordjylland;13
2020-10-22;Midtjylland;25
2020-10-22;Syddanmark;21
2020-10-22;Hovedstaden;53
2020-10-22;Sjælland;12
2020-10-23;Nordjylland;12
2020-10-23;Midtjylland;23
2020-10-23;Syddanmark;22
2020-10-23;Hovedstaden;55
2020-10-23;Sjælland;13
2020-10-24;Nordjylland;14
2020-10-24;Midtjylland;21
2020-10-24;Syddanmark;20
2020-10-24;Hovedstaden;52
2020-10-24;Sjælland;13
2020-10-25;Nordjylland;14
2020-10-25;Midtjylland;22
2020-10-25;Syddanmark;23
2020-10-25;Hovedstaden;55
2020-10-25;Sjælland;13
2020-10-26;Nordjylland;15
2020-10-26;Midtjylland;21
2020-10-26;Syddanmark;30
2020-10-26;Hovedstaden;64
2020-10-26;Sjælland;15
2020-10-27;Nordjylland;16
2020-10-27;Midtjylland;18
2020-10-27;Syddanmark;29
2020-10-27;Hovedstaden;57
2020-10-27;Sjælland;17
2020-10-28;Nordjylland;12
2020-10-28;Midtjylland;23
2020-10-28;Syddanmark;25
2020-10-28;Hovedstaden;61
2020-10-28;Sjælland;15
2020-10-29;Nordjylland;14
2020-10-29;Midtjylland;27
2020-10-29;Syddanmark;26
2020-10-29;Hovedstaden;57
2020-10-29;Sjælland;15
2020-10-30;Nordjylland;17
2020-10-30;Midtjylland;29
2020-10-30;Syddanmark;33
2020-10-30;Hovedstaden;51
2020-10-30;Sjælland;14
2020-10-31;Nordjylland;20
2020-10-31;Midtjylland;30
2020-10-31;Syddanmark;32
2020-10-31;Hovedstaden;51
2020-10-31;Sjælland;14
2020-11-01;Nordjylland;19
2020-11-01;Midtjylland;30
2020-11-01;Syddanmark;33
2020-11-01;Hovedstaden;59
2020-11-01;Sjælland;15
2020-11-02;Nordjylland;20
2020-11-02;Midtjylland;32
2020-11-02;Syddanmark;34
2020-11-02;Hovedstaden;70
2020-11-02;Sjælland;18
2020-11-03;Nordjylland;21
2020-11-03;Midtjylland;28
2020-11-03;Syddanmark;36
2020-11-03;Hovedstaden;70
2020-11-03;Sjælland;14
2020-11-04;Nordjylland;26
2020-11-04;Midtjylland;25
2020-11-04;Syddanmark;31
2020-11-04;Hovedstaden;82
2020-11-04;Sjælland;20
2020-11-05;Nordjylland;26
2020-11-05;Midtjylland;27
2020-11-05;Syddanmark;28
2020-11-05;Hovedstaden;74
2020-11-05;Sjælland;27
2020-11-06;Nordjylland;25
2020-11-06;Midtjylland;30
2020-11-06;Syddanmark;30
2020-11-06;Hovedstaden;77
2020-11-06;Sjælland;29
2020-11-07;Nordjylland;23
2020-11-07;Midtjylland;29
2020-11-07;Syddanmark;28
2020-11-07;Hovedstaden;76
2020-11-07;Sjælland;31
2020-11-08;Nordjylland;26
2020-11-08;Midtjylland;26
2020-11-08;Syddanmark;29
2020-11-08;Hovedstaden;75
2020-11-08;Sjælland;32
2020-11-09;Nordjylland;23
2020-11-09;Midtjylland;26
2020-11-09;Syddanmark;29
2020-11-09;Hovedstaden;84
2020-11-09;Sjælland;34
2020-11-10;Nordjylland;23
2020-11-10;Midtjylland;33
2020-11-10;Syddanmark;30
2020-11-10;Hovedstaden;88
2020-11-10;Sjælland;37
2020-11-11;Nordjylland;22
2020-11-11;Midtjylland;29
2020-11-11;Syddanmark;38
2020-11-11;Hovedstaden;86
2020-11-11;Sjælland;41
2020-11-12;Nordjylland;22
2020-11-12;Midtjylland;38
2020-11-12;Syddanmark;37
2020-11-12;Hovedstaden;101
2020-11-12;Sjælland;41
2020-11-13;Nordjylland;21
2020-11-13;Midtjylland;38
2020-11-13;Syddanmark;36
2020-11-13;Hovedstaden;105
2020-11-13;Sjælland;36
2020-11-14;Nordjylland;23
2020-11-14;Midtjylland;41
2020-11-14;Syddanmark;38
2020-11-14;Hovedstaden;101
2020-11-14;Sjælland;40
2020-11-15;Nordjylland;25
2020-11-15;Midtjylland;39
2020-11-15;Syddanmark;39
2020-11-15;Hovedstaden;115
2020-11-15;Sjælland;41
2020-11-16;Nordjylland;22
2020-11-16;Midtjylland;46
2020-11-16;Syddanmark;37
2020-11-16;Hovedstaden;120
2020-11-16;Sjælland;42
2020-11-17;Nordjylland;24
2020-11-17;Midtjylland;46
2020-11-17;Syddanmark;35
2020-11-17;Hovedstaden;114
2020-11-17;Sjælland;40
2020-11-18;Nordjylland;24
2020-11-18;Midtjylland;41
2020-11-18;Syddanmark;42
2020-11-18;Hovedstaden;101
2020-11-18;Sjælland;40
2020-11-19;Nordjylland;24
2020-11-19;Midtjylland;41
2020-11-19;Syddanmark;41
2020-11-19;Hovedstaden;105
2020-11-19;Sjælland;44
2020-11-20;Nordjylland;24
2020-11-20;Midtjylland;35
2020-11-20;Syddanmark;41
2020-11-20;Hovedstaden;100
2020-11-20;Sjælland;44
2020-11-21;Nordjylland;22
2020-11-21;Midtjylland;40
2020-11-21;Syddanmark;41
2020-11-21;Hovedstaden;92
2020-11-21;Sjælland;42
2020-11-22;Nordjylland;22
2020-11-22;Midtjylland;42
2020-11-22;Syddanmark;49
2020-11-22;Hovedstaden;98
2020-11-22;Sjælland;43
2020-11-23;Nordjylland;24
2020-11-23;Midtjylland;42
2020-11-23;Syddanmark;49
2020-11-23;Hovedstaden;106
2020-11-23;Sjælland;40
2020-11-24;Nordjylland;19
2020-11-24;Midtjylland;44
2020-11-24;Syddanmark;47
2020-11-24;Hovedstaden;101
2020-11-24;Sjælland;44
2020-11-25;Nordjylland;20
2020-11-25;Midtjylland;42
2020-11-25;Syddanmark;45
2020-11-25;Hovedstaden;101
2020-11-25;Sjælland;43
2020-11-26;Nordjylland;21
2020-11-26;Midtjylland;41
2020-11-26;Syddanmark;44
2020-11-26;Hovedstaden;101
2020-11-26;Sjælland;37
2020-11-27;Nordjylland;24
2020-11-27;Midtjylland;42
2020-11-27;Syddanmark;49
2020-11-27;Hovedstaden;105
2020-11-27;Sjælland;34
2020-11-28;Nordjylland;24
2020-11-28;Midtjylland;41
2020-11-28;Syddanmark;51
2020-11-28;Hovedstaden;101
2020-11-28;Sjælland;32
2020-11-29;Nordjylland;21
2020-11-29;Midtjylland;40
2020-11-29;Syddanmark;51
2020-11-29;Hovedstaden;109
2020-11-29;Sjælland;35
2020-11-30;Nordjylland;20
2020-11-30;Midtjylland;45
2020-11-30;Syddanmark;51
2020-11-30;Hovedstaden;104
2020-11-30;Sjælland;39
2020-12-01;Nordjylland;19
2020-12-01;Midtjylland;39
2020-12-01;Syddanmark;51
2020-12-01;Hovedstaden;105
2020-12-01;Sjælland;40
2020-12-02;Nordjylland;17
2020-12-02;Midtjylland;53
2020-12-02;Syddanmark;53
2020-12-02;Hovedstaden;106
2020-12-02;Sjælland;37
2020-12-03;Nordjylland;18
2020-12-03;Midtjylland;51
2020-12-03;Syddanmark;50
2020-12-03;Hovedstaden;113
2020-12-03;Sjælland;35
2020-12-04;Nordjylland;17
2020-12-04;Midtjylland;53
2020-12-04;Syddanmark;51
2020-12-04;Hovedstaden;128
2020-12-04;Sjælland;44
2020-12-05;Nordjylland;14
2020-12-05;Midtjylland;50
2020-12-05;Syddanmark;52
2020-12-05;Hovedstaden;123
2020-12-05;Sjælland;40
2020-12-06;Nordjylland;15
2020-12-06;Midtjylland;59
2020-12-06;Syddanmark;50
2020-12-06;Hovedstaden;131
2020-12-06;Sjælland;47
2020-12-07;Nordjylland;15
2020-12-07;Midtjylland;63
2020-12-07;Syddanmark;48
2020-12-07;Hovedstaden;145
2020-12-07;Sjælland;57
2020-12-08;Nordjylland;17
2020-12-08;Midtjylland;65
2020-12-08;Syddanmark;48
2020-12-08;Hovedstaden;163
2020-12-08;Sjælland;61
2020-12-09;Nordjylland;15
2020-12-09;Midtjylland;57
2020-12-09;Syddanmark;45
2020-12-09;Hovedstaden;167
2020-12-09;Sjælland;65
2020-12-10;Nordjylland;16
2020-12-10;Midtjylland;56
2020-12-10;Syddanmark;41
2020-12-10;Hovedstaden;162
2020-12-10;Sjælland;67
2020-12-11;Nordjylland;14
2020-12-11;Midtjylland;62
2020-12-11;Syddanmark;45
2020-12-11;Hovedstaden;172
2020-12-11;Sjælland;68
2020-12-12;Nordjylland;12
2020-12-12;Midtjylland;74
2020-12-12;Syddanmark;42
2020-12-12;Hovedstaden;176
2020-12-12;Sjælland;67
2020-12-13;Nordjylland;12
2020-12-13;Midtjylland;76
2020-12-13;Syddanmark;49
2020-12-13;Hovedstaden;191
2020-12-13;Sjælland;62
2020-12-14;Nordjylland;11
2020-12-14;Midtjylland;83
2020-12-14;Syddanmark;55
2020-12-14;Hovedstaden;213
2020-12-14;Sjælland;67
2020-12-15;Nordjylland;12
2020-12-15;Midtjylland;79
2020-12-15;Syddanmark;46
2020-12-15;Hovedstaden;226
2020-12-15;Sjælland;76
2020-12-16;Nordjylland;14
2020-12-16;Midtjylland;72
2020-12-16;Syddanmark;53
2020-12-16;Hovedstaden;265
2020-12-16;Sjælland;89
2020-12-17;Nordjylland;23
2020-12-17;Midtjylland;69
2020-12-17;Syddanmark;58
2020-12-17;Hovedstaden;278
2020-12-17;Sjælland;88
2020-12-18;Nordjylland;26
2020-12-18;Midtjylland;79
2020-12-18;Syddanmark;60
2020-12-18;Hovedstaden;310
2020-12-18;Sjælland;93
2020-12-19;Nordjylland;23
2020-12-19;Midtjylland;86
2020-12-19;Syddanmark;68
2020-12-19;Hovedstaden;328
2020-12-19;Sjælland;101
2020-12-20;Nordjylland;33
2020-12-20;Midtjylland;94
2020-12-20;Syddanmark;70
2020-12-20;Hovedstaden;362
2020-12-20;Sjælland;102
2020-12-21;Nordjylland;36
2020-12-21;Midtjylland;102
2020-12-21;Syddanmark;74
2020-12-21;Hovedstaden;389
2020-12-21;Sjælland;112
2020-12-22;Nordjylland;36
2020-12-22;Midtjylland;111
2020-12-22;Syddanmark;80
2020-12-22;Hovedstaden;383
2020-12-22;Sjælland;113
2020-12-23;Nordjylland;38
2020-12-23;Midtjylland;97
2020-12-23;Syddanmark;90
2020-12-23;Hovedstaden;375
2020-12-23;Sjælland;120
2020-12-24;Nordjylland;47
2020-12-24;Midtjylland;94
2020-12-24;Syddanmark;86
2020-12-24;Hovedstaden;379
2020-12-24;Sjælland;118
2020-12-25;Nordjylland;43
2020-12-25;Midtjylland;100
2020-12-25;Syddanmark;75
2020-12-25;Hovedstaden;388
2020-12-25;Sjælland;120
2020-12-26;Nordjylland;39
2020-12-26;Midtjylland;102
2020-12-26;Syddanmark;77
2020-12-26;Hovedstaden;429
2020-12-26;Sjælland;129
2020-12-27;Nordjylland;48
2020-12-27;Midtjylland;108
2020-12-27;Syddanmark;76
2020-12-27;Hovedstaden;452
2020-12-27;Sjælland;133
2020-12-28;Nordjylland;51
2020-12-28;Midtjylland;115
2020-12-28;Syddanmark;80
2020-12-28;Hovedstaden;479
2020-12-28;Sjælland;147
2020-12-29;Nordjylland;54
2020-12-29;Midtjylland;118
2020-12-29;Syddanmark;106
2020-12-29;Hovedstaden;476
2020-12-29;Sjælland;146
2020-12-30;Nordjylland;54
2020-12-30;Midtjylland;132
2020-12-30;Syddanmark;99
2020-12-30;Hovedstaden;497
2020-12-30;Sjælland;144
2020-12-31;Nordjylland;51
2020-12-31;Midtjylland;116
2020-12-31;Syddanmark;93
2020-12-31;Hovedstaden;476
2020-12-31;Sjælland;143
2021-01-01;Nordjylland;49
2021-01-01;Midtjylland;114
2021-01-01;Syddanmark;98
2021-01-01;Hovedstaden;483
2021-01-01;Sjælland;141
2021-01-02;Nordjylland;61
2021-01-02;Midtjylland;120
2021-01-02;Syddanmark;108
2021-01-02;Hovedstaden;500
2021-01-02;Sjælland;155
2021-01-03;Nordjylland;61
2021-01-03;Midtjylland;124
2021-01-03;Syddanmark;101
2021-01-03;Hovedstaden;495
2021-01-03;Sjælland;156
2021-01-04;Nordjylland;67
2021-01-04;Midtjylland;122
2021-01-04;Syddanmark;103
2021-01-04;Hovedstaden;491
2021-01-04;Sjælland;181
2021-01-05;Nordjylland;74
2021-01-05;Midtjylland;136
2021-01-05;Syddanmark;106
2021-01-05;Hovedstaden;462
2021-01-05;Sjælland;164
2021-01-06;Nordjylland;67
2021-01-06;Midtjylland;129
2021-01-06;Syddanmark;101
2021-01-06;Hovedstaden;433
2021-01-06;Sjælland;156
2021-01-07;Nordjylland;64
2021-01-07;Midtjylland;129
2021-01-07;Syddanmark;97
2021-01-07;Hovedstaden;407
2021-01-07;Sjælland;164
2021-01-08;Nordjylland;57
2021-01-08;Midtjylland;128
2021-01-08;Syddanmark;98
2021-01-08;Hovedstaden;430
2021-01-08;Sjælland;151
2021-01-09;Nordjylland;57
2021-01-09;Midtjylland;120
2021-01-09;Syddanmark;95
2021-01-09;Hovedstaden;417
2021-01-09;Sjælland;144
2021-01-10;Nordjylland;62
2021-01-10;Midtjylland;118
2021-01-10;Syddanmark;96
2021-01-10;Hovedstaden;448
2021-01-10;Sjælland;151
2021-01-11;Nordjylland;67
2021-01-11;Midtjylland;127
2021-01-11;Syddanmark;103
2021-01-11;Hovedstaden;458
2021-01-11;Sjælland;165
2021-01-12;Nordjylland;59
2021-01-12;Midtjylland;128
2021-01-12;Syddanmark;105
2021-01-12;Hovedstaden;462
2021-01-12;Sjælland;163
2021-01-13;Nordjylland;50
2021-01-13;Midtjylland;116
2021-01-13;Syddanmark;98
2021-01-13;Hovedstaden;440
2021-01-13;Sjælland;155
2021-01-14;Nordjylland;50
2021-01-14;Midtjylland;113
2021-01-14;Syddanmark;94
2021-01-14;Hovedstaden;430
2021-01-14;Sjælland;152
2021-01-15;Nordjylland;46
2021-01-15;Midtjylland;117
2021-01-15;Syddanmark;92
2021-01-15;Hovedstaden;400
2021-01-15;Sjælland;137
2021-01-16;Nordjylland;42
2021-01-16;Midtjylland;117
2021-01-16;Syddanmark;101
2021-01-16;Hovedstaden;382
2021-01-16;Sjælland;137
2021-01-17;Nordjylland;44
2021-01-17;Midtjylland;121
2021-01-17;Syddanmark;108
2021-01-17;Hovedstaden;385
2021-01-17;Sjælland;141
2021-01-18;Nordjylland;45
2021-01-18;Midtjylland;116
2021-01-18;Syddanmark;117
2021-01-18;Hovedstaden;387
2021-01-18;Sjælland;152
2021-01-19;Nordjylland;47
2021-01-19;Midtjylland;112
2021-01-19;Syddanmark;114
2021-01-19;Hovedstaden;375
2021-01-19;Sjælland;144
2021-01-20;Nordjylland;52
2021-01-20;Midtjylland;103
2021-01-20;Syddanmark;109
2021-01-20;Hovedstaden;366
2021-01-20;Sjælland;141
2021-01-21;Nordjylland;66
2021-01-21;Midtjylland;98
2021-01-21;Syddanmark;111
2021-01-21;Hovedstaden;346
2021-01-21;Sjælland;124
2021-01-22;Nordjylland;69
2021-01-22;Midtjylland;93
2021-01-22;Syddanmark;108
2021-01-22;Hovedstaden;351
2021-01-22;Sjælland;124
2021-01-23;Nordjylland;63
2021-01-23;Midtjylland;88
2021-01-23;Syddanmark;99
2021-01-23;Hovedstaden;329
2021-01-23;Sjælland;124
2021-01-24;Nordjylland;65
2021-01-24;Midtjylland;91
2021-01-24;Syddanmark;97
2021-01-24;Hovedstaden;341
2021-01-24;Sjælland;131
2021-01-25;Nordjylland;66
2021-01-25;Midtjylland;92
2021-01-25;Syddanmark;93
2021-01-25;Hovedstaden;352
2021-01-25;Sjælland;135
2021-01-26;Nordjylland;63
2021-01-26;Midtjylland;78
2021-01-26;Syddanmark;84
2021-01-26;Hovedstaden;333
2021-01-26;Sjælland;126
2021-01-27;Nordjylland;64
2021-01-27;Midtjylland;79
2021-01-27;Syddanmark;76
2021-01-27;Hovedstaden;322
2021-01-27;Sjælland;125
2021-01-28;Nordjylland;56
2021-01-28;Midtjylland;79
2021-01-28;Syddanmark;69
2021-01-28;Hovedstaden;294
2021-01-28;Sjælland;113
2021-01-29;Nordjylland;52
2021-01-29;Midtjylland;78
2021-01-29;Syddanmark;70
2021-01-29;Hovedstaden;280
2021-01-29;Sjælland;103
2021-01-30;Nordjylland;49
2021-01-30;Midtjylland;66
2021-01-30;Syddanmark;68
2021-01-30;Hovedstaden;265
2021-01-30;Sjælland;93
2021-01-31;Nordjylland;55
2021-01-31;Midtjylland;65
2021-01-31;Syddanmark;64
2021-01-31;Hovedstaden;253
2021-01-31;Sjælland;92
2021-02-01;Nordjylland;54
2021-02-01;Midtjylland;65
2021-02-01;Syddanmark;65
2021-02-01;Hovedstaden;265
2021-02-01;Sjælland;95
2021-02-02;Nordjylland;48
2021-02-02;Midtjylland;60
2021-02-02;Syddanmark;65
2021-02-02;Hovedstaden;249
2021-02-02;Sjælland;82
2021-02-03;Nordjylland;50
2021-02-03;Midtjylland;52
2021-02-03;Syddanmark;63
2021-02-03;Hovedstaden;238
2021-02-03;Sjælland;79
2021-02-04;Nordjylland;54
2021-02-04;Midtjylland;50
2021-02-04;Syddanmark;58
2021-02-04;Hovedstaden;209
2021-02-04;Sjælland;73
2021-02-05;Nordjylland;45
2021-02-05;Midtjylland;44
2021-02-05;Syddanmark;55
2021-02-05;Hovedstaden;196
2021-02-05;Sjælland;65
2021-02-06;Nordjylland;44
2021-02-06;Midtjylland;40
2021-02-06;Syddanmark;48
2021-02-06;Hovedstaden;181
2021-02-06;Sjælland;69
2021-02-07;Nordjylland;45
2021-02-07;Midtjylland;39
2021-02-07;Syddanmark;47
2021-02-07;Hovedstaden;181
2021-02-07;Sjælland;66
2021-02-08;Nordjylland;44
2021-02-08;Midtjylland;41
2021-02-08;Syddanmark;47
2021-02-08;Hovedstaden;201
2021-02-08;Sjælland;67
2021-02-09;Nordjylland;45
2021-02-09;Midtjylland;38
2021-02-09;Syddanmark;48
2021-02-09;Hovedstaden;185
2021-02-09;Sjælland;55
2021-02-10;Nordjylland;49
2021-02-10;Midtjylland;38
2021-02-10;Syddanmark;48
2021-02-10;Hovedstaden;174
2021-02-10;Sjælland;61
2021-02-11;Nordjylland;45
2021-02-11;Midtjylland;35
2021-02-11;Syddanmark;53
2021-02-11;Hovedstaden;167
2021-02-11;Sjælland;57
2021-02-12;Nordjylland;41
2021-02-12;Midtjylland;36
2021-02-12;Syddanmark;45
2021-02-12;Hovedstaden;161
2021-02-12;Sjælland;54
2021-02-13;Nordjylland;37
2021-02-13;Midtjylland;34
2021-02-13;Syddanmark;41
2021-02-13;Hovedstaden;152
2021-02-13;Sjælland;44
2021-02-14;Nordjylland;38
2021-02-14;Midtjylland;31
2021-02-14;Syddanmark;42
2021-02-14;Hovedstaden;153
2021-02-14;Sjælland;45
2021-02-15;Nordjylland;40
2021-02-15;Midtjylland;32
2021-02-15;Syddanmark;43
2021-02-15;Hovedstaden;146
2021-02-15;Sjælland;54
2021-02-16;Nordjylland;37
2021-02-16;Midtjylland;27
2021-02-16;Syddanmark;42
2021-02-16;Hovedstaden;140
2021-02-16;Sjælland;52
2021-02-17;Nordjylland;37
2021-02-17;Midtjylland;27
2021-02-17;Syddanmark;42
2021-02-17;Hovedstaden;127
2021-02-17;Sjælland;47
2021-02-18;Nordjylland;37
2021-02-18;Midtjylland;21
2021-02-18;Syddanmark;41
2021-02-18;Hovedstaden;126
2021-02-18;Sjælland;44
2021-02-19;Nordjylland;38
2021-02-19;Midtjylland;21
2021-02-19;Syddanmark;44
2021-02-19;Hovedstaden;119
2021-02-19;Sjælland;42
2021-02-20;Nordjylland;31
2021-02-20;Midtjylland;21
2021-02-20;Syddanmark;49
2021-02-20;Hovedstaden;109
2021-02-20;Sjælland;38
2021-02-21;Nordjylland;32
2021-02-21;Midtjylland;19
2021-02-21;Syddanmark;50
2021-02-21;Hovedstaden;110
2021-02-21;Sjælland;37
2021-02-22;Nordjylland;34
2021-02-22;Midtjylland;17
2021-02-22;Syddanmark;54
2021-02-22;Hovedstaden;112
2021-02-22;Sjælland;37
2021-02-23;Nordjylland;29
2021-02-23;Midtjylland;16
2021-02-23;Syddanmark;49
2021-02-23;Hovedstaden;112
2021-02-23;Sjælland;41
2021-02-24;Nordjylland;32
2021-02-24;Midtjylland;16
2021-02-24;Syddanmark;44
2021-02-24;Hovedstaden;109
2021-02-24;Sjælland;37
2021-02-25;Nordjylland;30
2021-02-25;Midtjylland;17
2021-02-25;Syddanmark;45
2021-02-25;Hovedstaden;109
2021-02-25;Sjælland;34
2021-02-26;Nordjylland;27
2021-02-26;Midtjylland;18
2021-02-26;Syddanmark;41
2021-02-26;Hovedstaden;114
2021-02-26;Sjælland;31
2021-02-27;Nordjylland;23
2021-02-27;Midtjylland;17
2021-02-27;Syddanmark;45
2021-02-27;Hovedstaden;99
2021-02-27;Sjælland;33
2021-02-28;Nordjylland;22
2021-02-28;Midtjylland;19
2021-02-28;Syddanmark;49
2021-02-28;Hovedstaden;109
2021-02-28;Sjælland;32
2021-03-01;Nordjylland;23
2021-03-01;Midtjylland;19
2021-03-01;Syddanmark;54
2021-03-01;Hovedstaden;115
2021-03-01;Sjælland;32
2021-03-02;Nordjylland;18
2021-03-02;Midtjylland;19
2021-03-02;Syddanmark;49
2021-03-02;Hovedstaden;110
2021-03-02;Sjælland;36
2021-03-03;Nordjylland;20
2021-03-03;Midtjylland;17
2021-03-03;Syddanmark;50
2021-03-03;Hovedstaden;102
2021-03-03;Sjælland;36
2021-03-04;Nordjylland;21
2021-03-04;Midtjylland;13
2021-03-04;Syddanmark;47
2021-03-04;Hovedstaden;100
2021-03-04;Sjælland;36
2021-03-05;Nordjylland;21
2021-03-05;Midtjylland;9
2021-03-05;Syddanmark;46
2021-03-05;Hovedstaden;105
2021-03-05;Sjælland;34
2021-03-06;Nordjylland;17
2021-03-06;Midtjylland;13
2021-03-06;Syddanmark;45
2021-03-06;Hovedstaden;98
2021-03-06;Sjælland;38
2021-03-07;Nordjylland;18
2021-03-07;Midtjylland;17
2021-03-07;Syddanmark;47
2021-03-07;Hovedstaden;97
2021-03-07;Sjælland;45
2021-03-08;Nordjylland;18
2021-03-08;Midtjylland;17
2021-03-08;Syddanmark;50
2021-03-08;Hovedstaden;101
2021-03-08;Sjælland;48
2021-03-09;Nordjylland;18
2021-03-09;Midtjylland;12
2021-03-09;Syddanmark;48
2021-03-09;Hovedstaden;97
2021-03-09;Sjælland;46
2021-03-10;Nordjylland;16
2021-03-10;Midtjylland;12
2021-03-10;Syddanmark;50
2021-03-10;Hovedstaden;100
2021-03-10;Sjælland;52
2021-03-11;Nordjylland;14
2021-03-11;Midtjylland;14
2021-03-11;Syddanmark;51
2021-03-11;Hovedstaden;92
2021-03-11;Sjælland;51
2021-03-12;Nordjylland;14
2021-03-12;Midtjylland;12
2021-03-12;Syddanmark;55
2021-03-12;Hovedstaden;93
2021-03-12;Sjælland;51
2021-03-13;Nordjylland;16
2021-03-13;Midtjylland;9
2021-03-13;Syddanmark;51
2021-03-13;Hovedstaden;90
2021-03-13;Sjælland;47
2021-03-14;Nordjylland;14
2021-03-14;Midtjylland;11
2021-03-14;Syddanmark;50
2021-03-14;Hovedstaden;91
2021-03-14;Sjælland;51
2021-03-15;Nordjylland;14
2021-03-15;Midtjylland;10
2021-03-15;Syddanmark;50
2021-03-15;Hovedstaden;93
2021-03-15;Sjælland;44
2021-03-16;Nordjylland;13
2021-03-16;Midtjylland;12
2021-03-16;Syddanmark;50
2021-03-16;Hovedstaden;89
2021-03-16;Sjælland;43
