"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Langeland;10129;9965;2133;82.2;80.9;17.3;12318
Ærø;5059;4983;963;84.0;82.7;16.0;6026
Haderslev;43083;41997;5804;77.7;75.8;10.5;55416
Billund;20818;20315;3649;78.2;76.3;13.7;26630
Sønderborg;58267;56991;10506;79.1;77.4;14.3;73659
Tønder;28454;27726;4018;77.1;75.1;10.9;36895
Esbjerg;89996;87836;16099;77.9;76.1;13.9;115481
Fanø;2842;2792;656;82.8;81.4;19.1;3431
Varde;38759;37818;6750;78.0;76.1;13.6;49671
Vejen;32670;31751;5578;76.6;74.4;13.1;42651
Aabenraa;44757;43555;7201;76.4;74.3;12.3;58595
Fredericia;40299;39369;7359;78.2;76.4;14.3;51559
Horsens;71633;69797;14407;76.0;74.1;15.3;94253
Kolding;71960;69965;13251;77.0;74.9;14.2;93454
Vejle;91475;88975;17905;77.0;74.9;15.1;118780
Herning;70034;68242;15076;78.5;76.5;16.9;89246
Holstebro;46414;45098;9438;79.3;77.0;16.1;58543
Lemvig;15768;15424;3201;81.3;79.5;16.5;19391
Struer;16863;16476;3554;81.1;79.2;17.1;20793
Syddjurs;34835;34197;5851;79.9;78.4;13.4;43623
Norddjurs;29590;29043;5278;80.0;78.5;14.3;36983
Favrskov;38366;37518;6109;78.5;76.8;12.5;48844
Odder;18756;18474;3798;80.6;79.4;16.3;23265
Randers;77637;75850;15228;78.5;76.7;15.4;98888
Silkeborg;75662;73884;14611;77.9;76.0;15.0;97159
Samsø;3095;3043;617;83.3;81.9;16.6;3715
Skanderborg;49860;48899;8316;77.7;76.2;13.0;64201
Århus;279541;272872;48015;78.6;76.8;13.5;355453
Ikast-Brande;32142;31327;6598;76.7;74.7;15.7;41913
Ringkøbing-Skjern;44195;43098;9220;78.6;76.6;16.4;56231
Hedensted;37080;36228;7315;78.8;77.0;15.5;47076
Morsø;16185;15778;3055;80.6;78.6;15.2;20082
Skive;36579;35796;6245;81.2;79.4;13.9;45065
Thisted;34283;33536;5763;79.5;77.8;13.4;43106
Viborg;76735;74983;15837;79.2;77.4;16.4;96858
Brønderslev;28420;27780;4816;78.7;76.9;13.3;36126
Frederikshavn;47500;46526;8033;80.6;79.0;13.6;58897
Vesthimmerland;28428;27710;4626;78.2;76.2;12.7;36347
Læsø;1478;1453;453;83.3;81.9;25.5;1775
Rebild;23737;23154;3788;77.5;75.6;12.4;30646
Mariagerfjord;33330;32594;5741;80.0;78.2;13.8;41686
Jammerbugt;30258;29582;5077;79.3;77.5;13.3;38179
Aalborg;176127;171726;27933;79.6;77.6;12.6;221267
Hjørring;51281;50279;9933;80.3;78.7;15.5;63881
