"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Bornholm;34040;33516;27235;85.9;84.5;68.7;39649
Middelfart;33938;33457;26214;85.5;84.3;66.1;39673
Assens;34946;34421;26654;85.4;84.1;65.1;40916
Faaborg-Midtfyn;44256;43573;33667;85.3;84.0;64.9;51899
Kerteminde;20489;20145;15792;85.5;84.0;65.9;23976
Nyborg;27532;27119;21138;85.8;84.5;65.8;32106
Odense;172277;169313;126582;83.5;82.1;61.4;206206
Svendborg;50584;49853;38600;85.4;84.2;65.2;59219
Nordfyn;24987;24574;18907;84.0;82.6;63.6;29748
Langeland;10560;10441;8621;85.8;84.9;70.1;12301
Ærø;5268;5184;4386;87.5;86.1;72.9;6020
Haderslev;45621;44915;34232;82.5;81.3;61.9;55269
Billund;22189;21858;16728;83.1;81.9;62.6;26704
Sønderborg;61647;60729;47119;83.6;82.4;63.9;73729
Tønder;29962;29512;22754;81.3;80.1;61.8;36834
Esbjerg;95700;94229;71546;82.9;81.6;62.0;115451
Fanø;2972;2936;2411;86.6;85.6;70.3;3430
Varde;41175;40512;31320;82.9;81.6;63.0;49675
Vejen;34941;34344;25857;82.0;80.6;60.7;42600
Aabenraa;47229;46589;35885;80.5;79.4;61.1;58696
Fredericia;43068;42396;32647;83.4;82.1;63.2;51631
Horsens;77156;75940;56667;81.3;80.0;59.7;94953
Kolding;76998;75829;56183;82.2;81.0;60.0;93652
Vejle;98054;96500;71739;82.1;80.8;60.1;119396
Herning;74690;73528;55246;83.6;82.3;61.8;89332
Holstebro;49457;48666;36882;84.4;83.1;63.0;58581
Lemvig;16545;16348;12995;85.4;84.4;67.1;19376
Struer;17841;17575;13694;85.9;84.7;66.0;20760
Syddjurs;36980;36437;28731;84.6;83.3;65.7;43729
Norddjurs;31275;30817;24484;84.7;83.4;66.3;36933
Favrskov;41419;40746;30637;84.6;83.2;62.6;48965
Odder;19994;19705;15653;85.6;84.3;67.0;23364
Randers;82554;81242;61896;83.3;82.0;62.5;99067
Silkeborg;81026;79659;60582;83.0;81.6;62.0;97672
Samsø;3246;3214;2666;87.5;86.6;71.8;3711
Skanderborg;53935;52952;40162;83.7;82.2;62.3;64454
Århus;295843;290470;219218;83.2;81.7;61.6;355643
Ikast-Brande;34364;33861;25314;82.0;80.8;60.4;41926
Ringkøbing-Skjern;46920;46228;35426;83.4;82.2;63.0;56239
Hedensted;39577;39063;29822;84.0;82.9;63.3;47135
Morsø;17050;16746;12974;85.0;83.5;64.7;20065
Skive;38763;38218;29493;86.1;84.9;65.5;45030
Thisted;36319;35752;27801;84.4;83.0;64.6;43057
Viborg;82024;80743;60826;84.7;83.4;62.8;96861
Brønderslev;30534;30025;22740;84.2;82.8;62.7;36277
Frederikshavn;50142;49426;39109;85.3;84.0;66.5;58811
Vesthimmerland;30028;29568;22773;82.9;81.6;62.8;36242
Læsø;1537;1521;1313;86.2;85.3;73.6;1783
Rebild;25474;25025;18857;83.0;81.5;61.4;30689
Mariagerfjord;35240;34592;26830;84.6;83.1;64.4;41645
Jammerbugt;32295;31727;24607;84.7;83.2;64.5;38142
Aalborg;186290;183060;138051;84.2;82.8;62.4;221129
Hjørring;54458;53654;41362;85.4;84.1;64.8;63785
