"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Holstebro;49425;48505;36385;84.5;82.9;62.2;58522
Lemvig;16585;16345;12891;85.4;84.2;66.4;19414
Struer;17850;17540;13537;85.9;84.4;65.2;20771
Syddjurs;36950;36292;28448;84.7;83.2;65.2;43646
Norddjurs;31302;30761;24282;84.8;83.3;65.8;36909
Favrskov;41423;40599;30429;84.7;83.1;62.3;48878
Odder;19985;19619;15506;85.7;84.1;66.5;23331
Randers;82644;81110;61370;83.5;81.9;62.0;99030
Silkeborg;80994;79462;60031;83.1;81.5;61.6;97512
Samsø;3248;3203;2615;87.6;86.4;70.5;3707
Skanderborg;53991;52856;40025;83.8;82.1;62.1;64404
Århus;296159;290030;218683;83.3;81.6;61.5;355459
Ikast-Brande;34387;33780;25104;82.1;80.6;59.9;41901
Ringkøbing-Skjern;46929;46086;35072;83.5;82.0;62.4;56188
Hedensted;39604;39004;29685;84.1;82.8;63.0;47100
Morsø;17063;16709;12852;85.0;83.3;64.0;20067
Skive;38852;38197;29208;86.2;84.7;64.8;45083
Thisted;36365;35677;27586;84.4;82.8;64.0;43101
Viborg;82094;80547;60274;84.8;83.2;62.2;96835
Brønderslev;30517;29894;22532;84.3;82.6;62.2;36204
Frederikshavn;50212;49353;38751;85.3;83.8;65.8;58870
Vesthimmerland;30083;29492;22543;82.9;81.3;62.1;36294
Læsø;1531;1506;1285;86.3;84.9;72.4;1774
Rebild;25497;24960;18674;83.2;81.4;60.9;30660
Mariagerfjord;35264;34500;26585;84.7;82.8;63.8;41657
Jammerbugt;32352;31685;24441;84.7;83.0;64.0;38193
Aalborg;186455;182655;137362;84.3;82.6;62.1;221137
Hjørring;54507;53519;40822;85.4;83.8;63.9;63841
