"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Odsherred;26161;25838;1961;79.5;78.5;6.0;32900
Holbæk;56326;55524;4672;77.5;76.4;6.4;72714
Faxe;28187;27834;1862;76.1;75.2;5.0;37021
Kalundborg;37223;36730;2418;76.9;75.8;5.0;48430
Ringsted;25975;25630;1443;73.9;72.9;4.1;35147
Slagelse;60252;59360;4764;75.6;74.5;6.0;79648
Stevns;18130;17932;1276;77.5;76.6;5.5;23402
Sorø;23257;22977;1651;77.6;76.6;5.5;29980
Lejre;21994;21747;1682;76.8;76.0;5.9;28632
Lolland;30828;30402;2486;76.7;75.7;6.2;40185
Næstved;64172;63298;5270;76.7;75.6;6.3;83686
Guldborgsund;46707;46078;3476;77.4;76.4;5.8;60314
Vordingborg;35227;34741;2148;77.6;76.5;4.7;45390
Bornholm;31953;31531;2667;80.5;79.4;6.7;39691
Middelfart;31300;30951;2727;79.2;78.3;6.9;39531
Assens;32462;32058;2076;79.4;78.4;5.1;40893
Faaborg-Midtfyn;40812;40282;2932;78.8;77.7;5.7;51823
Kerteminde;19098;18869;1216;79.6;78.6;5.1;23997
Nyborg;25491;25205;1485;79.5;78.6;4.6;32052
Odense;159930;157535;11892;77.6;76.4;5.8;206139
Svendborg;46761;46172;4261;79.0;78.0;7.2;59167
Nordfyn;23133;22859;1624;77.9;77.0;5.5;29697
Langeland;9994;9904;705;81.1;80.4;5.7;12322
Ærø;5006;4958;318;83.3;82.5;5.3;6013
Haderslev;42149;41555;2727;76.2;75.1;4.9;55341
Billund;20434;20153;1319;76.7;75.6;5.0;26640
Sønderborg;57335;56572;4569;77.8;76.8;6.2;73652
Tønder;27935;27547;1830;75.8;74.7;5.0;36875
Esbjerg;88473;87216;6467;76.6;75.5;5.6;115447
Fanø;2804;2779;249;81.7;81.0;7.3;3430
Varde;37993;37548;2647;76.5;75.7;5.3;49632
Vejen;31912;31491;2344;74.7;73.8;5.5;42695
Aabenraa;43786;43220;3027;74.7;73.7;5.2;58612
Fredericia;39580;39066;3392;76.8;75.8;6.6;51541
Horsens;70085;69042;4957;74.5;73.4;5.3;94111
Kolding;70354;69224;5341;75.3;74.1;5.7;93427
Vejle;89503;88014;6718;75.5;74.2;5.7;118543
Herning;68661;67643;5714;77.0;75.8;6.4;89215
Holstebro;45336;44732;3178;77.5;76.4;5.4;58529
Lemvig;15492;15345;1091;80.0;79.2;5.6;19371
Struer;16564;16350;1257;79.7;78.7;6.1;20775
Syddjurs;34425;34035;1986;78.9;78.0;4.5;43657
Norddjurs;29265;28934;1954;79.0;78.1;5.3;37063
Favrskov;37665;37206;2207;77.2;76.3;4.5;48766
Odder;18524;18354;1494;79.6;78.9;6.4;23263
Randers;76318;75187;6654;77.2;76.1;6.7;98840
Silkeborg;74165;73201;4946;76.4;75.4;5.1;97069
Samsø;3060;3040;176;82.2;81.7;4.7;3722
Skanderborg;49029;48515;2920;76.4;75.6;4.6;64134
Århus;274896;270240;19198;77.3;76.0;5.4;355408
Ikast-Brande;31476;31036;2304;75.2;74.1;5.5;41871
Ringkøbing-Skjern;43307;42782;2968;77.0;76.1;5.3;56216
Hedensted;36403;35966;2481;77.3;76.4;5.3;47079
Morsø;15908;15693;1515;79.2;78.1;7.5;20084
Skive;35980;35510;2644;79.8;78.7;5.9;45109
Thisted;33745;33282;2346;78.2;77.2;5.4;43125
Viborg;75374;74417;5163;77.8;76.8;5.3;96867
Brønderslev;28006;27566;2213;77.4;76.2;6.1;36199
Frederikshavn;46855;46262;2750;79.6;78.6;4.7;58864
Vesthimmerland;27942;27593;2122;76.9;75.9;5.8;36337
Læsø;1462;1449;35;82.2;81.5;2.0;1778
Rebild;23290;22997;1470;76.0;75.1;4.8;30628
Mariagerfjord;32774;32337;2425;78.8;77.7;5.8;41591
Jammerbugt;29783;29353;1859;78.0;76.9;4.9;38171
Aalborg;173098;170142;12620;78.2;76.9;5.7;221232
Hjørring;50593;49861;4228;79.2;78.0;6.6;63885
