"3. stik dato";"kommunenavn";"Antal 3. stik"
2021-09-14;Kalundborg;50
2021-09-14;Ringsted;62
2021-09-14;Slagelse;36
2021-09-14;Stevns;17
2021-09-14;Sorø;9
2021-09-14;Lejre;13
2021-09-14;Lolland;6
2021-09-14;Næstved;125
2021-09-14;Guldborgsund;108
2021-09-14;Vordingborg;74
2021-09-14;Bornholm;115
2021-09-14;Middelfart;28
2021-09-14;Assens;21
2021-09-14;Faaborg-Midtfyn;19
2021-09-14;Kerteminde;13
2021-09-14;Nyborg;17
2021-09-14;Odense;159
2021-09-14;Svendborg;29
2021-09-14;Nordfyn;15
2021-09-14;Langeland;9
2021-09-14;Ærø;1
2021-09-14;Haderslev;15
2021-09-14;Billund;67
2021-09-14;Sønderborg;47
2021-09-14;Tønder;10
2021-09-14;Esbjerg;100
2021-09-14;Fanø;5
2021-09-14;Varde;76
2021-09-14;Vejen;13
2021-09-14;Aabenraa;9
2021-09-14;Fredericia;24
2021-09-14;Horsens;46
2021-09-14;Kolding;177
2021-09-14;Vejle;59
2021-09-14;Herning;6
2021-09-14;Holstebro;4
2021-09-14;Lemvig;64
2021-09-14;Struer;3
2021-09-14;Syddjurs;31
2021-09-14;Norddjurs;94
2021-09-14;Favrskov;35
2021-09-14;Odder;11
2021-09-14;Randers;148
2021-09-14;Silkeborg;25
2021-09-14;Skanderborg;86
2021-09-14;Århus;401
2021-09-14;Ikast-Brande;8
2021-09-14;Hedensted;69
2021-09-14;Skive;77
2021-09-14;Viborg;98
2021-09-14;Vesthimmerland;3
2021-09-14;Aalborg;44
2021-09-14;Hjørring;1
2021-09-15;København;380
2021-09-15;Frederiksberg;31
2021-09-15;Ballerup;24
2021-09-15;Brøndby;10
2021-09-15;Dragør;5
2021-09-15;Gentofte;36
2021-09-15;Gladsaxe;227
2021-09-15;Glostrup;5
2021-09-15;Herlev;12
2021-09-15;Albertslund;12
2021-09-15;Hvidovre;21
2021-09-15;Høje Tåstrup;17
2021-09-15;Lyngby-Taarbæk;28
2021-09-15;Rødovre;17
2021-09-15;Ishøj;14
2021-09-15;Tårnby;144
2021-09-15;Vallensbæk;2
2021-09-15;Furesø;21
2021-09-15;Allerød;11
2021-09-15;Fredensborg;73
2021-09-15;Helsingør;28
2021-09-15;Hillerød;25
2021-09-15;Hørsholm;13
2021-09-15;Rudersdal;64
2021-09-15;Egedal;24
2021-09-15;Frederikssund;25
2021-09-15;Greve;37
2021-09-15;Køge;24
2021-09-15;Halsnæs;63
2021-09-15;Roskilde;153
2021-09-15;Solrød;33
2021-09-15;Gribskov;100
2021-09-15;Odsherred;16
2021-09-15;Holbæk;113
2021-09-15;Faxe;51
2021-09-15;Kalundborg;31
2021-09-15;Ringsted;160
2021-09-15;Slagelse;45
2021-09-15;Stevns;10
2021-09-15;Sorø;52
2021-09-15;Lejre;27
2021-09-15;Lolland;50
2021-09-15;Næstved;66
2021-09-15;Guldborgsund;67
2021-09-15;Vordingborg;39
2021-09-15;Bornholm;79
2021-09-15;Middelfart;121
2021-09-15;Assens;26
2021-09-15;Faaborg-Midtfyn;24
2021-09-15;Kerteminde;9
2021-09-15;Nyborg;10
2021-09-15;Odense;325
2021-09-15;Svendborg;29
2021-09-15;Nordfyn;17
2021-09-15;Langeland;6
2021-09-15;Ærø;1
2021-09-15;Haderslev;15
2021-09-15;Billund;8
2021-09-15;Sønderborg;22
2021-09-15;Tønder;182
2021-09-15;Esbjerg;152
2021-09-15;Varde;54
2021-09-15;Vejen;67
2021-09-15;Aabenraa;17
2021-09-15;Fredericia;25
2021-09-15;Horsens;63
2021-09-15;Kolding;156
2021-09-15;Vejle;153
2021-09-15;Herning;36
2021-09-15;Holstebro;174
2021-09-15;Struer;92
2021-09-15;Syddjurs;80
2021-09-15;Norddjurs;37
2021-09-15;Favrskov;30
2021-09-15;Odder;16
2021-09-15;Randers;68
2021-09-15;Silkeborg;45
2021-09-15;Skanderborg;55
2021-09-15;Århus;355
2021-09-15;Ikast-Brande;6
2021-09-15;Ringkøbing-Skjern;14
2021-09-15;Hedensted;55
2021-09-15;Morsø;4
2021-09-15;Skive;74
2021-09-15;Viborg;149
2021-09-15;Brønderslev;11
2021-09-15;Frederikshavn;89
2021-09-15;Jammerbugt;4
2021-09-15;Aalborg;106
2021-09-15;Hjørring;9
2021-09-16;København;331
2021-09-16;Frederiksberg;35
2021-09-16;Ballerup;17
2021-09-16;Brøndby;10
2021-09-16;Dragør;8
2021-09-16;Gentofte;29
2021-09-16;Gladsaxe;223
2021-09-16;Glostrup;6
2021-09-16;Herlev;5
2021-09-16;Albertslund;12
2021-09-16;Hvidovre;15
2021-09-16;Høje Tåstrup;18
2021-09-16;Lyngby-Taarbæk;40
2021-09-16;Rødovre;4
2021-09-16;Ishøj;6
2021-09-16;Tårnby;44
2021-09-16;Vallensbæk;6
2021-09-16;Furesø;58
2021-09-16;Allerød;86
2021-09-16;Fredensborg;27
2021-09-16;Helsingør;62
2021-09-16;Hillerød;26
2021-09-16;Hørsholm;53
2021-09-16;Rudersdal;22
2021-09-16;Egedal;24
2021-09-16;Frederikssund;53
2021-09-16;Greve;9
2021-09-16;Køge;22
2021-09-16;Halsnæs;69
2021-09-16;Roskilde;95
2021-09-16;Solrød;5
2021-09-16;Gribskov;56
2021-09-16;Odsherred;57
2021-09-16;Holbæk;37
2021-09-16;Faxe;23
2021-09-16;Kalundborg;133
2021-09-16;Ringsted;35
2021-09-16;Slagelse;70
2021-09-16;Stevns;5
2021-09-16;Sorø;13
2021-09-16;Lejre;19
2021-09-16;Lolland;33
2021-09-16;Næstved;121
2021-09-16;Guldborgsund;77
2021-09-16;Vordingborg;5
2021-09-16;Bornholm;44
2021-09-16;Middelfart;16
2021-09-16;Assens;22
2021-09-16;Faaborg-Midtfyn;25
2021-09-16;Kerteminde;7
2021-09-16;Nyborg;30
2021-09-16;Odense;332
2021-09-16;Svendborg;22
2021-09-16;Nordfyn;13
2021-09-16;Langeland;7
2021-09-16;Ærø;3
2021-09-16;Haderslev;19
2021-09-16;Billund;15
2021-09-16;Sønderborg;16
2021-09-16;Tønder;19
2021-09-16;Esbjerg;45
2021-09-16;Varde;56
2021-09-16;Vejen;88
2021-09-16;Aabenraa;133
2021-09-16;Fredericia;136
2021-09-16;Horsens;67
2021-09-16;Kolding;39
2021-09-16;Vejle;142
2021-09-16;Herning;1
2021-09-16;Holstebro;154
2021-09-16;Syddjurs;7
2021-09-16;Norddjurs;17
2021-09-16;Favrskov;19
2021-09-16;Odder;54
2021-09-16;Randers;194
2021-09-16;Silkeborg;46
2021-09-16;Samsø;1
2021-09-16;Skanderborg;67
2021-09-16;Århus;287
2021-09-16;Ikast-Brande;3
2021-09-16;Ringkøbing-Skjern;2
2021-09-16;Hedensted;72
2021-09-16;Skive;59
2021-09-16;Viborg;56
2021-09-16;Brønderslev;16
2021-09-16;Frederikshavn;2
2021-09-16;Vesthimmerland;35
2021-09-16;Læsø;30
2021-09-16;Rebild;23
2021-09-16;Mariagerfjord;78
2021-09-16;Jammerbugt;33
2021-09-16;Aalborg;307
2021-09-16;Hjørring;38
2021-09-17;København;523
2021-09-17;Frederiksberg;32
2021-09-17;Ballerup;19
2021-09-17;Brøndby;8
2021-09-17;Dragør;7
2021-09-17;Gentofte;28
2021-09-17;Gladsaxe;16
2021-09-17;Glostrup;2
2021-09-17;Herlev;8
2021-09-17;Albertslund;9
2021-09-17;Hvidovre;23
2021-09-17;Høje Tåstrup;14
2021-09-17;Lyngby-Taarbæk;252
2021-09-17;Rødovre;8
2021-09-17;Ishøj;4
2021-09-17;Tårnby;12
2021-09-17;Vallensbæk;5
2021-09-17;Furesø;17
2021-09-17;Allerød;11
2021-09-17;Fredensborg;17
2021-09-17;Helsingør;25
2021-09-17;Hillerød;184
2021-09-17;Hørsholm;11
2021-09-17;Rudersdal;58
2021-09-17;Egedal;76
2021-09-17;Frederikssund;13
2021-09-17;Greve;108
2021-09-17;Køge;120
2021-09-17;Halsnæs;15
2021-09-17;Roskilde;41
2021-09-17;Solrød;12
2021-09-17;Gribskov;30
2021-09-17;Odsherred;35
2021-09-17;Holbæk;111
2021-09-17;Faxe;32
2021-09-17;Kalundborg;44
2021-09-17;Ringsted;24
2021-09-17;Slagelse;29
2021-09-17;Stevns;5
2021-09-17;Sorø;13
2021-09-17;Lejre;8
2021-09-17;Lolland;8
2021-09-17;Næstved;39
2021-09-17;Guldborgsund;46
2021-09-17;Vordingborg;79
2021-09-17;Bornholm;87
2021-09-17;Middelfart;16
2021-09-17;Assens;41
2021-09-17;Faaborg-Midtfyn;14
2021-09-17;Kerteminde;5
2021-09-17;Nyborg;7
2021-09-17;Odense;124
2021-09-17;Svendborg;28
2021-09-17;Nordfyn;169
2021-09-17;Langeland;3
2021-09-17;Ærø;1
2021-09-17;Haderslev;34
2021-09-17;Billund;10
2021-09-17;Sønderborg;82
2021-09-17;Tønder;8
2021-09-17;Esbjerg;99
2021-09-17;Fanø;1
2021-09-17;Varde;107
2021-09-17;Vejen;51
2021-09-17;Aabenraa;19
2021-09-17;Fredericia;17
2021-09-17;Horsens;18
2021-09-17;Kolding;137
2021-09-17;Vejle;163
2021-09-17;Herning;2
2021-09-17;Holstebro;2
2021-09-17;Lemvig;88
2021-09-17;Syddjurs;40
2021-09-17;Norddjurs;4
2021-09-17;Favrskov;10
2021-09-17;Odder;10
2021-09-17;Randers;3
2021-09-17;Silkeborg;36
2021-09-17;Samsø;1
2021-09-17;Skanderborg;76
2021-09-17;Århus;312
2021-09-17;Ikast-Brande;1
2021-09-17;Hedensted;7
2021-09-17;Morsø;87
2021-09-17;Skive;61
2021-09-17;Thisted;41
2021-09-17;Viborg;62
2021-09-17;Vesthimmerland;75
2021-09-17;Rebild;49
2021-09-17;Mariagerfjord;46
2021-09-17;Jammerbugt;5
2021-09-17;Aalborg;7
2021-09-18;København;70
2021-09-18;Frederiksberg;16
2021-09-18;Ballerup;11
2021-09-18;Brøndby;7
2021-09-18;Gentofte;12
2021-09-18;Gladsaxe;4
2021-09-18;Glostrup;11
2021-09-18;Herlev;5
2021-09-18;Albertslund;4
2021-09-18;Hvidovre;8
2021-09-18;Høje Tåstrup;20
2021-09-18;Lyngby-Taarbæk;9
2021-09-18;Rødovre;8
2021-09-18;Ishøj;4
2021-09-18;Tårnby;7
2021-09-18;Vallensbæk;3
2021-09-18;Furesø;7
2021-09-18;Fredensborg;8
2021-09-18;Helsingør;6
2021-09-18;Hillerød;6
2021-09-18;Hørsholm;5
2021-09-18;Rudersdal;11
2021-09-18;Egedal;4
2021-09-18;Frederikssund;6
2021-09-18;Greve;4
2021-09-18;Køge;7
2021-09-18;Halsnæs;4
2021-09-18;Roskilde;11
2021-09-18;Solrød;2
2021-09-18;Gribskov;8
2021-09-18;Holbæk;15
2021-09-18;Faxe;4
2021-09-18;Kalundborg;3
2021-09-18;Ringsted;1
2021-09-18;Slagelse;6
2021-09-18;Sorø;2
2021-09-18;Lejre;4
2021-09-18;Lolland;1
2021-09-18;Næstved;7
2021-09-18;Guldborgsund;17
2021-09-18;Vordingborg;2
2021-09-18;Bornholm;5
2021-09-18;Middelfart;7
2021-09-18;Assens;5
2021-09-18;Faaborg-Midtfyn;7
2021-09-18;Kerteminde;2
2021-09-18;Nyborg;6
2021-09-18;Odense;31
2021-09-18;Svendborg;13
2021-09-18;Nordfyn;5
2021-09-18;Langeland;2
2021-09-18;Haderslev;7
2021-09-18;Billund;2
2021-09-18;Sønderborg;12
2021-09-18;Tønder;8
2021-09-18;Esbjerg;1
2021-09-18;Vejen;6
2021-09-18;Aabenraa;10
2021-09-18;Fredericia;12
2021-09-18;Horsens;1
2021-09-18;Kolding;11
2021-09-18;Vejle;18
2021-09-18;Lemvig;1
2021-09-18;Silkeborg;1
2021-09-18;Skanderborg;1
2021-09-18;Århus;3
2021-09-18;Ikast-Brande;1
2021-09-18;Hedensted;1
2021-09-18;Morsø;28
2021-09-18;Skive;4
2021-09-18;Thisted;82
2021-09-18;Viborg;2
2021-09-18;Brønderslev;48
2021-09-18;Frederikshavn;5
2021-09-18;Rebild;20
2021-09-18;Mariagerfjord;69
2021-09-18;Jammerbugt;26
2021-09-18;Aalborg;163
2021-09-18;Hjørring;133
2021-09-19;København;63
2021-09-19;Frederiksberg;10
2021-09-19;Ballerup;12
2021-09-19;Brøndby;4
2021-09-19;Dragør;2
2021-09-19;Gentofte;10
2021-09-19;Gladsaxe;7
2021-09-19;Glostrup;5
2021-09-19;Herlev;4
2021-09-19;Albertslund;3
2021-09-19;Hvidovre;6
2021-09-19;Høje Tåstrup;11
2021-09-19;Lyngby-Taarbæk;11
2021-09-19;Rødovre;6
2021-09-19;Ishøj;2
2021-09-19;Tårnby;6
2021-09-19;Vallensbæk;2
2021-09-19;Furesø;7
2021-09-19;Allerød;5
2021-09-19;Fredensborg;6
2021-09-19;Helsingør;7
2021-09-19;Hillerød;7
2021-09-19;Hørsholm;4
2021-09-19;Rudersdal;9
2021-09-19;Egedal;9
2021-09-19;Frederikssund;4
2021-09-19;Greve;3
2021-09-19;Køge;11
2021-09-19;Halsnæs;5
2021-09-19;Roskilde;19
2021-09-19;Solrød;1
2021-09-19;Gribskov;5
2021-09-19;Odsherred;2
2021-09-19;Holbæk;7
2021-09-19;Kalundborg;1
2021-09-19;Slagelse;9
2021-09-19;Sorø;1
2021-09-19;Lejre;3
2021-09-19;Lolland;2
2021-09-19;Næstved;10
2021-09-19;Bornholm;2
2021-09-19;Middelfart;7
2021-09-19;Assens;6
2021-09-19;Faaborg-Midtfyn;5
2021-09-19;Kerteminde;4
2021-09-19;Nyborg;3
2021-09-19;Odense;17
2021-09-19;Svendborg;4
2021-09-19;Nordfyn;6
2021-09-19;Ærø;1
2021-09-19;Haderslev;8
2021-09-19;Billund;4
2021-09-19;Sønderborg;2
2021-09-19;Tønder;2
2021-09-19;Esbjerg;2
2021-09-19;Varde;1
2021-09-19;Vejen;3
2021-09-19;Aabenraa;4
2021-09-19;Fredericia;7
2021-09-19;Kolding;9
2021-09-19;Vejle;20
2021-09-19;Hedensted;1
2021-09-19;Morsø;7
2021-09-19;Thisted;33
2021-09-19;Brønderslev;32
2021-09-19;Frederikshavn;109
2021-09-19;Vesthimmerland;23
2021-09-19;Rebild;7
2021-09-19;Mariagerfjord;3
2021-09-19;Jammerbugt;8
2021-09-19;Aalborg;31
2021-09-19;Hjørring;61
2021-09-20;København;402
2021-09-20;Frederiksberg;66
2021-09-20;Ballerup;10
2021-09-20;Brøndby;169
2021-09-20;Dragør;5
2021-09-20;Gentofte;24
2021-09-20;Gladsaxe;22
2021-09-20;Glostrup;7
2021-09-20;Herlev;3
2021-09-20;Albertslund;58
2021-09-20;Hvidovre;28
2021-09-20;Høje Tåstrup;18
2021-09-20;Lyngby-Taarbæk;16
2021-09-20;Rødovre;16
2021-09-20;Ishøj;4
2021-09-20;Tårnby;23
2021-09-20;Vallensbæk;11
2021-09-20;Furesø;10
2021-09-20;Allerød;9
2021-09-20;Fredensborg;10
2021-09-20;Helsingør;168
2021-09-20;Hillerød;48
2021-09-20;Hørsholm;8
2021-09-20;Rudersdal;24
2021-09-20;Egedal;39
2021-09-20;Frederikssund;130
2021-09-20;Greve;35
2021-09-20;Køge;18
2021-09-20;Halsnæs;6
2021-09-20;Roskilde;27
2021-09-20;Solrød;4
2021-09-20;Gribskov;16
2021-09-20;Odsherred;92
2021-09-20;Holbæk;22
2021-09-20;Faxe;9
2021-09-20;Kalundborg;120
2021-09-20;Ringsted;1
2021-09-20;Slagelse;16
2021-09-20;Stevns;122
2021-09-20;Sorø;41
2021-09-20;Lejre;15
2021-09-20;Lolland;10
2021-09-20;Næstved;108
2021-09-20;Guldborgsund;56
2021-09-20;Vordingborg;24
2021-09-20;Bornholm;83
2021-09-20;Middelfart;17
2021-09-20;Assens;17
2021-09-20;Faaborg-Midtfyn;13
2021-09-20;Kerteminde;99
2021-09-20;Nyborg;7
2021-09-20;Odense;46
2021-09-20;Svendborg;20
2021-09-20;Nordfyn;8
2021-09-20;Langeland;5
2021-09-20;Ærø;2
2021-09-20;Haderslev;102
2021-09-20;Billund;47
2021-09-20;Sønderborg;90
2021-09-20;Tønder;5
2021-09-20;Esbjerg;190
2021-09-20;Fanø;3
2021-09-20;Varde;38
2021-09-20;Vejen;50
2021-09-20;Aabenraa;7
2021-09-20;Fredericia;145
2021-09-20;Horsens;83
2021-09-20;Kolding;27
2021-09-20;Vejle;136
2021-09-20;Herning;107
2021-09-20;Holstebro;42
2021-09-20;Lemvig;1
2021-09-20;Syddjurs;114
2021-09-20;Norddjurs;41
2021-09-20;Favrskov;24
2021-09-20;Odder;19
2021-09-20;Randers;166
2021-09-20;Silkeborg;64
2021-09-20;Samsø;1
2021-09-20;Skanderborg;14
2021-09-20;Århus;272
2021-09-20;Ikast-Brande;124
2021-09-20;Ringkøbing-Skjern;13
2021-09-20;Hedensted;29
2021-09-20;Skive;32
2021-09-20;Thisted;2
2021-09-20;Viborg;122
2021-09-20;Brønderslev;6
2021-09-20;Frederikshavn;32
2021-09-20;Vesthimmerland;36
2021-09-20;Rebild;18
2021-09-20;Mariagerfjord;50
2021-09-20;Jammerbugt;62
2021-09-20;Aalborg;186
2021-09-20;Hjørring;1
2021-09-21;København;318
2021-09-21;Frederiksberg;265
2021-09-21;Ballerup;15
2021-09-21;Brøndby;12
2021-09-21;Dragør;1
2021-09-21;Gentofte;18
2021-09-21;Gladsaxe;7
2021-09-21;Glostrup;8
2021-09-21;Herlev;9
2021-09-21;Albertslund;36
2021-09-21;Hvidovre;17
2021-09-21;Høje Tåstrup;18
2021-09-21;Lyngby-Taarbæk;11
2021-09-21;Rødovre;68
2021-09-21;Ishøj;2
2021-09-21;Tårnby;7
2021-09-21;Vallensbæk;6
2021-09-21;Furesø;12
2021-09-21;Allerød;7
2021-09-21;Fredensborg;42
2021-09-21;Helsingør;118
2021-09-21;Hillerød;58
2021-09-21;Hørsholm;74
2021-09-21;Rudersdal;18
2021-09-21;Egedal;13
2021-09-21;Frederikssund;8
2021-09-21;Greve;13
2021-09-21;Køge;9
2021-09-21;Halsnæs;51
2021-09-21;Roskilde;19
2021-09-21;Solrød;2
2021-09-21;Gribskov;53
2021-09-21;Odsherred;21
2021-09-21;Holbæk;24
2021-09-21;Faxe;5
2021-09-21;Kalundborg;17
2021-09-21;Ringsted;19
2021-09-21;Slagelse;10
2021-09-21;Stevns;11
2021-09-21;Sorø;87
2021-09-21;Lejre;94
2021-09-21;Lolland;12
2021-09-21;Næstved;65
2021-09-21;Guldborgsund;97
2021-09-21;Vordingborg;41
2021-09-21;Bornholm;7
2021-09-21;Middelfart;14
2021-09-21;Assens;9
2021-09-21;Faaborg-Midtfyn;16
2021-09-21;Kerteminde;81
2021-09-21;Nyborg;136
2021-09-21;Odense;41
2021-09-21;Svendborg;11
2021-09-21;Nordfyn;9
2021-09-21;Langeland;64
2021-09-21;Ærø;1
2021-09-21;Haderslev;146
2021-09-21;Billund;34
2021-09-21;Sønderborg;12
2021-09-21;Tønder;3
2021-09-21;Esbjerg;84
2021-09-21;Varde;47
2021-09-21;Vejen;21
2021-09-21;Aabenraa;5
2021-09-21;Fredericia;21
2021-09-21;Horsens;93
2021-09-21;Kolding;134
2021-09-21;Vejle;22
2021-09-21;Herning;51
2021-09-21;Holstebro;65
2021-09-21;Struer;1
2021-09-21;Syddjurs;32
2021-09-21;Norddjurs;10
2021-09-21;Favrskov;97
2021-09-21;Odder;21
2021-09-21;Randers;97
2021-09-21;Silkeborg;86
2021-09-21;Skanderborg;27
2021-09-21;Århus;313
2021-09-21;Ikast-Brande;8
2021-09-21;Ringkøbing-Skjern;74
2021-09-21;Hedensted;32
2021-09-21;Morsø;96
2021-09-21;Skive;83
2021-09-21;Thisted;46
2021-09-21;Viborg;207
2021-09-21;Brønderslev;31
2021-09-21;Frederikshavn;86
2021-09-21;Vesthimmerland;57
2021-09-21;Rebild;44
2021-09-21;Mariagerfjord;56
2021-09-21;Jammerbugt;65
2021-09-21;Aalborg;441
2021-09-21;Hjørring;62
2021-09-22;København;322
2021-09-22;Frederiksberg;197
2021-09-22;Ballerup;5
2021-09-22;Brøndby;72
2021-09-22;Dragør;4
2021-09-22;Gentofte;45
2021-09-22;Gladsaxe;13
2021-09-22;Glostrup;5
2021-09-22;Herlev;4
2021-09-22;Albertslund;9
2021-09-22;Hvidovre;124
2021-09-22;Høje Tåstrup;10
2021-09-22;Lyngby-Taarbæk;16
2021-09-22;Rødovre;2
2021-09-22;Ishøj;2
2021-09-22;Tårnby;3
2021-09-22;Vallensbæk;3
2021-09-22;Furesø;11
2021-09-22;Allerød;5
2021-09-22;Fredensborg;7
2021-09-22;Helsingør;13
2021-09-22;Hillerød;48
2021-09-22;Hørsholm;6
2021-09-22;Rudersdal;122
2021-09-22;Egedal;10
2021-09-22;Frederikssund;8
2021-09-22;Greve;8
2021-09-22;Køge;88
2021-09-22;Halsnæs;8
2021-09-22;Roskilde;99
2021-09-22;Solrød;10
2021-09-22;Gribskov;12
2021-09-22;Odsherred;5
2021-09-22;Holbæk;12
2021-09-22;Faxe;122
2021-09-22;Kalundborg;29
2021-09-22;Ringsted;1
2021-09-22;Slagelse;29
2021-09-22;Stevns;6
2021-09-22;Sorø;66
2021-09-22;Lejre;8
2021-09-22;Lolland;23
2021-09-22;Næstved;17
2021-09-22;Guldborgsund;53
2021-09-22;Vordingborg;35
2021-09-22;Bornholm;10
2021-09-22;Middelfart;12
2021-09-22;Assens;8
2021-09-22;Faaborg-Midtfyn;10
2021-09-22;Kerteminde;4
2021-09-22;Nyborg;9
2021-09-22;Odense;37
2021-09-22;Svendborg;278
2021-09-22;Nordfyn;4
2021-09-22;Langeland;80
2021-09-22;Ærø;2
2021-09-22;Haderslev;52
2021-09-22;Billund;9
2021-09-22;Sønderborg;164
2021-09-22;Tønder;4
2021-09-22;Esbjerg;93
2021-09-22;Fanø;6
2021-09-22;Varde;16
2021-09-22;Vejen;10
2021-09-22;Aabenraa;10
2021-09-22;Fredericia;13
2021-09-22;Horsens;112
2021-09-22;Kolding;17
2021-09-22;Vejle;136
2021-09-22;Herning;27
2021-09-22;Holstebro;26
2021-09-22;Lemvig;124
2021-09-22;Struer;215
2021-09-22;Syddjurs;6
2021-09-22;Norddjurs;28
2021-09-22;Favrskov;12
2021-09-22;Odder;51
2021-09-22;Randers;162
2021-09-22;Silkeborg;114
2021-09-22;Skanderborg;29
2021-09-22;Århus;204
2021-09-22;Ikast-Brande;188
2021-09-22;Ringkøbing-Skjern;147
2021-09-22;Hedensted;60
2021-09-22;Morsø;3
2021-09-22;Skive;89
2021-09-22;Thisted;72
2021-09-22;Viborg;88
2021-09-22;Brønderslev;126
2021-09-22;Frederikshavn;191
2021-09-22;Vesthimmerland;43
2021-09-22;Rebild;1
2021-09-22;Mariagerfjord;47
2021-09-22;Jammerbugt;1
2021-09-22;Aalborg;317
2021-09-22;Hjørring;79
2021-09-23;København;265
2021-09-23;Frederiksberg;132
2021-09-23;Ballerup;11
2021-09-23;Brøndby;1
2021-09-23;Dragør;5
2021-09-23;Gentofte;226
2021-09-23;Gladsaxe;17
2021-09-23;Glostrup;5
2021-09-23;Herlev;4
2021-09-23;Albertslund;2
2021-09-23;Hvidovre;17
2021-09-23;Høje Tåstrup;76
2021-09-23;Lyngby-Taarbæk;175
2021-09-23;Rødovre;57
2021-09-23;Ishøj;4
2021-09-23;Tårnby;10
2021-09-23;Vallensbæk;40
2021-09-23;Furesø;11
2021-09-23;Allerød;10
2021-09-23;Fredensborg;13
2021-09-23;Helsingør;10
2021-09-23;Hillerød;13
2021-09-23;Hørsholm;5
2021-09-23;Rudersdal;90
2021-09-23;Egedal;9
2021-09-23;Frederikssund;19
2021-09-23;Greve;79
2021-09-23;Køge;47
2021-09-23;Halsnæs;9
2021-09-23;Roskilde;15
2021-09-23;Solrød;5
2021-09-23;Gribskov;15
2021-09-23;Odsherred;3
2021-09-23;Holbæk;109
2021-09-23;Faxe;12
2021-09-23;Kalundborg;2
2021-09-23;Ringsted;13
2021-09-23;Slagelse;97
2021-09-23;Stevns;1
2021-09-23;Sorø;12
2021-09-23;Lejre;6
2021-09-23;Lolland;12
2021-09-23;Næstved;94
2021-09-23;Guldborgsund;44
2021-09-23;Vordingborg;1
2021-09-23;Bornholm;12
2021-09-23;Middelfart;8
2021-09-23;Assens;201
2021-09-23;Faaborg-Midtfyn;4
2021-09-23;Kerteminde;8
2021-09-23;Nyborg;9
2021-09-23;Odense;27
2021-09-23;Svendborg;132
2021-09-23;Nordfyn;7
2021-09-23;Langeland;4
2021-09-23;Ærø;96
2021-09-23;Haderslev;10
2021-09-23;Billund;5
2021-09-23;Sønderborg;6
2021-09-23;Tønder;1
2021-09-23;Esbjerg;40
2021-09-23;Fanø;1
2021-09-23;Varde;4
2021-09-23;Vejen;5
2021-09-23;Aabenraa;168
2021-09-23;Fredericia;54
2021-09-23;Horsens;84
2021-09-23;Kolding;19
2021-09-23;Vejle;131
2021-09-23;Herning;82
2021-09-23;Holstebro;221
2021-09-23;Lemvig;3
2021-09-23;Struer;10
2021-09-23;Syddjurs;5
2021-09-23;Norddjurs;86
2021-09-23;Favrskov;21
2021-09-23;Odder;64
2021-09-23;Randers;46
2021-09-23;Silkeborg;88
2021-09-23;Skanderborg;21
2021-09-23;Århus;296
2021-09-23;Ikast-Brande;3
2021-09-23;Ringkøbing-Skjern;105
2021-09-23;Hedensted;66
2021-09-23;Morsø;38
2021-09-23;Skive;1
2021-09-23;Thisted;64
2021-09-23;Viborg;59
2021-09-23;Brønderslev;4
2021-09-23;Frederikshavn;79
2021-09-23;Vesthimmerland;36
2021-09-23;Rebild;1
2021-09-23;Jammerbugt;75
2021-09-23;Aalborg;205
2021-09-23;Hjørring;5
2021-09-24;København;121
2021-09-24;Frederiksberg;196
2021-09-24;Ballerup;4
2021-09-24;Brøndby;3
2021-09-24;Dragør;4
2021-09-24;Gentofte;315
2021-09-24;Gladsaxe;6
2021-09-24;Glostrup;1
2021-09-24;Herlev;116
2021-09-24;Albertslund;8
2021-09-24;Hvidovre;44
2021-09-24;Høje Tåstrup;11
2021-09-24;Lyngby-Taarbæk;9
2021-09-24;Rødovre;115
2021-09-24;Ishøj;1
2021-09-24;Tårnby;3
2021-09-24;Vallensbæk;3
2021-09-24;Furesø;6
2021-09-24;Allerød;1
2021-09-24;Fredensborg;5
2021-09-24;Helsingør;10
2021-09-24;Hillerød;12
2021-09-24;Hørsholm;4
2021-09-24;Rudersdal;54
2021-09-24;Egedal;8
2021-09-24;Frederikssund;7
2021-09-24;Greve;7
2021-09-24;Køge;80
2021-09-24;Halsnæs;6
2021-09-24;Roskilde;84
2021-09-24;Solrød;2
2021-09-24;Gribskov;12
2021-09-24;Odsherred;15
2021-09-24;Holbæk;17
2021-09-24;Faxe;5
2021-09-24;Kalundborg;8
2021-09-24;Ringsted;8
2021-09-24;Slagelse;182
2021-09-24;Stevns;1
2021-09-24;Sorø;12
2021-09-24;Lejre;37
2021-09-24;Lolland;58
2021-09-24;Næstved;13
2021-09-24;Guldborgsund;1
2021-09-24;Vordingborg;144
2021-09-24;Bornholm;11
2021-09-24;Middelfart;7
2021-09-24;Assens;5
2021-09-24;Faaborg-Midtfyn;3
2021-09-24;Kerteminde;6
2021-09-24;Nyborg;4
2021-09-24;Odense;19
2021-09-24;Svendborg;140
2021-09-24;Nordfyn;2
2021-09-24;Langeland;2
2021-09-24;Ærø;1
2021-09-24;Haderslev;7
2021-09-24;Billund;3
2021-09-24;Sønderborg;4
2021-09-24;Tønder;1
2021-09-24;Esbjerg;19
2021-09-24;Fanø;1
2021-09-24;Varde;9
2021-09-24;Vejen;7
2021-09-24;Aabenraa;25
