"3. stik dato";"kommunenavn";"Antal 3. stik"
2021-12-06;Vejle;486
2021-12-06;Herning;390
2021-12-06;Holstebro;359
2021-12-06;Lemvig;239
2021-12-06;Struer;154
2021-12-06;Syddjurs;242
2021-12-06;Norddjurs;323
2021-12-06;Favrskov;428
2021-12-06;Odder;224
2021-12-06;Randers;741
2021-12-06;Silkeborg;499
2021-12-06;Samsø;10
2021-12-06;Skanderborg;512
2021-12-06;Århus;2025
2021-12-06;Ikast-Brande;179
2021-12-06;Ringkøbing-Skjern;135
2021-12-06;Hedensted;106
2021-12-06;Morsø;7
2021-12-06;Skive;386
2021-12-06;Thisted;30
2021-12-06;Viborg;673
2021-12-06;Brønderslev;90
2021-12-06;Frederikshavn;41
2021-12-06;Vesthimmerland;655
2021-12-06;Rebild;176
2021-12-06;Mariagerfjord;48
2021-12-06;Jammerbugt;865
2021-12-06;Aalborg;1098
2021-12-06;Hjørring;377
2021-12-07;København;3147
2021-12-07;Frederiksberg;684
2021-12-07;Ballerup;501
2021-12-07;Brøndby;377
2021-12-07;Dragør;221
2021-12-07;Gentofte;879
2021-12-07;Gladsaxe;472
2021-12-07;Glostrup;142
2021-12-07;Herlev;194
2021-12-07;Albertslund;132
2021-12-07;Hvidovre;417
2021-12-07;Høje Tåstrup;397
2021-12-07;Lyngby-Taarbæk;505
2021-12-07;Rødovre;219
2021-12-07;Ishøj;174
2021-12-07;Tårnby;298
2021-12-07;Vallensbæk;109
2021-12-07;Furesø;278
2021-12-07;Allerød;183
2021-12-07;Fredensborg;284
2021-12-07;Helsingør;419
2021-12-07;Hillerød;375
2021-12-07;Hørsholm;200
2021-12-07;Rudersdal;722
2021-12-07;Egedal;259
2021-12-07;Frederikssund;244
2021-12-07;Greve;293
2021-12-07;Køge;312
2021-12-07;Halsnæs;211
2021-12-07;Roskilde;456
2021-12-07;Solrød;112
2021-12-07;Gribskov;531
2021-12-07;Odsherred;242
2021-12-07;Holbæk;573
2021-12-07;Faxe;169
2021-12-07;Kalundborg;347
2021-12-07;Ringsted;160
2021-12-07;Slagelse;538
2021-12-07;Stevns;89
2021-12-07;Sorø;144
2021-12-07;Lejre;129
2021-12-07;Lolland;161
2021-12-07;Næstved;463
2021-12-07;Guldborgsund;366
2021-12-07;Vordingborg;315
2021-12-07;Bornholm;550
2021-12-07;Middelfart;379
2021-12-07;Assens;280
2021-12-07;Faaborg-Midtfyn;446
2021-12-07;Kerteminde;317
2021-12-07;Nyborg;277
2021-12-07;Odense;1062
2021-12-07;Svendborg;529
2021-12-07;Nordfyn;199
2021-12-07;Langeland;59
2021-12-07;Ærø;8
2021-12-07;Haderslev;652
2021-12-07;Billund;128
2021-12-07;Sønderborg;305
2021-12-07;Tønder;120
2021-12-07;Esbjerg;1149
2021-12-07;Fanø;26
2021-12-07;Varde;427
2021-12-07;Vejen;176
2021-12-07;Aabenraa;254
2021-12-07;Fredericia;264
2021-12-07;Horsens;788
2021-12-07;Kolding;415
2021-12-07;Vejle;516
2021-12-07;Herning;474
2021-12-07;Holstebro;455
2021-12-07;Lemvig;190
2021-12-07;Struer;228
2021-12-07;Syddjurs;369
2021-12-07;Norddjurs;122
2021-12-07;Favrskov;358
2021-12-07;Odder;168
2021-12-07;Randers;428
2021-12-07;Silkeborg;511
2021-12-07;Samsø;3
2021-12-07;Skanderborg;251
2021-12-07;Århus;1544
2021-12-07;Ikast-Brande;266
2021-12-07;Ringkøbing-Skjern;596
2021-12-07;Hedensted;369
2021-12-07;Morsø;26
2021-12-07;Skive;470
2021-12-07;Thisted;211
2021-12-07;Viborg;704
2021-12-07;Brønderslev;125
2021-12-07;Frederikshavn;852
2021-12-07;Vesthimmerland;369
2021-12-07;Læsø;2
2021-12-07;Rebild;647
2021-12-07;Mariagerfjord;125
2021-12-07;Jammerbugt;68
2021-12-07;Aalborg;1216
2021-12-07;Hjørring;190
2021-12-08;København;4760
2021-12-08;Frederiksberg;1375
2021-12-08;Ballerup;411
2021-12-08;Brøndby;341
2021-12-08;Dragør;168
2021-12-08;Gentofte;1011
2021-12-08;Gladsaxe;556
2021-12-08;Glostrup;228
2021-12-08;Herlev;265
2021-12-08;Albertslund;240
2021-12-08;Hvidovre;618
2021-12-08;Høje Tåstrup;358
2021-12-08;Lyngby-Taarbæk;591
2021-12-08;Rødovre;413
2021-12-08;Ishøj;109
2021-12-08;Tårnby;633
2021-12-08;Vallensbæk;150
2021-12-08;Furesø;369
2021-12-08;Allerød;213
2021-12-08;Fredensborg;414
2021-12-08;Helsingør;735
2021-12-08;Hillerød;377
2021-12-08;Hørsholm;257
2021-12-08;Rudersdal;630
2021-12-08;Egedal;245
2021-12-08;Frederikssund;356
2021-12-08;Greve;906
2021-12-08;Køge;505
2021-12-08;Halsnæs;549
2021-12-08;Roskilde;601
2021-12-08;Solrød;307
2021-12-08;Gribskov;455
2021-12-08;Odsherred;364
2021-12-08;Holbæk;557
2021-12-08;Faxe;370
2021-12-08;Kalundborg;467
2021-12-08;Ringsted;353
2021-12-08;Slagelse;559
2021-12-08;Stevns;298
2021-12-08;Sorø;256
2021-12-08;Lejre;212
2021-12-08;Lolland;407
2021-12-08;Næstved;544
2021-12-08;Guldborgsund;360
2021-12-08;Vordingborg;370
2021-12-08;Bornholm;558
2021-12-08;Middelfart;289
2021-12-08;Assens;584
2021-12-08;Faaborg-Midtfyn;529
2021-12-08;Kerteminde;181
2021-12-08;Nyborg;209
2021-12-08;Odense;1122
2021-12-08;Svendborg;593
2021-12-08;Nordfyn;201
2021-12-08;Langeland;108
2021-12-08;Ærø;6
2021-12-08;Haderslev;93
2021-12-08;Billund;112
2021-12-08;Sønderborg;406
2021-12-08;Tønder;319
2021-12-08;Esbjerg;856
2021-12-08;Fanø;27
2021-12-08;Varde;475
2021-12-08;Vejen;151
2021-12-08;Aabenraa;353
2021-12-08;Fredericia;483
2021-12-08;Horsens;774
2021-12-08;Kolding;462
2021-12-08;Vejle;655
2021-12-08;Herning;615
2021-12-08;Holstebro;575
2021-12-08;Lemvig;244
2021-12-08;Struer;126
2021-12-08;Syddjurs;562
2021-12-08;Norddjurs;440
2021-12-08;Favrskov;364
2021-12-08;Odder;155
2021-12-08;Randers;805
2021-12-08;Silkeborg;635
2021-12-08;Samsø;4
2021-12-08;Skanderborg;515
2021-12-08;Århus;2103
2021-12-08;Ikast-Brande;314
2021-12-08;Ringkøbing-Skjern;623
2021-12-08;Hedensted;422
2021-12-08;Morsø;53
2021-12-08;Skive;457
2021-12-08;Thisted;18
2021-12-08;Viborg;849
2021-12-08;Brønderslev;195
2021-12-08;Frederikshavn;953
2021-12-08;Vesthimmerland;116
2021-12-08;Læsø;2
2021-12-08;Rebild;169
2021-12-08;Mariagerfjord;363
2021-12-08;Jammerbugt;114
2021-12-08;Aalborg;702
2021-12-08;Hjørring;613
2021-12-09;København;5223
2021-12-09;Frederiksberg;1350
2021-12-09;Ballerup;447
2021-12-09;Brøndby;348
2021-12-09;Dragør;146
2021-12-09;Gentofte;1097
2021-12-09;Gladsaxe;693
2021-12-09;Glostrup;248
2021-12-09;Herlev;326
2021-12-09;Albertslund;198
2021-12-09;Hvidovre;611
2021-12-09;Høje Tåstrup;399
2021-12-09;Lyngby-Taarbæk;796
2021-12-09;Rødovre;528
2021-12-09;Ishøj;158
2021-12-09;Tårnby;401
2021-12-09;Vallensbæk;185
2021-12-09;Furesø;331
2021-12-09;Allerød;200
2021-12-09;Fredensborg;495
2021-12-09;Helsingør;802
2021-12-09;Hillerød;380
2021-12-09;Hørsholm;242
2021-12-09;Rudersdal;633
2021-12-09;Egedal;485
2021-12-09;Frederikssund;562
2021-12-09;Greve;555
2021-12-09;Køge;487
2021-12-09;Halsnæs;481
2021-12-09;Roskilde;472
2021-12-09;Solrød;184
2021-12-09;Gribskov;419
2021-12-09;Odsherred;325
2021-12-09;Holbæk;673
2021-12-09;Faxe;210
2021-12-09;Kalundborg;379
2021-12-09;Ringsted;115
2021-12-09;Slagelse;401
2021-12-09;Stevns;138
2021-12-09;Sorø;91
2021-12-09;Lejre;194
2021-12-09;Lolland;321
2021-12-09;Næstved;513
2021-12-09;Guldborgsund;639
2021-12-09;Vordingborg;293
2021-12-09;Bornholm;511
2021-12-09;Middelfart;331
2021-12-09;Assens;345
2021-12-09;Faaborg-Midtfyn;448
2021-12-09;Kerteminde;211
2021-12-09;Nyborg;450
2021-12-09;Odense;1509
2021-12-09;Svendborg;606
2021-12-09;Nordfyn;258
2021-12-09;Langeland;91
2021-12-09;Ærø;6
2021-12-09;Haderslev;760
2021-12-09;Billund;211
2021-12-09;Sønderborg;415
2021-12-09;Tønder;150
2021-12-09;Esbjerg;650
2021-12-09;Fanø;29
2021-12-09;Varde;416
2021-12-09;Vejen;253
2021-12-09;Aabenraa;426
2021-12-09;Fredericia;557
2021-12-09;Horsens;731
2021-12-09;Kolding;536
2021-12-09;Vejle;675
2021-12-09;Herning;760
2021-12-09;Holstebro;556
2021-12-09;Lemvig;292
2021-12-09;Struer;239
2021-12-09;Syddjurs;348
2021-12-09;Norddjurs;506
2021-12-09;Favrskov;442
2021-12-09;Odder;201
2021-12-09;Randers;481
2021-12-09;Silkeborg;824
2021-12-09;Samsø;5
2021-12-09;Skanderborg;416
2021-12-09;Århus;1828
2021-12-09;Ikast-Brande;347
2021-12-09;Ringkøbing-Skjern;753
2021-12-09;Hedensted;452
2021-12-09;Morsø;75
2021-12-09;Skive;470
2021-12-09;Thisted;81
2021-12-09;Viborg;909
2021-12-09;Brønderslev;87
2021-12-09;Frederikshavn;153
2021-12-09;Vesthimmerland;74
2021-12-09;Læsø;1
2021-12-09;Rebild;345
2021-12-09;Mariagerfjord;850
2021-12-09;Jammerbugt;101
2021-12-09;Aalborg;1448
2021-12-09;Hjørring;11
2021-12-10;København;5148
2021-12-10;Frederiksberg;1495
2021-12-10;Ballerup;420
2021-12-10;Brøndby;365
2021-12-10;Dragør;140
2021-12-10;Gentofte;1387
2021-12-10;Gladsaxe;791
2021-12-10;Glostrup;290
2021-12-10;Herlev;241
2021-12-10;Albertslund;268
2021-12-10;Hvidovre;573
2021-12-10;Høje Tåstrup;349
2021-12-10;Lyngby-Taarbæk;716
2021-12-10;Rødovre;531
2021-12-10;Ishøj;122
2021-12-10;Tårnby;369
2021-12-10;Vallensbæk;151
2021-12-10;Furesø;479
2021-12-10;Allerød;261
2021-12-10;Fredensborg;490
2021-12-10;Helsingør;573
2021-12-10;Hillerød;443
2021-12-10;Hørsholm;296
2021-12-10;Rudersdal;728
2021-12-10;Egedal;472
2021-12-10;Frederikssund;681
2021-12-10;Greve;536
2021-12-10;Køge;460
2021-12-10;Halsnæs;263
2021-12-10;Roskilde;1075
2021-12-10;Solrød;220
2021-12-10;Gribskov;396
2021-12-10;Odsherred;346
2021-12-10;Holbæk;791
2021-12-10;Faxe;282
2021-12-10;Kalundborg;267
2021-12-10;Ringsted;154
2021-12-10;Slagelse;618
2021-12-10;Stevns;158
2021-12-10;Sorø;167
2021-12-10;Lejre;372
2021-12-10;Lolland;335
2021-12-10;Næstved;528
2021-12-10;Guldborgsund;459
2021-12-10;Vordingborg;314
2021-12-10;Bornholm;446
2021-12-10;Middelfart;306
2021-12-10;Assens;317
2021-12-10;Faaborg-Midtfyn;351
2021-12-10;Kerteminde;250
2021-12-10;Nyborg;186
2021-12-10;Odense;1321
2021-12-10;Svendborg;485
2021-12-10;Nordfyn;236
2021-12-10;Langeland;486
2021-12-10;Ærø;520
2021-12-10;Haderslev;350
2021-12-10;Billund;132
2021-12-10;Sønderborg;565
2021-12-10;Tønder;206
2021-12-10;Esbjerg;1137
2021-12-10;Fanø;75
2021-12-10;Varde;482
2021-12-10;Vejen;370
2021-12-10;Aabenraa;371
2021-12-10;Fredericia;281
2021-12-10;Horsens;807
2021-12-10;Kolding;587
2021-12-10;Vejle;817
2021-12-10;Herning;566
2021-12-10;Holstebro;460
2021-12-10;Lemvig;119
2021-12-10;Struer;154
2021-12-10;Syddjurs;518
2021-12-10;Norddjurs;265
2021-12-10;Favrskov;289
2021-12-10;Odder;211
2021-12-10;Randers;571
2021-12-10;Silkeborg;650
2021-12-10;Samsø;6
2021-12-10;Skanderborg;689
2021-12-10;Århus;3683
2021-12-10;Ikast-Brande;269
2021-12-10;Ringkøbing-Skjern;244
2021-12-10;Hedensted;450
2021-12-10;Morsø;56
2021-12-10;Skive;496
2021-12-10;Thisted;67
2021-12-10;Viborg;717
2021-12-10;Brønderslev;199
2021-12-10;Frederikshavn;157
2021-12-10;Vesthimmerland;103
2021-12-10;Rebild;177
2021-12-10;Mariagerfjord;128
2021-12-10;Jammerbugt;153
2021-12-10;Aalborg;840
2021-12-10;Hjørring;679
2021-12-11;København;3668
2021-12-11;Frederiksberg;873
2021-12-11;Ballerup;440
2021-12-11;Brøndby;250
2021-12-11;Dragør;101
2021-12-11;Gentofte;899
2021-12-11;Gladsaxe;638
2021-12-11;Glostrup;188
2021-12-11;Herlev;223
2021-12-11;Albertslund;287
2021-12-11;Hvidovre;405
2021-12-11;Høje Tåstrup;322
2021-12-11;Lyngby-Taarbæk;627
2021-12-11;Rødovre;373
2021-12-11;Ishøj;172
2021-12-11;Tårnby;317
2021-12-11;Vallensbæk;127
2021-12-11;Furesø;401
2021-12-11;Allerød;203
2021-12-11;Fredensborg;303
2021-12-11;Helsingør;304
2021-12-11;Hillerød;342
2021-12-11;Hørsholm;291
2021-12-11;Rudersdal;685
2021-12-11;Egedal;332
2021-12-11;Frederikssund;384
2021-12-11;Greve;489
2021-12-11;Køge;553
2021-12-11;Halsnæs;160
2021-12-11;Roskilde;873
2021-12-11;Solrød;210
2021-12-11;Gribskov;311
2021-12-11;Odsherred;230
2021-12-11;Holbæk;417
2021-12-11;Faxe;187
2021-12-11;Kalundborg;182
2021-12-11;Ringsted;382
2021-12-11;Slagelse;471
2021-12-11;Stevns;183
2021-12-11;Sorø;270
2021-12-11;Lejre;306
2021-12-11;Lolland;376
2021-12-11;Næstved;419
2021-12-11;Guldborgsund;291
2021-12-11;Vordingborg;265
2021-12-11;Bornholm;638
2021-12-11;Middelfart;152
2021-12-11;Assens;178
2021-12-11;Faaborg-Midtfyn;126
2021-12-11;Kerteminde;80
2021-12-11;Nyborg;89
2021-12-11;Odense;900
2021-12-11;Svendborg;12
2021-12-11;Nordfyn;133
2021-12-11;Langeland;1
2021-12-11;Ærø;4
2021-12-11;Haderslev;200
2021-12-11;Billund;129
2021-12-11;Sønderborg;366
2021-12-11;Tønder;154
2021-12-11;Esbjerg;677
2021-12-11;Fanø;11
2021-12-11;Varde;168
2021-12-11;Vejen;159
2021-12-11;Aabenraa;310
2021-12-11;Fredericia;214
2021-12-11;Horsens;156
2021-12-11;Kolding;457
2021-12-11;Vejle;589
2021-12-11;Herning;332
2021-12-11;Holstebro;20
2021-12-11;Lemvig;34
2021-12-11;Struer;16
2021-12-11;Syddjurs;129
2021-12-11;Norddjurs;43
2021-12-11;Favrskov;154
2021-12-11;Odder;104
2021-12-11;Randers;47
2021-12-11;Silkeborg;580
2021-12-11;Samsø;3
2021-12-11;Skanderborg;438
2021-12-11;Århus;2900
2021-12-11;Ikast-Brande;164
2021-12-11;Ringkøbing-Skjern;247
2021-12-11;Hedensted;101
2021-12-11;Morsø;146
2021-12-11;Skive;90
2021-12-11;Thisted;614
2021-12-11;Viborg;576
2021-12-11;Brønderslev;86
2021-12-11;Frederikshavn;33
2021-12-11;Vesthimmerland;77
2021-12-11;Rebild;62
2021-12-11;Mariagerfjord;252
2021-12-11;Jammerbugt;96
2021-12-11;Aalborg;979
2021-12-11;Hjørring;7
2021-12-12;København;3742
2021-12-12;Frederiksberg;920
2021-12-12;Ballerup;262
2021-12-12;Brøndby;297
2021-12-12;Dragør;116
2021-12-12;Gentofte;945
2021-12-12;Gladsaxe;589
2021-12-12;Glostrup;198
2021-12-12;Herlev;144
2021-12-12;Albertslund;155
2021-12-12;Hvidovre;521
2021-12-12;Høje Tåstrup;377
2021-12-12;Lyngby-Taarbæk;583
2021-12-12;Rødovre;391
2021-12-12;Ishøj;169
2021-12-12;Tårnby;232
2021-12-12;Vallensbæk;154
2021-12-12;Furesø;384
2021-12-12;Allerød;135
2021-12-12;Fredensborg;271
2021-12-12;Helsingør;342
2021-12-12;Hillerød;176
2021-12-12;Hørsholm;224
2021-12-12;Rudersdal;554
2021-12-12;Egedal;231
2021-12-12;Frederikssund;239
2021-12-12;Greve;525
2021-12-12;Køge;671
2021-12-12;Halsnæs;66
2021-12-12;Roskilde;915
2021-12-12;Solrød;231
2021-12-12;Gribskov;137
2021-12-12;Odsherred;219
2021-12-12;Holbæk;547
2021-12-12;Faxe;318
2021-12-12;Kalundborg;252
2021-12-12;Ringsted;222
2021-12-12;Slagelse;528
2021-12-12;Stevns;279
2021-12-12;Sorø;178
2021-12-12;Lejre;255
2021-12-12;Lolland;438
2021-12-12;Næstved;622
2021-12-12;Guldborgsund;356
2021-12-12;Vordingborg;360
2021-12-12;Bornholm;5
2021-12-12;Middelfart;131
2021-12-12;Assens;152
2021-12-12;Faaborg-Midtfyn;131
2021-12-12;Kerteminde;98
2021-12-12;Nyborg;81
2021-12-12;Odense;914
2021-12-12;Svendborg;11
2021-12-12;Nordfyn;165
2021-12-12;Ærø;15
2021-12-12;Haderslev;195
2021-12-12;Billund;118
2021-12-12;Sønderborg;400
2021-12-12;Tønder;168
2021-12-12;Esbjerg;931
2021-12-12;Fanø;10
2021-12-12;Varde;258
2021-12-12;Vejen;191
2021-12-12;Aabenraa;426
2021-12-12;Fredericia;222
2021-12-12;Horsens;72
2021-12-12;Kolding;530
2021-12-12;Vejle;646
2021-12-12;Herning;15
2021-12-12;Holstebro;20
2021-12-12;Lemvig;12
2021-12-12;Struer;17
2021-12-12;Syddjurs;54
2021-12-12;Norddjurs;13
2021-12-12;Favrskov;128
2021-12-12;Odder;101
2021-12-12;Randers;44
2021-12-12;Silkeborg;538
2021-12-12;Samsø;3
2021-12-12;Skanderborg;538
2021-12-12;Århus;2147
2021-12-12;Ikast-Brande;36
2021-12-12;Ringkøbing-Skjern;27
2021-12-12;Hedensted;64
2021-12-12;Morsø;305
2021-12-12;Skive;131
2021-12-12;Thisted;385
2021-12-12;Viborg;489
2021-12-12;Brønderslev;360
2021-12-12;Frederikshavn;105
2021-12-12;Vesthimmerland;70
2021-12-12;Læsø;1
2021-12-12;Rebild;61
2021-12-12;Mariagerfjord;118
2021-12-12;Jammerbugt;113
2021-12-12;Aalborg;776
2021-12-12;Hjørring;539
2021-12-13;København;10449
2021-12-13;Frederiksberg;2051
2021-12-13;Ballerup;688
2021-12-13;Brøndby;643
2021-12-13;Dragør;376
2021-12-13;Gentofte;1943
2021-12-13;Gladsaxe;1343
2021-12-13;Glostrup;430
2021-12-13;Herlev;490
2021-12-13;Albertslund;288
2021-12-13;Hvidovre;949
2021-12-13;Høje Tåstrup;617
2021-12-13;Lyngby-Taarbæk;1187
2021-12-13;Rødovre;764
2021-12-13;Ishøj;531
2021-12-13;Tårnby;660
2021-12-13;Vallensbæk;243
2021-12-13;Furesø;806
2021-12-13;Allerød;485
2021-12-13;Fredensborg;581
2021-12-13;Helsingør;1161
2021-12-13;Hillerød;648
2021-12-13;Hørsholm;506
2021-12-13;Rudersdal;1218
2021-12-13;Egedal;733
2021-12-13;Frederikssund;694
2021-12-13;Greve;965
2021-12-13;Køge;771
2021-12-13;Halsnæs;604
2021-12-13;Roskilde;1453
2021-12-13;Solrød;331
2021-12-13;Gribskov;561
2021-12-13;Odsherred;460
2021-12-13;Holbæk;872
2021-12-13;Faxe;280
2021-12-13;Kalundborg;490
2021-12-13;Ringsted;243
2021-12-13;Slagelse;737
2021-12-13;Stevns;201
2021-12-13;Sorø;297
2021-12-13;Lejre;409
2021-12-13;Lolland;710
2021-12-13;Næstved;782
2021-12-13;Guldborgsund;1371
2021-12-13;Vordingborg;661
2021-12-13;Bornholm;646
2021-12-13;Middelfart;892
2021-12-13;Assens;543
2021-12-13;Faaborg-Midtfyn;407
2021-12-13;Kerteminde;314
2021-12-13;Nyborg;178
2021-12-13;Odense;1693
2021-12-13;Svendborg;270
2021-12-13;Nordfyn;429
2021-12-13;Langeland;118
2021-12-13;Ærø;33
2021-12-13;Haderslev;822
2021-12-13;Billund;379
2021-12-13;Sønderborg;528
2021-12-13;Tønder;487
2021-12-13;Esbjerg;1559
2021-12-13;Fanø;64
2021-12-13;Varde;602
2021-12-13;Vejen;1103
2021-12-13;Aabenraa;818
2021-12-13;Fredericia;985
2021-12-13;Horsens;1033
2021-12-13;Kolding;2064
2021-12-13;Vejle;1913
2021-12-13;Herning;939
2021-12-13;Holstebro;606
2021-12-13;Lemvig;414
2021-12-13;Struer;370
2021-12-13;Syddjurs;788
2021-12-13;Norddjurs;1053
2021-12-13;Favrskov;863
2021-12-13;Odder;462
2021-12-13;Randers;1560
2021-12-13;Silkeborg;977
2021-12-13;Samsø;13
2021-12-13;Skanderborg;1400
2021-12-13;Århus;6067
2021-12-13;Ikast-Brande;408
2021-12-13;Ringkøbing-Skjern;316
2021-12-13;Hedensted;407
2021-12-13;Morsø;161
2021-12-13;Skive;516
2021-12-13;Thisted;46
2021-12-13;Viborg;944
2021-12-13;Brønderslev;270
2021-12-13;Frederikshavn;501
2021-12-13;Vesthimmerland;209
2021-12-13;Læsø;2
2021-12-13;Rebild;174
2021-12-13;Mariagerfjord;304
2021-12-13;Jammerbugt;853
2021-12-13;Aalborg;1383
2021-12-13;Hjørring;624
2021-12-14;København;14118
2021-12-14;Frederiksberg;2829
2021-12-14;Ballerup;1118
2021-12-14;Brøndby;840
2021-12-14;Dragør;679
2021-12-14;Gentofte;2758
2021-12-14;Gladsaxe;1770
2021-12-14;Glostrup;510
2021-12-14;Herlev;712
2021-12-14;Albertslund;414
2021-12-14;Hvidovre;1325
2021-12-14;Høje Tåstrup;964
2021-12-14;Lyngby-Taarbæk;2111
2021-12-14;Rødovre;1055
2021-12-14;Ishøj;518
2021-12-14;Tårnby;1116
2021-12-14;Vallensbæk;300
2021-12-14;Furesø;1195
2021-12-14;Allerød;753
2021-12-14;Fredensborg;883
2021-12-14;Helsingør;1428
2021-12-14;Hillerød;1246
2021-12-14;Hørsholm;760
2021-12-14;Rudersdal;2081
2021-12-14;Egedal;1272
2021-12-14;Frederikssund;1274
2021-12-14;Greve;1115
2021-12-14;Køge;1054
2021-12-14;Halsnæs;597
2021-12-14;Roskilde;1764
2021-12-14;Solrød;490
2021-12-14;Gribskov;1116
2021-12-14;Odsherred;423
2021-12-14;Holbæk;1104
2021-12-14;Faxe;374
2021-12-14;Kalundborg;589
2021-12-14;Ringsted;293
2021-12-14;Slagelse;657
2021-12-14;Stevns;305
2021-12-14;Sorø;387
2021-12-14;Lejre;546
2021-12-14;Lolland;775
2021-12-14;Næstved;927
2021-12-14;Guldborgsund;1399
2021-12-14;Vordingborg;764
2021-12-14;Bornholm;687
2021-12-14;Middelfart;1097
2021-12-14;Assens;688
2021-12-14;Faaborg-Midtfyn;477
2021-12-14;Kerteminde;455
2021-12-14;Nyborg;342
2021-12-14;Odense;2281
2021-12-14;Svendborg;334
2021-12-14;Nordfyn;439
2021-12-14;Langeland;65
2021-12-14;Ærø;79
2021-12-14;Haderslev;1034
2021-12-14;Billund;480
2021-12-14;Sønderborg;608
2021-12-14;Tønder;554
2021-12-14;Esbjerg;2409
2021-12-14;Fanø;102
2021-12-14;Varde;1028
2021-12-14;Vejen;1026
2021-12-14;Aabenraa;612
2021-12-14;Fredericia;997
2021-12-14;Horsens;1256
2021-12-14;Kolding;1102
2021-12-14;Vejle;1648
2021-12-14;Herning;1138
2021-12-14;Holstebro;842
2021-12-14;Lemvig;502
2021-12-14;Struer;395
2021-12-14;Syddjurs;943
2021-12-14;Norddjurs;1006
2021-12-14;Favrskov;932
2021-12-14;Odder;422
2021-12-14;Randers;1611
2021-12-14;Silkeborg;2150
2021-12-14;Samsø;14
2021-12-14;Skanderborg;1178
2021-12-14;Århus;5560
2021-12-14;Ikast-Brande;759
2021-12-14;Ringkøbing-Skjern;1357
2021-12-14;Hedensted;762
2021-12-14;Morsø;99
2021-12-14;Skive;905
2021-12-14;Thisted;387
2021-12-14;Viborg;1968
2021-12-14;Brønderslev;342
2021-12-14;Frederikshavn;1337
2021-12-14;Vesthimmerland;799
2021-12-14;Læsø;471
2021-12-14;Rebild;311
2021-12-14;Mariagerfjord;490
2021-12-14;Jammerbugt;272
2021-12-14;Aalborg;2387
2021-12-14;Hjørring;767
2021-12-15;København;14234
2021-12-15;Frederiksberg;2858
2021-12-15;Ballerup;1138
2021-12-15;Brøndby;802
2021-12-15;Dragør;483
2021-12-15;Gentofte;2447
2021-12-15;Gladsaxe;1883
2021-12-15;Glostrup;527
2021-12-15;Herlev;828
2021-12-15;Albertslund;621
2021-12-15;Hvidovre;1272
2021-12-15;Høje Tåstrup;813
2021-12-15;Lyngby-Taarbæk;1800
2021-12-15;Rødovre;1121
2021-12-15;Ishøj;272
2021-12-15;Tårnby;1236
2021-12-15;Vallensbæk;253
2021-12-15;Furesø;1245
2021-12-15;Allerød;921
2021-12-15;Fredensborg;1061
2021-12-15;Helsingør;1599
2021-12-15;Hillerød;1576
2021-12-15;Hørsholm;809
2021-12-15;Rudersdal;2045
2021-12-15;Egedal;1572
2021-12-15;Frederikssund;1152
2021-12-15;Greve;818
2021-12-15;Køge;1203
2021-12-15;Halsnæs;811
2021-12-15;Roskilde;2232
2021-12-15;Solrød;555
2021-12-15;Gribskov;980
2021-12-15;Odsherred;616
2021-12-15;Holbæk;1006
2021-12-15;Faxe;746
2021-12-15;Kalundborg;799
2021-12-15;Ringsted;673
2021-12-15;Slagelse;1096
2021-12-15;Stevns;529
2021-12-15;Sorø;584
2021-12-15;Lejre;798
2021-12-15;Lolland;1197
2021-12-15;Næstved;1351
2021-12-15;Guldborgsund;1182
2021-12-15;Vordingborg;913
2021-12-15;Bornholm;773
2021-12-15;Middelfart;1333
2021-12-15;Assens;882
2021-12-15;Faaborg-Midtfyn;860
2021-12-15;Kerteminde;526
2021-12-15;Nyborg;326
2021-12-15;Odense;3102
2021-12-15;Svendborg;510
2021-12-15;Nordfyn;544
2021-12-15;Langeland;140
2021-12-15;Ærø;95
2021-12-15;Haderslev;1336
2021-12-15;Billund;631
2021-12-15;Sønderborg;2017
2021-12-15;Tønder;804
2021-12-15;Esbjerg;2942
2021-12-15;Fanø;90
2021-12-15;Varde;1855
2021-12-15;Vejen;1265
2021-12-15;Aabenraa;1302
2021-12-15;Fredericia;1635
2021-12-15;Horsens;1943
2021-12-15;Kolding;1990
2021-12-15;Vejle;2433
2021-12-15;Herning;1817
2021-12-15;Holstebro;1295
2021-12-15;Lemvig;399
2021-12-15;Struer;806
2021-12-15;Syddjurs;1398
2021-12-15;Norddjurs;1304
2021-12-15;Favrskov;1177
2021-12-15;Odder;607
2021-12-15;Randers;2504
2021-12-15;Silkeborg;2270
2021-12-15;Samsø;848
2021-12-15;Skanderborg;1992
2021-12-15;Århus;6931
2021-12-15;Ikast-Brande;939
2021-12-15;Ringkøbing-Skjern;1755
2021-12-15;Hedensted;1215
2021-12-15;Morsø;118
2021-12-15;Skive;1546
2021-12-15;Thisted;933
2021-12-15;Viborg;2733
2021-12-15;Brønderslev;503
2021-12-15;Frederikshavn;1160
2021-12-15;Vesthimmerland;1308
2021-12-15;Rebild;634
2021-12-15;Mariagerfjord;921
2021-12-15;Jammerbugt;546
2021-12-15;Aalborg;2900
2021-12-15;Hjørring;1085
2021-12-16;København;13423
2021-12-16;Frederiksberg;2648
2021-12-16;Ballerup;1248
2021-12-16;Brøndby;643
2021-12-16;Dragør;430
2021-12-16;Gentofte;2506
2021-12-16;Gladsaxe;1904
2021-12-16;Glostrup;552
