"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Favrskov;41390;40359;29571;84.7;82.6;60.5;48872
Odder;19961;19429;15174;85.6;83.3;65.1;23319
Randers;82604;80766;59421;83.4;81.6;60.0;99007
Silkeborg;80912;78983;58168;83.0;81.1;59.7;97438
Samsø;3248;3203;2599;87.5;86.3;70.1;3710
Skanderborg;53947;52409;38954;83.8;81.4;60.5;64377
Århus;295914;288603;209500;83.3;81.2;59.0;355343
Ikast-Brande;34324;33587;24265;82.0;80.2;58.0;41869
Ringkøbing-Skjern;46895;45887;34088;83.4;81.7;60.7;56196
Hedensted;39579;38805;28968;84.0;82.4;61.5;47103
Morsø;17048;16609;12446;85.0;82.8;62.1;20050
Skive;38826;38047;28442;86.1;84.4;63.1;45077
Thisted;36312;35439;26561;84.3;82.2;61.6;43091
Viborg;81996;80141;58409;84.7;82.8;60.3;96820
Brønderslev;30480;29739;21889;84.2;82.1;60.5;36202
Frederikshavn;50152;49184;37540;85.2;83.5;63.8;58868
Vesthimmerland;30064;29347;22055;82.8;80.8;60.7;36325
Læsø;1532;1505;1277;86.3;84.8;71.9;1775
Rebild;25485;24834;18066;83.1;81.0;58.9;30657
Mariagerfjord;35224;34327;25926;84.6;82.5;62.3;41633
Jammerbugt;32303;31504;23691;84.6;82.5;62.1;38177
Aalborg;186230;181558;131201;84.2;82.1;59.3;221103
Hjørring;54463;53278;39244;85.3;83.5;61.5;63844
