"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Lolland;32709;31789;22600;81.6;79.3;56.4;40104
Næstved;68903;66459;45152;82.2;79.3;53.9;83828
Guldborgsund;49554;48006;33930;82.2;79.6;56.3;60288
Vordingborg;37277;36097;25225;82.2;79.6;55.6;45332
Bornholm;33931;32753;24511;85.6;82.6;61.8;39650
Middelfart;33787;32586;23242;85.2;82.2;58.6;39638
Assens;34834;33483;23307;85.1;81.8;56.9;40939
Faaborg-Midtfyn;44019;42164;29400;84.9;81.3;56.7;51837
Kerteminde;20407;19679;13716;84.9;81.9;57.1;24030
Nyborg;27399;26327;17939;85.3;82.0;55.8;32125
Odense;171424;164806;99765;83.2;80.0;48.4;206052
Svendborg;50349;48422;33592;85.1;81.8;56.8;59181
Nordfyn;24844;23839;16085;83.5;80.2;54.1;29739
Langeland;10510;10184;7621;85.6;82.9;62.0;12285
Ærø;5272;5084;3918;87.5;84.4;65.0;6026
Haderslev;45443;43986;28973;82.1;79.5;52.4;55341
Billund;22090;21271;14405;82.9;79.8;54.0;26660
Sønderborg;61329;58883;39859;83.2;79.9;54.1;73706
Tønder;29770;28722;19006;80.8;78.0;51.6;36835
Esbjerg;95279;91330;59907;82.5;79.1;51.9;115443
Fanø;2961;2868;2150;86.3;83.6;62.7;3430
Varde;41002;39335;27192;82.6;79.2;54.8;49659
Vejen;34838;33400;22170;81.8;78.4;52.0;42612
Aabenraa;47046;45477;30452;80.2;77.5;51.9;58659
Fredericia;42857;41339;28300;83.1;80.1;54.8;51601
Horsens;76532;73448;48081;81.0;77.7;50.9;94508
Kolding;76604;73753;46342;81.9;78.9;49.5;93531
Vejle;97435;93747;59782;81.8;78.7;50.2;119052
Herning;74317;71790;46708;83.3;80.5;52.3;89224
Holstebro;49172;47424;31058;84.0;81.0;53.0;58551
Lemvig;16544;16052;11666;85.2;82.7;60.1;19413
Struer;17799;17215;11992;85.6;82.8;57.7;20791
Syddjurs;36765;35267;25117;84.3;80.9;57.6;43591
Norddjurs;31190;30086;21276;84.4;81.4;57.6;36960
Favrskov;41282;39300;26425;84.4;80.4;54.0;48891
Odder;19871;18964;13901;85.3;81.4;59.7;23297
Randers;82291;78945;52978;83.1;79.8;53.5;98987
Silkeborg;80584;77432;52162;82.8;79.5;53.6;97375
Samsø;3244;3107;2506;87.3;83.6;67.5;3715
Skanderborg;53751;51072;35402;83.6;79.4;55.0;64327
Århus;294754;283096;177114;83.0;79.7;49.9;355283
Ikast-Brande;34196;33004;21464;81.6;78.8;51.2;41896
Ringkøbing-Skjern;46743;45047;30746;83.2;80.2;54.7;56202
Hedensted;39419;37994;26251;83.7;80.7;55.7;47102
Morsø;16952;16340;11363;84.5;81.5;56.7;20052
Skive;38733;37349;25993;85.9;82.8;57.7;45082
Thisted;36069;34758;23881;83.7;80.7;55.4;43083
Viborg;81706;78601;52451;84.4;81.2;54.2;96836
Brønderslev;30339;28991;19055;83.8;80.1;52.6;36201
Frederikshavn;49964;48445;34270;84.9;82.3;58.2;58863
Vesthimmerland;29911;28765;20091;82.4;79.2;55.3;36319
Læsø;1529;1497;1270;86.4;84.6;71.8;1769
Rebild;25378;24259;16492;82.7;79.1;53.8;30670
Mariagerfjord;35062;33701;23586;84.2;80.9;56.6;41661
Jammerbugt;32125;30774;21386;84.2;80.6;56.0;38166
Aalborg;185410;178203;111713;83.8;80.6;50.5;221152
Hjørring;54240;52204;35235;84.9;81.7;55.2;63866
