"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Skanderborg;53537;50311;32345;83.3;78.3;50.3;64290
Århus;293844;280096;155950;82.7;78.8;43.9;355439
Ikast-Brande;34094;32487;19672;81.3;77.5;46.9;41923
Ringkøbing-Skjern;46603;44463;28449;82.9;79.1;50.6;56219
Hedensted;39319;37472;23936;83.4;79.5;50.8;47126
Morsø;16898;16177;10716;84.3;80.7;53.4;20049
Skive;38619;36821;24225;85.7;81.7;53.8;45067
Thisted;35996;34320;22432;83.5;79.6;52.0;43101
Viborg;81500;77305;48413;84.1;79.8;50.0;96884
Brønderslev;30196;28454;17519;83.5;78.7;48.4;36173
Frederikshavn;49840;47600;31624;84.6;80.8;53.7;58879
Vesthimmerland;29833;28497;18585;82.1;78.4;51.2;36329
Læsø;1529;1461;1235;86.3;82.5;69.7;1771
Rebild;25282;23872;14715;82.5;77.9;48.0;30656
Mariagerfjord;34974;33338;21520;84.0;80.0;51.7;41660
Jammerbugt;32013;30362;19151;83.9;79.5;50.2;38175
Aalborg;184636;175950;96637;83.5;79.5;43.7;221204
Hjørring;54032;51225;32190;84.6;80.2;50.4;63880
