"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Næstved;68787;65959;43219;82.1;78.7;51.6;83800
Guldborgsund;49474;47654;32721;82.1;79.1;54.3;60274
Vordingborg;37228;35871;24222;82.1;79.1;53.4;45337
Bornholm;33881;32585;23811;85.5;82.2;60.1;39634
Middelfart;33700;32312;22367;85.1;81.6;56.5;39609
Assens;34794;33322;22109;84.9;81.3;53.9;40987
Faaborg-Midtfyn;43899;41910;27911;84.7;80.9;53.9;51816
Kerteminde;20382;19569;13093;84.8;81.4;54.5;24039
Nyborg;27334;26186;16919;85.1;81.6;52.7;32105
Odense;171067;163870;92446;83.0;79.5;44.9;206024
Svendborg;50224;48214;31400;84.9;81.5;53.1;59188
Nordfyn;24774;23724;15391;83.3;79.8;51.8;29736
Langeland;10505;10182;7321;85.4;82.8;59.5;12301
Ærø;5268;5042;3696;87.4;83.6;61.3;6028
Haderslev;45374;43539;27346;82.0;78.7;49.4;55350
Billund;22034;21112;13692;82.7;79.3;51.4;26631
Sønderborg;61193;58560;37947;83.1;79.5;51.5;73671
Tønder;29734;28589;17888;80.7;77.6;48.5;36854
Esbjerg;95127;90736;56798;82.4;78.6;49.2;115419
Fanø;2951;2851;2115;86.1;83.2;61.7;3427
Varde;40945;39136;26131;82.4;78.8;52.6;49674
Vejen;34766;33196;21398;81.6;77.9;50.2;42622
Aabenraa;46965;45152;28931;80.1;77.0;49.3;58665
Fredericia;42751;41080;27148;82.9;79.6;52.6;51587
Horsens;76362;72598;46165;80.9;76.9;48.9;94448
Kolding;76554;73335;44423;81.8;78.4;47.5;93567
Vejle;97245;92961;57224;81.7;78.1;48.1;118967
Herning;74261;71160;44564;83.2;79.7;49.9;89259
Holstebro;49073;46923;29447;83.8;80.1;50.3;58568
Lemvig;16509;15978;11263;85.1;82.4;58.1;19399
Struer;17759;17085;11499;85.5;82.2;55.3;20781
Syddjurs;36702;34979;23758;84.2;80.3;54.5;43583
Norddjurs;31127;29826;20137;84.3;80.7;54.5;36942
Favrskov;41226;38962;24964;84.3;79.7;51.1;48899
Odder;19835;18872;13340;85.2;81.0;57.3;23293
Randers;82111;78312;50061;83.0;79.1;50.6;98944
Silkeborg;80412;76795;49803;82.6;78.9;51.2;97307
Samsø;3222;3079;2200;86.7;82.8;59.2;3718
Skanderborg;53622;50651;33568;83.4;78.8;52.2;64277
Århus;294268;281165;166236;82.8;79.1;46.8;355327
Ikast-Brande;34149;32693;20579;81.5;78.0;49.1;41902
Ringkøbing-Skjern;46706;44719;29713;83.1;79.6;52.9;56206
Hedensted;39375;37647;25136;83.6;79.9;53.3;47125
Morsø;16919;16244;10980;84.4;81.0;54.8;20046
Skive;38671;36987;25009;85.8;82.1;55.5;45070
Thisted;36015;34461;23576;83.6;80.0;54.7;43092
Viborg;81624;77896;50425;84.3;80.4;52.1;96877
Brønderslev;30255;28755;18429;83.7;79.5;51.0;36166
Frederikshavn;49897;48094;32993;84.8;81.7;56.0;58871
Vesthimmerland;29873;28577;19483;82.2;78.7;53.6;36324
Læsø;1529;1461;1235;86.3;82.5;69.7;1771
Rebild;25317;24047;15472;82.6;78.5;50.5;30644
Mariagerfjord;35009;33433;22481;84.0;80.3;54.0;41660
Jammerbugt;32062;30605;20396;84.0;80.2;53.4;38166
Aalborg;184980;177179;105300;83.6;80.1;47.6;221190
Hjørring;54153;51808;34212;84.8;81.1;53.6;63876
