"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordfyn;23468;22990;3193;79.0;77.4;10.7;29715
Langeland;10099;9930;1617;82.0;80.6;13.1;12320
Ærø;5050;4981;647;83.7;82.6;10.7;6030
Haderslev;42932;41856;4658;77.5;75.6;8.4;55395
Billund;20718;20254;2692;77.8;76.1;10.1;26618
Sønderborg;58056;56856;8075;78.8;77.2;11.0;73650
Tønder;28356;27670;3102;76.9;75.0;8.4;36885
Esbjerg;89428;87601;12314;77.4;75.9;10.7;115477
Fanø;2827;2787;475;82.5;81.3;13.9;3427
Varde;38474;37704;4869;77.5;75.9;9.8;49665
Vejen;32479;31655;4316;76.1;74.2;10.1;42663
Aabenraa;44579;43436;5524;76.1;74.1;9.4;58597
Fredericia;40150;39284;5698;77.9;76.2;11.1;51555
Horsens;71306;69518;10251;75.7;73.8;10.9;94213
Kolding;71578;69703;10340;76.6;74.6;11.1;93450
Vejle;90977;88671;13761;76.6;74.7;11.6;118721
Herning;69677;68033;11438;78.1;76.2;12.8;89232
Holstebro;46058;44967;6711;78.7;76.8;11.5;58552
Lemvig;15699;15393;2292;81.0;79.4;11.8;19390
Struer;16785;16447;2619;80.8;79.1;12.6;20783
Syddjurs;34711;34154;4287;79.5;78.3;9.8;43635
Norddjurs;29502;28989;4071;79.7;78.4;11.0;36996
Favrskov;38161;37441;4505;78.2;76.7;9.2;48829
Odder;18717;18432;2993;80.5;79.2;12.9;23264
Randers;77341;75659;11594;78.2;76.5;11.7;98876
Silkeborg;75291;73691;11098;77.5;75.8;11.4;97168
Samsø;3096;3043;597;83.2;81.8;16.0;3721
Skanderborg;49652;48772;6418;77.3;76.0;10.0;64193
Århus;278547;272131;37343;78.4;76.6;10.5;355373
Ikast-Brande;31961;31233;4864;76.3;74.6;11.6;41895
Ringkøbing-Skjern;44016;42992;6597;78.3;76.5;11.7;56219
Hedensted;36934;36128;5370;78.5;76.8;11.4;47059
Morsø;16102;15753;2206;80.2;78.5;11.0;20076
Skive;36384;35705;4939;80.7;79.2;11.0;45074
Thisted;34205;33461;4384;79.4;77.6;10.2;43096
Viborg;76347;74800;11462;78.8;77.2;11.8;96845
Brønderslev;28304;27740;3611;78.3;76.8;10.0;36133
Frederikshavn;47150;46402;4739;80.1;78.8;8.0;58875
Vesthimmerland;28210;27669;3209;77.6;76.1;8.8;36344
Læsø;1465;1446;157;82.6;81.5;8.9;1774
Rebild;23572;23092;2543;76.9;75.4;8.3;30633
Mariagerfjord;33191;32509;4281;79.6;78.0;10.3;41673
Jammerbugt;30124;29498;3569;78.9;77.3;9.3;38183
Aalborg;175511;171331;21791;79.3;77.4;9.8;221303
Hjørring;51130;50141;7627;80.0;78.5;11.9;63884
