"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Haderslev;44846;42680;19007;81.0;77.1;34.3;55386
Billund;21768;20636;9216;81.7;77.5;34.6;26629
Sønderborg;60373;57713;27718;81.9;78.3;37.6;73678
Tønder;29411;28111;10770;79.8;76.3;29.2;36860
Esbjerg;94038;88893;43958;81.5;77.0;38.1;115452
Fanø;2906;2818;1594;84.8;82.3;46.5;3425
Varde;40378;38321;19346;81.3;77.1;38.9;49685
Vejen;34315;32314;15886;80.5;75.8;37.2;42648
Aabenraa;46463;44362;19644;79.2;75.6;33.5;58672
Fredericia;42298;39973;20060;82.0;77.4;38.9;51613
Horsens;75551;71047;32304;80.0;75.2;34.2;94427
Kolding;75758;71187;32570;80.9;76.1;34.8;93593
Vejle;96284;90414;41840;80.9;76.0;35.2;118948
Herning;73588;69248;31781;82.4;77.6;35.6;89294
Holstebro;48566;45833;19843;82.9;78.3;33.9;58568
Lemvig;16365;15656;8325;84.3;80.7;42.9;19412
Struer;17566;16704;8327;84.5;80.3;40.0;20794
Syddjurs;36111;34496;15760;82.8;79.1;36.1;43598
Norddjurs;30722;29315;13726;83.1;79.3;37.1;36964
Favrskov;40519;38028;17103;82.9;77.8;35.0;48869
Odder;19520;18679;9320;83.8;80.2;40.0;23288
Randers;81142;76960;32800;82.0;77.8;33.1;98949
Silkeborg;79421;75012;35884;81.6;77.1;36.9;97306
Samsø;3229;3085;2141;86.6;82.8;57.4;3727
Skanderborg;52652;49554;23764;81.9;77.1;37.0;64276
Århus;290826;276846;111962;81.8;77.9;31.5;355483
Ikast-Brande;33802;31843;15050;80.6;75.9;35.9;41930
Ringkøbing-Skjern;45965;43748;21024;81.8;77.8;37.4;56221
Hedensted;38935;36848;17751;82.6;78.2;37.7;47131
Morsø;16689;16033;6879;83.2;79.9;34.3;20054
Skive;38159;36199;17444;84.7;80.4;38.7;45045
Thisted;35423;34009;14058;82.2;78.9;32.6;43114
Viborg;80810;76057;37613;83.4;78.5;38.8;96882
Brønderslev;29839;28160;11684;82.5;77.8;32.3;36174
Frederikshavn;49460;46979;20043;84.0;79.8;34.0;58877
Vesthimmerland;29392;28113;11439;80.9;77.4;31.5;36344
Læsø;1521;1454;939;85.9;82.1;53.1;1770
Rebild;24836;23576;10175;81.0;76.9;33.2;30649
Mariagerfjord;34400;33002;15092;82.6;79.2;36.2;41654
Jammerbugt;31569;29964;11840;82.7;78.5;31.0;38167
Aalborg;182516;174212;65198;82.5;78.7;29.5;221230
Hjørring;53576;50817;19758;83.9;79.6;30.9;63879
